Exit stations,Entry stations->,,SUNDAY,,,Dec 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	15 , 	30 , 	31 , 	12 , 	86 , 	20 , 	37 , 	23 , 	21 , 	11 , 	21 , 	15 , 	11 , 	7 , 	11 , 	3 , 	2 , 	3 , 	6 , 	4 , 	6 , 	4 , 	2 , 	7 , 	11 , 	57 , 	37 , 	122 , 	43 , 	37 , 	40 , 	12 , 	14 , 	9 , 	3 , 	1 , 	3 , 	0 , 	2 , 	5 , 	5 , 	26 , 	5 , 	0 , 	4 , 	2 , 	6 , 	5 , 	3 , 	3 , 	843 ,,,,,,,,,,,
SO, 	26 , 	29 , 	25 , 	36 , 	102 , 	27 , 	35 , 	41 , 	40 , 	10 , 	18 , 	5 , 	8 , 	8 , 	5 , 	3 , 	6 , 	8 , 	33 , 	40 , 	52 , 	25 , 	19 , 	42 , 	44 , 	100 , 	95 , 	474 , 	134 , 	81 , 	60 , 	39 , 	30 , 	93 , 	24 , 	3 , 	39 , 	7 , 	23 , 	21 , 	37 , 	54 , 	170 , 	11 , 	9 , 	5 , 	7 , 	4 , 	2 , 	25 ," 	2,234 ",,,,,,,,,,,
MB, 	6 , 	10 , 	3 , 	4 , 	23 , 	4 , 	8 , 	9 , 	10 , 	3 , 	3 , 	1 , 	2 , 	2 , 	1 , 	-   , 	2 , 	0 , 	5 , 	2 , 	4 , 	1 , 	1 , 	4 , 	6 , 	84 , 	32 , 	119 , 	66 , 	39 , 	34 , 	12 , 	20 , 	41 , 	9 , 	1 , 	3 , 	1 , 	1 , 	7 , 	6 , 	266 , 	25 , 	0 , 	2 , 	-   , 	1 , 	0 , 	0 , 	2 , 	885 ,,,,,,,,,,,
WD, 	2 , 	3 , 	1 , 	2 , 	6 , 	2 , 	5 , 	4 , 	3 , 	12 , 	19 , 	5 , 	15 , 	24 , 	10 , 	7 , 	4 , 	8 , 	2 , 	1 , 	0 , 	-   , 	0 , 	0 , 	1 , 	51 , 	28 , 	67 , 	23 , 	12 , 	6 , 	5 , 	4 , 	4 , 	0 , 	28 , 	12 , 	-   , 	1 , 	0 , 	1 , 	19 , 	1 , 	7 , 	9 , 	1 , 	3 , 	6 , 	0 , 	1 , 	426 ,,,,,,,,,,,
OA, 	5 , 	12 , 	7 , 	8 , 	30 , 	6 , 	7 , 	8 , 	6 , 	7 , 	3 , 	5 , 	3 , 	1 , 	4 , 	1 , 	5 , 	5 , 	4 , 	8 , 	10 , 	3 , 	2 , 	4 , 	2 , 	29 , 	13 , 	42 , 	19 , 	8 , 	6 , 	6 , 	3 , 	3 , 	0 , 	2 , 	18 , 	2 , 	5 , 	1 , 	1 , 	7 , 	1 , 	3 , 	7 , 	2 , 	4 , 	4 , 	0 , 	4 , 	346 ,,,,,,,,,,,
WS, 	4 , 	3 , 	0 , 	3 , 	12 , 	2 , 	4 , 	8 , 	5 , 	7 , 	9 , 	10 , 	8 , 	8 , 	15 , 	14 , 	14 , 	16 , 	2 , 	3 , 	1 , 	1 , 	-   , 	1 , 	4 , 	40 , 	16 , 	30 , 	14 , 	11 , 	2 , 	1 , 	1 , 	2 , 	0 , 	2 , 	3 , 	0 , 	1 , 	1 , 	0 , 	6 , 	-   , 	2 , 	4 , 	5 , 	20 , 	16 , 	0 , 	0 , 	332 ,,,,,,,,,,,
ML, 	7 , 	9 , 	2 , 	5 , 	22 , 	7 , 	7 , 	10 , 	10 , 	13 , 	15 , 	8 , 	14 , 	14 , 	23 , 	17 , 	27 , 	42 , 	7 , 	5 , 	2 , 	2 , 	2 , 	2 , 	2 , 	77 , 	37 , 	91 , 	34 , 	13 , 	9 , 	6 , 	4 , 	6 , 	0 , 	3 , 	13 , 	0 , 	2 , 	2 , 	1 , 	11 , 	0 , 	3 , 	5 , 	19 , 	16 , 	13 , 	1 , 	2 , 	643 ,,,,,,,,,,,
BE, 	8 , 	16 , 	7 , 	7 , 	43 , 	11 , 	13 , 	18 , 	10 , 	23 , 	21 , 	11 , 	19 , 	17 , 	21 , 	20 , 	22 , 	38 , 	4 , 	4 , 	3 , 	1 , 	3 , 	4 , 	5 , 	51 , 	28 , 	77 , 	43 , 	16 , 	12 , 	6 , 	4 , 	8 , 	1 , 	3 , 	19 , 	1 , 	3 , 	0 , 	1 , 	8 , 	1 , 	6 , 	5 , 	24 , 	12 , 	14 , 	0 , 	4 , 	694 ,,,,,,,,,,,
PC, 	2 , 	2 , 	0 , 	0 , 	2 , 	0 , 	6 , 	5 , 	2 , 	1 , 	4 , 	2 , 	2 , 	1 , 	1 , 	1 , 	0 , 	2 , 	36 , 	11 , 	18 , 	2 , 	2 , 	3 , 	3 , 	10 , 	4 , 	20 , 	4 , 	4 , 	2 , 	2 , 	1 , 	1 , 	2 , 	-   , 	1 , 	3 , 	3 , 	0 , 	2 , 	4 , 	1 , 	0 , 	1 , 	1 , 	1 , 	1 , 	1 , 	9 , 	183 ,,,,,,,,,,,
AN, 	3 , 	5 , 	2 , 	2 , 	6 , 	2 , 	21 , 	10 , 	10 , 	2 , 	6 , 	5 , 	4 , 	3 , 	5 , 	2 , 	2 , 	2 , 	28 , 	16 , 	21 , 	3 , 	2 , 	8 , 	5 , 	37 , 	21 , 	66 , 	21 , 	12 , 	17 , 	7 , 	6 , 	8 , 	5 , 	-   , 	3 , 	6 , 	8 , 	7 , 	4 , 	35 , 	3 , 	-   , 	8 , 	2 , 	2 , 	4 , 	8 , 	6 , 	467 ,,,,,,,,,,,
Entries, 	916 ," 	1,114 ", 	777 , 	749 ," 	1,917 ", 	810 ," 	1,337 "," 	1,429 "," 	1,312 "," 	1,001 "," 	1,402 ", 	660 , 	948 , 	929 , 	692 , 	452 , 	521 , 	665 , 	827 , 	663 , 	965 , 	525 , 	347 , 	996 ," 	1,466 "," 	4,053 "," 	2,490 "," 	7,284 "," 	3,192 "," 	2,392 "," 	2,303 "," 	1,231 "," 	1,104 "," 	1,344 ", 	444 , 	389 , 	993 , 	138 , 	483 , 	360 , 	526 ," 	3,410 ", 	838 , 	409 , 	478 , 	355 , 	668 , 	642 , 	143 , 	401 ," 	59,489 ",,,,,,,,,,,
