Exit stations,Entry stations->,,SATURDAY,,,Nov 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
RM, 	10 , 	49 , 	59 , 	35 , 	209 , 	45 , 	57 , 	35 , 	59 , 	18 , 	52 , 	39 , 	21 , 	15 , 	12 , 	11 , 	6 , 	12 , 	21 , 	5 , 	9 , 	4 , 	5 , 	11 , 	16 , 	120 , 	95 , 	303 , 	104 , 	94 , 	89 , 	26 , 	35 , 	25 , 	10 , 	3 , 	6 , 	2 , 	25 , 	5 , 	12 , 	35 , 	12 , 	3 , 	6 , 	5 ," 	1,822 ",,,,,,,,,,
EN, 	54 , 	15 , 	54 , 	49 , 	415 , 	82 , 	97 , 	92 , 	115 , 	26 , 	73 , 	88 , 	30 , 	26 , 	27 , 	15 , 	19 , 	32 , 	18 , 	9 , 	20 , 	5 , 	8 , 	20 , 	29 , 	283 , 	240 , 	661 , 	212 , 	101 , 	97 , 	35 , 	42 , 	44 , 	24 , 	6 , 	8 , 	3 , 	18 , 	11 , 	15 , 	84 , 	24 , 	4 , 	28 , 	11 ," 	3,364 ",,,,,,,,,,
EP, 	59 , 	51 , 	8 , 	40 , 	422 , 	61 , 	53 , 	67 , 	95 , 	18 , 	32 , 	43 , 	15 , 	12 , 	9 , 	7 , 	8 , 	20 , 	10 , 	7 , 	15 , 	3 , 	6 , 	23 , 	5 , 	178 , 	126 , 	362 , 	141 , 	64 , 	53 , 	20 , 	12 , 	14 , 	4 , 	5 , 	4 , 	1 , 	8 , 	2 , 	7 , 	61 , 	14 , 	5 , 	31 , 	8 ," 	2,206 ",,,,,,,,,,
NB, 	38 , 	52 , 	32 , 	14 , 	139 , 	35 , 	44 , 	85 , 	69 , 	29 , 	46 , 	46 , 	16 , 	13 , 	12 , 	6 , 	13 , 	21 , 	11 , 	10 , 	25 , 	6 , 	9 , 	7 , 	8 , 	246 , 	186 , 	330 , 	195 , 	111 , 	79 , 	29 , 	17 , 	21 , 	5 , 	5 , 	9 , 	2 , 	10 , 	4 , 	10 , 	88 , 	17 , 	2 , 	35 , 	17 ," 	2,199 ",,,,,,,,,,
BK, 	237 , 	455 , 	438 , 	153 , 	49 , 	204 , 	217 , 	225 , 	224 , 	94 , 	168 , 	128 , 	100 , 	87 , 	75 , 	34 , 	69 , 	143 , 	60 , 	84 , 	90 , 	53 , 	58 , 	39 , 	60 , 	560 , 	365 , 	947 , 	451 , 	236 , 	181 , 	96 , 	47 , 	95 , 	20 , 	28 , 	73 , 	16 , 	42 , 	19 , 	26 , 	191 , 	157 , 	30 , 	104 , 	123 ," 	7,346 ",,,,,,,,,,
AS, 	61 , 	76 , 	51 , 	33 , 	165 , 	16 , 	51 , 	94 , 	93 , 	28 , 	68 , 	48 , 	20 , 	17 , 	18 , 	13 , 	11 , 	18 , 	13 , 	10 , 	13 , 	6 , 	4 , 	11 , 	23 , 	217 , 	146 , 	317 , 	229 , 	144 , 	115 , 	31 , 	22 , 	18 , 	5 , 	6 , 	12 , 	2 , 	13 , 	6 , 	6 , 	76 , 	17 , 	5 , 	28 , 	14 ," 	2,382 ",,,,,,,,,,
MA, 	80 , 	100 , 	55 , 	44 , 	211 , 	69 , 	22 , 	81 , 	80 , 	22 , 	93 , 	96 , 	45 , 	36 , 	26 , 	17 , 	19 , 	33 , 	39 , 	27 , 	45 , 	21 , 	14 , 	29 , 	31 , 	325 , 	263 , 	571 , 	357 , 	232 , 	161 , 	50 , 	34 , 	31 , 	7 , 	8 , 	14 , 	10 , 	65 , 	7 , 	12 , 	100 , 	23 , 	5 , 	31 , 	11 ," 	3,647 ",,,,,,,,,,
19, 	41 , 	109 , 	71 , 	77 , 	235 , 	102 , 	77 , 	22 , 	19 , 	14 , 	77 , 	93 , 	52 , 	47 , 	40 , 	19 , 	24 , 	36 , 	39 , 	61 , 	66 , 	34 , 	34 , 	62 , 	47 , 	331 , 	262 , 	514 , 	377 , 	229 , 	180 , 	79 , 	47 , 	46 , 	12 , 	14 , 	25 , 	9 , 	36 , 	6 , 	14 , 	91 , 	40 , 	10 , 	21 , 	25 ," 	3,860 ",,,,,,,,,,
12, 	62 , 	111 , 	99 , 	73 , 	190 , 	91 , 	94 , 	18 , 	19 , 	14 , 	79 , 	118 , 	71 , 	75 , 	52 , 	26 , 	28 , 	49 , 	56 , 	53 , 	60 , 	32 , 	29 , 	56 , 	55 , 	320 , 	244 , 	553 , 	313 , 	155 , 	129 , 	47 , 	50 , 	42 , 	17 , 	9 , 	16 , 	15 , 	55 , 	14 , 	20 , 	105 , 	43 , 	9 , 	26 , 	29 ," 	3,813 ",,,,,,,,,,
LM, 	11 , 	28 , 	21 , 	22 , 	89 , 	31 , 	29 , 	16 , 	15 , 	11 , 	97 , 	138 , 	119 , 	125 , 	53 , 	20 , 	38 , 	58 , 	11 , 	10 , 	19 , 	7 , 	3 , 	15 , 	15 , 	288 , 	222 , 	523 , 	255 , 	146 , 	112 , 	32 , 	35 , 	38 , 	3 , 	53 , 	75 , 	1 , 	15 , 	6 , 	6 , 	27 , 	11 , 	39 , 	18 , 	23 ," 	2,921 ",,,,,,,,,,
FV, 	63 , 	74 , 	36 , 	41 , 	150 , 	62 , 	86 , 	76 , 	79 , 	63 , 	18 , 	156 , 	120 , 	172 , 	97 , 	52 , 	27 , 	67 , 	26 , 	15 , 	19 , 	10 , 	12 , 	25 , 	62 , 	334 , 	253 , 	705 , 	309 , 	156 , 	144 , 	44 , 	49 , 	33 , 	10 , 	40 , 	86 , 	4 , 	38 , 	10 , 	12 , 	58 , 	13 , 	55 , 	17 , 	23 ," 	3,995 ",,,,,,,,,,
CL, 	43 , 	86 , 	47 , 	48 , 	111 , 	54 , 	80 , 	89 , 	118 , 	106 , 	146 , 	15 , 	127 , 	149 , 	93 , 	52 , 	102 , 	155 , 	33 , 	42 , 	49 , 	38 , 	22 , 	43 , 	56 , 	320 , 	191 , 	567 , 	225 , 	84 , 	107 , 	57 , 	50 , 	79 , 	11 , 	55 , 	133 , 	17 , 	62 , 	14 , 	19 , 	33 , 	30 , 	87 , 	27 , 	125 ," 	4,191 ",,,,,,,,,,
SL, 	20 , 	31 , 	14 , 	16 , 	103 , 	26 , 	45 , 	60 , 	85 , 	109 , 	129 , 	129 , 	10 , 	91 , 	67 , 	31 , 	33 , 	50 , 	9 , 	7 , 	13 , 	2 , 	2 , 	12 , 	23 , 	201 , 	178 , 	485 , 	157 , 	62 , 	50 , 	24 , 	26 , 	31 , 	7 , 	21 , 	45 , 	4 , 	20 , 	5 , 	7 , 	30 , 	7 , 	38 , 	7 , 	11 ," 	2,526 ",,,,,,,,,,
BF, 	15 , 	28 , 	11 , 	14 , 	94 , 	21 , 	40 , 	53 , 	76 , 	122 , 	171 , 	154 , 	100 , 	10 , 	88 , 	50 , 	46 , 	93 , 	12 , 	7 , 	10 , 	2 , 	2 , 	8 , 	23 , 	195 , 	176 , 	446 , 	132 , 	49 , 	44 , 	18 , 	24 , 	24 , 	7 , 	38 , 	64 , 	2 , 	17 , 	5 , 	7 , 	24 , 	6 , 	64 , 	6 , 	16 ," 	2,609 ",,,,,,,,,,
HY, 	14 , 	31 , 	10 , 	16 , 	64 , 	15 , 	33 , 	41 , 	59 , 	50 , 	104 , 	104 , 	61 , 	86 , 	20 , 	51 , 	65 , 	104 , 	14 , 	6 , 	11 , 	3 , 	3 , 	10 , 	14 , 	104 , 	69 , 	256 , 	78 , 	36 , 	30 , 	10 , 	15 , 	17 , 	5 , 	15 , 	29 , 	3 , 	18 , 	8 , 	12 , 	20 , 	6 , 	34 , 	11 , 	25 ," 	1,785 ",,,,,,,,,,
SH, 	8 , 	15 , 	4 , 	7 , 	30 , 	12 , 	17 , 	14 , 	24 , 	20 , 	44 , 	56 , 	31 , 	47 , 	44 , 	6 , 	27 , 	53 , 	8 , 	5 , 	5 , 	1 , 	1 , 	3 , 	5 , 	79 , 	53 , 	168 , 	51 , 	28 , 	16 , 	9 , 	11 , 	15 , 	2 , 	6 , 	15 , 	0 , 	9 , 	5 , 	8 , 	10 , 	3 , 	20 , 	6 , 	12 ," 	1,004 ",,,,,,,,,,
UC, 	9 , 	16 , 	9 , 	11 , 	74 , 	11 , 	25 , 	22 , 	32 , 	34 , 	31 , 	96 , 	29 , 	50 , 	65 , 	31 , 	14 , 	59 , 	4 , 	3 , 	5 , 	1 , 	2 , 	6 , 	6 , 	122 , 	90 , 	258 , 	84 , 	26 , 	23 , 	9 , 	8 , 	17 , 	4 , 	11 , 	20 , 	2 , 	9 , 	2 , 	5 , 	18 , 	4 , 	15 , 	10 , 	12 ," 	1,390 ",,,,,,,,,,
FM, 	13 , 	28 , 	18 , 	20 , 	153 , 	23 , 	33 , 	43 , 	46 , 	48 , 	74 , 	152 , 	45 , 	84 , 	105 , 	57 , 	63 , 	22 , 	12 , 	12 , 	12 , 	4 , 	5 , 	11 , 	10 , 	234 , 	149 , 	378 , 	138 , 	49 , 	33 , 	17 , 	19 , 	26 , 	5 , 	18 , 	37 , 	3 , 	15 , 	4 , 	5 , 	31 , 	3 , 	22 , 	18 , 	11 ," 	2,302 ",,,,,,,,,,
CN, 	20 , 	21 , 	7 , 	10 , 	58 , 	14 , 	46 , 	31 , 	51 , 	10 , 	24 , 	33 , 	9 , 	12 , 	12 , 	6 , 	7 , 	17 , 	11 , 	56 , 	136 , 	32 , 	22 , 	43 , 	9 , 	169 , 	117 , 	339 , 	114 , 	46 , 	35 , 	25 , 	19 , 	24 , 	9 , 	4 , 	4 , 	18 , 	164 , 	8 , 	10 , 	110 , 	16 , 	3 , 	31 , 	5 ," 	1,960 ",,,,,,,,,,
PH, 	5 , 	10 , 	6 , 	9 , 	68 , 	7 , 	32 , 	52 , 	52 , 	9 , 	14 , 	39 , 	6 , 	7 , 	6 , 	2 , 	4 , 	6 , 	49 , 	9 , 	74 , 	17 , 	9 , 	57 , 	7 , 	258 , 	154 , 	384 , 	139 , 	41 , 	34 , 	19 , 	14 , 	21 , 	9 , 	5 , 	6 , 	12 , 	67 , 	7 , 	7 , 	145 , 	16 , 	1 , 	29 , 	4 ," 	1,924 ",,,,,,,,,,
WC, 	14 , 	20 , 	14 , 	20 , 	104 , 	15 , 	55 , 	71 , 	65 , 	16 , 	22 , 	49 , 	12 , 	10 , 	11 , 	5 , 	4 , 	12 , 	188 , 	82 , 	19 , 	43 , 	38 , 	92 , 	10 , 	320 , 	230 , 	465 , 	229 , 	67 , 	45 , 	26 , 	21 , 	24 , 	9 , 	3 , 	6 , 	23 , 	137 , 	5 , 	11 , 	157 , 	18 , 	1 , 	27 , 	5 ," 	2,817 ",,,,,,,,,,
LF, 	4 , 	7 , 	7 , 	8 , 	51 , 	7 , 	21 , 	30 , 	31 , 	5 , 	10 , 	36 , 	1 , 	3 , 	3 , 	1 , 	2 , 	3 , 	47 , 	18 , 	34 , 	13 , 	16 , 	44 , 	4 , 	178 , 	118 , 	224 , 	127 , 	32 , 	25 , 	16 , 	5 , 	8 , 	1 , 	0 , 	1 , 	7 , 	32 , 	3 , 	4 , 	86 , 	7 , 	1 , 	17 , 	2 ," 	1,292 ",,,,,,,,,,
OR, 	8 , 	7 , 	6 , 	7 , 	51 , 	2 , 	13 , 	33 , 	27 , 	2 , 	9 , 	22 , 	2 , 	0 , 	3 , 	-   , 	2 , 	5 , 	19 , 	15 , 	30 , 	6 , 	6 , 	39 , 	3 , 	154 , 	106 , 	237 , 	114 , 	38 , 	28 , 	10 , 	8 , 	7 , 	3 , 	0 , 	1 , 	2 , 	9 , 	3 , 	2 , 	68 , 	6 , 	0 , 	8 , 	2 ," 	1,118 ",,,,,,,,,,
RR, 	15 , 	22 , 	20 , 	11 , 	44 , 	10 , 	37 , 	70 , 	71 , 	13 , 	34 , 	42 , 	17 , 	9 , 	10 , 	5 , 	5 , 	10 , 	45 , 	57 , 	90 , 	49 , 	46 , 	20 , 	16 , 	326 , 	261 , 	516 , 	294 , 	153 , 	111 , 	41 , 	20 , 	18 , 	5 , 	5 , 	8 , 	15 , 	31 , 	4 , 	8 , 	144 , 	42 , 	5 , 	25 , 	7 ," 	2,802 ",,,,,,,,,,
OW, 	17 , 	22 , 	6 , 	9 , 	50 , 	21 , 	24 , 	39 , 	58 , 	20 , 	57 , 	54 , 	18 , 	21 , 	13 , 	6 , 	6 , 	11 , 	12 , 	7 , 	11 , 	3 , 	2 , 	18 , 	16 , 	537 , 	502 ," 	1,019 ", 	427 , 	265 , 	178 , 	39 , 	49 , 	30 , 	11 , 	9 , 	10 , 	3 , 	18 , 	6 , 	12 , 	88 , 	14 , 	8 , 	6 , 	3 ," 	3,754 ",,,,,,,,,,
EM, 	158 , 	334 , 	195 , 	297 , 	715 , 	276 , 	402 , 	428 , 	377 , 	309 , 	385 , 	338 , 	227 , 	221 , 	150 , 	95 , 	155 , 	269 , 	202 , 	298 , 	385 , 	206 , 	201 , 	400 , 	702 , 	67 , 	34 , 	301 , 	154 , 	429 , 	510 , 	300 , 	444 , 	332 , 	110 , 	141 , 	560 , 	79 , 	228 , 	92 , 	92 , 	365 , 	239 , 	185 , 	101 , 	122 ," 	12,606 ",,,,,,,,,,
MT, 	134 , 	296 , 	167 , 	223 , 	472 , 	198 , 	334 , 	340 , 	300 , 	285 , 	306 , 	237 , 	216 , 	197 , 	90 , 	57 , 	110 , 	166 , 	137 , 	201 , 	258 , 	143 , 	115 , 	318 , 	611 , 	30 , 	41 , 	49 , 	99 , 	351 , 	453 , 	338 , 	841 , 	369 , 	98 , 	118 , 	273 , 	74 , 	156 , 	85 , 	97 , 	259 , 	175 , 	114 , 	54 , 	73 ," 	10,054 ",,,,,,,,,,
PL, 	281 , 	615 , 	315 , 	324 , 	873 , 	301 , 	556 , 	507 , 	509 , 	463 , 	630 , 	537 , 	425 , 	399 , 	237 , 	151 , 	227 , 	336 , 	299 , 	376 , 	455 , 	221 , 	231 , 	501 ," 	1,092 ", 	330 , 	62 , 	125 , 	224 ," 	1,239 "," 	1,539 ", 	935 ," 	1,543 "," 	1,239 ", 	343 , 	219 , 	710 , 	148 , 	389 , 	302 , 	313 , 	945 , 	636 , 	254 , 	92 , 	158 ," 	22,600 ",,,,,,,,,,
CC, 	109 , 	217 , 	128 , 	202 , 	423 , 	195 , 	339 , 	332 , 	281 , 	205 , 	311 , 	182 , 	142 , 	118 , 	79 , 	43 , 	80 , 	131 , 	110 , 	127 , 	238 , 	123 , 	122 , 	281 , 	481 , 	133 , 	70 , 	238 , 	55 , 	380 , 	502 , 	273 , 	420 , 	375 , 	126 , 	98 , 	231 , 	49 , 	132 , 	90 , 	129 , 	357 , 	287 , 	98 , 	46 , 	64 ," 	9,149 ",,,,,,,,,,
