Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,May 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	147 , 	141 , 	66 , 	81 , 	295 , 	96 , 	127 , 	125 , 	269 , 	129 , 	28 , 	272 , 	244 , 	245 , 	284 , 	119 , 	116 , 	143 , 	55 , 	35 , 	34 , 	23 , 	37 , 	67 , 	112 , 	609 , 	701 , 	708 , 	542 , 	162 , 	186 , 	54 , 	68 , 	101 , 	34 , 	55 , 	169 , 	9 , 	39 ," 	6,727 ",,,CM line," 	33,388 "," 	3,196 "," 	8,747 "," 	2,591 "," 	2,059 "," 	2,857 "," 	52,838 ",
CL, 	128 , 	161 , 	87 , 	81 , 	327 , 	133 , 	217 , 	210 , 	400 , 	170 , 	279 , 	8 , 	156 , 	204 , 	242 , 	121 , 	138 , 	215 , 	87 , 	80 , 	70 , 	42 , 	32 , 	94 , 	94 , 	581 , 	518 , 	567 , 	426 , 	134 , 	151 , 	70 , 	69 , 	93 , 	43 , 	76 , 	270 , 	27 , 	80 ," 	6,881 ",,,RM line," 	11,741 "," 	5,563 "," 	2,758 "," 	7,226 "," 	1,378 "," 	3,800 "," 	32,466 ",
SL, 	174 , 	136 , 	25 , 	23 , 	144 , 	46 , 	99 , 	182 , 	239 , 	155 , 	270 , 	155 , 	7 , 	108 , 	199 , 	91 , 	95 , 	129 , 	37 , 	22 , 	19 , 	8 , 	8 , 	12 , 	20 , 	570 , 	585 , 	411 , 	328 , 	55 , 	67 , 	36 , 	50 , 	44 , 	28 , 	36 , 	89 , 	8 , 	24 ," 	4,732 ",,,WP line," 	18,175 "," 	3,928 "," 	2,055 "," 	1,431 "," 	5,878 "," 	1,590 "," 	33,057 ",
BF, 	37 , 	39 , 	16 , 	15 , 	126 , 	36 , 	79 , 	172 , 	341 , 	180 , 	239 , 	213 , 	106 , 	8 , 	153 , 	124 , 	132 , 	237 , 	29 , 	17 , 	20 , 	5 , 	4 , 	15 , 	36 , 	536 , 	559 , 	389 , 	256 , 	59 , 	64 , 	26 , 	27 , 	50 , 	23 , 	50 , 	225 , 	5 , 	13 ," 	4,660 ",,,FT/ED line," 	18,738 "," 	6,870 "," 	2,906 "," 	4,386 "," 	1,621 "," 	13,518 "," 	48,039 ",
HY, 	123 , 	94 , 	29 , 	28 , 	146 , 	56 , 	89 , 	191 , 	234 , 	112 , 	306 , 	240 , 	215 , 	158 , 	8 , 	151 , 	263 , 	393 , 	32 , 	21 , 	20 , 	7 , 	8 , 	12 , 	32 , 	412 , 	324 , 	279 , 	218 , 	49 , 	54 , 	29 , 	28 , 	32 , 	23 , 	21 , 	92 , 	9 , 	26 ," 	4,565 ",,,Entries," 	99,848 "," 	35,203 "," 	54,978 "," 	32,742 "," 	33,142 "," 	48,554 "," 	304,468 ",
SH, 	30 , 	28 , 	7 , 	5 , 	101 , 	84 , 	29 , 	82 , 	206 , 	83 , 	167 , 	157 , 	62 , 	88 , 	169 , 	53 , 	82 , 	145 , 	11 , 	11 , 	17 , 	2 , 	2 , 	8 , 	23 , 	378 , 	363 , 	134 , 	118 , 	42 , 	42 , 	9 , 	10 , 	28 , 	11 , 	11 , 	39 , 	3 , 	12 ," 	2,849 ",,,,,,,,,,,
UC, 	20 , 	48 , 	18 , 	14 , 	137 , 	28 , 	58 , 	170 , 	248 , 	129 , 	141 , 	143 , 	95 , 	152 , 	277 , 	115 , 	12 , 	206 , 	20 , 	23 , 	18 , 	4 , 	6 , 	10 , 	19 , 	535 , 	467 , 	311 , 	222 , 	34 , 	35 , 	21 , 	23 , 	37 , 	14 , 	18 , 	55 , 	7 , 	20 ," 	3,905 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	31 , 	73 , 	46 , 	38 , 	270 , 	52 , 	82 , 	272 , 	364 , 	170 , 	156 , 	223 , 	127 , 	264 , 	402 , 	204 , 	207 , 	25 , 	27 , 	24 , 	27 , 	8 , 	12 , 	24 , 	18 , 	769 , 	705 , 	452 , 	310 , 	41 , 	53 , 	27 , 	27 , 	61 , 	22 , 	27 , 	85 , 	6 , 	38 ," 	5,768 ",,,Dtwn SF," 	4,337 ",,,,,,,
CN, 	32 , 	40 , 	24 , 	13 , 	119 , 	23 , 	99 , 	249 , 	346 , 	25 , 	50 , 	90 , 	35 , 	28 , 	28 , 	16 , 	15 , 	23 , 	39 , 	150 , 	394 , 	98 , 	57 , 	107 , 	17 , 	870 , 	883 , 	440 , 	403 , 	72 , 	91 , 	52 , 	44 , 	70 , 	65 , 	2 , 	11 , 	53 , 	322 ," 	5,495 ",,,OAK," 	27,531 "," 	1,585 ",,,,,,
PH, 	23 , 	36 , 	23 , 	22 , 	142 , 	25 , 	84 , 	275 , 	399 , 	25 , 	37 , 	81 , 	24 , 	19 , 	23 , 	12 , 	25 , 	24 , 	199 , 	11 , 	133 , 	66 , 	39 , 	124 , 	12 ," 	1,375 "," 	1,329 ", 	478 , 	446 , 	51 , 	56 , 	56 , 	42 , 	90 , 	72 , 	5 , 	8 , 	48 , 	182 ," 	6,123 ",,,CM line," 	68,699 "," 	6,396 "," 	8,747 ",,,,,
WC, 	26 , 	36 , 	22 , 	19 , 	110 , 	20 , 	73 , 	188 , 	283 , 	19 , 	29 , 	70 , 	19 , 	19 , 	17 , 	16 , 	14 , 	23 , 	614 , 	138 , 	10 , 	67 , 	44 , 	125 , 	12 , 	967 , 	912 , 	426 , 	305 , 	41 , 	50 , 	44 , 	28 , 	55 , 	54 , 	5 , 	6 , 	73 , 	208 ," 	5,186 ",,,RM line," 	23,347 "," 	11,065 "," 	5,349 "," 	7,226 ",,,,
LF, 	12 , 	15 , 	7 , 	7 , 	64 , 	10 , 	28 , 	116 , 	172 , 	7 , 	31 , 	39 , 	9 , 	4 , 	7 , 	2 , 	5 , 	8 , 	135 , 	65 , 	89 , 	5 , 	17 , 	65 , 	4 , 	768 , 	679 , 	243 , 	197 , 	21 , 	29 , 	19 , 	5 , 	26 , 	19 , 	1 , 	3 , 	12 , 	34 ," 	2,978 ",,,WP line," 	36,441 "," 	7,868 "," 	4,114 "," 	2,809 "," 	5,878 ",,,
OR, 	11 , 	10 , 	9 , 	13 , 	53 , 	10 , 	33 , 	74 , 	138 , 	11 , 	32 , 	36 , 	8 , 	4 , 	10 , 	2 , 	6 , 	11 , 	63 , 	47 , 	51 , 	20 , 	4 , 	66 , 	3 , 	687 , 	621 , 	214 , 	171 , 	21 , 	24 , 	13 , 	14 , 	22 , 	21 , 	2 , 	3 , 	10 , 	24 ," 	2,574 ",,,FT/ED line," 	38,382 "," 	14,014 "," 	5,763 "," 	8,187 "," 	3,211 "," 	13,518 "," 	304,468 ",
RR, 	38 , 	35 , 	34 , 	62 , 	36 , 	9 , 	26 , 	78 , 	209 , 	32 , 	69 , 	79 , 	20 , 	21 , 	8 , 	5 , 	9 , 	14 , 	132 , 	66 , 	78 , 	35 , 	40 , 	7 , 	17 , 	933 , 	955 , 	510 , 	449 , 	63 , 	46 , 	22 , 	30 , 	48 , 	21 , 	6 , 	13 , 	16 , 	45 ," 	4,314 ",,,,,,,,,,,
OW, 	42 , 	42 , 	10 , 	15 , 	66 , 	45 , 	63 , 	43 , 	65 , 	22 , 	108 , 	99 , 	31 , 	42 , 	34 , 	21 , 	19 , 	21 , 	14 , 	11 , 	12 , 	5 , 	3 , 	12 , 	5 ," 	1,218 "," 	1,160 ", 	570 , 	401 , 	91 , 	84 , 	25 , 	46 , 	40 , 	22 , 	7 , 	26 , 	3 , 	22 ," 	4,568 ",,,,,,,,,,,
EM, 	255 , 	914 , 	488 , 	474 , 	799 , 	522 , 	758 , 	908 ," 	1,249 ", 	567 , 	683 , 	610 , 	659 , 	616 , 	465 , 	344 , 	605 , 	850 , 	847 ," 	1,718 "," 	1,227 ", 	806 , 	714 , 	889 ," 	1,320 ", 	105 , 	143 , 	384 , 	343 , 	828 ," 	1,495 "," 	1,199 "," 	1,552 "," 	1,216 "," 	1,346 ", 	468 ," 	1,493 ", 	402 , 	721 ," 	30,981 ",,,,,,,,,,,
MT, 	323 , 	875 , 	506 , 	441 , 	720 , 	511 , 	748 , 	670 , 	942 , 	500 , 	788 , 	529 , 	631 , 	593 , 	361 , 	296 , 	492 , 	752 , 	726 ," 	1,344 ", 	963 , 	600 , 	562 , 	773 ," 	1,215 ", 	186 , 	97 , 	219 , 	315 ," 	1,264 "," 	2,132 "," 	1,737 "," 	3,047 "," 	1,577 "," 	1,465 ", 	369 , 	990 , 	328 , 	588 ," 	31,175 ",,,,,,,,,,,
PL, 	282 , 	659 , 	280 , 	315 , 	829 , 	331 , 	553 , 	536 , 	928 , 	426 , 	667 , 	614 , 	396 , 	377 , 	283 , 	209 , 	295 , 	450 , 	409 , 	514 , 	462 , 	234 , 	207 , 	449 , 	582 , 	610 , 	340 , 	134 , 	360 ," 	1,458 "," 	2,139 "," 	1,379 "," 	2,757 "," 	1,185 ", 	945 , 	199 , 	650 , 	182 , 	377 ," 	24,004 ",,,,,,,,,,,
CC, 	198 , 	519 , 	245 , 	286 , 	516 , 	317 , 	467 , 	420 , 	565 , 	307 , 	494 , 	387 , 	314 , 	277 , 	189 , 	196 , 	210 , 	326 , 	373 , 	403 , 	277 , 	183 , 	150 , 	363 , 	400 , 	336 , 	338 , 	311 , 	117 , 	869 ," 	1,333 ", 	854 ," 	2,054 ", 	720 , 	760 , 	145 , 	372 , 	143 , 	332 ," 	17,067 ",,,,,,,,,,,
16, 	88 , 	91 , 	41 , 	80 , 	199 , 	87 , 	166 , 	136 , 	194 , 	78 , 	151 , 	113 , 	50 , 	54 , 	54 , 	31 , 	28 , 	38 , 	55 , 	49 , 	43 , 	22 , 	17 , 	86 , 	95 , 	723 ," 	1,013 "," 	1,489 ", 	889 , 	33 , 	349 , 	289 , 	762 , 	219 , 	194 , 	19 , 	62 , 	13 , 	69 ," 	8,168 ",,,,,,,,,,,
24, 	135 , 	146 , 	39 , 	59 , 	220 , 	93 , 	135 , 	152 , 	223 , 	79 , 	191 , 	149 , 	74 , 	67 , 	51 , 	36 , 	33 , 	53 , 	85 , 	57 , 	56 , 	27 , 	23 , 	75 , 	90 ," 	1,275 "," 	1,702 "," 	2,291 "," 	1,346 ", 	349 , 	60 , 	318 , 	811 , 	321 , 	256 , 	19 , 	63 , 	24 , 	91 ," 	11,271 ",,,,,,,,,,,
GP, 	26 , 	56 , 	24 , 	23 , 	106 , 	30 , 	53 , 	95 , 	151 , 	31 , 	50 , 	66 , 	29 , 	29 , 	27 , 	12 , 	19 , 	29 , 	37 , 	49 , 	47 , 	18 , 	14 , 	33 , 	30 ," 	1,159 "," 	1,400 "," 	1,593 ", 	788 , 	305 , 	303 , 	38 , 	160 , 	73 , 	86 , 	13 , 	49 , 	10 , 	39 ," 	7,100 ",,,,,,,,,,,
BP, 	44 , 	75 , 	27 , 	32 , 	92 , 	35 , 	69 , 	101 , 	158 , 	53 , 	88 , 	68 , 	52 , 	29 , 	30 , 	19 , 	24 , 	28 , 	41 , 	37 , 	31 , 	8 , 	12 , 	49 , 	57 ," 	1,355 "," 	1,836 "," 	3,691 "," 	1,791 ", 	771 , 	860 , 	165 , 	52 , 	138 , 	173 , 	10 , 	33 , 	12 , 	55 ," 	12,202 ",,,,,,,,,,,
DC, 	54 , 	115 , 	52 , 	58 , 	151 , 	58 , 	72 , 	148 , 	217 , 	86 , 	103 , 	96 , 	64 , 	52 , 	38 , 	26 , 	40 , 	58 , 	68 , 	83 , 	62 , 	27 , 	24 , 	50 , 	62 ," 	1,184 "," 	1,492 "," 	1,233 ", 	704 , 	228 , 	338 , 	84 , 	143 , 	14 , 	74 , 	23 , 	101 , 	31 , 	74 ," 	7,584 ",,,,,,,,,,,
CM, 	32 , 	63 , 	19 , 	14 , 	104 , 	23 , 	43 , 	148 , 	227 , 	21 , 	37 , 	43 , 	24 , 	19 , 	18 , 	8 , 	13 , 	19 , 	62 , 	67 , 	60 , 	19 , 	22 , 	25 , 	26 ," 	1,313 "," 	1,391 ", 	999 , 	732 , 	178 , 	258 , 	96 , 	184 , 	55 , 	12 , 	4 , 	31 , 	18 , 	86 ," 	6,512 ",,,,,,,,,,,
CV, 	5 , 	5 , 	4 , 	4 , 	41 , 	9 , 	17 , 	45 , 	93 , 	59 , 	54 , 	71 , 	36 , 	53 , 	25 , 	16 , 	17 , 	24 , 	3 , 	5 , 	4 , 	1 , 	2 , 	8 , 	9 , 	418 , 	372 , 	189 , 	151 , 	21 , 	18 , 	16 , 	9 , 	23 , 	7 , 	6 , 	149 , 	2 , 	2 ," 	1,993 ",,,,,,,,,,,
ED, 	24 , 	41 , 	21 , 	17 , 	123 , 	31 , 	54 , 	162 , 	259 , 	180 , 	173 , 	268 , 	90 , 	250 , 	102 , 	62 , 	61 , 	81 , 	14 , 	7 , 	7 , 	3 , 	3 , 	16 , 	28 ," 	1,319 "," 	1,018 ", 	578 , 	410 , 	68 , 	65 , 	54 , 	38 , 	105 , 	36 , 	156 , 	21 , 	4 , 	8 ," 	5,959 ",,,,,,,,,,,
NC, 	7 , 	6 , 	3 , 	2 , 	34 , 	5 , 	23 , 	101 , 	111 , 	12 , 	8 , 	28 , 	8 , 	6 , 	7 , 	6 , 	8 , 	6 , 	76 , 	39 , 	57 , 	10 , 	8 , 	16 , 	4 , 	342 , 	321 , 	170 , 	141 , 	17 , 	21 , 	11 , 	13 , 	30 , 	15 , 	3 , 	2 , 	5 , 	74 ," 	1,755 ",,,,,,,,,,,
WP, 	32 , 	32 , 	7 , 	7 , 	90 , 	18 , 	106 , 	196 , 	271 , 	24 , 	40 , 	84 , 	24 , 	17 , 	27 , 	17 , 	18 , 	33 , 	557 , 	170 , 	216 , 	33 , 	26 , 	56 , 	24 , 	602 , 	578 , 	401 , 	359 , 	78 , 	103 , 	44 , 	56 , 	81 , 	89 , 	3 , 	7 , 	93 , 	18 ," 	4,633 ",,,,,,,,,,,
Entries," 	3,916 "," 	7,432 "," 	3,765 "," 	3,290 "," 	10,212 "," 	4,127 "," 	5,789 "," 	8,061 "," 	12,136 "," 	4,449 "," 	6,898 "," 	6,831 "," 	4,795 "," 	4,826 "," 	4,628 "," 	2,994 "," 	3,838 "," 	5,715 "," 	5,751 "," 	6,326 "," 	5,359 "," 	2,827 "," 	2,463 "," 	4,153 "," 	4,768 "," 	27,908 "," 	28,901 "," 	25,166 "," 	17,873 "," 	8,654 "," 	11,889 "," 	7,429 "," 	12,830 "," 	7,551 "," 	6,625 "," 	2,033 "," 	5,997 "," 	1,874 "," 	4,389 "," 	304,468 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
