Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,May 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
RM, 	4 , 	58 , 	57 , 	33 , 	145 , 	49 , 	47 , 	25 , 	50 , 	15 , 	85 , 	57 , 	13 , 	15 , 	18 , 	12 , 	8 , 	22 , 	15 , 	6 , 	15 , 	3 , 	4 , 	10 , 	15 , 	56 , 	41 , 	142 , 	79 , 	68 , 	95 , 	13 , 	24 , 	19 , 	25 , 	2 , 	7 , 	2 , 	20 ," 	1,370 ",,,Eastbay," 	24,634 ",,SF CBD," 	61,058 ",59.6%,,
EN, 	66 , 	11 , 	34 , 	40 , 	237 , 	77 , 	67 , 	45 , 	87 , 	31 , 	65 , 	90 , 	19 , 	15 , 	22 , 	12 , 	12 , 	32 , 	17 , 	8 , 	7 , 	5 , 	2 , 	7 , 	11 , 	134 , 	95 , 	287 , 	116 , 	74 , 	84 , 	22 , 	31 , 	32 , 	28 , 	6 , 	9 , 	1 , 	13 ," 	1,950 ",,,Westbay," 	30,876 ",,non-CBD," 	41,346 ",40.4%,,
EP, 	65 , 	34 , 	9 , 	22 , 	206 , 	44 , 	35 , 	23 , 	46 , 	15 , 	29 , 	55 , 	10 , 	7 , 	8 , 	6 , 	11 , 	22 , 	5 , 	6 , 	9 , 	1 , 	3 , 	7 , 	9 , 	85 , 	62 , 	160 , 	69 , 	49 , 	34 , 	9 , 	7 , 	12 , 	12 , 	2 , 	6 , 	1 , 	4 ," 	1,200 ",,,Transbay," 	46,895 ",,,,,,
NB, 	34 , 	42 , 	21 , 	5 , 	77 , 	29 , 	27 , 	23 , 	61 , 	23 , 	38 , 	74 , 	10 , 	7 , 	11 , 	2 , 	6 , 	17 , 	9 , 	4 , 	8 , 	5 , 	3 , 	7 , 	9 , 	103 , 	75 , 	211 , 	135 , 	78 , 	57 , 	14 , 	10 , 	9 , 	12 , 	1 , 	8 , 	2 , 	4 ," 	1,272 ",,,,,,,,,,
BK, 	158 , 	215 , 	194 , 	71 , 	18 , 	162 , 	100 , 	130 , 	197 , 	71 , 	115 , 	145 , 	42 , 	38 , 	38 , 	15 , 	47 , 	141 , 	29 , 	22 , 	42 , 	21 , 	14 , 	14 , 	26 , 	197 , 	177 , 	523 , 	262 , 	119 , 	93 , 	38 , 	30 , 	47 , 	46 , 	13 , 	31 , 	7 , 	15 ," 	3,663 ",,,Extensions," 	13,620 ",,,,,,
AS, 	54 , 	67 , 	40 , 	20 , 	129 , 	5 , 	53 , 	41 , 	71 , 	25 , 	71 , 	77 , 	16 , 	17 , 	13 , 	8 , 	14 , 	18 , 	7 , 	6 , 	12 , 	5 , 	1 , 	5 , 	28 , 	83 , 	73 , 	185 , 	130 , 	84 , 	67 , 	15 , 	12 , 	12 , 	17 , 	5 , 	6 , 	2 , 	11 ," 	1,498 ",,,,,,,,,,
MA, 	50 , 	68 , 	31 , 	28 , 	110 , 	53 , 	7 , 	26 , 	52 , 	14 , 	73 , 	93 , 	26 , 	29 , 	24 , 	7 , 	12 , 	22 , 	34 , 	11 , 	14 , 	7 , 	9 , 	13 , 	33 , 	124 , 	116 , 	290 , 	189 , 	142 , 	96 , 	20 , 	17 , 	16 , 	19 , 	1 , 	13 , 	5 , 	29 ," 	1,923 ",,,,,,,,,,
19, 	31 , 	40 , 	17 , 	19 , 	111 , 	35 , 	28 , 	4 , 	20 , 	10 , 	47 , 	60 , 	17 , 	23 , 	22 , 	10 , 	15 , 	16 , 	20 , 	9 , 	15 , 	13 , 	5 , 	19 , 	11 , 	68 , 	84 , 	192 , 	128 , 	70 , 	50 , 	13 , 	11 , 	9 , 	14 , 	1 , 	7 , 	4 , 	16 ," 	1,283 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,Exits
12, 	50 , 	77 , 	45 , 	43 , 	180 , 	60 , 	46 , 	17 , 	14 , 	18 , 	86 , 	127 , 	56 , 	65 , 	55 , 	23 , 	37 , 	61 , 	41 , 	26 , 	39 , 	19 , 	15 , 	36 , 	29 , 	158 , 	183 , 	468 , 	212 , 	92 , 	86 , 	26 , 	47 , 	43 , 	45 , 	6 , 	14 , 	11 , 	41 ," 	2,697 ",,,Dtwn SF," 	1,204 "," 	4,117 "," 	12,912 "," 	4,045 "," 	4,600 "," 	6,189 "," 	33,066 "
LM, 	14 , 	23 , 	16 , 	22 , 	72 , 	28 , 	15 , 	7 , 	21 , 	4 , 	88 , 	77 , 	73 , 	49 , 	30 , 	12 , 	39 , 	41 , 	5 , 	9 , 	10 , 	2 , 	2 , 	11 , 	15 , 	112 , 	97 , 	263 , 	120 , 	75 , 	67 , 	16 , 	22 , 	15 , 	4 , 	16 , 	28 , 	2 , 	6 ," 	1,528 ",,,OAK," 	3,540 ", 	486 ," 	1,321 "," 	1,339 ", 	559 ," 	1,721 "," 	8,966 "
FV, 	89 , 	66 , 	35 , 	35 , 	106 , 	64 , 	72 , 	47 , 	86 , 	67 , 	17 , 	150 , 	126 , 	169 , 	121 , 	56 , 	51 , 	56 , 	33 , 	13 , 	20 , 	11 , 	5 , 	28 , 	65 , 	145 , 	116 , 	348 , 	174 , 	160 , 	174 , 	24 , 	33 , 	30 , 	18 , 	29 , 	66 , 	1 , 	28 ," 	2,936 ",,,CM line," 	11,520 "," 	1,400 "," 	5,241 "," 	1,371 "," 	1,186 "," 	1,940 "," 	22,658 "
CL, 	76 , 	83 , 	48 , 	48 , 	153 , 	68 , 	93 , 	59 , 	140 , 	61 , 	147 , 	7 , 	99 , 	144 , 	110 , 	58 , 	74 , 	153 , 	48 , 	53 , 	45 , 	36 , 	30 , 	40 , 	47 , 	180 , 	126 , 	391 , 	177 , 	96 , 	105 , 	41 , 	29 , 	41 , 	26 , 	48 , 	280 , 	19 , 	58 ," 	3,538 ",,,RM line," 	3,477 "," 	1,406 "," 	1,398 "," 	2,530 ", 	422 ," 	1,718 "," 	10,953 "
SL, 	38 , 	48 , 	6 , 	9 , 	42 , 	15 , 	22 , 	18 , 	38 , 	43 , 	117 , 	106 , 	5 , 	71 , 	60 , 	23 , 	22 , 	38 , 	8 , 	4 , 	6 , 	3 , 	1 , 	4 , 	7 , 	82 , 	69 , 	210 , 	77 , 	46 , 	42 , 	12 , 	14 , 	10 , 	12 , 	20 , 	39 , 	3 , 	9 ," 	1,399 ",,,WP line," 	3,942 ", 	606 ," 	1,101 ", 	489 ," 	1,990 ", 	840 ," 	8,967 "
BF, 	14 , 	19 , 	4 , 	7 , 	38 , 	19 , 	34 , 	25 , 	71 , 	56 , 	177 , 	149 , 	66 , 	5 , 	68 , 	58 , 	55 , 	89 , 	15 , 	4 , 	5 , 	2 , 	2 , 	10 , 	28 , 	77 , 	55 , 	183 , 	79 , 	41 , 	54 , 	11 , 	14 , 	14 , 	14 , 	25 , 	69 , 	4 , 	12 ," 	1,673 ",,,FT/ED line," 	5,514 "," 	1,689 "," 	1,755 "," 	1,762 ", 	787 ," 	6,289 "," 	17,796 "
HY, 	20 , 	18 , 	7 , 	10 , 	35 , 	15 , 	21 , 	26 , 	49 , 	25 , 	134 , 	104 , 	61 , 	78 , 	9 , 	62 , 	62 , 	106 , 	11 , 	2 , 	5 , 	1 , 	2 , 	3 , 	8 , 	58 , 	35 , 	89 , 	50 , 	39 , 	42 , 	5 , 	8 , 	11 , 	13 , 	10 , 	28 , 	1 , 	9 ," 	1,265 ",,,Entries," 	29,196 "," 	9,704 "," 	23,727 "," 	11,536 "," 	9,545 "," 	18,697 "," 	102,405 "
SH, 	17 , 	13 , 	3 , 	1 , 	25 , 	15 , 	6 , 	5 , 	21 , 	14 , 	78 , 	93 , 	10 , 	24 , 	87 , 	39 , 	19 , 	28 , 	3 , 	5 , 	3 , 	2 , 	0 , 	2 , 	6 , 	89 , 	54 , 	40 , 	17 , 	27 , 	30 , 	1 , 	3 , 	10 , 	7 , 	3 , 	9 , 	-   , 	3 , 	808 ,,,,,,,,,,
UC, 	11 , 	16 , 	12 , 	5 , 	41 , 	15 , 	16 , 	16 , 	35 , 	35 , 	55 , 	68 , 	28 , 	62 , 	65 , 	41 , 	11 , 	77 , 	14 , 	4 , 	5 , 	4 , 	4 , 	5 , 	6 , 	70 , 	54 , 	164 , 	47 , 	24 , 	27 , 	9 , 	10 , 	14 , 	9 , 	5 , 	14 , 	2 , 	10 ," 	1,105 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	23 , 	37 , 	26 , 	17 , 	118 , 	19 , 	25 , 	25 , 	73 , 	46 , 	66 , 	176 , 	53 , 	95 , 	112 , 	63 , 	80 , 	41 , 	17 , 	10 , 	12 , 	6 , 	3 , 	12 , 	25 , 	148 , 	92 , 	346 , 	106 , 	61 , 	36 , 	13 , 	19 , 	24 , 	15 , 	6 , 	27 , 	8 , 	26 ," 	2,106 ",,,Dtwn SF," 	1,204 ",,,,,,
CN, 	14 , 	17 , 	7 , 	9 , 	23 , 	12 , 	26 , 	20 , 	49 , 	9 , 	27 , 	52 , 	14 , 	13 , 	9 , 	5 , 	11 , 	18 , 	15 , 	60 , 	193 , 	38 , 	24 , 	31 , 	8 , 	129 , 	57 , 	183 , 	82 , 	49 , 	72 , 	25 , 	23 , 	29 , 	38 , 	2 , 	5 , 	16 , 	143 ," 	1,557 ",,,OAK," 	7,657 ", 	486 ,,,,,
PH, 	6 , 	12 , 	4 , 	7 , 	29 , 	6 , 	11 , 	11 , 	28 , 	7 , 	15 , 	75 , 	4 , 	5 , 	2 , 	2 , 	5 , 	15 , 	54 , 	7 , 	51 , 	13 , 	6 , 	35 , 	3 , 	171 , 	100 , 	214 , 	90 , 	32 , 	19 , 	18 , 	8 , 	22 , 	29 , 	1 , 	4 , 	5 , 	19 ," 	1,145 ",,,CM line," 	24,431 "," 	2,721 "," 	5,241 ",,,,
WC, 	14 , 	5 , 	10 , 	4 , 	43 , 	9 , 	16 , 	13 , 	43 , 	7 , 	12 , 	51 , 	7 , 	4 , 	3 , 	3 , 	4 , 	10 , 	290 , 	47 , 	7 , 	29 , 	13 , 	46 , 	10 , 	184 , 	110 , 	219 , 	106 , 	30 , 	26 , 	13 , 	10 , 	16 , 	18 , 	3 , 	3 , 	18 , 	59 ," 	1,516 ",,,RM line," 	7,522 "," 	2,745 "," 	2,769 "," 	2,530 ",,,
LF, 	3 , 	5 , 	3 , 	4 , 	28 , 	3 , 	7 , 	12 , 	19 , 	4 , 	18 , 	36 , 	4 , 	3 , 	2 , 	2 , 	1 , 	5 , 	52 , 	10 , 	30 , 	4 , 	6 , 	28 , 	6 , 	133 , 	57 , 	130 , 	69 , 	20 , 	20 , 	14 , 	3 , 	9 , 	13 , 	2 , 	2 , 	2 , 	11 , 	781 ,,,WP line," 	8,542 "," 	1,165 "," 	2,287 ", 	911 ," 	1,990 ",,
OR, 	6 , 	4 , 	2 , 	7 , 	19 , 	3 , 	11 , 	7 , 	23 , 	3 , 	6 , 	31 , 	2 , 	1 , 	4 , 	-   , 	2 , 	4 , 	29 , 	8 , 	15 , 	6 , 	6 , 	29 , 	9 , 	112 , 	52 , 	124 , 	57 , 	21 , 	14 , 	5 , 	3 , 	8 , 	10 , 	1 , 	1 , 	2 , 	6 , 	650 ,,,FT/ED line," 	11,704 "," 	3,410 "," 	3,694 "," 	3,480 "," 	1,627 "," 	6,289 "," 	102,405 "
RR, 	19 , 	15 , 	16 , 	19 , 	13 , 	5 , 	8 , 	19 , 	47 , 	13 , 	31 , 	63 , 	6 , 	11 , 	1 , 	2 , 	4 , 	8 , 	45 , 	18 , 	36 , 	21 , 	22 , 	8 , 	15 , 	240 , 	184 , 	340 , 	211 , 	76 , 	54 , 	19 , 	5 , 	17 , 	19 , 	1 , 	4 , 	5 , 	16 ," 	1,659 ",,,,,,,,,,
OW, 	27 , 	15 , 	7 , 	11 , 	32 , 	27 , 	37 , 	10 , 	31 , 	11 , 	67 , 	40 , 	13 , 	27 , 	11 , 	4 , 	5 , 	26 , 	11 , 	4 , 	11 , 	5 , 	6 , 	10 , 	4 , 	160 , 	113 , 	338 , 	125 , 	150 , 	101 , 	12 , 	15 , 	14 , 	13 , 	4 , 	24 , 	4 , 	10 ," 	1,535 ",,,,,,,,,,
