Exit stations,Entry stations->,,TOTAL,,,May 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	596 ," 	2,636 "," 	2,431 "," 	1,771 "," 	10,449 "," 	2,449 "," 	3,475 "," 	3,867 "," 	4,215 "," 	1,099 "," 	2,336 "," 	1,960 ", 	943 , 	588 , 	696 , 	431 , 	460 , 	673 , 	440 , 	355 , 	645 , 	153 , 	293 , 	614 , 	647 ," 	10,445 "," 	10,025 "," 	12,703 "," 	8,811 "," 	4,835 "," 	5,215 "," 	1,181 "," 	1,805 "," 	2,133 ", 	397 , 	125 , 	360 , 	122 , 	482 , 	305 , 	478 ," 	1,486 ", 	685 , 	166 , 	383 , 	482 , 	-   , 	-   , 	219 , 	262 ," 	107,327 ",,,,,,,,,,,,,
EN," 	2,893 ", 	632 ," 	2,122 "," 	2,330 "," 	18,750 "," 	3,478 "," 	6,067 "," 	10,242 "," 	12,740 "," 	2,460 "," 	2,454 "," 	3,702 "," 	1,542 "," 	1,006 "," 	1,648 ", 	516 , 	797 , 	933 , 	795 , 	472 , 	684 , 	225 , 	321 , 	782 , 	946 ," 	21,868 "," 	22,060 "," 	22,784 "," 	18,471 "," 	7,520 "," 	5,421 "," 	2,193 "," 	2,751 "," 	3,287 ", 	843 , 	193 , 	612 , 	139 , 	294 , 	630 , 	924 ," 	3,815 "," 	1,600 ", 	285 ," 	1,142 "," 	1,272 ", 	-   , 	-   , 	191 , 	272 ," 	197,104 ",,,,,,,,,,,,,
EP," 	2,474 "," 	2,212 ", 	364 ," 	1,418 "," 	16,873 "," 	2,096 "," 	3,217 "," 	7,125 "," 	8,085 "," 	1,841 "," 	1,302 "," 	1,669 ", 	873 , 	411 , 	580 , 	270 , 	425 , 	740 , 	497 , 	414 , 	691 , 	273 , 	155 , 	965 , 	315 ," 	14,028 "," 	15,047 "," 	11,320 "," 	10,883 "," 	3,647 "," 	1,936 ", 	805 ," 	1,061 "," 	1,317 ", 	132 , 	139 , 	298 , 	98 , 	190 , 	155 , 	304 ," 	2,073 ", 	729 , 	177 , 	891 , 	622 , 	-   , 	-   , 	47 , 	111 ," 	121,295 ",,,,,,,,,,,,,
NB," 	1,853 "," 	2,277 "," 	1,296 ", 	501 ," 	5,006 "," 	1,491 "," 	2,351 "," 	6,349 "," 	6,112 "," 	1,467 "," 	1,786 "," 	1,459 ", 	724 , 	575 , 	716 , 	266 , 	487 , 	584 , 	562 , 	515 , 	595 , 	200 , 	287 , 	374 , 	390 ," 	15,822 "," 	16,326 "," 	10,830 "," 	12,599 "," 	4,589 "," 	2,667 ", 	923 ," 	1,082 ", 	940 , 	215 , 	173 , 	341 , 	115 , 	192 , 	204 , 	264 ," 	2,730 ", 	877 , 	169 ," 	1,040 ", 	726 , 	-   , 	-   , 	119 , 	139 ," 	111,305 ",,,,,,,,,,,,,
BK," 	11,069 "," 	20,021 "," 	16,967 "," 	5,280 "," 	1,469 "," 	8,330 "," 	9,227 "," 	13,274 "," 	12,946 "," 	5,502 "," 	6,986 "," 	4,406 "," 	4,478 "," 	2,936 "," 	3,114 "," 	2,031 "," 	3,234 "," 	3,700 "," 	2,372 "," 	3,641 "," 	2,838 "," 	1,657 "," 	1,228 "," 	1,172 "," 	1,892 "," 	23,875 "," 	22,601 "," 	20,285 "," 	18,045 "," 	8,936 "," 	6,330 "," 	3,240 "," 	2,783 "," 	2,909 ", 	770 ," 	1,494 "," 	2,926 ", 	864 ," 	1,608 ", 	880 , 	924 ," 	5,073 "," 	3,559 "," 	1,152 "," 	1,964 "," 	4,574 ", 	-   , 	-   , 	713 ," 	1,132 "," 	286,407 ",,,,,,,,,,,,,
AS," 	2,507 "," 	3,228 "," 	2,215 "," 	1,620 "," 	7,710 ", 	512 ," 	2,242 "," 	6,340 "," 	6,211 "," 	1,678 "," 	2,601 "," 	2,120 "," 	1,184 ", 	801 , 	840 , 	497 , 	762 , 	604 , 	561 , 	574 , 	515 , 	181 , 	230 , 	282 , 	752 ," 	17,481 "," 	17,269 "," 	11,572 "," 	12,483 "," 	6,208 "," 	3,115 ", 	933 ," 	1,169 "," 	1,074 ", 	214 , 	185 , 	443 , 	161 , 	265 , 	232 , 	304 ," 	1,846 ", 	775 , 	276 , 	740 , 	945 , 	-   , 	-   , 	127 , 	202 ," 	124,786 ",,,,,,,,,,,,,
MA," 	3,726 "," 	5,878 "," 	2,790 "," 	1,993 "," 	8,452 "," 	2,407 "," 	1,160 "," 	5,332 "," 	5,480 "," 	1,625 "," 	4,226 "," 	3,995 "," 	2,816 "," 	2,322 "," 	2,166 "," 	1,335 "," 	1,673 "," 	1,881 "," 	3,445 "," 	4,273 "," 	3,506 "," 	1,481 ", 	945 ," 	1,482 "," 	1,277 "," 	27,672 "," 	28,973 "," 	20,983 "," 	22,090 "," 	10,666 "," 	6,057 "," 	2,200 "," 	2,264 "," 	1,927 ", 	616 , 	563 ," 	1,683 "," 	1,050 "," 	3,287 ", 	637 , 	734 ," 	3,381 "," 	1,451 ", 	534 , 	870 ," 	1,676 ", 	-   , 	-   ," 	1,169 "," 	2,738 "," 	218,887 ",,,,,,,,,,,,,
19," 	4,171 "," 	10,719 "," 	7,197 "," 	6,400 "," 	12,259 "," 	6,398 "," 	5,007 "," 	1,079 "," 	1,244 "," 	1,000 "," 	4,478 "," 	5,054 "," 	5,637 "," 	4,936 "," 	4,737 "," 	3,166 "," 	4,780 "," 	5,619 "," 	6,536 "," 	8,738 "," 	7,107 "," 	3,900 "," 	2,755 "," 	3,872 "," 	1,709 "," 	34,656 "," 	36,549 "," 	23,894 "," 	25,971 "," 	12,116 "," 	8,460 "," 	4,083 "," 	3,464 "," 	3,387 "," 	1,819 "," 	1,730 "," 	5,175 "," 	2,815 "," 	3,958 "," 	1,504 "," 	1,655 "," 	2,959 "," 	3,028 "," 	2,552 ", 	916 ," 	4,712 ", 	-   , 	-   ," 	1,383 "," 	2,899 "," 	318,183 ",,,,,,,,,,,,,
12," 	4,762 "," 	13,137 "," 	7,733 "," 	6,178 "," 	11,171 "," 	6,091 "," 	5,185 "," 	1,205 "," 	1,069 ", 	988 ," 	5,183 "," 	6,504 "," 	8,140 "," 	7,562 "," 	6,735 "," 	4,267 "," 	5,490 "," 	6,294 "," 	7,327 "," 	10,831 "," 	7,280 "," 	3,650 "," 	2,894 "," 	4,222 "," 	2,337 "," 	32,191 "," 	31,482 "," 	25,541 "," 	24,597 "," 	9,588 "," 	8,205 "," 	4,748 "," 	4,681 "," 	5,379 "," 	2,989 "," 	2,764 "," 	6,171 "," 	3,049 "," 	5,272 "," 	2,094 "," 	2,131 "," 	4,104 "," 	3,668 "," 	3,064 "," 	1,315 "," 	4,529 ", 	-   , 	-   ," 	1,493 "," 	4,052 "," 	339,342 ",,,,,,,,,,,,,
LM, 	968 ," 	2,308 "," 	1,709 "," 	1,493 "," 	5,264 "," 	1,785 "," 	1,850 "," 	1,022 ", 	955 , 	611 ," 	4,340 "," 	7,464 "," 	7,481 "," 	6,430 "," 	3,632 "," 	2,168 "," 	2,680 "," 	2,746 ", 	837 , 	588 , 	720 , 	187 , 	299 , 	860 , 	801 ," 	22,609 "," 	24,344 "," 	18,299 "," 	16,411 "," 	7,143 "," 	4,230 "," 	1,603 "," 	2,162 "," 	2,474 ", 	171 ," 	2,974 "," 	4,844 ", 	180 , 	628 , 	223 , 	422 ," 	1,028 ", 	419 ," 	2,160 ", 	749 ," 	2,789 ", 	-   , 	-   , 	189 , 	567 ," 	175,816 ",,,,,,,,,,,,,
