Exit stations,Entry stations->,,SUNDAY,,,May 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
FV, 	49 , 	39 , 	24 , 	31 , 	92 , 	40 , 	66 , 	52 , 	45 , 	78 , 	18 , 	120 , 	80 , 	119 , 	62 , 	26 , 	28 , 	25 , 	11 , 	11 , 	19 , 	10 , 	7 , 	21 , 	28 , 	173 , 	129 , 	320 , 	182 , 	111 , 	102 , 	22 , 	21 , 	27 , 	4 , 	19 , 	44 , 	3 , 	11 , 	4 , 	6 , 	46 , 	7 , 	31 , 	17 , 	35 , 	-   , 	-   , 	5 , 	9 ," 	2,425 ",,,,,,,,,,,
CL, 	28 , 	71 , 	34 , 	22 , 	49 , 	41 , 	60 , 	66 , 	68 , 	76 , 	97 , 	11 , 	84 , 	82 , 	59 , 	42 , 	38 , 	58 , 	11 , 	37 , 	36 , 	23 , 	15 , 	25 , 	23 , 	119 , 	69 , 	189 , 	83 , 	56 , 	53 , 	20 , 	14 , 	23 , 	7 , 	45 , 	150 , 	4 , 	16 , 	5 , 	6 , 	24 , 	5 , 	53 , 	35 , 	71 , 	-   , 	-   , 	5 , 	14 ," 	2,217 ",,,,,,,,,,,
SL, 	14 , 	26 , 	11 , 	12 , 	44 , 	17 , 	28 , 	42 , 	50 , 	90 , 	78 , 	84 , 	12 , 	58 , 	39 , 	16 , 	24 , 	25 , 	4 , 	7 , 	9 , 	3 , 	1 , 	11 , 	13 , 	133 , 	99 , 	214 , 	105 , 	60 , 	55 , 	15 , 	13 , 	17 , 	3 , 	15 , 	30 , 	2 , 	5 , 	5 , 	3 , 	32 , 	3 , 	25 , 	12 , 	18 , 	-   , 	-   , 	3 , 	3 ," 	1,580 ",,,,,,,,,,,
BF, 	10 , 	14 , 	8 , 	7 , 	41 , 	16 , 	29 , 	31 , 	44 , 	92 , 	112 , 	78 , 	53 , 	9 , 	38 , 	30 , 	34 , 	39 , 	6 , 	5 , 	6 , 	1 , 	3 , 	5 , 	12 , 	113 , 	98 , 	219 , 	82 , 	48 , 	40 , 	12 , 	13 , 	16 , 	5 , 	18 , 	54 , 	1 , 	5 , 	2 , 	8 , 	23 , 	3 , 	37 , 	12 , 	23 , 	-   , 	-   , 	1 , 	3 ," 	1,552 ",,,,,,,,,,,
HY, 	10 , 	18 , 	9 , 	12 , 	31 , 	12 , 	19 , 	21 , 	36 , 	32 , 	59 , 	57 , 	38 , 	46 , 	14 , 	29 , 	35 , 	53 , 	6 , 	8 , 	6 , 	1 , 	2 , 	4 , 	8 , 	72 , 	51 , 	126 , 	52 , 	27 , 	29 , 	10 , 	12 , 	12 , 	3 , 	5 , 	19 , 	1 , 	7 , 	3 , 	6 , 	14 , 	1 , 	14 , 	10 , 	38 , 	-   , 	-   , 	2 , 	9 ," 	1,080 ",,,,,,,,,,,
SH, 	6 , 	8 , 	4 , 	4 , 	17 , 	6 , 	13 , 	16 , 	15 , 	20 , 	26 , 	49 , 	13 , 	29 , 	31 , 	4 , 	13 , 	20 , 	2 , 	5 , 	4 , 	1 , 	-   , 	2 , 	7 , 	46 , 	32 , 	77 , 	36 , 	22 , 	18 , 	2 , 	9 , 	12 , 	1 , 	5 , 	11 , 	0 , 	5 , 	2 , 	3 , 	12 , 	1 , 	9 , 	7 , 	21 , 	-   , 	-   , 	1 , 	3 , 	646 ,,,,,,,,,,,
UC, 	4 , 	10 , 	7 , 	7 , 	39 , 	8 , 	9 , 	14 , 	24 , 	33 , 	29 , 	38 , 	21 , 	35 , 	34 , 	14 , 	8 , 	33 , 	2 , 	8 , 	2 , 	1 , 	0 , 	4 , 	6 , 	90 , 	53 , 	127 , 	59 , 	24 , 	21 , 	10 , 	7 , 	14 , 	3 , 	5 , 	22 , 	1 , 	1 , 	1 , 	3 , 	20 , 	3 , 	9 , 	22 , 	26 , 	-   , 	-   , 	1 , 	3 , 	909 ,,,,,,,,,,,
FM, 	12 , 	13 , 	9 , 	5 , 	44 , 	8 , 	15 , 	18 , 	23 , 	28 , 	31 , 	57 , 	26 , 	39 , 	55 , 	25 , 	24 , 	17 , 	4 , 	7 , 	3 , 	1 , 	2 , 	7 , 	5 , 	102 , 	70 , 	127 , 	59 , 	27 , 	21 , 	6 , 	7 , 	16 , 	2 , 	7 , 	17 , 	1 , 	4 , 	1 , 	3 , 	32 , 	2 , 	8 , 	24 , 	28 , 	-   , 	-   , 	0 , 	2 ," 	1,040 ",,,,,,,,,,,
CN, 	8 , 	10 , 	7 , 	3 , 	16 , 	5 , 	15 , 	18 , 	23 , 	6 , 	13 , 	9 , 	6 , 	7 , 	5 , 	4 , 	3 , 	4 , 	13 , 	19 , 	59 , 	29 , 	11 , 	15 , 	5 , 	79 , 	63 , 	109 , 	52 , 	23 , 	14 , 	12 , 	14 , 	15 , 	3 , 	3 , 	3 , 	16 , 	54 , 	6 , 	4 , 	61 , 	8 , 	1 , 	14 , 	7 , 	-   , 	-   , 	28 , 	30 , 	922 ,,,,,,,,,,,
PH, 	7 , 	10 , 	8 , 	6 , 	41 , 	11 , 	32 , 	27 , 	33 , 	8 , 	10 , 	32 , 	7 , 	5 , 	8 , 	6 , 	6 , 	6 , 	19 , 	12 , 	55 , 	20 , 	10 , 	30 , 	10 , 	254 , 	134 , 	231 , 	124 , 	57 , 	38 , 	21 , 	12 , 	24 , 	7 , 	3 , 	3 , 	5 , 	18 , 	6 , 	12 , 	194 , 	11 , 	1 , 	48 , 	7 , 	-   , 	-   , 	7 , 	8 ," 	1,635 ",,,,,,,,,,,
WC, 	8 , 	7 , 	14 , 	13 , 	39 , 	6 , 	34 , 	26 , 	40 , 	6 , 	18 , 	36 , 	5 , 	6 , 	4 , 	3 , 	5 , 	5 , 	71 , 	57 , 	16 , 	18 , 	11 , 	59 , 	7 , 	297 , 	151 , 	221 , 	159 , 	64 , 	50 , 	23 , 	14 , 	20 , 	7 , 	2 , 	2 , 	9 , 	34 , 	6 , 	9 , 	150 , 	9 , 	-   , 	34 , 	7 , 	-   , 	-   , 	15 , 	19 ," 	1,809 ",,,,,,,,,,,
LF, 	2 , 	2 , 	4 , 	3 , 	25 , 	4 , 	13 , 	21 , 	15 , 	4 , 	7 , 	20 , 	2 , 	1 , 	2 , 	2 , 	0 , 	1 , 	29 , 	22 , 	20 , 	8 , 	4 , 	30 , 	4 , 	145 , 	94 , 	139 , 	91 , 	34 , 	25 , 	10 , 	5 , 	8 , 	2 , 	0 , 	1 , 	3 , 	9 , 	3 , 	1 , 	96 , 	4 , 	1 , 	19 , 	3 , 	-   , 	-   , 	7 , 	3 , 	940 ,,,,,,,,,,,
OR, 	3 , 	3 , 	2 , 	2 , 	15 , 	3 , 	10 , 	10 , 	12 , 	3 , 	4 , 	15 , 	1 , 	3 , 	2 , 	1 , 	2 , 	2 , 	10 , 	10 , 	16 , 	4 , 	6 , 	26 , 	2 , 	131 , 	72 , 	112 , 	80 , 	37 , 	20 , 	9 , 	4 , 	8 , 	2 , 	2 , 	2 , 	1 , 	5 , 	1 , 	2 , 	70 , 	5 , 	1 , 	9 , 	4 , 	-   , 	-   , 	4 , 	2 , 	742 ,,,,,,,,,,,
RR, 	10 , 	14 , 	15 , 	7 , 	20 , 	7 , 	28 , 	33 , 	35 , 	10 , 	19 , 	25 , 	8 , 	4 , 	2 , 	1 , 	5 , 	4 , 	12 , 	35 , 	55 , 	38 , 	26 , 	13 , 	13 , 	247 , 	159 , 	284 , 	203 , 	121 , 	80 , 	31 , 	15 , 	19 , 	3 , 	3 , 	3 , 	5 , 	8 , 	3 , 	6 , 	129 , 	11 , 	1 , 	16 , 	11 , 	-   , 	-   , 	3 , 	9 ," 	1,801 ",,,,,,,,,,,
OW, 	10 , 	14 , 	4 , 	11 , 	31 , 	12 , 	21 , 	28 , 	25 , 	8 , 	23 , 	23 , 	7 , 	5 , 	5 , 	4 , 	5 , 	2 , 	4 , 	7 , 	7 , 	3 , 	1 , 	12 , 	23 , 	462 , 	343 , 	678 , 	333 , 	286 , 	180 , 	37 , 	32 , 	32 , 	5 , 	1 , 	5 , 	1 , 	8 , 	8 , 	12 , 	126 , 	11 , 	2 , 	8 , 	5 , 	-   , 	-   , 	1 , 	8 ," 	2,875 ",,,,,,,,,,,
EM, 	117 , 	235 , 	164 , 	209 , 	378 , 	176 , 	275 , 	271 , 	314 , 	153 , 	224 , 	134 , 	166 , 	128 , 	81 , 	57 , 	120 , 	138 , 	107 , 	311 , 	358 , 	182 , 	160 , 	273 , 	578 , 	99 , 	18 , 	145 , 	107 , 	318 , 	398 , 	223 , 	240 , 	288 , 	76 , 	98 , 	480 , 	58 , 	80 , 	58 , 	84 , 	285 , 	159 , 	139 , 	91 , 	126 , 	-   , 	-   , 	16 , 	57 ," 	8,946 ",,,,,,,,,,,
MT, 	96 , 	168 , 	107 , 	139 , 	258 , 	123 , 	231 , 	238 , 	262 , 	147 , 	162 , 	96 , 	116 , 	126 , 	62 , 	41 , 	66 , 	96 , 	78 , 	165 , 	166 , 	102 , 	78 , 	172 , 	430 , 	17 , 	78 , 	32 , 	59 , 	301 , 	308 , 	195 , 	511 , 	246 , 	76 , 	64 , 	188 , 	24 , 	53 , 	53 , 	68 , 	242 , 	97 , 	50 , 	54 , 	67 , 	-   , 	-   , 	10 , 	52 ," 	6,563 ",,,,,,,,,,,
PL, 	155 , 	280 , 	140 , 	160 , 	368 , 	147 , 	273 , 	269 , 	346 , 	182 , 	280 , 	177 , 	178 , 	168 , 	90 , 	62 , 	97 , 	105 , 	86 , 	196 , 	184 , 	122 , 	96 , 	238 , 	655 , 	133 , 	29 , 	172 , 	109 , 	873 , 	940 , 	516 , 	862 , 	651 , 	182 , 	90 , 	244 , 	37 , 	92 , 	144 , 	159 , 	783 , 	241 , 	73 , 	56 , 	97 , 	-   , 	-   , 	25 , 	64 ," 	11,619 ",,,,,,,,,,,
CC, 	70 , 	103 , 	96 , 	141 , 	223 , 	107 , 	210 , 	201 , 	205 , 	103 , 	188 , 	79 , 	92 , 	65 , 	42 , 	29 , 	45 , 	54 , 	38 , 	107 , 	126 , 	89 , 	71 , 	179 , 	362 , 	68 , 	48 , 	90 , 	110 , 	334 , 	415 , 	187 , 	286 , 	240 , 	83 , 	41 , 	140 , 	13 , 	30 , 	56 , 	100 , 	355 , 	147 , 	49 , 	45 , 	58 , 	-   , 	-   , 	10 , 	32 ," 	5,955 ",,,,,,,,,,,
16, 	70 , 	81 , 	53 , 	93 , 	160 , 	107 , 	174 , 	178 , 	153 , 	84 , 	110 , 	55 , 	59 , 	50 , 	33 , 	17 , 	29 , 	22 , 	19 , 	65 , 	57 , 	32 , 	29 , 	114 , 	289 , 	255 , 	253 , 	852 , 	360 , 	89 , 	116 , 	153 , 	216 , 	183 , 	63 , 	24 , 	59 , 	9 , 	29 , 	43 , 	69 , 	188 , 	109 , 	23 , 	26 , 	28 , 	-   , 	-   , 	4 , 	15 ," 	5,291 ",,,,,,,,,,,
24, 	81 , 	107 , 	40 , 	72 , 	123 , 	79 , 	137 , 	140 , 	117 , 	69 , 	126 , 	59 , 	55 , 	44 , 	29 , 	22 , 	25 , 	22 , 	20 , 	45 , 	55 , 	31 , 	27 , 	93 , 	216 , 	311 , 	267 ," 	1,045 ", 	471 , 	126 , 	99 , 	201 , 	257 , 	281 , 	85 , 	16 , 	47 , 	7 , 	33 , 	83 , 	117 , 	181 , 	107 , 	13 , 	25 , 	27 , 	-   , 	-   , 	9 , 	16 ," 	5,652 ",,,,,,,,,,,
GP, 	17 , 	22 , 	18 , 	21 , 	49 , 	20 , 	37 , 	32 , 	41 , 	15 , 	25 , 	24 , 	8 , 	8 , 	4 , 	4 , 	11 , 	7 , 	9 , 	23 , 	24 , 	8 , 	8 , 	27 , 	42 , 	172 , 	133 , 	605 , 	184 , 	155 , 	191 , 	32 , 	20 , 	30 , 	22 , 	4 , 	20 , 	2 , 	8 , 	10 , 	38 , 	104 , 	31 , 	3 , 	15 , 	6 , 	-   , 	-   , 	2 , 	5 ," 	2,289 ",,,,,,,,,,,
BP, 	20 , 	25 , 	8 , 	12 , 	35 , 	12 , 	23 , 	27 , 	39 , 	20 , 	26 , 	14 , 	14 , 	14 , 	13 , 	6 , 	5 , 	8 , 	9 , 	12 , 	14 , 	4 , 	6 , 	10 , 	37 , 	221 , 	251 ," 	1,129 ", 	263 , 	197 , 	240 , 	23 , 	44 , 	27 , 	28 , 	5 , 	27 , 	4 , 	11 , 	13 , 	63 , 	105 , 	46 , 	5 , 	10 , 	9 , 	-   , 	-   , 	3 , 	9 ," 	3,138 ",,,,,,,,,,,
DC, 	21 , 	29 , 	13 , 	11 , 	34 , 	12 , 	21 , 	26 , 	28 , 	21 , 	26 , 	22 , 	16 , 	16 , 	12 , 	8 , 	8 , 	10 , 	12 , 	26 , 	23 , 	9 , 	8 , 	13 , 	33 , 	191 , 	199 , 	761 , 	239 , 	189 , 	248 , 	28 , 	27 , 	29 , 	18 , 	8 , 	44 , 	10 , 	15 , 	17 , 	69 , 	189 , 	58 , 	12 , 	15 , 	12 , 	-   , 	-   , 	4 , 	11 ," 	2,849 ",,,,,,,,,,,
CM, 	7 , 	13 , 	3 , 	5 , 	11 , 	2 , 	6 , 	7 , 	13 , 	2 , 	7 , 	7 , 	2 , 	4 , 	4 , 	1 , 	2 , 	2 , 	6 , 	7 , 	8 , 	3 , 	1 , 	5 , 	10 , 	72 , 	66 , 	249 , 	85 , 	57 , 	74 , 	19 , 	26 , 	21 , 	5 , 	1 , 	5 , 	1 , 	6 , 	4 , 	21 , 	112 , 	20 , 	2 , 	2 , 	2 , 	-   , 	-   , 	1 , 	6 , 	991 ,,,,,,,,,,,
CV, 	1 , 	1 , 	1 , 	4 , 	14 , 	3 , 	7 , 	8 , 	11 , 	35 , 	23 , 	48 , 	18 , 	21 , 	6 , 	6 , 	5 , 	6 , 	2 , 	2 , 	1 , 	1 , 	2 , 	2 , 	3 , 	73 , 	52 , 	91 , 	47 , 	22 , 	13 , 	5 , 	4 , 	10 , 	1 , 	5 , 	32 , 	-   , 	2 , 	3 , 	3 , 	14 , 	2 , 	43 , 	7 , 	5 , 	-   , 	-   , 	1 , 	0 , 	662 ,,,,,,,,,,,
ED, 	6 , 	8 , 	6 , 	9 , 	46 , 	8 , 	22 , 	21 , 	24 , 	49 , 	44 , 	136 , 	26 , 	43 , 	20 , 	15 , 	23 , 	15 , 	2 , 	2 , 	1 , 	2 , 	2 , 	4 , 	7 , 	401 , 	162 , 	299 , 	155 , 	62 , 	42 , 	20 , 	21 , 	37 , 	3 , 	25 , 	26 , 	0 , 	2 , 	3 , 	5 , 	101 , 	6 , 	25 , 	62 , 	22 , 	-   , 	-   , 	1 , 	1 ," 	2,016 ",,,,,,,,,,,
NC, 	2 , 	2 , 	2 , 	1 , 	6 , 	2 , 	4 , 	3 , 	7 , 	1 , 	4 , 	2 , 	1 , 	1 , 	1 , 	1 , 	1 , 	1 , 	10 , 	5 , 	9 , 	1 , 	0 , 	5 , 	1 , 	44 , 	19 , 	37 , 	16 , 	7 , 	4 , 	2 , 	2 , 	7 , 	1 , 	-   , 	-   , 	10 , 	7 , 	1 , 	1 , 	29 , 	2 , 	-   , 	5 , 	1 , 	-   , 	-   , 	3 , 	6 , 	271 ,,,,,,,,,,,
WP, 	9 , 	7 , 	3 , 	3 , 	11 , 	4 , 	24 , 	7 , 	14 , 	3 , 	9 , 	13 , 	5 , 	6 , 	3 , 	3 , 	2 , 	4 , 	60 , 	13 , 	36 , 	9 , 	3 , 	7 , 	7 , 	72 , 	41 , 	105 , 	37 , 	30 , 	20 , 	10 , 	11 , 	19 , 	9 , 	1 , 	1 , 	8 , 	16 , 	3 , 	3 , 	54 , 	2 , 	0 , 	15 , 	3 , 	-   , 	-   , 	7 , 	6 , 	732 ,,,,,,,,,,,
SS, 	6 , 	8 , 	2 , 	2 , 	12 , 	3 , 	7 , 	6 , 	10 , 	2 , 	5 , 	4 , 	3 , 	1 , 	4 , 	2 , 	2 , 	1 , 	6 , 	7 , 	3 , 	2 , 	1 , 	3 , 	8 , 	59 , 	51 , 	185 , 	58 , 	40 , 	71 , 	14 , 	15 , 	13 , 	5 , 	2 , 	5 , 	1 , 	3 , 	6 , 	14 , 	47 , 	9 , 	3 , 	4 , 	3 , 	-   , 	-   , 	2 , 	5 , 	718 ,,,,,,,,,,,
SB, 	5 , 	12 , 	3 , 	7 , 	17 , 	5 , 	8 , 	8 , 	14 , 	6 , 	8 , 	7 , 	2 , 	6 , 	3 , 	2 , 	3 , 	2 , 	5 , 	11 , 	11 , 	4 , 	4 , 	6 , 	12 , 	69 , 	47 , 	208 , 	111 , 	84 , 	107 , 	31 , 	62 , 	64 , 	23 , 	2 , 	7 , 	1 , 	6 , 	19 , 	8 , 	64 , 	18 , 	3 , 	6 , 	2 , 	-   , 	-   , 	1 , 	6 ," 	1,111 ",,,,,,,,,,,
SO, 	32 , 	56 , 	35 , 	51 , 	123 , 	42 , 	67 , 	45 , 	66 , 	14 , 	26 , 	18 , 	19 , 	13 , 	11 , 	5 , 	8 , 	10 , 	37 , 	105 , 	116 , 	67 , 	48 , 	80 , 	82 , 	225 , 	196 , 	850 , 	273 , 	122 , 	93 , 	47 , 	56 , 	119 , 	64 , 	7 , 	59 , 	17 , 	42 , 	30 , 	22 , 	33 , 	115 , 	12 , 	15 , 	12 , 	-   , 	-   , 	2 , 	36 ," 	3,620 ",,,,,,,,,,,
MB, 	7 , 	9 , 	10 , 	14 , 	45 , 	11 , 	14 , 	12 , 	18 , 	6 , 	6 , 	6 , 	4 , 	6 , 	2 , 	1 , 	1 , 	1 , 	7 , 	13 , 	10 , 	4 , 	3 , 	12 , 	16 , 	108 , 	92 , 	270 , 	157 , 	91 , 	81 , 	36 , 	43 , 	53 , 	13 , 	1 , 	6 , 	1 , 	3 , 	7 , 	16 , 	265 , 	29 , 	3 , 	3 , 	1 , 	-   , 	-   , 	2 , 	3 ," 	1,513 ",,,,,,,,,,,
WD, 	2 , 	6 , 	3 , 	3 , 	14 , 	2 , 	9 , 	8 , 	9 , 	28 , 	26 , 	52 , 	27 , 	42 , 	14 , 	9 , 	8 , 	9 , 	1 , 	1 , 	1 , 	2 , 	-   , 	1 , 	2 , 	112 , 	51 , 	101 , 	53 , 	28 , 	12 , 	2 , 	4 , 	6 , 	3 , 	41 , 	23 , 	0 , 	1 , 	1 , 	2 , 	32 , 	1 , 	6 , 	28 , 	6 , 	-   , 	-   , 	-   , 	1 , 	786 ,,,,,,,,,,,
OA, 	5 , 	12 , 	14 , 	17 , 	43 , 	11 , 	9 , 	10 , 	13 , 	7 , 	4 , 	15 , 	4 , 	3 , 	3 , 	4 , 	6 , 	6 , 	8 , 	19 , 	16 , 	8 , 	7 , 	5 , 	2 , 	50 , 	36 , 	65 , 	31 , 	12 , 	13 , 	8 , 	4 , 	6 , 	2 , 	2 , 	21 , 	2 , 	6 , 	2 , 	2 , 	21 , 	1 , 	12 , 	4 , 	5 , 	-   , 	-   , 	2 , 	8 , 	562 ,,,,,,,,,,,
WS, 	8 , 	23 , 	12 , 	18 , 	129 , 	29 , 	23 , 	23 , 	30 , 	37 , 	31 , 	71 , 	18 , 	26 , 	28 , 	22 , 	26 , 	29 , 	6 , 	12 , 	10 , 	4 , 	3 , 	6 , 	10 , 	85 , 	58 , 	124 , 	66 , 	37 , 	22 , 	7 , 	9 , 	11 , 	2 , 	4 , 	16 , 	1 , 	2 , 	3 , 	2 , 	18 , 	1 , 	7 , 	15 , 	8 , 	-   , 	-   , 	1 , 	8 ," 	1,138 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	5 , 	3 , 	1 , 	1 , 	3 , 	3 , 	7 , 	7 , 	5 , 	1 , 	7 , 	6 , 	2 , 	2 , 	2 , 	1 , 	2 , 	0 , 	34 , 	7 , 	13 , 	5 , 	3 , 	3 , 	1 , 	14 , 	11 , 	34 , 	15 , 	7 , 	8 , 	2 , 	4 , 	5 , 	1 , 	0 , 	1 , 	4 , 	10 , 	1 , 	2 , 	6 , 	1 , 	-   , 	3 , 	2 , 	-   , 	-   , 	3 , 	12 , 	265 ,,,,,,,,,,,
