Exit stations,Entry stations->,,WEEKDAY,,,Apr 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,,,
RM, 	14 , 	112 , 	85 , 	68 , 	397 , 	102 , 	134 , 	146 , 	180 , 	42 , 	92 , 	75 , 	35 , 	21 , 	37 , 	18 , 	16 , 	33 , 	22 , 	14 , 	21 , 	7 , 	6 , 	21 , 	21 , 	421 , 	394 , 	433 , 	343 , 	193 , 	181 , 	51 , 	76 , 	99 , 	15 , 	5 , 	16 , 	4 , 	34 , 	10 , 	17 , 	57 , 	26 , 	6 , 	12 , 	13 ," 	4,122 ",,,,,,,,,,,,,
EN, 	122 , 	22 , 	90 , 	93 , 	856 , 	133 , 	270 , 	474 , 	546 , 	115 , 	107 , 	143 , 	61 , 	46 , 	73 , 	28 , 	33 , 	63 , 	33 , 	18 , 	30 , 	9 , 	10 , 	31 , 	40 ," 	1,000 "," 	1,043 ", 	923 , 	810 , 	289 , 	222 , 	81 , 	117 , 	187 , 	29 , 	8 , 	25 , 	6 , 	28 , 	33 , 	43 , 	121 , 	68 , 	14 , 	37 , 	28 ," 	8,559 ",,,,,,,,,,,,,
EP, 	86 , 	89 , 	12 , 	45 , 	686 , 	83 , 	133 , 	302 , 	332 , 	79 , 	56 , 	55 , 	30 , 	16 , 	28 , 	8 , 	14 , 	36 , 	18 , 	19 , 	25 , 	8 , 	5 , 	28 , 	14 , 	584 , 	696 , 	419 , 	431 , 	134 , 	74 , 	32 , 	38 , 	61 , 	4 , 	5 , 	14 , 	4 , 	14 , 	8 , 	13 , 	71 , 	31 , 	9 , 	29 , 	12 ," 	4,890 ",,,,,,,,,,,,,
NB, 	71 , 	88 , 	45 , 	16 , 	178 , 	59 , 	81 , 	263 , 	250 , 	55 , 	61 , 	61 , 	27 , 	18 , 	26 , 	8 , 	18 , 	32 , 	18 , 	22 , 	28 , 	6 , 	9 , 	15 , 	12 , 	638 , 	725 , 	404 , 	487 , 	170 , 	96 , 	30 , 	35 , 	51 , 	4 , 	7 , 	13 , 	5 , 	17 , 	10 , 	9 , 	97 , 	41 , 	9 , 	41 , 	13 ," 	4,370 ",,,,,,,,,,,,,
BK, 	439 , 	920 , 	704 , 	203 , 	48 , 	371 , 	367 , 	588 , 	558 , 	274 , 	303 , 	188 , 	202 , 	148 , 	137 , 	80 , 	158 , 	228 , 	128 , 	165 , 	117 , 	73 , 	53 , 	44 , 	72 ," 	1,075 "," 	1,073 ", 	774 , 	836 , 	376 , 	287 , 	156 , 	126 , 	145 , 	40 , 	53 , 	129 , 	56 , 	109 , 	35 , 	45 , 	166 , 	164 , 	49 , 	88 , 	93 ," 	12,442 ",,,,,,,,,,,,,
AS, 	105 , 	123 , 	84 , 	56 , 	330 , 	19 , 	86 , 	263 , 	249 , 	69 , 	97 , 	90 , 	55 , 	34 , 	34 , 	17 , 	36 , 	37 , 	25 , 	29 , 	22 , 	7 , 	5 , 	13 , 	28 , 	744 , 	813 , 	475 , 	546 , 	245 , 	127 , 	37 , 	47 , 	59 , 	9 , 	8 , 	22 , 	6 , 	33 , 	11 , 	15 , 	62 , 	39 , 	13 , 	29 , 	20 ," 	5,273 ",,,,,,,,,,,,,
MA, 	142 , 	265 , 	115 , 	78 , 	344 , 	84 , 	45 , 	189 , 	217 , 	63 , 	163 , 	153 , 	128 , 	93 , 	102 , 	59 , 	82 , 	116 , 	162 , 	181 , 	149 , 	45 , 	40 , 	56 , 	48 ," 	1,071 "," 	1,220 ", 	828 , 	885 , 	392 , 	226 , 	80 , 	95 , 	97 , 	25 , 	18 , 	64 , 	66 , 	252 , 	29 , 	30 , 	117 , 	70 , 	28 , 	31 , 	33 ," 	8,777 ",,,,,,,,,,,,,
19, 	158 , 	472 , 	306 , 	271 , 	523 , 	256 , 	178 , 	35 , 	55 , 	39 , 	169 , 	172 , 	226 , 	217 , 	209 , 	152 , 	219 , 	324 , 	311 , 	395 , 	322 , 	155 , 	114 , 	167 , 	63 ," 	1,385 "," 	1,555 ", 	936 ," 	1,051 ", 	441 , 	321 , 	166 , 	136 , 	157 , 	72 , 	69 , 	235 , 	171 , 	263 , 	72 , 	66 , 	97 , 	136 , 	105 , 	39 , 	98 ," 	13,077 ",,,,,,,,,,,,,
12, 	203 , 	573 , 	314 , 	252 , 	462 , 	243 , 	214 , 	56 , 	37 , 	43 , 	216 , 	268 , 	343 , 	324 , 	287 , 	175 , 	208 , 	295 , 	347 , 	418 , 	280 , 	133 , 	118 , 	165 , 	90 ," 	1,279 "," 	1,307 ", 	930 , 	976 , 	336 , 	313 , 	180 , 	193 , 	217 , 	129 , 	112 , 	243 , 	174 , 	359 , 	86 , 	91 , 	138 , 	155 , 	127 , 	61 , 	85 ," 	13,552 ",,,,,,,,,,,,,
LM, 	39 , 	100 , 	80 , 	58 , 	271 , 	69 , 	63 , 	42 , 	46 , 	22 , 	166 , 	255 , 	301 , 	255 , 	163 , 	92 , 	121 , 	130 , 	38 , 	25 , 	26 , 	11 , 	9 , 	29 , 	39 , 	925 ," 	1,058 ", 	733 , 	667 , 	263 , 	159 , 	67 , 	99 , 	125 , 	7 , 	112 , 	189 , 	12 , 	55 , 	12 , 	15 , 	43 , 	17 , 	83 , 	25 , 	100 ," 	7,214 ",,,,,,,,,,,,,
