Exit stations,Entry stations->,,SATURDAY,,,Apr 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
RM, 	11 , 	49 , 	58 , 	28 , 	207 , 	56 , 	70 , 	38 , 	50 , 	15 , 	58 , 	44 , 	15 , 	14 , 	15 , 	9 , 	6 , 	19 , 	13 , 	10 , 	11 , 	4 , 	6 , 	12 , 	14 , 	149 , 	105 , 	263 , 	104 , 	73 , 	94 , 	22 , 	36 , 	32 , 	6 , 	5 , 	9 , 	1 , 	19 , 	4 , 	8 , 	30 , 	17 , 	3 , 	7 , 	8 ," 	1,821 ",,,,,,,,,,
EN, 	49 , 	15 , 	51 , 	51 , 	428 , 	84 , 	90 , 	96 , 	114 , 	29 , 	75 , 	120 , 	33 , 	21 , 	27 , 	13 , 	16 , 	33 , 	16 , 	10 , 	18 , 	5 , 	6 , 	23 , 	21 , 	328 , 	236 , 	598 , 	216 , 	94 , 	120 , 	32 , 	49 , 	44 , 	14 , 	6 , 	13 , 	2 , 	21 , 	10 , 	19 , 	82 , 	20 , 	8 , 	25 , 	20 ," 	3,396 ",,,,,,,,,,
EP, 	58 , 	54 , 	5 , 	40 , 	430 , 	47 , 	60 , 	78 , 	75 , 	30 , 	35 , 	80 , 	15 , 	16 , 	9 , 	5 , 	8 , 	18 , 	8 , 	9 , 	13 , 	5 , 	7 , 	16 , 	8 , 	201 , 	148 , 	300 , 	136 , 	74 , 	52 , 	24 , 	14 , 	18 , 	4 , 	2 , 	8 , 	1 , 	10 , 	3 , 	5 , 	64 , 	10 , 	4 , 	23 , 	10 ," 	2,236 ",,,,,,,,,,
NB, 	29 , 	47 , 	38 , 	12 , 	174 , 	37 , 	45 , 	75 , 	75 , 	31 , 	47 , 	59 , 	20 , 	11 , 	12 , 	5 , 	9 , 	18 , 	9 , 	11 , 	21 , 	3 , 	4 , 	12 , 	8 , 	237 , 	176 , 	300 , 	206 , 	122 , 	94 , 	27 , 	18 , 	20 , 	4 , 	3 , 	11 , 	2 , 	9 , 	4 , 	5 , 	79 , 	14 , 	4 , 	25 , 	11 ," 	2,181 ",,,,,,,,,,
BK, 	198 , 	460 , 	443 , 	192 , 	68 , 	245 , 	226 , 	270 , 	246 , 	120 , 	192 , 	166 , 	101 , 	90 , 	78 , 	58 , 	111 , 	174 , 	55 , 	77 , 	81 , 	63 , 	43 , 	43 , 	64 , 	704 , 	446 , 	868 , 	611 , 	361 , 	273 , 	130 , 	91 , 	139 , 	18 , 	28 , 	102 , 	16 , 	65 , 	24 , 	28 , 	131 , 	102 , 	34 , 	62 , 	147 ," 	8,241 ",,,,,,,,,,
AS, 	54 , 	76 , 	51 , 	33 , 	192 , 	15 , 	61 , 	105 , 	89 , 	40 , 	66 , 	70 , 	31 , 	22 , 	18 , 	8 , 	14 , 	20 , 	10 , 	7 , 	17 , 	6 , 	3 , 	13 , 	23 , 	220 , 	158 , 	277 , 	233 , 	153 , 	118 , 	28 , 	19 , 	23 , 	4 , 	7 , 	10 , 	3 , 	11 , 	6 , 	2 , 	47 , 	11 , 	3 , 	18 , 	13 ," 	2,403 ",,,,,,,,,,
MA, 	63 , 	101 , 	59 , 	43 , 	224 , 	59 , 	20 , 	74 , 	83 , 	41 , 	77 , 	131 , 	39 , 	39 , 	29 , 	14 , 	18 , 	31 , 	36 , 	35 , 	46 , 	19 , 	13 , 	37 , 	32 , 	380 , 	262 , 	512 , 	371 , 	262 , 	184 , 	41 , 	34 , 	34 , 	6 , 	4 , 	14 , 	7 , 	66 , 	6 , 	9 , 	90 , 	20 , 	7 , 	22 , 	14 ," 	3,702 ",,,,,,,,,,
19, 	41 , 	96 , 	77 , 	79 , 	267 , 	108 , 	64 , 	29 , 	18 , 	20 , 	81 , 	150 , 	55 , 	55 , 	39 , 	20 , 	55 , 	41 , 	43 , 	54 , 	69 , 	34 , 	27 , 	69 , 	42 , 	376 , 	279 , 	501 , 	377 , 	279 , 	191 , 	57 , 	43 , 	54 , 	10 , 	12 , 	24 , 	16 , 	40 , 	12 , 	15 , 	57 , 	35 , 	5 , 	14 , 	29 ," 	4,053 ",,,,,,,,,,
12, 	53 , 	107 , 	79 , 	73 , 	225 , 	87 , 	79 , 	14 , 	25 , 	13 , 	82 , 	140 , 	60 , 	78 , 	56 , 	29 , 	37 , 	48 , 	59 , 	43 , 	61 , 	31 , 	21 , 	53 , 	49 , 	356 , 	268 , 	542 , 	329 , 	171 , 	138 , 	50 , 	53 , 	60 , 	19 , 	8 , 	21 , 	14 , 	61 , 	17 , 	19 , 	83 , 	43 , 	10 , 	14 , 	30 ," 	3,900 ",,,,,,,,,,
LM, 	16 , 	30 , 	40 , 	33 , 	126 , 	46 , 	43 , 	16 , 	14 , 	15 , 	96 , 	228 , 	128 , 	143 , 	52 , 	31 , 	53 , 	63 , 	15 , 	12 , 	19 , 	12 , 	7 , 	21 , 	26 , 	350 , 	258 , 	533 , 	306 , 	190 , 	146 , 	53 , 	45 , 	55 , 	4 , 	60 , 	88 , 	3 , 	15 , 	4 , 	8 , 	28 , 	13 , 	45 , 	14 , 	32 ," 	3,534 ",,,,,,,,,,
