Exit stations,Entry stations->,,SATURDAY,,,Mar 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
FV, 	30 , 	35 , 	18 , 	17 , 	58 , 	28 , 	47 , 	37 , 	43 , 	34 , 	15 , 	64 , 	61 , 	68 , 	47 , 	29 , 	17 , 	20 , 	10 , 	6 , 	8 , 	5 , 	4 , 	20 , 	30 , 	120 , 	88 , 	225 , 	147 , 	77 , 	60 , 	14 , 	23 , 	21 , 	4 , 	17 , 	35 , 	1 , 	9 , 	3 , 	5 , 	20 , 	8 , 	20 , 	4 , 	25 , 	-   , 	-   , 	5 , 	8 ," 	1,681 ",,,,,,,,,,
CL, 	18 , 	24 , 	9 , 	5 , 	27 , 	13 , 	23 , 	30 , 	35 , 	30 , 	66 , 	7 , 	32 , 	45 , 	29 , 	17 , 	14 , 	11 , 	4 , 	3 , 	6 , 	2 , 	1 , 	7 , 	23 , 	56 , 	42 , 	98 , 	61 , 	33 , 	24 , 	7 , 	9 , 	11 , 	3 , 	7 , 	16 , 	2 , 	10 , 	3 , 	5 , 	13 , 	2 , 	10 , 	4 , 	12 , 	-   , 	-   , 	2 , 	5 , 	910 ,,,,,,,,,,
SL, 	12 , 	14 , 	8 , 	8 , 	24 , 	10 , 	20 , 	34 , 	42 , 	49 , 	64 , 	35 , 	5 , 	31 , 	28 , 	21 , 	15 , 	13 , 	4 , 	2 , 	4 , 	2 , 	1 , 	6 , 	12 , 	67 , 	73 , 	128 , 	57 , 	22 , 	22 , 	10 , 	12 , 	13 , 	3 , 	12 , 	17 , 	2 , 	4 , 	4 , 	4 , 	18 , 	2 , 	13 , 	4 , 	11 , 	-   , 	-   , 	3 , 	3 , 	960 ,,,,,,,,,,
BF, 	7 , 	11 , 	4 , 	4 , 	22 , 	7 , 	16 , 	24 , 	37 , 	49 , 	69 , 	36 , 	35 , 	3 , 	31 , 	20 , 	16 , 	19 , 	6 , 	2 , 	1 , 	1 , 	3 , 	3 , 	11 , 	60 , 	62 , 	122 , 	49 , 	20 , 	21 , 	6 , 	9 , 	11 , 	3 , 	10 , 	31 , 	1 , 	3 , 	2 , 	3 , 	15 , 	4 , 	22 , 	2 , 	15 , 	-   , 	-   , 	2 , 	3 , 	912 ,,,,,,,,,,
HY, 	5 , 	6 , 	4 , 	5 , 	22 , 	7 , 	17 , 	20 , 	23 , 	20 , 	51 , 	27 , 	27 , 	32 , 	7 , 	22 , 	35 , 	36 , 	4 , 	3 , 	2 , 	2 , 	1 , 	3 , 	8 , 	28 , 	30 , 	61 , 	22 , 	12 , 	10 , 	4 , 	6 , 	7 , 	3 , 	6 , 	16 , 	2 , 	4 , 	2 , 	5 , 	7 , 	2 , 	6 , 	2 , 	21 , 	-   , 	-   , 	2 , 	6 , 	647 ,,,,,,,,,,
SH, 	8 , 	7 , 	5 , 	3 , 	7 , 	2 , 	7 , 	8 , 	11 , 	13 , 	30 , 	19 , 	23 , 	25 , 	20 , 	5 , 	13 , 	19 , 	3 , 	2 , 	1 , 	-   , 	1 , 	1 , 	4 , 	22 , 	21 , 	38 , 	18 , 	10 , 	8 , 	3 , 	3 , 	5 , 	3 , 	3 , 	7 , 	1 , 	1 , 	2 , 	1 , 	4 , 	2 , 	6 , 	3 , 	15 , 	-   , 	-   , 	1 , 	1 , 	403 ,,,,,,,,,,
UC, 	5 , 	6 , 	3 , 	3 , 	20 , 	5 , 	10 , 	8 , 	13 , 	13 , 	22 , 	15 , 	17 , 	15 , 	34 , 	18 , 	3 , 	20 , 	2 , 	2 , 	4 , 	-   , 	0 , 	2 , 	4 , 	27 , 	25 , 	45 , 	22 , 	11 , 	8 , 	3 , 	3 , 	6 , 	2 , 	2 , 	9 , 	-   , 	1 , 	1 , 	2 , 	6 , 	0 , 	4 , 	3 , 	21 , 	-   , 	-   , 	2 , 	1 , 	442 ,,,,,,,,,,
FM, 	5 , 	6 , 	5 , 	3 , 	26 , 	4 , 	9 , 	14 , 	13 , 	14 , 	23 , 	11 , 	14 , 	21 , 	42 , 	15 , 	18 , 	3 , 	2 , 	2 , 	1 , 	-   , 	1 , 	1 , 	2 , 	28 , 	26 , 	49 , 	26 , 	11 , 	7 , 	4 , 	3 , 	7 , 	2 , 	4 , 	10 , 	-   , 	2 , 	1 , 	1 , 	5 , 	2 , 	2 , 	3 , 	14 , 	-   , 	-   , 	2 , 	3 , 	458 ,,,,,,,,,,
CN, 	11 , 	6 , 	6 , 	3 , 	11 , 	4 , 	16 , 	11 , 	18 , 	4 , 	9 , 	6 , 	6 , 	6 , 	5 , 	3 , 	2 , 	5 , 	10 , 	28 , 	71 , 	24 , 	10 , 	14 , 	6 , 	47 , 	44 , 	85 , 	42 , 	21 , 	17 , 	7 , 	9 , 	9 , 	3 , 	1 , 	3 , 	12 , 	41 , 	3 , 	7 , 	36 , 	6 , 	3 , 	4 , 	3 , 	-   , 	-   , 	25 , 	28 , 	742 ,,,,,,,,,,
PH, 	2 , 	5 , 	4 , 	4 , 	8 , 	3 , 	12 , 	17 , 	15 , 	2 , 	6 , 	5 , 	4 , 	3 , 	4 , 	1 , 	1 , 	3 , 	26 , 	4 , 	28 , 	14 , 	4 , 	14 , 	3 , 	54 , 	42 , 	77 , 	35 , 	17 , 	10 , 	9 , 	3 , 	6 , 	1 , 	1 , 	2 , 	6 , 	17 , 	2 , 	4 , 	33 , 	3 , 	0 , 	7 , 	3 , 	-   , 	-   , 	5 , 	10 , 	532 ,,,,,,,,,,
WC, 	3 , 	9 , 	5 , 	3 , 	18 , 	3 , 	20 , 	19 , 	16 , 	4 , 	10 , 	5 , 	5 , 	2 , 	1 , 	0 , 	3 , 	2 , 	74 , 	28 , 	6 , 	13 , 	5 , 	24 , 	4 , 	63 , 	45 , 	82 , 	39 , 	16 , 	13 , 	4 , 	6 , 	7 , 	3 , 	1 , 	2 , 	12 , 	24 , 	1 , 	4 , 	35 , 	3 , 	1 , 	7 , 	1 , 	-   , 	-   , 	12 , 	16 , 	675 ,,,,,,,,,,
LF, 	2 , 	2 , 	2 , 	2 , 	6 , 	2 , 	8 , 	7 , 	8 , 	2 , 	4 , 	3 , 	1 , 	1 , 	1 , 	-   , 	0 , 	1 , 	34 , 	13 , 	12 , 	3 , 	2 , 	15 , 	1 , 	31 , 	27 , 	43 , 	23 , 	10 , 	8 , 	2 , 	1 , 	3 , 	1 , 	0 , 	1 , 	4 , 	10 , 	0 , 	1 , 	30 , 	3 , 	-   , 	3 , 	1 , 	-   , 	-   , 	4 , 	4 , 	338 ,,,,,,,,,,
OR, 	2 , 	1 , 	2 , 	1 , 	5 , 	1 , 	4 , 	7 , 	8 , 	3 , 	5 , 	2 , 	2 , 	2 , 	1 , 	1 , 	0 , 	1 , 	7 , 	5 , 	6 , 	4 , 	2 , 	7 , 	1 , 	33 , 	28 , 	38 , 	14 , 	10 , 	7 , 	2 , 	1 , 	3 , 	-   , 	0 , 	1 , 	1 , 	2 , 	1 , 	1 , 	14 , 	1 , 	-   , 	3 , 	1 , 	-   , 	-   , 	1 , 	1 , 	236 ,,,,,,,,,,
RR, 	7 , 	10 , 	10 , 	3 , 	7 , 	3 , 	17 , 	26 , 	22 , 	6 , 	20 , 	8 , 	6 , 	5 , 	4 , 	1 , 	2 , 	1 , 	15 , 	15 , 	25 , 	14 , 	9 , 	5 , 	10 , 	65 , 	51 , 	81 , 	47 , 	40 , 	26 , 	11 , 	8 , 	6 , 	1 , 	1 , 	2 , 	1 , 	8 , 	2 , 	4 , 	26 , 	3 , 	1 , 	2 , 	2 , 	-   , 	-   , 	4 , 	6 , 	643 ,,,,,,,,,,
OW, 	7 , 	8 , 	3 , 	4 , 	15 , 	8 , 	11 , 	19 , 	32 , 	9 , 	25 , 	21 , 	10 , 	11 , 	6 , 	3 , 	6 , 	3 , 	4 , 	5 , 	3 , 	-   , 	1 , 	10 , 	9 , 	183 , 	156 , 	305 , 	151 , 	102 , 	63 , 	16 , 	17 , 	11 , 	4 , 	3 , 	7 , 	1 , 	6 , 	4 , 	8 , 	30 , 	6 , 	3 , 	2 , 	4 , 	-   , 	-   , 	2 , 	4 ," 	1,315 ",,,,,,,,,,
EM, 	74 , 	104 , 	52 , 	47 , 	127 , 	60 , 	109 , 	123 , 	123 , 	85 , 	133 , 	66 , 	78 , 	81 , 	35 , 	30 , 	30 , 	33 , 	50 , 	64 , 	72 , 	37 , 	38 , 	80 , 	230 , 	22 , 	10 , 	41 , 	42 , 	112 , 	151 , 	73 , 	138 , 	87 , 	32 , 	42 , 	83 , 	26 , 	43 , 	17 , 	20 , 	72 , 	35 , 	29 , 	13 , 	35 , 	-   , 	-   , 	8 , 	37 ," 	3,125 ",,,,,,,,,,
MT, 	65 , 	97 , 	45 , 	36 , 	110 , 	51 , 	98 , 	106 , 	111 , 	93 , 	108 , 	53 , 	84 , 	79 , 	37 , 	22 , 	34 , 	35 , 	52 , 	46 , 	47 , 	24 , 	33 , 	68 , 	211 , 	13 , 	15 , 	16 , 	26 , 	154 , 	171 , 	109 , 	308 , 	133 , 	43 , 	27 , 	42 , 	14 , 	37 , 	24 , 	33 , 	63 , 	39 , 	22 , 	6 , 	26 , 	-   , 	-   , 	14 , 	20 ," 	3,095 ",,,,,,,,,,
PL, 	102 , 	170 , 	67 , 	50 , 	149 , 	59 , 	123 , 	138 , 	149 , 	114 , 	173 , 	82 , 	110 , 	102 , 	58 , 	33 , 	31 , 	36 , 	74 , 	74 , 	71 , 	43 , 	43 , 	74 , 	309 , 	57 , 	19 , 	39 , 	49 , 	374 , 	421 , 	220 , 	473 , 	355 , 	92 , 	48 , 	91 , 	28 , 	71 , 	63 , 	63 , 	191 , 	80 , 	37 , 	11 , 	34 , 	-   , 	-   , 	17 , 	39 ," 	5,298 ",,,,,,,,,,
CC, 	55 , 	63 , 	32 , 	34 , 	77 , 	46 , 	94 , 	93 , 	88 , 	56 , 	139 , 	61 , 	46 , 	49 , 	26 , 	19 , 	20 , 	20 , 	32 , 	29 , 	41 , 	20 , 	15 , 	47 , 	148 , 	30 , 	22 , 	44 , 	24 , 	189 , 	216 , 	84 , 	166 , 	117 , 	41 , 	17 , 	41 , 	9 , 	20 , 	39 , 	41 , 	112 , 	57 , 	15 , 	8 , 	18 , 	-   , 	-   , 	8 , 	21 ," 	2,683 ",,,,,,,,,,
16, 	40 , 	41 , 	16 , 	22 , 	67 , 	36 , 	70 , 	83 , 	59 , 	49 , 	61 , 	30 , 	20 , 	16 , 	13 , 	9 , 	12 , 	8 , 	18 , 	19 , 	14 , 	11 , 	10 , 	31 , 	101 , 	99 , 	129 , 	415 , 	214 , 	13 , 	75 , 	64 , 	163 , 	100 , 	29 , 	13 , 	15 , 	4 , 	22 , 	22 , 	34 , 	48 , 	39 , 	7 , 	3 , 	7 , 	-   , 	-   , 	7 , 	9 ," 	2,381 ",,,,,,,,,,
24, 	56 , 	44 , 	13 , 	21 , 	46 , 	27 , 	48 , 	55 , 	41 , 	37 , 	61 , 	25 , 	18 , 	19 , 	13 , 	7 , 	5 , 	6 , 	13 , 	8 , 	17 , 	8 , 	5 , 	22 , 	60 , 	127 , 	148 , 	469 , 	261 , 	64 , 	14 , 	76 , 	144 , 	113 , 	35 , 	7 , 	10 , 	7 , 	22 , 	28 , 	43 , 	42 , 	41 , 	4 , 	4 , 	6 , 	-   , 	-   , 	5 , 	7 ," 	2,345 ",,,,,,,,,,
GP, 	10 , 	13 , 	4 , 	5 , 	21 , 	6 , 	13 , 	17 , 	13 , 	9 , 	11 , 	7 , 	9 , 	6 , 	5 , 	3 , 	2 , 	2 , 	8 , 	4 , 	3 , 	2 , 	2 , 	11 , 	15 , 	75 , 	86 , 	252 , 	84 , 	66 , 	70 , 	11 , 	19 , 	14 , 	10 , 	2 , 	6 , 	1 , 	6 , 	5 , 	16 , 	34 , 	12 , 	3 , 	1 , 	3 , 	-   , 	-   , 	2 , 	3 , 	977 ,,,,,,,,,,
BP, 	13 , 	15 , 	5 , 	5 , 	18 , 	8 , 	9 , 	14 , 	14 , 	11 , 	16 , 	10 , 	9 , 	9 , 	4 , 	3 , 	4 , 	2 , 	6 , 	5 , 	5 , 	2 , 	1 , 	5 , 	18 , 	114 , 	147 , 	567 , 	158 , 	131 , 	132 , 	23 , 	13 , 	21 , 	21 , 	2 , 	6 , 	1 , 	7 , 	10 , 	28 , 	55 , 	22 , 	2 , 	2 , 	3 , 	-   , 	-   , 	3 , 	4 ," 	1,679 ",,,,,,,,,,
DC, 	14 , 	15 , 	6 , 	7 , 	21 , 	4 , 	8 , 	15 , 	13 , 	12 , 	19 , 	10 , 	10 , 	11 , 	7 , 	5 , 	5 , 	5 , 	9 , 	7 , 	7 , 	3 , 	3 , 	6 , 	11 , 	88 , 	97 , 	393 , 	116 , 	111 , 	112 , 	17 , 	20 , 	4 , 	5 , 	6 , 	10 , 	2 , 	6 , 	8 , 	28 , 	104 , 	27 , 	4 , 	4 , 	5 , 	-   , 	-   , 	3 , 	6 ," 	1,403 ",,,,,,,,,,
CM, 	1 , 	7 , 	2 , 	1 , 	5 , 	1 , 	4 , 	2 , 	5 , 	2 , 	2 , 	-   , 	2 , 	2 , 	3 , 	2 , 	1 , 	1 , 	3 , 	2 , 	3 , 	0 , 	1 , 	2 , 	4 , 	24 , 	29 , 	110 , 	45 , 	28 , 	34 , 	9 , 	17 , 	5 , 	4 , 	1 , 	2 , 	1 , 	5 , 	5 , 	10 , 	73 , 	11 , 	1 , 	0 , 	0 , 	-   , 	-   , 	1 , 	4 , 	469 ,,,,,,,,,,
CV, 	1 , 	2 , 	2 , 	2 , 	5 , 	3 , 	2 , 	4 , 	4 , 	16 , 	17 , 	9 , 	11 , 	11 , 	7 , 	2 , 	2 , 	6 , 	2 , 	0 , 	1 , 	1 , 	0 , 	1 , 	2 , 	32 , 	30 , 	55 , 	20 , 	12 , 	5 , 	5 , 	3 , 	3 , 	2 , 	2 , 	23 , 	0 , 	1 , 	1 , 	3 , 	7 , 	2 , 	25 , 	1 , 	3 , 	-   , 	-   , 	-   , 	1 , 	342 ,,,,,,,,,,
ED, 	2 , 	6 , 	3 , 	1 , 	16 , 	5 , 	9 , 	7 , 	6 , 	23 , 	37 , 	15 , 	16 , 	26 , 	13 , 	7 , 	9 , 	8 , 	4 , 	2 , 	2 , 	1 , 	1 , 	2 , 	6 , 	70 , 	44 , 	94 , 	46 , 	17 , 	13 , 	8 , 	7 , 	13 , 	2 , 	20 , 	5 , 	1 , 	2 , 	2 , 	2 , 	26 , 	3 , 	9 , 	10 , 	9 , 	-   , 	-   , 	1 , 	1 , 	620 ,,,,,,,,,,
NC, 	3 , 	1 , 	-   , 	1 , 	4 , 	1 , 	6 , 	3 , 	5 , 	1 , 	1 , 	1 , 	2 , 	1 , 	1 , 	1 , 	-   , 	1 , 	15 , 	6 , 	11 , 	3 , 	-   , 	2 , 	1 , 	19 , 	15 , 	29 , 	9 , 	3 , 	6 , 	1 , 	2 , 	6 , 	1 , 	-   , 	1 , 	2 , 	2 , 	-   , 	1 , 	10 , 	2 , 	-   , 	1 , 	1 , 	-   , 	-   , 	3 , 	4 , 	181 ,,,,,,,,,,
WP, 	3 , 	4 , 	1 , 	2 , 	5 , 	4 , 	16 , 	8 , 	10 , 	2 , 	10 , 	7 , 	8 , 	4 , 	4 , 	4 , 	3 , 	2 , 	43 , 	19 , 	28 , 	10 , 	3 , 	7 , 	6 , 	33 , 	27 , 	85 , 	23 , 	19 , 	22 , 	7 , 	7 , 	7 , 	4 , 	1 , 	2 , 	3 , 	5 , 	3 , 	3 , 	37 , 	2 , 	1 , 	4 , 	2 , 	-   , 	-   , 	4 , 	5 , 	511 ,,,,,,,,,,
SS, 	5 , 	3 , 	1 , 	0 , 	2 , 	-   , 	3 , 	2 , 	5 , 	2 , 	3 , 	2 , 	2 , 	3 , 	2 , 	1 , 	1 , 	1 , 	3 , 	3 , 	1 , 	0 , 	1 , 	2 , 	5 , 	19 , 	19 , 	75 , 	35 , 	21 , 	27 , 	6 , 	14 , 	9 , 	5 , 	1 , 	2 , 	1 , 	2 , 	4 , 	8 , 	28 , 	5 , 	1 , 	-   , 	1 , 	-   , 	-   , 	3 , 	4 , 	335 ,,,,,,,,,,
SB, 	5 , 	5 , 	2 , 	2 , 	7 , 	3 , 	5 , 	4 , 	11 , 	2 , 	5 , 	2 , 	2 , 	4 , 	2 , 	2 , 	2 , 	1 , 	5 , 	3 , 	4 , 	1 , 	1 , 	3 , 	7 , 	19 , 	27 , 	73 , 	47 , 	38 , 	42 , 	15 , 	27 , 	33 , 	11 , 	2 , 	1 , 	1 , 	6 , 	8 , 	6 , 	24 , 	8 , 	1 , 	-   , 	1 , 	-   , 	-   , 	1 , 	3 , 	476 ,,,,,,,,,,
SO, 	14 , 	32 , 	10 , 	10 , 	42 , 	10 , 	22 , 	11 , 	18 , 	5 , 	15 , 	11 , 	13 , 	12 , 	5 , 	5 , 	7 , 	4 , 	26 , 	24 , 	22 , 	13 , 	10 , 	24 , 	30 , 	40 , 	54 , 	188 , 	107 , 	40 , 	31 , 	19 , 	53 , 	91 , 	55 , 	2 , 	17 , 	10 , 	34 , 	17 , 	12 , 	15 , 	52 , 	2 , 	4 , 	3 , 	-   , 	-   , 	8 , 	24 ," 	1,268 ",,,,,,,,,,
MB, 	3 , 	9 , 	4 , 	4 , 	23 , 	3 , 	5 , 	7 , 	11 , 	2 , 	5 , 	3 , 	2 , 	4 , 	2 , 	2 , 	-   , 	0 , 	5 , 	4 , 	3 , 	2 , 	1 , 	5 , 	8 , 	28 , 	30 , 	75 , 	60 , 	34 , 	33 , 	16 , 	24 , 	29 , 	11 , 	1 , 	1 , 	2 , 	1 , 	6 , 	9 , 	54 , 	9 , 	1 , 	1 , 	1 , 	-   , 	-   , 	2 , 	2 , 	543 ,,,,,,,,,,
WD, 	1 , 	3 , 	2 , 	0 , 	8 , 	1 , 	2 , 	3 , 	4 , 	17 , 	21 , 	14 , 	13 , 	23 , 	8 , 	8 , 	3 , 	3 , 	1 , 	0 , 	1 , 	0 , 	0 , 	2 , 	4 , 	30 , 	22 , 	35 , 	15 , 	9 , 	5 , 	4 , 	5 , 	4 , 	1 , 	28 , 	12 , 	0 , 	-   , 	2 , 	1 , 	6 , 	2 , 	3 , 	4 , 	4 , 	-   , 	-   , 	1 , 	1 , 	329 ,,,,,,,,,,
OA, 	1 , 	7 , 	5 , 	4 , 	20 , 	4 , 	5 , 	4 , 	5 , 	2 , 	2 , 	6 , 	3 , 	1 , 	3 , 	2 , 	3 , 	2 , 	3 , 	3 , 	2 , 	2 , 	3 , 	2 , 	2 , 	12 , 	5 , 	12 , 	9 , 	2 , 	3 , 	2 , 	1 , 	4 , 	0 , 	2 , 	8 , 	1 , 	2 , 	-   , 	0 , 	4 , 	1 , 	4 , 	2 , 	2 , 	-   , 	-   , 	1 , 	2 , 	167 ,,,,,,,,,,
WS, 	4 , 	10 , 	4 , 	7 , 	47 , 	9 , 	12 , 	15 , 	14 , 	11 , 	22 , 	13 , 	12 , 	14 , 	24 , 	18 , 	18 , 	15 , 	3 , 	5 , 	2 , 	0 , 	2 , 	4 , 	6 , 	32 , 	23 , 	43 , 	26 , 	9 , 	6 , 	3 , 	7 , 	6 , 	1 , 	3 , 	6 , 	1 , 	4 , 	1 , 	1 , 	4 , 	0 , 	5 , 	1 , 	5 , 	-   , 	-   , 	2 , 	3 , 	475 ,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	5 , 	4 , 	2 , 	1 , 	3 , 	1 , 	6 , 	5 , 	4 , 	1 , 	9 , 	3 , 	1 , 	2 , 	2 , 	1 , 	1 , 	1 , 	26 , 	6 , 	12 , 	2 , 	1 , 	4 , 	1 , 	8 , 	9 , 	21 , 	8 , 	5 , 	6 , 	3 , 	4 , 	3 , 	2 , 	0 , 	1 , 	3 , 	4 , 	3 , 	2 , 	7 , 	1 , 	0 , 	1 , 	1 , 	-   , 	-   , 	2 , 	8 , 	199 ,,,,,,,,,,
AN, 	5 , 	8 , 	1 , 	1 , 	5 , 	2 , 	8 , 	7 , 	11 , 	2 , 	7 , 	8 , 	3 , 	2 , 	4 , 	2 , 	2 , 	2 , 	27 , 	12 , 	13 , 	3 , 	2 , 	8 , 	5 , 	28 , 	15 , 	42 , 	24 , 	11 , 	11 , 	4 , 	8 , 	6 , 	5 , 	1 , 	0 , 	6 , 	6 , 	4 , 	4 , 	25 , 	2 , 	1 , 	4 , 	4 , 	-   , 	-   , 	5 , 	5 , 	366 ,,,,,,,,,,
