Exit stations,Entry stations->,,WEEKDAY,,,Mar 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	13 , 	75 , 	51 , 	42 , 	216 , 	52 , 	84 , 	91 , 	94 , 	25 , 	51 , 	36 , 	21 , 	13 , 	19 , 	11 , 	10 , 	11 , 	12 , 	6 , 	10 , 	3 , 	5 , 	10 , 	20 , 	215 , 	211 , 	243 , 	209 , 	118 , 	121 , 	31 , 	39 , 	44 , 	10 , 	2 , 	6 , 	2 , 	12 , 	9 , 	17 , 	30 , 	11 , 	3 , 	5 , 	8 , 	-   , 	-   , 	8 , 	7 ," 	2,340 ",,,,,,,,,,,,,
EN, 	83 , 	15 , 	47 , 	41 , 	354 , 	69 , 	135 , 	213 , 	277 , 	49 , 	58 , 	48 , 	30 , 	22 , 	34 , 	15 , 	14 , 	20 , 	15 , 	13 , 	14 , 	5 , 	6 , 	15 , 	24 , 	397 , 	409 , 	400 , 	388 , 	157 , 	117 , 	40 , 	57 , 	61 , 	15 , 	5 , 	11 , 	4 , 	7 , 	15 , 	16 , 	66 , 	29 , 	4 , 	15 , 	21 , 	-   , 	-   , 	4 , 	9 ," 	3,862 ",,,,,,,,,,,,,
EP, 	51 , 	44 , 	6 , 	29 , 	292 , 	40 , 	66 , 	123 , 	144 , 	25 , 	25 , 	19 , 	14 , 	8 , 	11 , 	5 , 	8 , 	11 , 	9 , 	9 , 	8 , 	2 , 	2 , 	12 , 	7 , 	206 , 	216 , 	147 , 	183 , 	57 , 	33 , 	12 , 	16 , 	22 , 	2 , 	2 , 	4 , 	2 , 	4 , 	2 , 	6 , 	27 , 	12 , 	3 , 	8 , 	9 , 	-   , 	-   , 	2 , 	2 ," 	1,947 ",,,,,,,,,,,,,
NB, 	42 , 	42 , 	26 , 	4 , 	78 , 	28 , 	40 , 	101 , 	101 , 	22 , 	37 , 	13 , 	17 , 	10 , 	14 , 	5 , 	7 , 	7 , 	8 , 	9 , 	7 , 	2 , 	5 , 	5 , 	9 , 	192 , 	202 , 	118 , 	168 , 	61 , 	38 , 	12 , 	15 , 	15 , 	3 , 	3 , 	6 , 	2 , 	5 , 	2 , 	3 , 	27 , 	9 , 	4 , 	9 , 	8 , 	-   , 	-   , 	1 , 	2 ," 	1,545 ",,,,,,,,,,,,,
BK, 	234 , 	381 , 	295 , 	89 , 	18 , 	145 , 	169 , 	238 , 	234 , 	94 , 	135 , 	80 , 	82 , 	59 , 	59 , 	35 , 	59 , 	50 , 	46 , 	52 , 	44 , 	20 , 	16 , 	16 , 	39 , 	312 , 	309 , 	218 , 	260 , 	119 , 	88 , 	46 , 	45 , 	47 , 	15 , 	23 , 	42 , 	12 , 	35 , 	11 , 	11 , 	47 , 	46 , 	16 , 	19 , 	55 , 	-   , 	-   , 	15 , 	28 ," 	4,507 ",,,,,,,,,,,,,
AS, 	52 , 	65 , 	38 , 	25 , 	130 , 	7 , 	47 , 	110 , 	116 , 	31 , 	53 , 	31 , 	29 , 	17 , 	18 , 	11 , 	17 , 	11 , 	12 , 	8 , 	8 , 	3 , 	4 , 	4 , 	15 , 	234 , 	257 , 	153 , 	200 , 	88 , 	45 , 	13 , 	19 , 	15 , 	4 , 	4 , 	9 , 	2 , 	8 , 	4 , 	7 , 	20 , 	14 , 	3 , 	7 , 	12 , 	-   , 	-   , 	2 , 	5 ," 	1,989 ",,,,,,,,,,,,,
MA, 	95 , 	138 , 	64 , 	36 , 	155 , 	48 , 	31 , 	95 , 	125 , 	37 , 	97 , 	71 , 	63 , 	46 , 	49 , 	31 , 	36 , 	33 , 	66 , 	63 , 	65 , 	24 , 	16 , 	29 , 	28 , 	424 , 	448 , 	316 , 	372 , 	165 , 	92 , 	40 , 	37 , 	40 , 	13 , 	13 , 	34 , 	19 , 	80 , 	10 , 	12 , 	43 , 	23 , 	10 , 	9 , 	29 , 	-   , 	-   , 	32 , 	58 ," 	3,862 ",,,,,,,,,,,,,
19, 	98 , 	215 , 	121 , 	99 , 	216 , 	103 , 	91 , 	16 , 	28 , 	21 , 	98 , 	90 , 	119 , 	96 , 	95 , 	76 , 	82 , 	97 , 	140 , 	163 , 	131 , 	69 , 	51 , 	74 , 	40 , 	585 , 	597 , 	380 , 	432 , 	203 , 	137 , 	75 , 	73 , 	70 , 	37 , 	34 , 	86 , 	56 , 	83 , 	33 , 	31 , 	38 , 	48 , 	40 , 	11 , 	91 , 	-   , 	-   , 	29 , 	73 ," 	5,669 ",,,,,,,,,,,,,
12, 	97 , 	278 , 	135 , 	106 , 	202 , 	108 , 	111 , 	25 , 	19 , 	18 , 	118 , 	118 , 	165 , 	160 , 	134 , 	82 , 	102 , 	107 , 	137 , 	197 , 	130 , 	62 , 	43 , 	74 , 	53 , 	485 , 	473 , 	350 , 	396 , 	146 , 	123 , 	74 , 	85 , 	105 , 	57 , 	48 , 	121 , 	57 , 	114 , 	47 , 	37 , 	44 , 	53 , 	54 , 	17 , 	81 , 	-   , 	-   , 	34 , 	92 ," 	5,872 ",,,,,,,,,,,,,
LM, 	23 , 	46 , 	22 , 	23 , 	93 , 	32 , 	34 , 	20 , 	17 , 	10 , 	94 , 	111 , 	150 , 	123 , 	85 , 	47 , 	54 , 	47 , 	16 , 	12 , 	13 , 	3 , 	3 , 	16 , 	23 , 	375 , 	414 , 	278 , 	290 , 	113 , 	68 , 	26 , 	38 , 	40 , 	3 , 	52 , 	93 , 	3 , 	12 , 	6 , 	6 , 	16 , 	6 , 	43 , 	9 , 	42 , 	-   , 	-   , 	6 , 	14 ," 	3,073 ",,,,,,,,,,,,,
