Exit stations,Entry stations->,,SUNDAY,,,Mar 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
PH, 	1 , 	3 , 	5 , 	4 , 	14 , 	4 , 	9 , 	10 , 	16 , 	2 , 	3 , 	6 , 	2 , 	2 , 	2 , 	2 , 	1 , 	2 , 	20 , 	3 , 	26 , 	9 , 	5 , 	12 , 	2 , 	44 , 	27 , 	62 , 	43 , 	13 , 	10 , 	4 , 	3 , 	5 , 	2 , 	1 , 	3 , 	4 , 	10 , 	3 , 	3 , 	51 , 	3 , 	0 , 	12 , 	4 , 	-   , 	-   , 	3 , 	10 , 	485 ,,,,,,,,,,,
WC, 	4 , 	4 , 	4 , 	6 , 	11 , 	3 , 	11 , 	13 , 	16 , 	2 , 	8 , 	3 , 	2 , 	3 , 	2 , 	0 , 	2 , 	2 , 	62 , 	26 , 	5 , 	8 , 	3 , 	20 , 	4 , 	48 , 	37 , 	68 , 	40 , 	15 , 	10 , 	4 , 	4 , 	4 , 	2 , 	0 , 	1 , 	9 , 	21 , 	2 , 	5 , 	54 , 	3 , 	0 , 	11 , 	3 , 	-   , 	-   , 	11 , 	14 , 	592 ,,,,,,,,,,,
LF, 	2 , 	3 , 	1 , 	1 , 	6 , 	1 , 	9 , 	7 , 	5 , 	1 , 	4 , 	2 , 	2 , 	1 , 	0 , 	-   , 	1 , 	-   , 	33 , 	10 , 	8 , 	4 , 	3 , 	13 , 	1 , 	33 , 	19 , 	47 , 	24 , 	9 , 	6 , 	3 , 	1 , 	2 , 	0 , 	-   , 	0 , 	2 , 	11 , 	0 , 	1 , 	34 , 	1 , 	-   , 	7 , 	0 , 	-   , 	-   , 	4 , 	2 , 	326 ,,,,,,,,,,,
OR, 	3 , 	2 , 	2 , 	1 , 	5 , 	1 , 	4 , 	5 , 	7 , 	1 , 	3 , 	1 , 	1 , 	2 , 	1 , 	-   , 	1 , 	0 , 	6 , 	5 , 	6 , 	4 , 	2 , 	9 , 	1 , 	33 , 	18 , 	38 , 	17 , 	12 , 	5 , 	2 , 	2 , 	3 , 	1 , 	0 , 	1 , 	0 , 	3 , 	1 , 	1 , 	23 , 	2 , 	-   , 	5 , 	2 , 	-   , 	-   , 	2 , 	2 , 	242 ,,,,,,,,,,,
RR, 	5 , 	10 , 	9 , 	4 , 	9 , 	4 , 	15 , 	25 , 	24 , 	4 , 	11 , 	4 , 	5 , 	2 , 	4 , 	2 , 	2 , 	5 , 	14 , 	15 , 	20 , 	15 , 	10 , 	7 , 	9 , 	73 , 	53 , 	94 , 	75 , 	38 , 	31 , 	10 , 	7 , 	6 , 	2 , 	1 , 	2 , 	1 , 	5 , 	1 , 	4 , 	44 , 	5 , 	0 , 	8 , 	3 , 	-   , 	-   , 	2 , 	8 , 	708 ,,,,,,,,,,,
OW, 	5 , 	8 , 	2 , 	3 , 	14 , 	5 , 	15 , 	15 , 	17 , 	5 , 	28 , 	19 , 	11 , 	12 , 	5 , 	2 , 	3 , 	1 , 	4 , 	1 , 	4 , 	1 , 	1 , 	6 , 	9 , 	172 , 	114 , 	257 , 	140 , 	90 , 	60 , 	15 , 	16 , 	13 , 	5 , 	3 , 	5 , 	2 , 	5 , 	3 , 	6 , 	42 , 	6 , 	2 , 	3 , 	2 , 	-   , 	-   , 	2 , 	5 ," 	1,164 ",,,,,,,,,,,
EM, 	66 , 	84 , 	52 , 	66 , 	134 , 	51 , 	110 , 	125 , 	148 , 	68 , 	107 , 	54 , 	63 , 	65 , 	31 , 	24 , 	30 , 	38 , 	51 , 	63 , 	66 , 	46 , 	37 , 	90 , 	235 , 	40 , 	9 , 	33 , 	24 , 	75 , 	111 , 	50 , 	94 , 	72 , 	24 , 	36 , 	90 , 	17 , 	35 , 	10 , 	16 , 	73 , 	32 , 	33 , 	27 , 	42 , 	-   , 	-   , 	12 , 	24 ," 	2,881 ",,,,,,,,,,,
MT, 	45 , 	69 , 	29 , 	34 , 	83 , 	38 , 	73 , 	85 , 	93 , 	110 , 	146 , 	71 , 	87 , 	99 , 	35 , 	20 , 	32 , 	29 , 	40 , 	34 , 	40 , 	16 , 	20 , 	55 , 	223 , 	15 , 	26 , 	14 , 	20 , 	90 , 	112 , 	65 , 	194 , 	84 , 	31 , 	34 , 	86 , 	14 , 	31 , 	15 , 	22 , 	84 , 	29 , 	35 , 	29 , 	27 , 	-   , 	-   , 	11 , 	22 ," 	2,695 ",,,,,,,,,,,
PL, 	81 , 	114 , 	40 , 	40 , 	106 , 	44 , 	98 , 	110 , 	132 , 	47 , 	86 , 	40 , 	46 , 	40 , 	30 , 	16 , 	20 , 	24 , 	59 , 	50 , 	60 , 	43 , 	27 , 	75 , 	212 , 	27 , 	10 , 	100 , 	30 , 	270 , 	309 , 	177 , 	337 , 	249 , 	75 , 	17 , 	50 , 	22 , 	58 , 	55 , 	53 , 	222 , 	72 , 	17 , 	15 , 	25 , 	-   , 	-   , 	13 , 	32 ," 	3,876 ",,,,,,,,,,,
CC, 	44 , 	40 , 	31 , 	38 , 	74 , 	42 , 	90 , 	85 , 	82 , 	29 , 	75 , 	35 , 	31 , 	23 , 	14 , 	11 , 	11 , 	13 , 	30 , 	33 , 	39 , 	24 , 	18 , 	59 , 	129 , 	16 , 	12 , 	29 , 	57 , 	125 , 	152 , 	86 , 	136 , 	98 , 	40 , 	12 , 	39 , 	8 , 	19 , 	29 , 	41 , 	141 , 	58 , 	13 , 	13 , 	17 , 	-   , 	-   , 	4 , 	18 ," 	2,260 ",,,,,,,,,,,
16, 	37 , 	32 , 	18 , 	22 , 	53 , 	37 , 	63 , 	69 , 	44 , 	28 , 	40 , 	15 , 	15 , 	14 , 	5 , 	8 , 	6 , 	6 , 	16 , 	11 , 	13 , 	9 , 	8 , 	38 , 	73 , 	83 , 	72 , 	310 , 	148 , 	56 , 	48 , 	56 , 	105 , 	89 , 	26 , 	4 , 	14 , 	4 , 	13 , 	18 , 	29 , 	81 , 	40 , 	4 , 	8 , 	11 , 	-   , 	-   , 	3 , 	7 ," 	1,911 ",,,,,,,,,,,
24, 	35 , 	26 , 	13 , 	18 , 	44 , 	26 , 	51 , 	54 , 	38 , 	27 , 	40 , 	16 , 	14 , 	6 , 	7 , 	5 , 	6 , 	6 , 	13 , 	8 , 	12 , 	7 , 	6 , 	31 , 	69 , 	107 , 	99 , 	386 , 	182 , 	48 , 	46 , 	59 , 	94 , 	79 , 	28 , 	5 , 	10 , 	4 , 	14 , 	19 , 	34 , 	83 , 	33 , 	3 , 	8 , 	5 , 	-   , 	-   , 	4 , 	7 ," 	1,933 ",,,,,,,,,,,
GP, 	9 , 	12 , 	6 , 	5 , 	26 , 	6 , 	15 , 	11 , 	16 , 	6 , 	9 , 	7 , 	6 , 	3 , 	4 , 	1 , 	2 , 	2 , 	5 , 	5 , 	9 , 	2 , 	2 , 	9 , 	14 , 	53 , 	58 , 	223 , 	81 , 	55 , 	61 , 	23 , 	11 , 	12 , 	12 , 	2 , 	10 , 	2 , 	6 , 	8 , 	17 , 	49 , 	16 , 	2 , 	4 , 	2 , 	-   , 	-   , 	1 , 	3 , 	904 ,,,,,,,,,,,
BP, 	12 , 	13 , 	4 , 	4 , 	9 , 	6 , 	10 , 	13 , 	16 , 	7 , 	17 , 	8 , 	8 , 	8 , 	5 , 	1 , 	3 , 	2 , 	8 , 	3 , 	4 , 	1 , 	2 , 	4 , 	18 , 	96 , 	99 , 	475 , 	135 , 	114 , 	100 , 	15 , 	25 , 	16 , 	20 , 	3 , 	5 , 	1 , 	7 , 	10 , 	28 , 	67 , 	21 , 	3 , 	3 , 	3 , 	-   , 	-   , 	2 , 	6 ," 	1,440 ",,,,,,,,,,,
DC, 	13 , 	14 , 	3 , 	5 , 	17 , 	5 , 	11 , 	11 , 	14 , 	10 , 	17 , 	8 , 	7 , 	9 , 	3 , 	2 , 	5 , 	4 , 	9 , 	4 , 	6 , 	3 , 	2 , 	7 , 	16 , 	64 , 	73 , 	312 , 	103 , 	88 , 	76 , 	16 , 	20 , 	14 , 	7 , 	3 , 	18 , 	2 , 	6 , 	10 , 	31 , 	129 , 	31 , 	4 , 	7 , 	5 , 	-   , 	-   , 	2 , 	6 ," 	1,232 ",,,,,,,,,,,
CM, 	5 , 	10 , 	1 , 	0 , 	1 , 	1 , 	5 , 	3 , 	7 , 	2 , 	4 , 	3 , 	3 , 	1 , 	1 , 	2 , 	2 , 	2 , 	5 , 	2 , 	2 , 	0 , 	1 , 	2 , 	4 , 	21 , 	21 , 	95 , 	43 , 	30 , 	31 , 	9 , 	13 , 	6 , 	4 , 	1 , 	1 , 	0 , 	4 , 	4 , 	12 , 	71 , 	9 , 	-   , 	2 , 	1 , 	-   , 	-   , 	1 , 	3 , 	449 ,,,,,,,,,,,
CV, 	1 , 	1 , 	1 , 	1 , 	6 , 	1 , 	2 , 	5 , 	2 , 	16 , 	16 , 	14 , 	12 , 	14 , 	5 , 	3 , 	3 , 	3 , 	0 , 	0 , 	0 , 	0 , 	0 , 	1 , 	3 , 	36 , 	21 , 	29 , 	14 , 	7 , 	5 , 	3 , 	2 , 	3 , 	0 , 	3 , 	22 , 	-   , 	0 , 	0 , 	1 , 	7 , 	1 , 	23 , 	3 , 	2 , 	-   , 	-   , 	-   , 	-   , 	295 ,,,,,,,,,,,
ED, 	2 , 	7 , 	2 , 	2 , 	14 , 	2 , 	6 , 	5 , 	6 , 	24 , 	24 , 	22 , 	10 , 	25 , 	10 , 	6 , 	6 , 	6 , 	3 , 	1 , 	1 , 	1 , 	0 , 	1 , 	7 , 	85 , 	58 , 	82 , 	42 , 	17 , 	9 , 	9 , 	5 , 	12 , 	2 , 	20 , 	5 , 	0 , 	2 , 	1 , 	1 , 	34 , 	2 , 	9 , 	29 , 	10 , 	-   , 	-   , 	1 , 	1 , 	631 ,,,,,,,,,,,
NC, 	0 , 	0 , 	0 , 	0 , 	2 , 	1 , 	4 , 	3 , 	4 , 	0 , 	1 , 	1 , 	2 , 	1 , 	0 , 	0 , 	0 , 	0 , 	9 , 	6 , 	9 , 	1 , 	0 , 	3 , 	1 , 	11 , 	11 , 	20 , 	9 , 	4 , 	4 , 	2 , 	1 , 	3 , 	0 , 	0 , 	-   , 	1 , 	4 , 	0 , 	0 , 	18 , 	2 , 	-   , 	4 , 	0 , 	-   , 	-   , 	3 , 	2 , 	154 ,,,,,,,,,,,
WP, 	5 , 	5 , 	2 , 	3 , 	6 , 	2 , 	13 , 	7 , 	7 , 	1 , 	7 , 	8 , 	4 , 	2 , 	2 , 	2 , 	1 , 	2 , 	41 , 	17 , 	20 , 	10 , 	2 , 	6 , 	5 , 	27 , 	23 , 	67 , 	19 , 	13 , 	12 , 	6 , 	9 , 	8 , 	3 , 	0 , 	2 , 	4 , 	7 , 	3 , 	3 , 	41 , 	2 , 	-   , 	7 , 	3 , 	-   , 	-   , 	3 , 	5 , 	450 ,,,,,,,,,,,
SS, 	6 , 	4 , 	2 , 	0 , 	4 , 	1 , 	4 , 	4 , 	6 , 	2 , 	4 , 	4 , 	2 , 	2 , 	1 , 	1 , 	0 , 	1 , 	2 , 	2 , 	2 , 	0 , 	1 , 	2 , 	4 , 	16 , 	12 , 	74 , 	34 , 	20 , 	15 , 	7 , 	8 , 	8 , 	4 , 	0 , 	2 , 	1 , 	2 , 	4 , 	9 , 	36 , 	8 , 	1 , 	2 , 	0 , 	-   , 	-   , 	1 , 	5 , 	329 ,,,,,,,,,,,
SB, 	6 , 	5 , 	2 , 	2 , 	9 , 	2 , 	4 , 	4 , 	7 , 	3 , 	3 , 	3 , 	1 , 	3 , 	2 , 	1 , 	2 , 	1 , 	4 , 	4 , 	3 , 	1 , 	1 , 	3 , 	5 , 	17 , 	21 , 	65 , 	45 , 	35 , 	35 , 	20 , 	26 , 	31 , 	11 , 	-   , 	1 , 	2 , 	3 , 	8 , 	6 , 	27 , 	7 , 	1 , 	2 , 	1 , 	-   , 	-   , 	3 , 	3 , 	449 ,,,,,,,,,,,
SO, 	17 , 	30 , 	10 , 	14 , 	43 , 	10 , 	24 , 	18 , 	23 , 	3 , 	11 , 	8 , 	12 , 	9 , 	3 , 	3 , 	6 , 	2 , 	28 , 	23 , 	22 , 	15 , 	13 , 	25 , 	28 , 	52 , 	70 , 	222 , 	93 , 	42 , 	43 , 	18 , 	40 , 	83 , 	51 , 	2 , 	14 , 	10 , 	35 , 	18 , 	13 , 	21 , 	51 , 	5 , 	3 , 	3 , 	-   , 	-   , 	8 , 	22 ," 	1,316 ",,,,,,,,,,,
MB, 	6 , 	6 , 	2 , 	3 , 	19 , 	3 , 	6 , 	5 , 	10 , 	2 , 	5 , 	1 , 	2 , 	4 , 	0 , 	0 , 	1 , 	-   , 	1 , 	2 , 	3 , 	2 , 	2 , 	3 , 	7 , 	26 , 	25 , 	81 , 	57 , 	36 , 	27 , 	14 , 	18 , 	26 , 	8 , 	1 , 	2 , 	2 , 	1 , 	3 , 	7 , 	87 , 	8 , 	1 , 	1 , 	0 , 	-   , 	-   , 	0 , 	3 , 	526 ,,,,,,,,,,,
WD, 	1 , 	1 , 	1 , 	7 , 	8 , 	1 , 	2 , 	3 , 	3 , 	11 , 	19 , 	13 , 	13 , 	21 , 	9 , 	5 , 	4 , 	2 , 	-   , 	0 , 	-   , 	0 , 	0 , 	0 , 	4 , 	36 , 	21 , 	31 , 	19 , 	5 , 	2 , 	2 , 	2 , 	5 , 	-   , 	28 , 	10 , 	0 , 	0 , 	0 , 	0 , 	8 , 	1 , 	4 , 	8 , 	3 , 	-   , 	-   , 	0 , 	1 , 	317 ,,,,,,,,,,,
OA, 	2 , 	6 , 	7 , 	3 , 	15 , 	3 , 	6 , 	4 , 	14 , 	3 , 	2 , 	5 , 	2 , 	1 , 	1 , 	3 , 	3 , 	1 , 	5 , 	6 , 	6 , 	3 , 	2 , 	1 , 	0 , 	13 , 	9 , 	23 , 	9 , 	6 , 	4 , 	2 , 	2 , 	3 , 	0 , 	2 , 	10 , 	0 , 	4 , 	-   , 	0 , 	6 , 	1 , 	2 , 	1 , 	1 , 	-   , 	-   , 	2 , 	3 , 	208 ,,,,,,,,,,,
WS, 	6 , 	8 , 	3 , 	6 , 	41 , 	10 , 	9 , 	12 , 	12 , 	15 , 	19 , 	13 , 	9 , 	13 , 	17 , 	16 , 	14 , 	12 , 	5 , 	2 , 	3 , 	1 , 	2 , 	3 , 	3 , 	42 , 	19 , 	36 , 	22 , 	11 , 	6 , 	2 , 	4 , 	6 , 	-   , 	2 , 	12 , 	1 , 	5 , 	0 , 	1 , 	5 , 	-   , 	3 , 	3 , 	11 , 	-   , 	-   , 	1 , 	5 , 	449 ,,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	4 , 	2 , 	1 , 	1 , 	2 , 	2 , 	6 , 	3 , 	2 , 	1 , 	5 , 	3 , 	2 , 	0 , 	0 , 	0 , 	0 , 	1 , 	22 , 	5 , 	6 , 	4 , 	2 , 	2 , 	2 , 	6 , 	8 , 	24 , 	7 , 	3 , 	3 , 	2 , 	1 , 	2 , 	1 , 	1 , 	1 , 	3 , 	3 , 	2 , 	2 , 	7 , 	0 , 	-   , 	2 , 	1 , 	-   , 	-   , 	1 , 	5 , 	167 ,,,,,,,,,,,
