Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Nov 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	51 , 	57 , 	29 , 	135 , 	56 , 	46 , 	17 , 	55 , 	12 , 	57 , 	89 , 	13 , 	18 , 	14 , 	9 , 	6 , 	20 , 	15 , 	6 , 	6 , 	2 , 	1 , 	9 , 	8 , 	36 , 	41 , 	130 , 	59 , 	39 , 	75 , 	11 , 	23 , 	15 , 	5 , 	2 , 	10 , 	3 , 	14 , 	3 , 	2 , 	12 , 	9 ," 	1,226 ",,,Eastbay," 	33,534 ",,SF CBD," 	55,685 ",55.6%,,,
EN, 	62 , 	6 , 	45 , 	32 , 	210 , 	69 , 	69 , 	34 , 	92 , 	20 , 	63 , 	326 , 	18 , 	25 , 	18 , 	9 , 	10 , 	29 , 	15 , 	4 , 	13 , 	3 , 	3 , 	10 , 	11 , 	73 , 	97 , 	286 , 	103 , 	31 , 	60 , 	20 , 	28 , 	28 , 	17 , 	4 , 	17 , 	2 , 	14 , 	4 , 	4 , 	31 , 	9 ," 	2,024 ",,,Westbay," 	29,326 ",,non-CBD," 	46,606 ",46.5%,,,
EP, 	57 , 	41 , 	6 , 	28 , 	196 , 	44 , 	33 , 	23 , 	46 , 	18 , 	31 , 	165 , 	11 , 	7 , 	7 , 	4 , 	8 , 	16 , 	9 , 	2 , 	10 , 	1 , 	2 , 	7 , 	4 , 	50 , 	61 , 	182 , 	85 , 	20 , 	23 , 	7 , 	6 , 	7 , 	2 , 	1 , 	6 , 	1 , 	6 , 	1 , 	1 , 	35 , 	6 ," 	1,276 ",,,Transbay," 	42,378 ",,,,,,,
NB, 	33 , 	34 , 	24 , 	4 , 	60 , 	29 , 	27 , 	31 , 	54 , 	23 , 	41 , 	123 , 	9 , 	7 , 	8 , 	4 , 	6 , 	13 , 	6 , 	7 , 	9 , 	1 , 	2 , 	8 , 	5 , 	76 , 	94 , 	210 , 	137 , 	39 , 	45 , 	13 , 	10 , 	6 , 	3 , 	2 , 	6 , 	0 , 	7 , 	2 , 	2 , 	39 , 	9 ," 	1,270 ",,,SFO Ext," 	8,539 ",,,,,,,
BK, 	158 , 	202 , 	185 , 	64 , 	13 , 	144 , 	119 , 	141 , 	183 , 	67 , 	115 , 	456 , 	35 , 	41 , 	28 , 	27 , 	53 , 	190 , 	28 , 	20 , 	30 , 	18 , 	16 , 	18 , 	25 , 	182 , 	169 , 	548 , 	281 , 	87 , 	101 , 	35 , 	20 , 	46 , 	11 , 	13 , 	39 , 	3 , 	23 , 	7 , 	6 , 	128 , 	53 ," 	4,127 ",,,Extensions," 	12,716 ",,,,,,,
AS, 	65 , 	66 , 	42 , 	28 , 	117 , 	5 , 	54 , 	51 , 	72 , 	32 , 	57 , 	127 , 	17 , 	26 , 	14 , 	10 , 	16 , 	20 , 	6 , 	4 , 	8 , 	6 , 	3 , 	6 , 	27 , 	64 , 	67 , 	180 , 	129 , 	54 , 	55 , 	9 , 	8 , 	6 , 	4 , 	5 , 	7 , 	0 , 	10 , 	1 , 	1 , 	30 , 	4 ," 	1,514 ",,,,,,,,,,,
MA, 	51 , 	63 , 	34 , 	23 , 	101 , 	54 , 	9 , 	26 , 	55 , 	16 , 	84 , 	192 , 	25 , 	34 , 	32 , 	12 , 	15 , 	27 , 	27 , 	13 , 	15 , 	11 , 	8 , 	24 , 	22 , 	104 , 	116 , 	306 , 	195 , 	68 , 	73 , 	21 , 	19 , 	16 , 	5 , 	4 , 	13 , 	4 , 	46 , 	3 , 	1 , 	34 , 	6 ," 	2,008 ",,,,,,,,,,,
19, 	23 , 	26 , 	23 , 	32 , 	119 , 	50 , 	22 , 	3 , 	14 , 	12 , 	47 , 	74 , 	21 , 	26 , 	14 , 	9 , 	11 , 	19 , 	13 , 	8 , 	18 , 	5 , 	6 , 	25 , 	18 , 	70 , 	75 , 	173 , 	120 , 	41 , 	40 , 	14 , 	10 , 	10 , 	4 , 	2 , 	8 , 	3 , 	19 , 	1 , 	2 , 	19 , 	8 ," 	1,258 ",,,,,,,,,,,
12, 	51 , 	72 , 	39 , 	46 , 	156 , 	75 , 	52 , 	18 , 	9 , 	15 , 	65 , 	178 , 	59 , 	76 , 	51 , 	24 , 	34 , 	58 , 	40 , 	31 , 	37 , 	18 , 	16 , 	38 , 	35 , 	157 , 	148 , 	441 , 	186 , 	61 , 	82 , 	31 , 	40 , 	31 , 	22 , 	5 , 	18 , 	8 , 	38 , 	2 , 	4 , 	33 , 	17 ," 	2,617 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	14 , 	20 , 	16 , 	22 , 	66 , 	34 , 	14 , 	12 , 	17 , 	6 , 	90 , 	199 , 	72 , 	63 , 	23 , 	15 , 	40 , 	40 , 	3 , 	7 , 	9 , 	4 , 	2 , 	10 , 	20 , 	77 , 	88 , 	287 , 	131 , 	47 , 	56 , 	16 , 	24 , 	14 , 	7 , 	27 , 	32 , 	2 , 	5 , 	3 , 	2 , 	45 , 	3 ," 	1,682 ",,,Dtwn SF," 	1,168 "," 	3,502 "," 	9,423 "," 	3,353 "," 	3,353 "," 	5,771 "," 	2,083 "," 	26,570 "
