Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Nov 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	135 , 	113 , 	77 , 	418 , 	113 , 	140 , 	135 , 	201 , 	48 , 	110 , 	79 , 	42 , 	39 , 	48 , 	22 , 	19 , 	33 , 	30 , 	25 , 	26 , 	11 , 	13 , 	23 , 	24 , 	191 , 	216 , 	256 , 	207 , 	109 , 	151 , 	23 , 	44 , 	60 , 	9 , 	4 , 	19 , 	9 , 	23 , 	8 , 	7 , 	15 , 	9 ," 	3,291 ",,,Eastbay," 	75,026 ",,SF CBD," 	195,274 ",65.1%,,,
EN, 	161 , 	13 , 	95 , 	83 , 	954 , 	151 , 	214 , 	387 , 	624 , 	105 , 	133 , 	145 , 	63 , 	46 , 	71 , 	30 , 	42 , 	72 , 	50 , 	30 , 	43 , 	9 , 	13 , 	31 , 	36 , 	803 , 	901 , 	767 , 	630 , 	128 , 	168 , 	48 , 	87 , 	172 , 	22 , 	8 , 	40 , 	7 , 	34 , 	19 , 	12 , 	39 , 	20 ," 	7,505 ",,,Westbay," 	87,004 ",,non-CBD," 	109,257 ",36.4%,,,
EP, 	124 , 	81 , 	4 , 	46 , 	678 , 	73 , 	82 , 	190 , 	289 , 	89 , 	46 , 	66 , 	29 , 	18 , 	30 , 	10 , 	14 , 	37 , 	29 , 	23 , 	25 , 	7 , 	9 , 	22 , 	13 , 	403 , 	467 , 	315 , 	280 , 	51 , 	49 , 	14 , 	29 , 	63 , 	3 , 	6 , 	11 , 	4 , 	9 , 	8 , 	2 , 	28 , 	11 ," 	3,784 ",,,Transbay," 	146,937 ",,,,,,,
NB, 	79 , 	81 , 	46 , 	5 , 	204 , 	55 , 	74 , 	165 , 	236 , 	76 , 	56 , 	77 , 	23 , 	12 , 	26 , 	7 , 	10 , 	30 , 	19 , 	14 , 	21 , 	6 , 	12 , 	17 , 	16 , 	483 , 	537 , 	345 , 	367 , 	87 , 	67 , 	28 , 	33 , 	67 , 	5 , 	3 , 	13 , 	3 , 	8 , 	6 , 	2 , 	34 , 	17 ," 	3,473 ",,,SFO Ext," 	17,721 ",,,,,,,
BK, 	426 , 	995 , 	689 , 	212 , 	16 , 	404 , 	399 , 	449 , 	615 , 	314 , 	304 , 	253 , 	158 , 	151 , 	145 , 	98 , 	175 , 	295 , 	117 , 	176 , 	145 , 	75 , 	71 , 	46 , 	62 , 	615 , 	645 , 	802 , 	795 , 	274 , 	280 , 	132 , 	111 , 	218 , 	29 , 	38 , 	123 , 	38 , 	93 , 	24 , 	11 , 	65 , 	89 ," 	11,169 ",,,Extensions," 	35,675 ",,,,,,,
AS, 	104 , 	142 , 	65 , 	46 , 	348 , 	6 , 	86 , 	175 , 	246 , 	97 , 	97 , 	102 , 	49 , 	42 , 	46 , 	23 , 	28 , 	56 , 	28 , 	16 , 	25 , 	12 , 	8 , 	16 , 	37 , 	393 , 	471 , 	326 , 	329 , 	104 , 	92 , 	24 , 	34 , 	65 , 	5 , 	8 , 	23 , 	4 , 	21 , 	5 , 	5 , 	21 , 	11 ," 	3,840 ",,,,,,,,,,,
MA, 	143 , 	207 , 	86 , 	81 , 	382 , 	86 , 	8 , 	117 , 	237 , 	77 , 	140 , 	163 , 	101 , 	87 , 	96 , 	57 , 	63 , 	101 , 	97 , 	87 , 	89 , 	30 , 	29 , 	61 , 	45 , 	631 , 	717 , 	597 , 	630 , 	178 , 	139 , 	55 , 	69 , 	115 , 	20 , 	11 , 	50 , 	31 , 	121 , 	14 , 	9 , 	30 , 	26 ," 	6,113 ",,,,,,,,,,,
19, 	135 , 	406 , 	187 , 	167 , 	403 , 	170 , 	118 , 	7 , 	76 , 	42 , 	114 , 	150 , 	175 , 	174 , 	168 , 	142 , 	163 , 	307 , 	232 , 	289 , 	191 , 	97 , 	77 , 	100 , 	41 , 	589 , 	575 , 	484 , 	533 , 	139 , 	163 , 	113 , 	103 , 	145 , 	73 , 	34 , 	133 , 	100 , 	222 , 	31 , 	20 , 	15 , 	62 ," 	7,666 ",,,,,,,,,,,
12, 	210 , 	643 , 	282 , 	235 , 	508 , 	231 , 	231 , 	72 , 	19 , 	59 , 	225 , 	347 , 	381 , 	370 , 	309 , 	215 , 	250 , 	418 , 	298 , 	386 , 	290 , 	177 , 	141 , 	194 , 	99 , 	859 , 	874 , 	900 , 	782 , 	214 , 	250 , 	137 , 	159 , 	233 , 	118 , 	66 , 	210 , 	116 , 	284 , 	41 , 	30 , 	35 , 	96 ," 	11,996 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	41 , 	107 , 	90 , 	83 , 	288 , 	99 , 	76 , 	37 , 	55 , 	6 , 	176 , 	191 , 	257 , 	217 , 	157 , 	99 , 	118 , 	159 , 	25 , 	31 , 	29 , 	14 , 	11 , 	32 , 	34 , 	445 , 	476 , 	468 , 	389 , 	102 , 	87 , 	32 , 	63 , 	103 , 	14 , 	95 , 	223 , 	8 , 	25 , 	12 , 	7 , 	34 , 	13 ," 	5,029 ",,,Dtwn SF,"4,064","13,266","31,403","10,731","17,309","18,875","4,641","95,648"
