Exit stations,Entry stations->,,SATURDAY,,,Dec 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	10 , 	67 , 	68 , 	53 , 	240 , 	74 , 	95 , 	50 , 	59 , 	17 , 	69 , 	61 , 	23 , 	31 , 	20 , 	11 , 	9 , 	24 , 	20 , 	6 , 	10 , 	6 , 	5 , 	14 , 	19 , 	121 , 	92 , 	347 , 	115 , 	87 , 	85 , 	25 , 	34 , 	24 , 	10 , 	5 , 	6 , 	4 , 	27 , 	8 , 	9 , 	30 , 	11 , 	3 ," 	2,099 ",,,Eastbay," 	41,536 ",,SF CBD," 	132,531 ",64.5%,,,
EN, 	78 , 	15 , 	80 , 	72 , 	420 , 	124 , 	135 , 	113 , 	154 , 	34 , 	112 , 	119 , 	40 , 	44 , 	29 , 	15 , 	19 , 	44 , 	25 , 	13 , 	25 , 	7 , 	6 , 	25 , 	39 , 	303 , 	249 , 	931 , 	226 , 	90 , 	106 , 	38 , 	50 , 	55 , 	23 , 	8 , 	15 , 	3 , 	36 , 	14 , 	19 , 	59 , 	17 , 	11 ," 	4,036 ",,,Westbay," 	64,857 ",,non-CBD," 	66,989 ",32.6%,,,
EP, 	84 , 	80 , 	8 , 	53 , 	390 , 	65 , 	71 , 	95 , 	105 , 	27 , 	42 , 	57 , 	15 , 	17 , 	12 , 	8 , 	8 , 	23 , 	11 , 	10 , 	20 , 	8 , 	6 , 	33 , 	23 , 	183 , 	142 , 	484 , 	167 , 	65 , 	46 , 	19 , 	14 , 	20 , 	9 , 	5 , 	12 , 	3 , 	11 , 	3 , 	1 , 	47 , 	11 , 	7 ," 	2,517 ",,,Transbay," 	102,510 ",,,,,,,
NB, 	55 , 	65 , 	50 , 	11 , 	129 , 	56 , 	52 , 	89 , 	84 , 	35 , 	55 , 	56 , 	17 , 	20 , 	16 , 	9 , 	10 , 	24 , 	15 , 	10 , 	19 , 	6 , 	8 , 	15 , 	17 , 	254 , 	178 , 	534 , 	260 , 	104 , 	90 , 	29 , 	21 , 	13 , 	5 , 	6 , 	8 , 	4 , 	11 , 	4 , 	6 , 	67 , 	18 , 	4 ," 	2,535 ",,,,,,,,,,,
BK, 	233 , 	415 , 	413 , 	132 , 	24 , 	252 , 	255 , 	268 , 	286 , 	110 , 	173 , 	221 , 	83 , 	84 , 	62 , 	36 , 	67 , 	152 , 	50 , 	66 , 	83 , 	51 , 	30 , 	40 , 	76 , 	452 , 	334 ," 	1,195 ", 	469 , 	208 , 	178 , 	88 , 	47 , 	77 , 	12 , 	24 , 	50 , 	12 , 	42 , 	14 , 	18 , 	133 , 	84 , 	20 ," 	7,114 ",,,,,,,,,,,
AS, 	69 , 	124 , 	60 , 	49 , 	201 , 	11 , 	99 , 	123 , 	137 , 	36 , 	92 , 	96 , 	29 , 	32 , 	30 , 	13 , 	13 , 	26 , 	17 , 	8 , 	20 , 	9 , 	9 , 	16 , 	41 , 	195 , 	168 , 	445 , 	248 , 	153 , 	119 , 	28 , 	23 , 	20 , 	5 , 	4 , 	8 , 	2 , 	24 , 	6 , 	3 , 	51 , 	15 , 	9 ," 	2,880 ",,,,,,,,,,,
MA, 	110 , 	142 , 	69 , 	52 , 	250 , 	99 , 	17 , 	106 , 	125 , 	28 , 	132 , 	157 , 	53 , 	66 , 	44 , 	21 , 	18 , 	37 , 	43 , 	28 , 	54 , 	21 , 	15 , 	58 , 	61 , 	302 , 	290 , 	795 , 	411 , 	263 , 	181 , 	45 , 	36 , 	34 , 	11 , 	8 , 	22 , 	10 , 	79 , 	5 , 	11 , 	82 , 	23 , 	14 ," 	4,423 ",,,,,,,,,,,
19, 	58 , 	120 , 	83 , 	84 , 	239 , 	130 , 	101 , 	13 , 	30 , 	22 , 	101 , 	115 , 	58 , 	80 , 	51 , 	26 , 	29 , 	49 , 	44 , 	35 , 	51 , 	31 , 	22 , 	83 , 	52 , 	261 , 	232 , 	595 , 	332 , 	221 , 	143 , 	46 , 	46 , 	39 , 	9 , 	14 , 	20 , 	15 , 	51 , 	8 , 	13 , 	57 , 	27 , 	10 ," 	3,840 ",,,,,,,,,,,
12, 	68 , 	139 , 	109 , 	89 , 	235 , 	135 , 	120 , 	25 , 	20 , 	16 , 	119 , 	180 , 	88 , 	108 , 	83 , 	37 , 	60 , 	100 , 	83 , 	45 , 	53 , 	28 , 	23 , 	63 , 	100 , 	292 , 	292 , 	747 , 	301 , 	149 , 	124 , 	46 , 	70 , 	50 , 	15 , 	16 , 	22 , 	15 , 	63 , 	11 , 	15 , 	73 , 	34 , 	11 ," 	4,466 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	20 , 	31 , 	27 , 	23 , 	99 , 	37 , 	28 , 	20 , 	20 , 	12 , 	84 , 	131 , 	123 , 	152 , 	52 , 	31 , 	35 , 	63 , 	12 , 	6 , 	10 , 	7 , 	6 , 	14 , 	27 , 	265 , 	236 , 	665 , 	269 , 	137 , 	92 , 	30 , 	40 , 	40 , 	2 , 	49 , 	71 , 	3 , 	13 , 	2 , 	6 , 	30 , 	7 , 	36 ," 	3,058 ",,,Dtwn SF," 	3,265 "," 	9,508 "," 	18,990 "," 	8,444 "," 	9,909 "," 	12,634 "," 	6,768 "," 	69,518 "
