Exit stations,Entry stations->,,SUNDAY,,,Dec 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	45 , 	67 , 	45 , 	141 , 	60 , 	70 , 	30 , 	48 , 	23 , 	50 , 	91 , 	16 , 	15 , 	17 , 	11 , 	6 , 	14 , 	14 , 	3 , 	9 , 	5 , 	3 , 	9 , 	20 , 	82 , 	66 , 	252 , 	87 , 	65 , 	56 , 	19 , 	32 , 	16 , 	9 , 	4 , 	9 , 	4 , 	31 , 	6 , 	8 , 	27 , 	10 , 	2 ," 	1,606 ",,,Eastbay," 	36,021 ",,SF CBD," 	88,039 ",58.7%,,,
EN, 	55 , 	12 , 	59 , 	41 , 	236 , 	90 , 	84 , 	60 , 	95 , 	27 , 	63 , 	260 , 	27 , 	24 , 	24 , 	13 , 	11 , 	32 , 	18 , 	8 , 	22 , 	5 , 	4 , 	15 , 	25 , 	173 , 	154 , 	592 , 	133 , 	72 , 	55 , 	30 , 	53 , 	24 , 	13 , 	6 , 	13 , 	2 , 	28 , 	8 , 	12 , 	68 , 	15 , 	7 ," 	2,766 ",,,Westbay," 	45,998 ",,non-CBD," 	55,032 ",36.7%,,,
EP, 	69 , 	51 , 	9 , 	42 , 	241 , 	57 , 	51 , 	51 , 	59 , 	26 , 	31 , 	107 , 	12 , 	13 , 	9 , 	4 , 	8 , 	24 , 	8 , 	5 , 	14 , 	9 , 	3 , 	22 , 	8 , 	123 , 	86 , 	342 , 	122 , 	40 , 	30 , 	15 , 	14 , 	11 , 	5 , 	2 , 	6 , 	1 , 	10 , 	1 , 	3 , 	54 , 	13 , 	5 ," 	1,817 ",,,Transbay," 	70,557 ",,,,,,,
NB, 	44 , 	38 , 	39 , 	10 , 	75 , 	46 , 	48 , 	57 , 	64 , 	27 , 	39 , 	106 , 	16 , 	16 , 	14 , 	3 , 	11 , 	21 , 	9 , 	9 , 	21 , 	6 , 	4 , 	13 , 	15 , 	172 , 	115 , 	364 , 	182 , 	72 , 	60 , 	26 , 	22 , 	14 , 	3 , 	2 , 	8 , 	3 , 	11 , 	4 , 	5 , 	98 , 	16 , 	3 ," 	1,933 ",,,,,,,,,,,
BK, 	174 , 	232 , 	247 , 	71 , 	26 , 	149 , 	154 , 	176 , 	169 , 	79 , 	117 , 	380 , 	55 , 	56 , 	43 , 	21 , 	47 , 	165 , 	32 , 	33 , 	51 , 	32 , 	24 , 	24 , 	73 , 	279 , 	187 , 	801 , 	307 , 	156 , 	121 , 	62 , 	51 , 	52 , 	8 , 	13 , 	48 , 	7 , 	28 , 	7 , 	8 , 	404 , 	75 , 	10 ," 	5,255 ",,,,,,,,,,,
AS, 	66 , 	76 , 	51 , 	45 , 	130 , 	13 , 	72 , 	93 , 	94 , 	46 , 	72 , 	123 , 	20 , 	28 , 	21 , 	12 , 	11 , 	29 , 	12 , 	10 , 	14 , 	8 , 	3 , 	11 , 	37 , 	136 , 	93 , 	282 , 	177 , 	121 , 	81 , 	21 , 	21 , 	13 , 	4 , 	6 , 	10 , 	1 , 	20 , 	4 , 	3 , 	92 , 	14 , 	6 ," 	2,206 ",,,,,,,,,,,
MA, 	76 , 	82 , 	51 , 	44 , 	135 , 	75 , 	12 , 	61 , 	80 , 	35 , 	95 , 	195 , 	37 , 	50 , 	29 , 	18 , 	17 , 	30 , 	32 , 	21 , 	40 , 	14 , 	11 , 	37 , 	51 , 	217 , 	168 , 	539 , 	299 , 	193 , 	124 , 	36 , 	39 , 	22 , 	8 , 	7 , 	14 , 	5 , 	56 , 	6 , 	6 , 	138 , 	23 , 	8 ," 	3,232 ",,,,,,,,,,,
19, 	32 , 	53 , 	53 , 	46 , 	155 , 	91 , 	46 , 	11 , 	15 , 	14 , 	61 , 	120 , 	36 , 	44 , 	34 , 	26 , 	16 , 	34 , 	30 , 	25 , 	40 , 	19 , 	12 , 	57 , 	34 , 	194 , 	160 , 	413 , 	248 , 	146 , 	113 , 	32 , 	33 , 	25 , 	5 , 	7 , 	18 , 	4 , 	32 , 	7 , 	7 , 	90 , 	17 , 	5 ," 	2,658 ",,,,,,,,,,,
12, 	47 , 	74 , 	48 , 	52 , 	143 , 	80 , 	73 , 	15 , 	16 , 	14 , 	67 , 	182 , 	47 , 	70 , 	40 , 	27 , 	26 , 	52 , 	41 , 	25 , 	41 , 	14 , 	16 , 	40 , 	52 , 	188 , 	189 , 	526 , 	212 , 	104 , 	86 , 	32 , 	51 , 	26 , 	12 , 	11 , 	11 , 	9 , 	40 , 	9 , 	14 , 	99 , 	23 , 	6 ," 	2,952 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	26 , 	34 , 	25 , 	25 , 	74 , 	45 , 	34 , 	15 , 	13 , 	7 , 	113 , 	196 , 	89 , 	96 , 	43 , 	26 , 	28 , 	47 , 	9 , 	7 , 	12 , 	6 , 	4 , 	14 , 	29 , 	176 , 	159 , 	529 , 	213 , 	136 , 	93 , 	33 , 	50 , 	28 , 	4 , 	37 , 	51 , 	2 , 	12 , 	4 , 	4 , 	35 , 	6 , 	25 ," 	2,615 ",,,Dtwn SF," 	1,786 "," 	6,197 "," 	12,146 "," 	5,164 "," 	5,950 "," 	8,102 "," 	5,520 "," 	44,865 "
FV, 	49 , 	60 , 	41 , 	38 , 	120 , 	78 , 	83 , 	60 , 	67 , 	93 , 	16 , 	318 , 	93 , 	185 , 	101 , 	49 , 	28 , 	67 , 	28 , 	13 , 	27 , 	9 , 	10 , 	22 , 	69 , 	236 , 	179 , 	695 , 	263 , 	123 , 	109 , 	31 , 	58 , 	45 , 	7 , 	30 , 	59 , 	6 , 	35 , 	3 , 	8 , 	57 , 	13 , 	34 ," 	3,713 ",,,OAK," 	6,208 ", 	799 ," 	1,807 "," 	1,718 ", 	791 ," 	2,419 ", 	568 ," 	14,309 "
CL, 	102 , 	280 , 	92 , 	97 , 	157 , 	107 , 	154 , 	121 , 	171 , 	162 , 	303 , 	11 , 	366 , 	379 , 	210 , 	124 , 	165 , 	457 , 	116 , 	129 , 	123 , 	63 , 	72 , 	64 , 	84 , 	282 , 	207 , 	642 , 	238 , 	77 , 	70 , 	39 , 	57 , 	83 , 	12 , 	163 , 	810 , 	64 , 	175 , 	16 , 	22 , 	56 , 	43 , 	218 ," 	7,384 ",,,CM line," 	12,480 "," 	1,791 "," 	3,967 "," 	1,417 "," 	1,144 "," 	1,642 "," 	2,561 "," 	25,003 "
SL, 	21 , 	26 , 	13 , 	15 , 	56 , 	24 , 	41 , 	42 , 	53 , 	93 , 	91 , 	371 , 	10 , 	82 , 	71 , 	30 , 	23 , 	37 , 	12 , 	6 , 	7 , 	4 , 	3 , 	10 , 	26 , 	118 , 	87 , 	417 , 	117 , 	31 , 	32 , 	15 , 	23 , 	18 , 	4 , 	24 , 	28 , 	3 , 	18 , 	3 , 	8 , 	37 , 	9 , 	31 ," 	2,191 ",,,RM line," 	5,307 "," 	1,883 "," 	1,467 "," 	2,860 ", 	638 ," 	2,439 ", 	955 ," 	15,549 "
BF, 	19 , 	31 , 	12 , 	14 , 	51 , 	29 , 	52 , 	52 , 	74 , 	101 , 	192 , 	381 , 	74 , 	11 , 	112 , 	61 , 	54 , 	95 , 	14 , 	5 , 	9 , 	4 , 	4 , 	9 , 	30 , 	125 , 	101 , 	413 , 	81 , 	35 , 	34 , 	19 , 	27 , 	21 , 	9 , 	43 , 	83 , 	2 , 	25 , 	3 , 	8 , 	21 , 	6 , 	99 ," 	2,644 ",,,WP line," 	6,310 ", 	909 ," 	1,143 ", 	650 ," 	2,298 "," 	1,409 "," 	1,007 "," 	13,726 "
HY, 	25 , 	23 , 	5 , 	13 , 	42 , 	20 , 	32 , 	41 , 	45 , 	46 , 	97 , 	215 , 	77 , 	114 , 	13 , 	51 , 	55 , 	86 , 	9 , 	5 , 	9 , 	2 , 	2 , 	10 , 	18 , 	75 , 	43 , 	190 , 	55 , 	19 , 	19 , 	9 , 	12 , 	13 , 	8 , 	16 , 	28 , 	2 , 	24 , 	1 , 	5 , 	22 , 	5 , 	25 ," 	1,628 ",,,FT/ED line," 	8,410 "," 	2,403 "," 	1,648 "," 	2,157 "," 	1,364 "," 	9,902 ", 	627 ," 	26,511 "
SH, 	10 , 	14 , 	5 , 	6 , 	20 , 	12 , 	14 , 	26 , 	22 , 	30 , 	47 , 	128 , 	32 , 	58 , 	49 , 	7 , 	24 , 	63 , 	5 , 	3 , 	2 , 	1 , 	2 , 	3 , 	8 , 	41 , 	38 , 	180 , 	37 , 	18 , 	18 , 	7 , 	11 , 	12 , 	3 , 	13 , 	17 , 	1 , 	13 , 	2 , 	3 , 	10 , 	2 , 	17 ," 	1,032 ",,,SFIA," 	4,459 ", 	458 ," 	2,001 ", 	643 , 	776 , 	488 ," 	1,078 "," 	9,904 "
UC, 	9 , 	11 , 	7 , 	7 , 	37 , 	14 , 	16 , 	19 , 	31 , 	33 , 	27 , 	161 , 	26 , 	59 , 	57 , 	27 , 	12 , 	64 , 	7 , 	5 , 	5 , 	2 , 	2 , 	2 , 	5 , 	87 , 	60 , 	296 , 	58 , 	15 , 	10 , 	11 , 	18 , 	14 , 	3 , 	10 , 	22 , 	2 , 	15 , 	5 , 	4 , 	21 , 	4 , 	15 ," 	1,315 ",,,Entries," 	44,960 "," 	14,439 "," 	24,179 "," 	14,610 "," 	12,962 "," 	26,400 "," 	12,315 "," 	149,866 "
FM, 	20 , 	37 , 	28 , 	24 , 	99 , 	26 , 	34 , 	30 , 	51 , 	52 , 	72 , 	446 , 	41 , 	93 , 	86 , 	66 , 	69 , 	32 , 	14 , 	15 , 	15 , 	5 , 	4 , 	15 , 	13 , 	178 , 	103 , 	525 , 	132 , 	34 , 	24 , 	16 , 	32 , 	28 , 	5 , 	13 , 	56 , 	2 , 	25 , 	2 , 	5 , 	61 , 	5 , 	16 ," 	2,646 ",,,,,,,,,,,
CN, 	17 , 	13 , 	11 , 	9 , 	33 , 	12 , 	34 , 	33 , 	44 , 	7 , 	25 , 	110 , 	12 , 	14 , 	8 , 	5 , 	6 , 	18 , 	9 , 	49 , 	155 , 	47 , 	25 , 	33 , 	8 , 	138 , 	82 , 	326 , 	91 , 	35 , 	34 , 	30 , 	43 , 	24 , 	8 , 	5 , 	7 , 	16 , 	162 , 	7 , 	12 , 	72 , 	13 , 	2 ," 	1,845 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	3 , 	8 , 	5 , 	9 , 	35 , 	11 , 	28 , 	29 , 	28 , 	6 , 	9 , 	134 , 	7 , 	5 , 	6 , 	4 , 	4 , 	14 , 	41 , 	7 , 	76 , 	18 , 	13 , 	40 , 	5 , 	189 , 	116 , 	382 , 	121 , 	28 , 	19 , 	25 , 	22 , 	21 , 	7 , 	3 , 	2 , 	6 , 	54 , 	5 , 	9 , 	132 , 	13 , 	4 ," 	1,704 ",,,Dtwn SF," 	1,786 ",,,,,,,
WC, 	10 , 	20 , 	14 , 	19 , 	53 , 	13 , 	46 , 	40 , 	52 , 	14 , 	26 , 	131 , 	8 , 	9 , 	5 , 	3 , 	7 , 	12 , 	160 , 	74 , 	14 , 	37 , 	17 , 	73 , 	11 , 	275 , 	163 , 	578 , 	207 , 	40 , 	26 , 	37 , 	34 , 	23 , 	7 , 	2 , 	3 , 	16 , 	98 , 	7 , 	7 , 	151 , 	18 , 	3 ," 	2,562 ",,,OAK," 	12,405 ", 	799 ,,,,,,
