Exit stations,Entry stations->,,SATURDAY,,,Apr 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	12 , 	34 , 	31 , 	18 , 	129 , 	26 , 	36 , 	27 , 	34 , 	8 , 	26 , 	23 , 	8 , 	7 , 	12 , 	7 , 	2 , 	4 , 	8 , 	6 , 	7 , 	4 , 	4 , 	6 , 	8 , 	96 , 	53 , 	147 , 	47 , 	61 , 	63 , 	13 , 	16 , 	15 , 	5 , 	2 , 	3 , 	0 , 	4 , 	5 , 	6 , 	15 , 	7 , 	1 , 	3 , 	6 , 	4 , 	8 , 	3 , 	4 ," 	1,073 ",,,,,,,,,,
LF, 	4 , 	5 , 	3 , 	2 , 	8 , 	1 , 	11 , 	14 , 	10 , 	1 , 	7 , 	12 , 	1 , 	1 , 	2 , 	1 , 	0 , 	2 , 	41 , 	21 , 	23 , 	5 , 	8 , 	28 , 	2 , 	97 , 	40 , 	67 , 	46 , 	18 , 	9 , 	6 , 	2 , 	3 , 	1 , 	0 , 	1 , 	3 , 	15 , 	1 , 	2 , 	34 , 	2 , 	0 , 	6 , 	0 , 	0 , 	2 , 	7 , 	8 , 	582 ,,,,,,,,,,
OR, 	3 , 	2 , 	2 , 	2 , 	12 , 	3 , 	10 , 	15 , 	16 , 	2 , 	6 , 	6 , 	2 , 	2 , 	2 , 	1 , 	1 , 	-   , 	10 , 	5 , 	9 , 	11 , 	4 , 	20 , 	1 , 	88 , 	44 , 	62 , 	40 , 	16 , 	9 , 	3 , 	2 , 	4 , 	0 , 	-   , 	1 , 	2 , 	3 , 	1 , 	1 , 	25 , 	1 , 	0 , 	4 , 	1 , 	1 , 	2 , 	4 , 	3 , 	461 ,,,,,,,,,,
RR, 	9 , 	9 , 	10 , 	7 , 	13 , 	3 , 	21 , 	37 , 	34 , 	10 , 	17 , 	8 , 	6 , 	5 , 	5 , 	2 , 	2 , 	4 , 	25 , 	31 , 	45 , 	28 , 	26 , 	12 , 	12 , 	190 , 	112 , 	189 , 	138 , 	101 , 	62 , 	18 , 	13 , 	12 , 	3 , 	1 , 	2 , 	6 , 	10 , 	2 , 	4 , 	48 , 	6 , 	2 , 	7 , 	1 , 	3 , 	3 , 	3 , 	11 ," 	1,328 ",,,,,,,,,,
OW, 	9 , 	8 , 	4 , 	5 , 	18 , 	15 , 	20 , 	18 , 	24 , 	11 , 	37 , 	29 , 	15 , 	10 , 	8 , 	4 , 	2 , 	5 , 	5 , 	3 , 	8 , 	1 , 	0 , 	12 , 	10 , 	303 , 	182 , 	397 , 	187 , 	150 , 	106 , 	18 , 	21 , 	21 , 	8 , 	2 , 	10 , 	2 , 	7 , 	5 , 	5 , 	33 , 	6 , 	4 , 	6 , 	4 , 	3 , 	7 , 	2 , 	3 ," 	1,773 ",,,,,,,,,,
EM, 	107 , 	157 , 	106 , 	148 , 	436 , 	116 , 	220 , 	243 , 	230 , 	159 , 	164 , 	93 , 	144 , 	123 , 	73 , 	77 , 	64 , 	90 , 	147 , 	148 , 	213 , 	112 , 	108 , 	227 , 	375 , 	117 , 	10 , 	97 , 	55 , 	218 , 	246 , 	135 , 	199 , 	148 , 	56 , 	63 , 	344 , 	48 , 	106 , 	40 , 	55 , 	197 , 	81 , 	100 , 	46 , 	38 , 	66 , 	68 , 	19 , 	87 ," 	6,721 ",,,,,,,,,,
MT, 	75 , 	108 , 	67 , 	83 , 	347 , 	84 , 	149 , 	174 , 	173 , 	121 , 	109 , 	60 , 	107 , 	101 , 	45 , 	45 , 	32 , 	47 , 	77 , 	82 , 	88 , 	57 , 	46 , 	141 , 	230 , 	18 , 	43 , 	20 , 	27 , 	163 , 	193 , 	117 , 	248 , 	139 , 	59 , 	46 , 	132 , 	21 , 	53 , 	42 , 	33 , 	166 , 	68 , 	40 , 	21 , 	21 , 	36 , 	44 , 	10 , 	36 ," 	4,441 ",,,,,,,,,,
PL, 	119 , 	199 , 	91 , 	95 , 	370 , 	87 , 	170 , 	206 , 	218 , 	152 , 	215 , 	124 , 	156 , 	143 , 	59 , 	68 , 	37 , 	55 , 	95 , 	95 , 	102 , 	61 , 	63 , 	145 , 	367 , 	97 , 	18 , 	90 , 	55 , 	449 , 	562 , 	267 , 	466 , 	378 , 	142 , 	61 , 	176 , 	36 , 	107 , 	84 , 	105 , 	496 , 	114 , 	55 , 	30 , 	20 , 	40 , 	52 , 	17 , 	70 ," 	7,477 ",,,,,,,,,,
CC, 	39 , 	67 , 	44 , 	57 , 	167 , 	63 , 	129 , 	130 , 	112 , 	87 , 	129 , 	63 , 	53 , 	51 , 	33 , 	27 , 	15 , 	25 , 	40 , 	45 , 	59 , 	36 , 	33 , 	100 , 	188 , 	57 , 	28 , 	50 , 	44 , 	156 , 	211 , 	120 , 	132 , 	150 , 	59 , 	24 , 	78 , 	11 , 	33 , 	50 , 	63 , 	130 , 	101 , 	22 , 	14 , 	12 , 	20 , 	28 , 	10 , 	23 ," 	3,420 ",,,,,,,,,,
16, 	51 , 	58 , 	35 , 	57 , 	165 , 	85 , 	141 , 	158 , 	117 , 	80 , 	85 , 	41 , 	39 , 	29 , 	22 , 	16 , 	9 , 	14 , 	27 , 	24 , 	35 , 	19 , 	15 , 	105 , 	159 , 	200 , 	142 , 	535 , 	207 , 	37 , 	85 , 	117 , 	139 , 	141 , 	61 , 	15 , 	43 , 	6 , 	18 , 	38 , 	51 , 	98 , 	79 , 	15 , 	9 , 	9 , 	15 , 	18 , 	8 , 	16 ," 	3,690 ",,,,,,,,,,
24, 	65 , 	59 , 	27 , 	37 , 	99 , 	47 , 	90 , 	101 , 	70 , 	55 , 	80 , 	40 , 	27 , 	23 , 	17 , 	16 , 	10 , 	11 , 	19 , 	19 , 	24 , 	14 , 	12 , 	60 , 	117 , 	223 , 	154 , 	660 , 	263 , 	77 , 	27 , 	98 , 	124 , 	135 , 	65 , 	9 , 	21 , 	9 , 	24 , 	42 , 	70 , 	62 , 	67 , 	9 , 	10 , 	4 , 	9 , 	13 , 	5 , 	18 ," 	3,334 ",,,,,,,,,,
GP, 	12 , 	14 , 	6 , 	13 , 	52 , 	13 , 	23 , 	27 , 	22 , 	17 , 	14 , 	10 , 	9 , 	9 , 	8 , 	3 , 	2 , 	3 , 	9 , 	8 , 	9 , 	6 , 	5 , 	18 , 	19 , 	120 , 	85 , 	323 , 	120 , 	104 , 	101 , 	10 , 	19 , 	21 , 	17 , 	4 , 	8 , 	2 , 	12 , 	10 , 	23 , 	52 , 	30 , 	4 , 	4 , 	2 , 	2 , 	5 , 	0 , 	5 ," 	1,416 ",,,,,,,,,,
BP, 	17 , 	16 , 	4 , 	9 , 	33 , 	6 , 	19 , 	16 , 	27 , 	18 , 	19 , 	14 , 	16 , 	9 , 	7 , 	4 , 	3 , 	3 , 	5 , 	7 , 	7 , 	3 , 	3 , 	7 , 	22 , 	156 , 	135 , 	546 , 	141 , 	121 , 	126 , 	16 , 	15 , 	17 , 	29 , 	4 , 	9 , 	1 , 	12 , 	14 , 	34 , 	53 , 	29 , 	4 , 	3 , 	1 , 	4 , 	8 , 	2 , 	8 ," 	1,783 ",,,,,,,,,,
DC, 	15 , 	20 , 	7 , 	6 , 	42 , 	7 , 	14 , 	22 , 	28 , 	17 , 	20 , 	16 , 	14 , 	11 , 	10 , 	10 , 	3 , 	6 , 	15 , 	10 , 	8 , 	3 , 	3 , 	9 , 	22 , 	131 , 	111 , 	445 , 	169 , 	154 , 	142 , 	23 , 	21 , 	22 , 	23 , 	6 , 	14 , 	1 , 	9 , 	19 , 	46 , 	118 , 	47 , 	6 , 	7 , 	4 , 	5 , 	6 , 	4 , 	8 ," 	1,880 ",,,,,,,,,,
CM, 	4 , 	6 , 	3 , 	3 , 	10 , 	3 , 	2 , 	7 , 	11 , 	3 , 	4 , 	3 , 	2 , 	3 , 	2 , 	1 , 	2 , 	1 , 	7 , 	5 , 	4 , 	1 , 	1 , 	1 , 	6 , 	41 , 	40 , 	178 , 	77 , 	58 , 	65 , 	21 , 	31 , 	14 , 	8 , 	1 , 	1 , 	2 , 	7 , 	3 , 	17 , 	78 , 	13 , 	0 , 	0 , 	-   , 	1 , 	0 , 	2 , 	4 , 	760 ,,,,,,,,,,
CV, 	2 , 	2 , 	2 , 	1 , 	14 , 	1 , 	3 , 	3 , 	4 , 	25 , 	17 , 	23 , 	21 , 	20 , 	5 , 	5 , 	2 , 	4 , 	1 , 	0 , 	0 , 	1 , 	-   , 	1 , 	4 , 	51 , 	41 , 	68 , 	36 , 	13 , 	10 , 	6 , 	5 , 	7 , 	1 , 	7 , 	27 , 	-   , 	1 , 	2 , 	3 , 	8 , 	1 , 	23 , 	3 , 	0 , 	2 , 	2 , 	0 , 	0 , 	480 ,,,,,,,,,,
ED, 	2 , 	5 , 	2 , 	3 , 	37 , 	8 , 	7 , 	12 , 	8 , 	38 , 	39 , 	71 , 	26 , 	32 , 	13 , 	8 , 	6 , 	8 , 	3 , 	1 , 	1 , 	1 , 	1 , 	2 , 	11 , 	293 , 	104 , 	204 , 	97 , 	49 , 	21 , 	9 , 	11 , 	20 , 	1 , 	23 , 	24 , 	-   , 	1 , 	1 , 	2 , 	43 , 	4 , 	15 , 	24 , 	6 , 	9 , 	9 , 	-   , 	2 ," 	1,315 ",,,,,,,,,,
NC, 	1 , 	0 , 	0 , 	1 , 	5 , 	1 , 	6 , 	6 , 	3 , 	1 , 	1 , 	4 , 	2 , 	2 , 	1 , 	2 , 	1 , 	-   , 	6 , 	6 , 	9 , 	4 , 	2 , 	6 , 	1 , 	35 , 	19 , 	47 , 	14 , 	7 , 	7 , 	3 , 	2 , 	2 , 	2 , 	-   , 	0 , 	3 , 	6 , 	1 , 	1 , 	15 , 	2 , 	0 , 	3 , 	1 , 	1 , 	1 , 	4 , 	6 , 	250 ,,,,,,,,,,
WP, 	4 , 	5 , 	2 , 	2 , 	8 , 	1 , 	18 , 	8 , 	11 , 	2 , 	8 , 	10 , 	2 , 	5 , 	5 , 	3 , 	2 , 	4 , 	56 , 	21 , 	38 , 	12 , 	6 , 	11 , 	6 , 	93 , 	41 , 	135 , 	45 , 	28 , 	22 , 	10 , 	14 , 	12 , 	9 , 	1 , 	0 , 	6 , 	14 , 	3 , 	7 , 	41 , 	4 , 	0 , 	7 , 	3 , 	2 , 	3 , 	5 , 	11 , 	767 ,,,,,,,,,,
SS, 	6 , 	6 , 	2 , 	1 , 	10 , 	2 , 	4 , 	5 , 	7 , 	1 , 	3 , 	4 , 	2 , 	1 , 	2 , 	1 , 	0 , 	1 , 	6 , 	3 , 	4 , 	2 , 	1 , 	2 , 	5 , 	43 , 	24 , 	102 , 	49 , 	39 , 	44 , 	12 , 	16 , 	21 , 	4 , 	1 , 	1 , 	1 , 	3 , 	6 , 	15 , 	40 , 	8 , 	1 , 	2 , 	0 , 	2 , 	1 , 	1 , 	4 , 	522 ,,,,,,,,,,
SB, 	9 , 	12 , 	2 , 	3 , 	15 , 	2 , 	6 , 	6 , 	11 , 	6 , 	5 , 	6 , 	4 , 	7 , 	3 , 	3 , 	2 , 	1 , 	10 , 	4 , 	5 , 	3 , 	0 , 	4 , 	6 , 	52 , 	28 , 	129 , 	81 , 	55 , 	60 , 	27 , 	47 , 	52 , 	14 , 	2 , 	2 , 	2 , 	6 , 	15 , 	13 , 	35 , 	7 , 	2 , 	1 , 	0 , 	1 , 	-   , 	3 , 	5 , 	775 ,,,,,,,,,,
SO, 	14 , 	38 , 	24 , 	31 , 	77 , 	22 , 	28 , 	28 , 	34 , 	9 , 	13 , 	5 , 	11 , 	9 , 	4 , 	11 , 	3 , 	6 , 	39 , 	48 , 	56 , 	36 , 	25 , 	45 , 	34 , 	145 , 	108 , 	438 , 	129 , 	97 , 	61 , 	42 , 	45 , 	94 , 	67 , 	3 , 	25 , 	11 , 	38 , 	27 , 	23 , 	40 , 	103 , 	9 , 	11 , 	1 , 	2 , 	2 , 	3 , 	30 ," 	2,201 ",,,,,,,,,,
MB, 	7 , 	6 , 	6 , 	8 , 	57 , 	6 , 	12 , 	11 , 	15 , 	3 , 	6 , 	4 , 	2 , 	2 , 	1 , 	1 , 	1 , 	1 , 	4 , 	4 , 	4 , 	2 , 	1 , 	7 , 	7 , 	66 , 	47 , 	123 , 	101 , 	72 , 	50 , 	23 , 	30 , 	48 , 	14 , 	0 , 	3 , 	1 , 	2 , 	10 , 	9 , 	141 , 	29 , 	1 , 	2 , 	1 , 	-   , 	0 , 	1 , 	2 , 	951 ,,,,,,,,,,
WD, 	1 , 	2 , 	4 , 	1 , 	12 , 	1 , 	5 , 	3 , 	3 , 	19 , 	28 , 	30 , 	21 , 	23 , 	13 , 	6 , 	4 , 	5 , 	0 , 	0 , 	0 , 	0 , 	-   , 	1 , 	4 , 	85 , 	39 , 	63 , 	35 , 	16 , 	9 , 	3 , 	3 , 	8 , 	0 , 	29 , 	16 , 	0 , 	1 , 	0 , 	1 , 	15 , 	1 , 	9 , 	10 , 	1 , 	3 , 	3 , 	0 , 	1 , 	541 ,,,,,,,,,,
OA, 	3 , 	6 , 	8 , 	11 , 	45 , 	8 , 	6 , 	7 , 	9 , 	6 , 	3 , 	11 , 	3 , 	1 , 	3 , 	5 , 	2 , 	3 , 	5 , 	10 , 	11 , 	7 , 	3 , 	2 , 	2 , 	33 , 	15 , 	38 , 	14 , 	7 , 	5 , 	3 , 	3 , 	2 , 	-   , 	2 , 	14 , 	1 , 	4 , 	1 , 	1 , 	17 , 	1 , 	5 , 	4 , 	1 , 	3 , 	2 , 	1 , 	5 , 	358 ,,,,,,,,,,
WS, 	4 , 	7 , 	1 , 	2 , 	29 , 	3 , 	4 , 	6 , 	6 , 	6 , 	14 , 	17 , 	9 , 	9 , 	11 , 	10 , 	18 , 	14 , 	1 , 	2 , 	2 , 	-   , 	1 , 	0 , 	3 , 	36 , 	12 , 	30 , 	16 , 	9 , 	3 , 	1 , 	2 , 	3 , 	0 , 	1 , 	3 , 	0 , 	1 , 	1 , 	1 , 	4 , 	0 , 	1 , 	3 , 	9 , 	20 , 	19 , 	0 , 	2 , 	354 ,,,,,,,,,,
ML, 	4 , 	10 , 	4 , 	5 , 	50 , 	6 , 	8 , 	11 , 	11 , 	11 , 	11 , 	14 , 	8 , 	11 , 	19 , 	7 , 	30 , 	38 , 	3 , 	1 , 	3 , 	1 , 	0 , 	2 , 	2 , 	54 , 	23 , 	46 , 	27 , 	13 , 	10 , 	3 , 	5 , 	7 , 	2 , 	1 , 	9 , 	1 , 	2 , 	2 , 	0 , 	4 , 	0 , 	3 , 	5 , 	25 , 	15 , 	15 , 	-   , 	1 , 	540 ,,,,,,,,,,
BE, 	7 , 	14 , 	6 , 	10 , 	83 , 	11 , 	14 , 	19 , 	20 , 	23 , 	26 , 	23 , 	16 , 	16 , 	23 , 	16 , 	38 , 	42 , 	5 , 	4 , 	5 , 	2 , 	1 , 	4 , 	7 , 	61 , 	34 , 	66 , 	39 , 	16 , 	15 , 	4 , 	9 , 	9 , 	1 , 	4 , 	8 , 	1 , 	3 , 	1 , 	0 , 	2 , 	1 , 	4 , 	5 , 	33 , 	14 , 	23 , 	1 , 	4 , 	791 ,,,,,,,,,,
