Exit stations,Entry stations->,,SUNDAY,,,Apr 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	15 , 	24 , 	26 , 	14 , 	84 , 	16 , 	27 , 	28 , 	18 , 	15 , 	27 , 	16 , 	12 , 	4 , 	8 , 	2 , 	3 , 	3 , 	8 , 	3 , 	4 , 	4 , 	2 , 	6 , 	4 , 	61 , 	32 , 	92 , 	38 , 	32 , 	38 , 	9 , 	12 , 	9 , 	4 , 	1 , 	2 , 	1 , 	3 , 	3 , 	9 , 	14 , 	4 , 	1 , 	3 , 	5 , 	5 , 	9 , 	2 , 	4 , 	759 ,,,,,,,,,,,
EN, 	34 , 	7 , 	22 , 	17 , 	106 , 	32 , 	40 , 	23 , 	32 , 	16 , 	23 , 	22 , 	14 , 	12 , 	10 , 	6 , 	5 , 	5 , 	9 , 	3 , 	7 , 	4 , 	1 , 	4 , 	9 , 	86 , 	59 , 	170 , 	63 , 	45 , 	41 , 	11 , 	15 , 	14 , 	6 , 	2 , 	3 , 	1 , 	5 , 	2 , 	4 , 	36 , 	9 , 	3 , 	14 , 	7 , 	9 , 	14 , 	3 , 	3 ," 	1,082 ",,,,,,,,,,,
EP, 	24 , 	21 , 	6 , 	13 , 	105 , 	24 , 	24 , 	21 , 	21 , 	10 , 	9 , 	9 , 	6 , 	2 , 	4 , 	4 , 	1 , 	4 , 	6 , 	2 , 	6 , 	3 , 	2 , 	5 , 	2 , 	56 , 	38 , 	68 , 	49 , 	21 , 	17 , 	6 , 	5 , 	4 , 	1 , 	1 , 	2 , 	1 , 	2 , 	2 , 	2 , 	27 , 	5 , 	3 , 	9 , 	2 , 	4 , 	7 , 	-   , 	2 , 	665 ,,,,,,,,,,,
NB, 	11 , 	15 , 	14 , 	5 , 	24 , 	13 , 	16 , 	28 , 	20 , 	9 , 	22 , 	10 , 	7 , 	4 , 	3 , 	4 , 	1 , 	5 , 	4 , 	1 , 	3 , 	3 , 	1 , 	1 , 	5 , 	72 , 	44 , 	78 , 	58 , 	46 , 	27 , 	6 , 	8 , 	3 , 	0 , 	1 , 	3 , 	1 , 	2 , 	1 , 	2 , 	29 , 	7 , 	2 , 	17 , 	5 , 	6 , 	5 , 	1 , 	1 , 	649 ,,,,,,,,,,,
BK, 	88 , 	105 , 	110 , 	28 , 	27 , 	46 , 	66 , 	77 , 	85 , 	26 , 	45 , 	27 , 	24 , 	12 , 	21 , 	17 , 	15 , 	25 , 	8 , 	13 , 	14 , 	11 , 	7 , 	6 , 	21 , 	253 , 	146 , 	289 , 	165 , 	99 , 	60 , 	35 , 	16 , 	24 , 	8 , 	6 , 	19 , 	2 , 	4 , 	5 , 	7 , 	82 , 	34 , 	4 , 	51 , 	20 , 	45 , 	74 , 	1 , 	9 ," 	2,377 ",,,,,,,,,,,
AS, 	23 , 	26 , 	22 , 	13 , 	40 , 	5 , 	17 , 	29 , 	33 , 	13 , 	20 , 	13 , 	8 , 	7 , 	6 , 	4 , 	6 , 	2 , 	3 , 	4 , 	6 , 	1 , 	2 , 	3 , 	15 , 	71 , 	41 , 	76 , 	67 , 	57 , 	29 , 	12 , 	8 , 	6 , 	1 , 	2 , 	4 , 	1 , 	1 , 	1 , 	1 , 	29 , 	5 , 	2 , 	20 , 	3 , 	5 , 	11 , 	0 , 	1 , 	770 ,,,,,,,,,,,
MA, 	26 , 	31 , 	29 , 	19 , 	52 , 	21 , 	19 , 	22 , 	30 , 	16 , 	33 , 	25 , 	25 , 	19 , 	14 , 	6 , 	5 , 	8 , 	13 , 	17 , 	16 , 	6 , 	6 , 	20 , 	14 , 	120 , 	71 , 	145 , 	107 , 	90 , 	48 , 	15 , 	15 , 	9 , 	3 , 	2 , 	5 , 	7 , 	12 , 	4 , 	5 , 	52 , 	11 , 	2 , 	19 , 	5 , 	9 , 	15 , 	6 , 	13 ," 	1,277 ",,,,,,,,,,,
19, 	19 , 	28 , 	20 , 	26 , 	77 , 	37 , 	24 , 	14 , 	8 , 	7 , 	22 , 	24 , 	19 , 	23 , 	16 , 	6 , 	7 , 	8 , 	12 , 	15 , 	25 , 	8 , 	9 , 	20 , 	17 , 	121 , 	90 , 	149 , 	115 , 	98 , 	50 , 	18 , 	14 , 	13 , 	7 , 	2 , 	6 , 	3 , 	5 , 	2 , 	5 , 	45 , 	8 , 	1 , 	20 , 	6 , 	6 , 	14 , 	4 , 	8 ," 	1,291 ",,,,,,,,,,,
12, 	19 , 	26 , 	23 , 	20 , 	81 , 	26 , 	25 , 	4 , 	14 , 	4 , 	12 , 	21 , 	15 , 	22 , 	14 , 	8 , 	4 , 	6 , 	9 , 	9 , 	14 , 	6 , 	6 , 	20 , 	16 , 	124 , 	72 , 	205 , 	114 , 	80 , 	41 , 	16 , 	15 , 	14 , 	8 , 	2 , 	4 , 	1 , 	14 , 	4 , 	11 , 	56 , 	12 , 	0 , 	11 , 	7 , 	8 , 	8 , 	2 , 	10 ," 	1,258 ",,,,,,,,,,,
LM, 	12 , 	17 , 	9 , 	11 , 	29 , 	17 , 	18 , 	5 , 	6 , 	10 , 	56 , 	49 , 	40 , 	46 , 	30 , 	16 , 	10 , 	11 , 	7 , 	4 , 	4 , 	1 , 	0 , 	3 , 	13 , 	95 , 	63 , 	154 , 	94 , 	75 , 	48 , 	19 , 	21 , 	12 , 	1 , 	21 , 	38 , 	0 , 	4 , 	3 , 	1 , 	10 , 	2 , 	15 , 	18 , 	7 , 	13 , 	16 , 	0 , 	1 ," 	1,154 ",,,,,,,,,,,
FV, 	25 , 	26 , 	11 , 	17 , 	46 , 	20 , 	36 , 	22 , 	20 , 	50 , 	15 , 	47 , 	44 , 	67 , 	45 , 	28 , 	12 , 	18 , 	9 , 	6 , 	10 , 	6 , 	3 , 	10 , 	32 , 	103 , 	60 , 	180 , 	117 , 	66 , 	49 , 	14 , 	12 , 	14 , 	3 , 	15 , 	24 , 	1 , 	6 , 	2 , 	4 , 	21 , 	3 , 	18 , 	10 , 	10 , 	14 , 	29 , 	3 , 	5 ," 	1,401 ",,,,,,,,,,,
CL, 	20 , 	22 , 	7 , 	7 , 	25 , 	13 , 	23 , 	24 , 	28 , 	45 , 	49 , 	8 , 	32 , 	41 , 	33 , 	19 , 	10 , 	8 , 	9 , 	15 , 	6 , 	7 , 	5 , 	6 , 	21 , 	51 , 	32 , 	88 , 	56 , 	28 , 	31 , 	11 , 	7 , 	10 , 	3 , 	17 , 	44 , 	5 , 	7 , 	1 , 	2 , 	9 , 	2 , 	21 , 	33 , 	13 , 	9 , 	15 , 	3 , 	14 , 	987 ,,,,,,,,,,,
SL, 	15 , 	16 , 	5 , 	9 , 	23 , 	8 , 	21 , 	20 , 	20 , 	46 , 	51 , 	32 , 	7 , 	34 , 	36 , 	18 , 	10 , 	13 , 	6 , 	2 , 	4 , 	1 , 	1 , 	5 , 	9 , 	78 , 	56 , 	128 , 	52 , 	25 , 	24 , 	7 , 	12 , 	9 , 	2 , 	13 , 	21 , 	2 , 	5 , 	1 , 	4 , 	13 , 	2 , 	20 , 	8 , 	7 , 	8 , 	14 , 	2 , 	3 , 	920 ,,,,,,,,,,,
BF, 	9 , 	9 , 	2 , 	5 , 	14 , 	10 , 	16 , 	20 , 	27 , 	46 , 	73 , 	38 , 	36 , 	10 , 	34 , 	20 , 	15 , 	16 , 	9 , 	2 , 	4 , 	1 , 	1 , 	2 , 	6 , 	63 , 	51 , 	118 , 	43 , 	20 , 	16 , 	7 , 	6 , 	7 , 	2 , 	13 , 	28 , 	0 , 	4 , 	1 , 	2 , 	11 , 	1 , 	17 , 	7 , 	12 , 	14 , 	14 , 	2 , 	2 , 	879 ,,,,,,,,,,,
HY, 	8 , 	10 , 	4 , 	3 , 	23 , 	5 , 	15 , 	14 , 	17 , 	22 , 	44 , 	35 , 	35 , 	29 , 	10 , 	20 , 	20 , 	22 , 	5 , 	2 , 	2 , 	2 , 	1 , 	3 , 	6 , 	42 , 	15 , 	57 , 	26 , 	14 , 	13 , 	4 , 	6 , 	8 , 	3 , 	7 , 	12 , 	0 , 	3 , 	2 , 	2 , 	6 , 	0 , 	8 , 	6 , 	15 , 	12 , 	28 , 	2 , 	3 , 	644 ,,,,,,,,,,,
SH, 	2 , 	5 , 	3 , 	3 , 	15 , 	6 , 	8 , 	11 , 	10 , 	13 , 	28 , 	20 , 	17 , 	15 , 	21 , 	6 , 	9 , 	14 , 	3 , 	1 , 	4 , 	1 , 	1 , 	1 , 	3 , 	31 , 	20 , 	48 , 	19 , 	8 , 	9 , 	4 , 	5 , 	4 , 	0 , 	6 , 	7 , 	0 , 	3 , 	2 , 	1 , 	8 , 	0 , 	5 , 	7 , 	10 , 	9 , 	20 , 	-   , 	2 , 	444 ,,,,,,,,,,,
UC, 	3 , 	8 , 	1 , 	3 , 	17 , 	6 , 	4 , 	10 , 	6 , 	10 , 	15 , 	11 , 	12 , 	16 , 	22 , 	7 , 	8 , 	18 , 	3 , 	2 , 	2 , 	-   , 	-   , 	1 , 	1 , 	37 , 	16 , 	41 , 	17 , 	11 , 	5 , 	5 , 	2 , 	6 , 	1 , 	5 , 	8 , 	0 , 	1 , 	1 , 	0 , 	6 , 	1 , 	3 , 	4 , 	13 , 	20 , 	22 , 	0 , 	1 , 	406 ,,,,,,,,,,,
FM, 	5 , 	5 , 	3 , 	5 , 	26 , 	4 , 	8 , 	10 , 	7 , 	11 , 	22 , 	10 , 	14 , 	18 , 	22 , 	12 , 	14 , 	10 , 	3 , 	1 , 	2 , 	1 , 	-   , 	3 , 	3 , 	52 , 	21 , 	50 , 	31 , 	12 , 	8 , 	4 , 	3 , 	5 , 	1 , 	3 , 	9 , 	-   , 	2 , 	0 , 	0 , 	12 , 	0 , 	2 , 	9 , 	17 , 	29 , 	30 , 	0 , 	4 , 	517 ,,,,,,,,,,,
CN, 	6 , 	7 , 	7 , 	2 , 	11 , 	4 , 	17 , 	15 , 	14 , 	4 , 	11 , 	8 , 	5 , 	7 , 	5 , 	1 , 	1 , 	3 , 	14 , 	21 , 	60 , 	30 , 	7 , 	14 , 	8 , 	73 , 	33 , 	80 , 	40 , 	18 , 	19 , 	6 , 	7 , 	10 , 	2 , 	1 , 	1 , 	6 , 	37 , 	4 , 	7 , 	36 , 	4 , 	1 , 	13 , 	2 , 	2 , 	7 , 	25 , 	24 , 	731 ,,,,,,,,,,,
PH, 	3 , 	2 , 	2 , 	2 , 	12 , 	6 , 	14 , 	12 , 	11 , 	2 , 	5 , 	15 , 	3 , 	2 , 	1 , 	3 , 	1 , 	1 , 	19 , 	13 , 	26 , 	10 , 	3 , 	23 , 	4 , 	77 , 	36 , 	68 , 	43 , 	23 , 	12 , 	4 , 	5 , 	6 , 	1 , 	1 , 	2 , 	4 , 	14 , 	4 , 	6 , 	53 , 	2 , 	-   , 	21 , 	1 , 	1 , 	2 , 	7 , 	9 , 	589 ,,,,,,,,,,,
WC, 	5 , 	6 , 	5 , 	4 , 	15 , 	3 , 	18 , 	22 , 	16 , 	4 , 	7 , 	5 , 	4 , 	6 , 	2 , 	3 , 	3 , 	2 , 	69 , 	26 , 	10 , 	13 , 	11 , 	37 , 	7 , 	100 , 	55 , 	87 , 	56 , 	21 , 	11 , 	9 , 	6 , 	6 , 	2 , 	-   , 	3 , 	10 , 	20 , 	3 , 	5 , 	52 , 	4 , 	0 , 	16 , 	1 , 	2 , 	5 , 	11 , 	16 , 	797 ,,,,,,,,,,,
