Exit stations,Entry stations->,,WEEKDAY,,,Dec 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	26 , 	124 , 	90 , 	64 , 	361 , 	87 , 	137 , 	152 , 	174 , 	37 , 	74 , 	53 , 	36 , 	22 , 	27 , 	16 , 	16 , 	24 , 	22 , 	14 , 	19 , 	5 , 	8 , 	21 , 	24 , 	402 , 	402 , 	508 , 	326 , 	197 , 	197 , 	49 , 	62 , 	95 , 	15 , 	5 , 	12 , 	4 , 	17 , 	14 , 	28 , 	59 , 	25 , 	6 , 	11 , 	16 , 	-   , 	-   , 	11 , 	10 ," 	4,104 ",,,,,,,,,,,,,
EN, 	134 , 	23 , 	89 , 	75 , 	659 , 	119 , 	230 , 	396 , 	508 , 	79 , 	85 , 	73 , 	47 , 	37 , 	55 , 	25 , 	29 , 	35 , 	28 , 	17 , 	27 , 	9 , 	10 , 	30 , 	35 , 	860 , 	867 , 	886 , 	688 , 	273 , 	210 , 	82 , 	96 , 	136 , 	30 , 	8 , 	23 , 	5 , 	10 , 	28 , 	44 , 	129 , 	56 , 	10 , 	35 , 	41 , 	-   , 	-   , 	7 , 	10 ," 	7,388 ",,,,,,,,,,,,,
EP, 	92 , 	85 , 	13 , 	56 , 	606 , 	72 , 	127 , 	258 , 	295 , 	59 , 	44 , 	27 , 	28 , 	16 , 	23 , 	7 , 	14 , 	25 , 	18 , 	18 , 	18 , 	6 , 	6 , 	29 , 	12 , 	544 , 	559 , 	460 , 	399 , 	131 , 	65 , 	28 , 	34 , 	51 , 	4 , 	4 , 	11 , 	4 , 	7 , 	10 , 	14 , 	81 , 	28 , 	4 , 	29 , 	21 , 	-   , 	-   , 	5 , 	6 ," 	4,450 ",,,,,,,,,,,,,
NB, 	65 , 	72 , 	50 , 	13 , 	173 , 	48 , 	86 , 	222 , 	223 , 	39 , 	51 , 	23 , 	25 , 	16 , 	25 , 	7 , 	16 , 	21 , 	17 , 	20 , 	18 , 	7 , 	6 , 	14 , 	12 , 	570 , 	553 , 	394 , 	428 , 	149 , 	87 , 	27 , 	36 , 	34 , 	5 , 	6 , 	11 , 	3 , 	6 , 	5 , 	8 , 	92 , 	30 , 	3 , 	32 , 	23 , 	-   , 	-   , 	3 , 	4 ," 	3,780 ",,,,,,,,,,,,,
BK, 	413 , 	707 , 	608 , 	187 , 	42 , 	298 , 	313 , 	462 , 	452 , 	169 , 	231 , 	130 , 	159 , 	105 , 	121 , 	66 , 	115 , 	113 , 	89 , 	119 , 	97 , 	50 , 	39 , 	36 , 	60 , 	756 , 	745 , 	665 , 	562 , 	252 , 	192 , 	109 , 	89 , 	93 , 	31 , 	51 , 	100 , 	27 , 	60 , 	31 , 	31 , 	153 , 	113 , 	39 , 	65 , 	130 , 	-   , 	-   , 	27 , 	46 ," 	9,552 ",,,,,,,,,,,,,
AS, 	90 , 	113 , 	70 , 	55 , 	270 , 	15 , 	91 , 	225 , 	227 , 	50 , 	89 , 	49 , 	43 , 	30 , 	28 , 	20 , 	29 , 	24 , 	22 , 	24 , 	20 , 	7 , 	6 , 	12 , 	20 , 	597 , 	639 , 	429 , 	441 , 	218 , 	98 , 	28 , 	38 , 	40 , 	8 , 	7 , 	18 , 	4 , 	10 , 	10 , 	14 , 	58 , 	32 , 	9 , 	25 , 	33 , 	-   , 	-   , 	3 , 	12 ," 	4,402 ",,,,,,,,,,,,,
MA, 	160 , 	225 , 	117 , 	80 , 	300 , 	90 , 	49 , 	199 , 	244 , 	56 , 	137 , 	112 , 	106 , 	76 , 	85 , 	40 , 	72 , 	69 , 	129 , 	147 , 	135 , 	55 , 	32 , 	64 , 	36 ," 	1,001 "," 	1,103 ", 	793 , 	810 , 	375 , 	195 , 	77 , 	74 , 	83 , 	29 , 	28 , 	56 , 	33 , 	127 , 	21 , 	27 , 	117 , 	62 , 	20 , 	32 , 	63 , 	-   , 	-   , 	51 , 	104 ," 	8,104 ",,,,,,,,,,,,,
19, 	169 , 	420 , 	266 , 	237 , 	415 , 	233 , 	191 , 	37 , 	63 , 	41 , 	202 , 	147 , 	212 , 	195 , 	182 , 	140 , 	186 , 	222 , 	274 , 	333 , 	282 , 	148 , 	109 , 	172 , 	59 ," 	1,325 "," 	1,419 ", 	967 , 	914 , 	408 , 	287 , 	144 , 	135 , 	134 , 	75 , 	77 , 	206 , 	117 , 	159 , 	61 , 	61 , 	109 , 	107 , 	98 , 	33 , 	199 , 	-   , 	-   , 	54 , 	127 ," 	12,153 ",,,,,,,,,,,,,
12, 	191 , 	518 , 	291 , 	229 , 	377 , 	217 , 	220 , 	55 , 	44 , 	26 , 	199 , 	214 , 	317 , 	297 , 	264 , 	168 , 	211 , 	241 , 	280 , 	426 , 	308 , 	137 , 	106 , 	161 , 	81 ," 	1,168 "," 	1,177 ", 	903 , 	866 , 	310 , 	269 , 	162 , 	173 , 	203 , 	116 , 	106 , 	271 , 	124 , 	224 , 	94 , 	84 , 	123 , 	145 , 	146 , 	47 , 	182 , 	-   , 	-   , 	60 , 	180 ," 	12,712 ",,,,,,,,,,,,,
LM, 	34 , 	76 , 	54 , 	41 , 	164 , 	55 , 	55 , 	41 , 	33 , 	19 , 	120 , 	177 , 	265 , 	225 , 	137 , 	78 , 	96 , 	93 , 	31 , 	22 , 	23 , 	7 , 	7 , 	25 , 	30 , 	859 , 	939 , 	693 , 	567 , 	239 , 	126 , 	55 , 	80 , 	91 , 	5 , 	102 , 	162 , 	6 , 	22 , 	11 , 	13 , 	34 , 	12 , 	89 , 	22 , 	82 , 	-   , 	-   , 	10 , 	21 ," 	6,146 ",,,,,,,,,,,,,
FV, 	77 , 	86 , 	46 , 	62 , 	237 , 	92 , 	146 , 	206 , 	231 , 	125 , 	26 , 	192 , 	209 , 	184 , 	176 , 	74 , 	71 , 	85 , 	37 , 	22 , 	33 , 	14 , 	21 , 	54 , 	86 , 	840 , 	882 , 	860 , 	736 , 	325 , 	208 , 	55 , 	93 , 	117 , 	9 , 	48 , 	120 , 	5 , 	22 , 	12 , 	22 , 	64 , 	21 , 	59 , 	14 , 	78 , 	-   , 	-   , 	15 , 	20 ," 	7,214 ",,,,,,,,,,,,,
CL, 	56 , 	88 , 	26 , 	22 , 	118 , 	48 , 	116 , 	148 , 	230 , 	144 , 	183 , 	21 , 	90 , 	113 , 	102 , 	55 , 	50 , 	49 , 	37 , 	22 , 	21 , 	8 , 	7 , 	20 , 	72 , 	456 , 	424 , 	401 , 	331 , 	149 , 	100 , 	38 , 	58 , 	92 , 	11 , 	27 , 	87 , 	5 , 	31 , 	15 , 	16 , 	35 , 	12 , 	35 , 	22 , 	59 , 	-   , 	-   , 	19 , 	33 ," 	4,300 ",,,,,,,,,,,,,
SL, 	36 , 	57 , 	25 , 	32 , 	154 , 	49 , 	111 , 	219 , 	329 , 	270 , 	212 , 	93 , 	15 , 	107 , 	138 , 	64 , 	68 , 	90 , 	25 , 	21 , 	19 , 	7 , 	9 , 	19 , 	40 , 	720 , 	750 , 	627 , 	523 , 	164 , 	97 , 	39 , 	68 , 	97 , 	7 , 	34 , 	97 , 	8 , 	14 , 	14 , 	13 , 	53 , 	8 , 	56 , 	8 , 	69 , 	-   , 	-   , 	8 , 	14 ," 	5,697 ",,,,,,,,,,,,,
