Exit stations,Entry stations->,,SUNDAY,,,Dec 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
FV, 	39 , 	41 , 	20 , 	20 , 	90 , 	40 , 	52 , 	51 , 	44 , 	53 , 	15 , 	263 , 	59 , 	102 , 	46 , 	26 , 	27 , 	31 , 	17 , 	6 , 	14 , 	6 , 	5 , 	21 , 	27 , 	117 , 	94 , 	341 , 	124 , 	74 , 	60 , 	16 , 	19 , 	16 , 	3 , 	17 , 	39 , 	2 , 	9 , 	6 , 	8 , 	30 , 	5 , 	31 , 	18 , 	31 , 	-   , 	-   , 	3 , 	6 ," 	2,184 ",,,,,,,,,,,
CL, 	49 , 	188 , 	85 , 	53 , 	57 , 	44 , 	125 , 	85 , 	189 , 	161 , 	250 , 	20 , 	299 , 	333 , 	181 , 	108 , 	160 , 	220 , 	73 , 	83 , 	80 , 	57 , 	70 , 	40 , 	42 , 	203 , 	125 , 	337 , 	130 , 	47 , 	45 , 	30 , 	30 , 	55 , 	10 , 	154 , 	818 , 	40 , 	62 , 	14 , 	17 , 	77 , 	25 , 	217 , 	291 , 	319 , 	-   , 	-   , 	5 , 	43 ," 	6,146 ",,,,,,,,,,,
SL, 	13 , 	13 , 	7 , 	12 , 	40 , 	14 , 	29 , 	44 , 	57 , 	73 , 	71 , 	362 , 	18 , 	53 , 	38 , 	19 , 	22 , 	18 , 	5 , 	5 , 	6 , 	2 , 	3 , 	7 , 	7 , 	86 , 	82 , 	236 , 	77 , 	29 , 	25 , 	10 , 	12 , 	14 , 	3 , 	14 , 	22 , 	3 , 	4 , 	4 , 	6 , 	35 , 	4 , 	27 , 	9 , 	17 , 	-   , 	-   , 	1 , 	6 ," 	1,662 ",,,,,,,,,,,
BF, 	12 , 	15 , 	9 , 	5 , 	32 , 	8 , 	28 , 	39 , 	50 , 	81 , 	100 , 	331 , 	51 , 	10 , 	37 , 	25 , 	27 , 	35 , 	6 , 	3 , 	5 , 	2 , 	3 , 	4 , 	16 , 	88 , 	87 , 	230 , 	70 , 	28 , 	18 , 	13 , 	10 , 	15 , 	3 , 	19 , 	42 , 	1 , 	6 , 	3 , 	2 , 	20 , 	3 , 	44 , 	7 , 	26 , 	-   , 	-   , 	2 , 	5 ," 	1,676 ",,,,,,,,,,,
HY, 	11 , 	15 , 	6 , 	8 , 	28 , 	10 , 	18 , 	31 , 	27 , 	29 , 	56 , 	166 , 	35 , 	36 , 	11 , 	27 , 	28 , 	52 , 	8 , 	5 , 	3 , 	1 , 	1 , 	5 , 	9 , 	51 , 	39 , 	124 , 	40 , 	16 , 	11 , 	8 , 	7 , 	7 , 	2 , 	8 , 	14 , 	1 , 	5 , 	1 , 	3 , 	16 , 	1 , 	15 , 	10 , 	34 , 	-   , 	-   , 	1 , 	6 ," 	1,048 ",,,,,,,,,,,
SH, 	5 , 	9 , 	4 , 	5 , 	12 , 	5 , 	8 , 	13 , 	17 , 	16 , 	31 , 	105 , 	18 , 	25 , 	26 , 	6 , 	15 , 	18 , 	4 , 	3 , 	2 , 	1 , 	1 , 	3 , 	4 , 	32 , 	27 , 	83 , 	18 , 	13 , 	9 , 	3 , 	4 , 	8 , 	2 , 	3 , 	13 , 	0 , 	4 , 	2 , 	5 , 	15 , 	1 , 	8 , 	9 , 	24 , 	-   , 	-   , 	1 , 	2 , 	644 ,,,,,,,,,,,
UC, 	7 , 	9 , 	5 , 	6 , 	25 , 	8 , 	11 , 	16 , 	25 , 	26 , 	26 , 	142 , 	17 , 	28 , 	38 , 	19 , 	11 , 	29 , 	4 , 	4 , 	4 , 	3 , 	1 , 	2 , 	2 , 	56 , 	50 , 	132 , 	44 , 	22 , 	12 , 	7 , 	6 , 	9 , 	2 , 	3 , 	18 , 	1 , 	3 , 	1 , 	2 , 	19 , 	1 , 	12 , 	18 , 	24 , 	-   , 	-   , 	1 , 	4 , 	915 ,,,,,,,,,,,
FM, 	10 , 	13 , 	8 , 	10 , 	36 , 	7 , 	17 , 	13 , 	24 , 	31 , 	27 , 	197 , 	19 , 	34 , 	49 , 	21 , 	29 , 	19 , 	4 , 	3 , 	2 , 	1 , 	1 , 	5 , 	2 , 	69 , 	52 , 	157 , 	43 , 	20 , 	10 , 	5 , 	7 , 	9 , 	2 , 	6 , 	18 , 	0 , 	5 , 	1 , 	3 , 	26 , 	1 , 	6 , 	18 , 	32 , 	-   , 	-   , 	1 , 	3 ," 	1,076 ",,,,,,,,,,,
CN, 	8 , 	8 , 	7 , 	3 , 	18 , 	5 , 	21 , 	24 , 	23 , 	7 , 	15 , 	60 , 	7 , 	9 , 	6 , 	2 , 	5 , 	5 , 	13 , 	33 , 	91 , 	28 , 	9 , 	21 , 	10 , 	90 , 	72 , 	195 , 	69 , 	31 , 	18 , 	15 , 	11 , 	18 , 	6 , 	2 , 	2 , 	16 , 	51 , 	6 , 	8 , 	96 , 	7 , 	4 , 	26 , 	11 , 	-   , 	-   , 	28 , 	30 ," 	1,250 ",,,,,,,,,,,
PH, 	3 , 	4 , 	5 , 	5 , 	20 , 	6 , 	22 , 	20 , 	29 , 	4 , 	5 , 	74 , 	5 , 	2 , 	3 , 	3 , 	3 , 	4 , 	27 , 	10 , 	41 , 	10 , 	8 , 	28 , 	4 , 	122 , 	91 , 	238 , 	84 , 	36 , 	18 , 	16 , 	7 , 	14 , 	4 , 	3 , 	2 , 	5 , 	17 , 	5 , 	8 , 	115 , 	8 , 	0 , 	38 , 	9 , 	-   , 	-   , 	8 , 	16 ," 	1,210 ",,,,,,,,,,,
WC, 	6 , 	8 , 	11 , 	11 , 	29 , 	6 , 	27 , 	30 , 	27 , 	6 , 	13 , 	76 , 	6 , 	4 , 	5 , 	2 , 	4 , 	2 , 	106 , 	45 , 	12 , 	20 , 	10 , 	46 , 	8 , 	166 , 	109 , 	317 , 	123 , 	44 , 	28 , 	23 , 	11 , 	17 , 	6 , 	1 , 	4 , 	10 , 	38 , 	4 , 	6 , 	142 , 	9 , 	1 , 	33 , 	5 , 	-   , 	-   , 	11 , 	26 ," 	1,657 ",,,,,,,,,,,
LF, 	2 , 	2 , 	3 , 	3 , 	17 , 	2 , 	14 , 	21 , 	11 , 	3 , 	5 , 	52 , 	2 , 	2 , 	1 , 	1 , 	1 , 	2 , 	39 , 	12 , 	15 , 	10 , 	4 , 	22 , 	2 , 	123 , 	77 , 	192 , 	79 , 	21 , 	13 , 	10 , 	5 , 	6 , 	1 , 	0 , 	0 , 	2 , 	17 , 	1 , 	5 , 	78 , 	5 , 	1 , 	20 , 	2 , 	-   , 	-   , 	8 , 	4 , 	912 ,,,,,,,,,,,
OR, 	2 , 	3 , 	2 , 	2 , 	12 , 	2 , 	10 , 	18 , 	11 , 	4 , 	3 , 	61 , 	2 , 	3 , 	1 , 	0 , 	1 , 	1 , 	12 , 	7 , 	11 , 	5 , 	7 , 	17 , 	2 , 	88 , 	80 , 	178 , 	69 , 	23 , 	11 , 	5 , 	4 , 	6 , 	3 , 	1 , 	2 , 	1 , 	5 , 	2 , 	2 , 	63 , 	3 , 	1 , 	11 , 	4 , 	-   , 	-   , 	1 , 	2 , 	761 ,,,,,,,,,,,
RR, 	9 , 	11 , 	15 , 	7 , 	18 , 	4 , 	27 , 	42 , 	34 , 	5 , 	15 , 	35 , 	6 , 	3 , 	5 , 	3 , 	3 , 	4 , 	15 , 	26 , 	43 , 	23 , 	14 , 	17 , 	15 , 	197 , 	138 , 	339 , 	194 , 	86 , 	71 , 	33 , 	15 , 	15 , 	6 , 	2 , 	4 , 	5 , 	11 , 	4 , 	7 , 	152 , 	10 , 	1 , 	23 , 	8 , 	-   , 	-   , 	2 , 	8 ," 	1,729 ",,,,,,,,,,,
OW, 	8 , 	8 , 	3 , 	7 , 	22 , 	10 , 	21 , 	26 , 	25 , 	6 , 	24 , 	34 , 	8 , 	10 , 	6 , 	2 , 	4 , 	2 , 	8 , 	4 , 	5 , 	3 , 	1 , 	10 , 	29 , 	322 , 	275 , 	763 , 	275 , 	171 , 	108 , 	35 , 	31 , 	26 , 	5 , 	3 , 	7 , 	1 , 	8 , 	5 , 	11 , 	114 , 	12 , 	3 , 	6 , 	4 , 	-   , 	-   , 	1 , 	7 ," 	2,478 ",,,,,,,,,,,
EM, 	137 , 	217 , 	161 , 	194 , 	344 , 	171 , 	316 , 	359 , 	380 , 	143 , 	206 , 	364 , 	138 , 	127 , 	80 , 	52 , 	87 , 	114 , 	141 , 	177 , 	237 , 	166 , 	133 , 	311 , 	631 , 	102 , 	21 , 	108 , 	50 , 	163 , 	197 , 	110 , 	169 , 	132 , 	50 , 	83 , 	279 , 	50 , 	81 , 	30 , 	42 , 	241 , 	57 , 	111 , 	114 , 	111 , 	-   , 	-   , 	20 , 	60 ," 	7,767 ",,,,,,,,,,,
MT, 	87 , 	111 , 	70 , 	79 , 	163 , 	71 , 	133 , 	141 , 	172 , 	54 , 	98 , 	111 , 	77 , 	89 , 	42 , 	24 , 	56 , 	49 , 	60 , 	84 , 	95 , 	63 , 	66 , 	121 , 	270 , 	12 , 	63 , 	33 , 	41 , 	163 , 	210 , 	147 , 	364 , 	166 , 	61 , 	29 , 	93 , 	22 , 	48 , 	38 , 	54 , 	283 , 	61 , 	32 , 	46 , 	47 , 	-   , 	-   , 	11 , 	39 ," 	4,451 ",,,,,,,,,,,
PL, 	183 , 	306 , 	180 , 	139 , 	288 , 	111 , 	241 , 	232 , 	329 , 	137 , 	281 , 	265 , 	176 , 	172 , 	99 , 	67 , 	100 , 	111 , 	144 , 	188 , 	235 , 	162 , 	136 , 	250 , 	650 , 	111 , 	31 , 	204 , 	106 , 	697 , 	886 , 	559 , 	844 , 	734 , 	221 , 	77 , 	301 , 	62 , 	131 , 	166 , 	195 ," 	1,230 ", 	253 , 	96 , 	73 , 	113 , 	-   , 	-   , 	21 , 	74 ," 	12,367 ",,,,,,,,,,,
CC, 	62 , 	91 , 	76 , 	94 , 	134 , 	73 , 	153 , 	148 , 	156 , 	48 , 	127 , 	96 , 	59 , 	56 , 	37 , 	17 , 	38 , 	44 , 	58 , 	86 , 	120 , 	77 , 	67 , 	151 , 	234 , 	39 , 	33 , 	103 , 	94 , 	215 , 	259 , 	154 , 	222 , 	186 , 	76 , 	27 , 	94 , 	26 , 	35 , 	57 , 	84 , 	485 , 	111 , 	42 , 	36 , 	47 , 	-   , 	-   , 	9 , 	34 ," 	4,770 ",,,,,,,,,,,
16, 	61 , 	50 , 	36 , 	50 , 	91 , 	57 , 	111 , 	119 , 	97 , 	39 , 	65 , 	44 , 	22 , 	25 , 	12 , 	10 , 	19 , 	16 , 	25 , 	28 , 	40 , 	18 , 	20 , 	75 , 	161 , 	148 , 	142 , 	725 , 	241 , 	88 , 	63 , 	82 , 	142 , 	122 , 	46 , 	11 , 	39 , 	8 , 	24 , 	37 , 	60 , 	186 , 	45 , 	11 , 	19 , 	13 , 	-   , 	-   , 	3 , 	8 ," 	3,554 ",,,,,,,,,,,
24, 	66 , 	46 , 	27 , 	45 , 	74 , 	60 , 	96 , 	95 , 	78 , 	29 , 	66 , 	47 , 	21 , 	16 , 	14 , 	8 , 	10 , 	12 , 	19 , 	17 , 	30 , 	12 , 	15 , 	65 , 	127 , 	184 , 	192 , 	940 , 	317 , 	76 , 	98 , 	158 , 	190 , 	153 , 	59 , 	9 , 	24 , 	7 , 	25 , 	34 , 	79 , 	224 , 	54 , 	9 , 	22 , 	16 , 	-   , 	-   , 	9 , 	10 ," 	3,986 ",,,,,,,,,,,
GP, 	20 , 	24 , 	14 , 	24 , 	39 , 	15 , 	33 , 	29 , 	32 , 	12 , 	17 , 	28 , 	10 , 	10 , 	7 , 	4 , 	8 , 	7 , 	14 , 	16 , 	22 , 	11 , 	6 , 	27 , 	36 , 	120 , 	117 , 	638 , 	156 , 	102 , 	101 , 	34 , 	19 , 	25 , 	15 , 	6 , 	18 , 	8 , 	12 , 	5 , 	31 , 	105 , 	27 , 	8 , 	15 , 	6 , 	-   , 	-   , 	3 , 	6 ," 	2,045 ",,,,,,,,,,,
BP, 	20 , 	21 , 	8 , 	8 , 	23 , 	11 , 	20 , 	21 , 	40 , 	12 , 	17 , 	18 , 	13 , 	13 , 	7 , 	3 , 	7 , 	2 , 	10 , 	7 , 	13 , 	3 , 	4 , 	11 , 	29 , 	173 , 	194 ," 	1,069 ", 	212 , 	151 , 	140 , 	25 , 	45 , 	25 , 	27 , 	4 , 	19 , 	4 , 	13 , 	12 , 	63 , 	117 , 	35 , 	9 , 	11 , 	7 , 	-   , 	-   , 	4 , 	11 ," 	2,711 ",,,,,,,,,,,
DC, 	22 , 	25 , 	8 , 	9 , 	29 , 	10 , 	23 , 	20 , 	29 , 	13 , 	16 , 	47 , 	14 , 	14 , 	7 , 	6 , 	8 , 	7 , 	17 , 	11 , 	16 , 	5 , 	7 , 	16 , 	25 , 	122 , 	128 , 	845 , 	178 , 	135 , 	120 , 	26 , 	29 , 	29 , 	13 , 	8 , 	28 , 	6 , 	18 , 	13 , 	65 , 	222 , 	47 , 	9 , 	10 , 	14 , 	-   , 	-   , 	2 , 	13 ," 	2,482 ",,,,,,,,,,,
CM, 	7 , 	16 , 	2 , 	4 , 	7 , 	1 , 	10 , 	6 , 	15 , 	3 , 	5 , 	10 , 	3 , 	3 , 	3 , 	2 , 	3 , 	1 , 	7 , 	4 , 	4 , 	1 , 	2 , 	3 , 	8 , 	44 , 	62 , 	276 , 	82 , 	47 , 	44 , 	18 , 	25 , 	13 , 	5 , 	1 , 	7 , 	1 , 	8 , 	5 , 	29 , 	123 , 	15 , 	1 , 	3 , 	2 , 	-   , 	-   , 	3 , 	6 , 	951 ,,,,,,,,,,,
CV, 	1 , 	4 , 	1 , 	2 , 	11 , 	4 , 	7 , 	11 , 	10 , 	34 , 	19 , 	146 , 	14 , 	22 , 	5 , 	3 , 	3 , 	6 , 	2 , 	1 , 	1 , 	0 , 	1 , 	1 , 	4 , 	54 , 	36 , 	100 , 	28 , 	11 , 	8 , 	6 , 	5 , 	7 , 	1 , 	6 , 	35 , 	1 , 	1 , 	1 , 	2 , 	14 , 	1 , 	47 , 	9 , 	6 , 	-   , 	-   , 	0 , 	1 , 	695 ,,,,,,,,,,,
ED, 	4 , 	11 , 	4 , 	7 , 	31 , 	5 , 	18 , 	20 , 	23 , 	41 , 	33 , 	710 , 	21 , 	42 , 	13 , 	11 , 	21 , 	16 , 	3 , 	3 , 	3 , 	0 , 	1 , 	4 , 	6 , 	187 , 	115 , 	410 , 	111 , 	42 , 	21 , 	17 , 	16 , 	21 , 	4 , 	29 , 	23 , 	0 , 	3 , 	3 , 	3 , 	85 , 	3 , 	21 , 	56 , 	22 , 	-   , 	-   , 	1 , 	2 ," 	2,249 ",,,,,,,,,,,
NC, 	1 , 	1 , 	1 , 	0 , 	4 , 	0 , 	6 , 	7 , 	4 , 	1 , 	3 , 	32 , 	1 , 	1 , 	1 , 	1 , 	0 , 	1 , 	15 , 	6 , 	17 , 	3 , 	2 , 	4 , 	1 , 	29 , 	22 , 	79 , 	25 , 	11 , 	4 , 	8 , 	1 , 	8 , 	0 , 	1 , 	-   , 	4 , 	7 , 	1 , 	2 , 	38 , 	3 , 	1 , 	5 , 	3 , 	-   , 	-   , 	2 , 	5 , 	371 ,,,,,,,,,,,
WP, 	4 , 	6 , 	2 , 	2 , 	9 , 	3 , 	17 , 	14 , 	16 , 	4 , 	10 , 	50 , 	4 , 	7 , 	3 , 	3 , 	3 , 	4 , 	54 , 	22 , 	42 , 	12 , 	5 , 	9 , 	6 , 	62 , 	37 , 	162 , 	36 , 	22 , 	20 , 	11 , 	12 , 	15 , 	4 , 	1 , 	1 , 	7 , 	12 , 	3 , 	4 , 	76 , 	4 , 	2 , 	10 , 	6 , 	-   , 	-   , 	3 , 	6 , 	825 ,,,,,,,,,,,
SS, 	9 , 	6 , 	3 , 	2 , 	8 , 	3 , 	8 , 	6 , 	8 , 	4 , 	7 , 	12 , 	3 , 	2 , 	3 , 	2 , 	2 , 	2 , 	7 , 	5 , 	4 , 	1 , 	3 , 	4 , 	6 , 	32 , 	30 , 	188 , 	57 , 	41 , 	24 , 	11 , 	17 , 	14 , 	6 , 	2 , 	6 , 	2 , 	4 , 	7 , 	17 , 	55 , 	13 , 	1 , 	5 , 	1 , 	-   , 	-   , 	3 , 	4 , 	660 ,,,,,,,,,,,
SB, 	8 , 	10 , 	4 , 	5 , 	16 , 	3 , 	10 , 	7 , 	10 , 	5 , 	8 , 	21 , 	4 , 	3 , 	2 , 	4 , 	2 , 	1 , 	10 , 	7 , 	8 , 	5 , 	2 , 	5 , 	10 , 	41 , 	51 , 	227 , 	94 , 	71 , 	64 , 	34 , 	60 , 	63 , 	24 , 	1 , 	3 , 	2 , 	7 , 	19 , 	10 , 	54 , 	13 , 	0 , 	2 , 	2 , 	-   , 	-   , 	3 , 	7 ," 	1,020 ",,,,,,,,,,,
SO, 	44 , 	63 , 	41 , 	55 , 	127 , 	39 , 	74 , 	62 , 	67 , 	15 , 	23 , 	69 , 	19 , 	12 , 	8 , 	7 , 	13 , 	14 , 	73 , 	84 , 	106 , 	67 , 	60 , 	93 , 	85 , 	143 , 	167 , 	649 , 	242 , 	113 , 	88 , 	49 , 	69 , 	130 , 	86 , 	6 , 	61 , 	31 , 	67 , 	33 , 	27 , 	48 , 	117 , 	12 , 	11 , 	7 , 	-   , 	-   , 	10 , 	35 ," 	3,520 ",,,,,,,,,,,
MB, 	8 , 	8 , 	6 , 	7 , 	28 , 	4 , 	10 , 	9 , 	19 , 	4 , 	5 , 	20 , 	4 , 	5 , 	2 , 	1 , 	1 , 	1 , 	6 , 	8 , 	7 , 	5 , 	3 , 	9 , 	10 , 	58 , 	62 , 	254 , 	105 , 	47 , 	42 , 	22 , 	31 , 	33 , 	13 , 	1 , 	5 , 	4 , 	2 , 	8 , 	10 , 	205 , 	22 , 	3 , 	4 , 	0 , 	-   , 	-   , 	2 , 	5 ," 	1,126 ",,,,,,,,,,,
WD, 	3 , 	6 , 	2 , 	2 , 	11 , 	4 , 	7 , 	11 , 	9 , 	24 , 	31 , 	222 , 	29 , 	46 , 	11 , 	10 , 	11 , 	8 , 	3 , 	1 , 	1 , 	0 , 	1 , 	1 , 	3 , 	76 , 	48 , 	142 , 	42 , 	11 , 	10 , 	8 , 	5 , 	11 , 	1 , 	49 , 	22 , 	-   , 	1 , 	0 , 	1 , 	25 , 	2 , 	9 , 	21 , 	10 , 	-   , 	-   , 	0 , 	0 , 	957 ,,,,,,,,,,,
OA, 	6 , 	17 , 	18 , 	16 , 	33 , 	15 , 	14 , 	12 , 	14 , 	9 , 	9 , 	301 , 	3 , 	2 , 	2 , 	3 , 	8 , 	8 , 	14 , 	15 , 	14 , 	12 , 	6 , 	6 , 	2 , 	37 , 	24 , 	59 , 	20 , 	7 , 	11 , 	6 , 	4 , 	6 , 	0 , 	3 , 	27 , 	4 , 	9 , 	1 , 	0 , 	15 , 	1 , 	9 , 	18 , 	4 , 	-   , 	-   , 	1 , 	7 , 	834 ,,,,,,,,,,,
WS, 	9 , 	20 , 	12 , 	16 , 	61 , 	16 , 	25 , 	22 , 	25 , 	35 , 	32 , 	295 , 	23 , 	26 , 	26 , 	24 , 	23 , 	29 , 	9 , 	10 , 	5 , 	2 , 	4 , 	8 , 	8 , 	71 , 	55 , 	143 , 	46 , 	21 , 	13 , 	7 , 	8 , 	10 , 	2 , 	4 , 	21 , 	3 , 	6 , 	2 , 	1 , 	16 , 	0 , 	10 , 	12 , 	15 , 	-   , 	-   , 	3 , 	8 ," 	1,243 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	3 , 	3 , 	2 , 	1 , 	4 , 	0 , 	9 , 	5 , 	3 , 	1 , 	4 , 	7 , 	2 , 	2 , 	1 , 	1 , 	1 , 	1 , 	32 , 	11 , 	15 , 	4 , 	2 , 	3 , 	3 , 	12 , 	10 , 	31 , 	13 , 	4 , 	6 , 	2 , 	2 , 	4 , 	3 , 	0 , 	1 , 	3 , 	5 , 	2 , 	3 , 	11 , 	2 , 	0 , 	3 , 	4 , 	-   , 	-   , 	1 , 	8 , 	251 ,,,,,,,,,,,
