Exit stations,Entry stations->,,TOTAL,,,Dec 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	708 ," 	2,887 "," 	2,329 "," 	1,541 "," 	8,518 "," 	2,132 "," 	3,222 "," 	3,422 "," 	3,927 ", 	886 ," 	1,934 "," 	1,457 ", 	902 , 	592 , 	662 , 	389 , 	406 , 	574 , 	519 , 	325 , 	472 , 	135 , 	186 , 	546 , 	598 ," 	9,219 "," 	9,039 "," 	12,926 "," 	7,410 "," 	4,605 "," 	4,720 "," 	1,186 "," 	1,527 "," 	2,120 ", 	350 , 	129 , 	277 , 	88 , 	401 , 	341 , 	658 ," 	1,670 ", 	580 , 	147 , 	330 , 	407 , 	-   , 	-   , 	270 , 	262 ," 	97,931 ",,,,,,,,,,,,,
EN," 	3,145 ", 	616 ," 	2,228 "," 	1,766 "," 	15,194 "," 	2,952 "," 	5,256 "," 	8,467 "," 	10,942 "," 	1,811 "," 	2,187 "," 	2,509 "," 	1,131 ", 	945 ," 	1,256 ", 	599 , 	672 , 	831 , 	684 , 	408 , 	683 , 	204 , 	237 , 	725 , 	859 ," 	19,279 "," 	18,985 "," 	22,838 "," 	15,350 "," 	6,171 "," 	4,925 "," 	1,938 "," 	2,188 "," 	2,954 ", 	758 , 	206 , 	568 , 	118 , 	275 , 	640 ," 	1,005 "," 	3,607 "," 	1,277 ", 	249 , 	983 ," 	1,029 ", 	-   , 	-   , 	183 , 	263 ," 	172,096 ",,,,,,,,,,,,,
EP," 	2,344 "," 	2,110 ", 	387 ," 	1,453 "," 	14,481 "," 	1,795 "," 	2,951 "," 	5,714 "," 	6,499 "," 	1,345 "," 	1,127 ", 	978 , 	686 , 	415 , 	516 , 	172 , 	360 , 	590 , 	448 , 	423 , 	482 , 	180 , 	157 , 	721 , 	321 ," 	12,230 "," 	12,081 "," 	12,027 "," 	9,007 "," 	3,036 "," 	1,640 ", 	761 , 	771 ," 	1,130 ", 	125 , 	112 , 	284 , 	90 , 	167 , 	231 , 	319 ," 	2,277 ", 	656 , 	105 , 	834 , 	554 , 	-   , 	-   , 	120 , 	146 ," 	105,358 ",,,,,,,,,,,,,
NB," 	1,592 "," 	1,700 "," 	1,329 ", 	393 ," 	4,145 "," 	1,174 "," 	2,029 "," 	4,952 "," 	4,868 ", 	940 ," 	1,257 ", 	767 , 	644 , 	405 , 	571 , 	180 , 	366 , 	512 , 	400 , 	471 , 	477 , 	179 , 	151 , 	335 , 	307 ," 	12,693 "," 	11,940 "," 	10,021 "," 	9,769 "," 	3,581 "," 	2,273 ", 	777 , 	788 , 	773 , 	152 , 	151 , 	270 , 	70 , 	136 , 	124 , 	203 ," 	2,744 ", 	698 , 	90 , 	918 , 	591 , 	-   , 	-   , 	68 , 	108 ," 	89,082 ",,,,,,,,,,,,,
BK," 	9,697 "," 	16,220 "," 	14,388 "," 	4,455 "," 	1,222 "," 	7,082 "," 	7,371 "," 	10,574 "," 	10,354 "," 	3,837 "," 	5,562 "," 	3,206 "," 	3,622 "," 	2,450 "," 	2,711 "," 	1,426 "," 	2,586 "," 	2,681 "," 	1,959 "," 	2,564 "," 	2,257 "," 	1,189 ", 	920 , 	901 ," 	1,501 "," 	17,417 "," 	16,723 "," 	17,907 "," 	13,133 "," 	6,136 "," 	4,738 "," 	2,601 "," 	2,075 "," 	2,232 ", 	687 ," 	1,114 "," 	2,362 ", 	592 ," 	1,287 ", 	696 , 	768 ," 	4,665 "," 	2,583 ", 	892 ," 	2,077 "," 	3,527 ", 	-   , 	-   , 	577 ," 	1,011 "," 	226,535 ",,,,,,,,,,,,,
AS," 	2,221 "," 	2,754 "," 	1,776 "," 	1,306 "," 	6,409 ", 	436 ," 	2,216 "," 	5,126 "," 	4,989 "," 	1,229 "," 	2,176 "," 	1,302 "," 	1,002 ", 	709 , 	681 , 	457 , 	652 , 	585 , 	518 , 	523 , 	469 , 	159 , 	143 , 	281 , 	549 ," 	12,772 "," 	13,438 "," 	10,407 "," 	9,820 "," 	5,000 "," 	2,584 ", 	761 , 	864 , 	863 , 	176 , 	195 , 	417 , 	101 , 	242 , 	212 , 	314 ," 	1,658 ", 	720 , 	220 , 	730 , 	827 , 	-   , 	-   , 	64 , 	279 ," 	101,332 ",,,,,,,,,,,,,
MA," 	3,786 "," 	5,156 "," 	2,776 "," 	1,974 "," 	7,071 "," 	2,279 "," 	1,249 "," 	4,532 "," 	5,488 "," 	1,349 "," 	3,356 "," 	3,178 "," 	2,447 "," 	1,829 "," 	1,939 ", 	900 ," 	1,547 "," 	1,562 "," 	2,875 "," 	3,116 "," 	3,007 "," 	1,244 ", 	730 ," 	1,595 ", 	971 ," 	22,061 "," 	23,499 "," 	19,841 "," 	18,376 "," 	8,990 "," 	5,079 "," 	1,915 "," 	1,683 "," 	1,886 ", 	681 , 	605 ," 	1,283 ", 	739 ," 	2,759 ", 	463 , 	644 ," 	3,467 "," 	1,379 ", 	457 , 	961 ," 	1,497 ", 	-   , 	-   ," 	1,122 "," 	2,304 "," 	187,647 ",,,,,,,,,,,,,
19," 	3,694 "," 	8,992 "," 	5,877 "," 	5,277 "," 	9,499 "," 	5,237 "," 	4,334 ", 	959 ," 	1,401 ", 	936 ," 	4,689 "," 	3,685 "," 	4,762 "," 	4,239 "," 	3,988 "," 	2,990 "," 	3,888 "," 	4,639 "," 	5,733 "," 	6,865 "," 	5,976 "," 	3,110 "," 	2,327 "," 	3,914 "," 	1,464 "," 	28,277 "," 	29,716 "," 	23,373 "," 	20,504 "," 	9,643 "," 	6,985 "," 	3,318 "," 	2,988 "," 	2,951 "," 	1,551 "," 	1,646 "," 	4,235 "," 	2,370 "," 	3,349 "," 	1,289 "," 	1,314 "," 	3,209 "," 	2,273 "," 	2,035 ", 	919 ," 	4,258 ", 	-   , 	-   ," 	1,143 "," 	2,649 "," 	268,470 ",,,,,,,,,,,,,
12," 	4,184 "," 	11,116 "," 	6,402 "," 	4,986 "," 	8,658 "," 	4,799 "," 	4,898 "," 	1,214 "," 	1,096 ", 	630 ," 	4,508 "," 	5,590 "," 	6,847 "," 	6,535 "," 	5,613 "," 	3,525 "," 	4,464 "," 	5,039 "," 	5,896 "," 	8,732 "," 	6,428 "," 	2,837 "," 	2,266 "," 	3,575 "," 	2,013 "," 	25,562 "," 	25,368 "," 	23,091 "," 	19,481 "," 	7,342 "," 	6,326 "," 	3,606 "," 	3,950 "," 	4,434 "," 	2,438 "," 	2,213 "," 	5,516 "," 	2,521 "," 	4,677 "," 	1,951 "," 	1,819 "," 	3,658 "," 	3,097 "," 	2,924 "," 	1,257 "," 	3,905 ", 	-   , 	-   ," 	1,242 "," 	3,755 "," 	281,984 ",,,,,,,,,,,,,
LM, 	794 ," 	1,742 "," 	1,225 ", 	985 ," 	3,712 "," 	1,311 "," 	1,319 ", 	943 , 	770 , 	528 ," 	3,056 "," 	4,809 "," 	6,188 "," 	5,524 "," 	3,059 "," 	1,749 "," 	2,209 "," 	2,156 ", 	697 , 	502 , 	519 , 	168 , 	167 , 	575 , 	693 ," 	18,443 "," 	19,800 "," 	16,873 "," 	12,545 "," 	5,547 "," 	3,062 "," 	1,329 "," 	1,786 "," 	1,954 ", 	138 ," 	2,488 "," 	3,754 ", 	131 , 	487 , 	237 , 	313 , 	904 , 	287 ," 	2,052 ", 	711 ," 	2,016 ", 	-   , 	-   , 	215 , 	455 ," 	140,927 ",,,,,,,,,,,,,
