Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Dec 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	60 , 	85 , 	36 , 	36 , 	140 , 	79 , 	77 , 	84 , 	137 , 	66 , 	21 , 	163 , 	130 , 	224 , 	146 , 	53 , 	46 , 	63 , 	24 , 	15 , 	24 , 	8 , 	15 , 	31 , 	64 , 	138 , 	174 , 	631 , 	166 , 	105 , 	145 , 	28 , 	36 , 	34 , 	27 , 	28 , 	77 , 	3 , 	27 ," 	3,447 ",,,CM line," 	14,084 "," 	1,200 "," 	4,911 "," 	1,371 "," 	1,102 "," 	1,591 "," 	24,259 "
CL, 	344 , 	144 , 	123 , 	115 , 	375 , 	109 , 	200 , 	104 , 	271 , 	164 , 	247 , 	11 , 	365 , 	314 , 	207 , 	133 , 	192 , 	174 , 	87 , 	150 , 	171 , 	118 , 	109 , 	127 , 	62 , 	297 , 	222 , 	541 , 	265 , 	104 , 	129 , 	95 , 	56 , 	134 , 	77 , 	172 , 	415 , 	46 , 	116 ," 	7,086 ",,,RM line," 	4,897 "," 	1,977 "," 	1,406 "," 	3,481 ", 	539 ," 	1,818 "," 	14,119 "
SL, 	59 , 	61 , 	11 , 	15 , 	59 , 	17 , 	35 , 	55 , 	99 , 	64 , 	131 , 	172 , 	19 , 	114 , 	87 , 	38 , 	34 , 	43 , 	8 , 	8 , 	13 , 	5 , 	5 , 	10 , 	12 , 	107 , 	119 , 	391 , 	89 , 	32 , 	47 , 	17 , 	19 , 	15 , 	16 , 	17 , 	53 , 	4 , 	16 ," 	2,116 ",,,WP line," 	5,529 ", 	890 ," 	1,105 ", 	600 ," 	2,926 ", 	952 ," 	12,003 "
BF, 	15 , 	33 , 	9 , 	13 , 	51 , 	29 , 	45 , 	63 , 	137 , 	114 , 	227 , 	188 , 	125 , 	18 , 	121 , 	82 , 	78 , 	100 , 	10 , 	8 , 	7 , 	2 , 	2 , 	13 , 	32 , 	68 , 	94 , 	307 , 	74 , 	23 , 	34 , 	15 , 	14 , 	24 , 	12 , 	34 , 	103 , 	2 , 	12 ," 	2,338 ",,,FT/ED line," 	7,836 "," 	2,907 "," 	1,873 "," 	2,731 "," 	1,494 "," 	8,739 "," 	25,580 "
HY, 	21 , 	30 , 	9 , 	18 , 	40 , 	21 , 	46 , 	42 , 	84 , 	30 , 	134 , 	113 , 	79 , 	133 , 	16 , 	74 , 	92 , 	128 , 	10 , 	5 , 	7 , 	2 , 	1 , 	6 , 	17 , 	50 , 	47 , 	173 , 	47 , 	18 , 	28 , 	5 , 	17 , 	13 , 	16 , 	13 , 	39 , 	2 , 	17 ," 	1,645 ",,,Entries," 	39,173 "," 	12,845 "," 	24,793 "," 	15,055 "," 	12,688 "," 	23,836 "," 	128,391 "
SH, 	17 , 	13 , 	6 , 	6 , 	18 , 	8 , 	16 , 	25 , 	37 , 	24 , 	50 , 	66 , 	40 , 	93 , 	65 , 	16 , 	52 , 	71 , 	9 , 	5 , 	6 , 	2 , 	1 , 	6 , 	9 , 	39 , 	32 , 	144 , 	28 , 	12 , 	21 , 	7 , 	13 , 	12 , 	9 , 	9 , 	26 , 	1 , 	11 ," 	1,025 ",,,,,,,,,,
UC, 	7 , 	16 , 	7 , 	8 , 	51 , 	11 , 	15 , 	58 , 	83 , 	44 , 	42 , 	69 , 	42 , 	87 , 	101 , 	55 , 	21 , 	96 , 	9 , 	8 , 	6 , 	3 , 	1 , 	7 , 	9 , 	75 , 	81 , 	299 , 	58 , 	10 , 	26 , 	8 , 	16 , 	17 , 	10 , 	8 , 	22 , 	3 , 	8 ," 	1,497 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	22 , 	41 , 	26 , 	27 , 	137 , 	26 , 	39 , 	56 , 	107 , 	57 , 	80 , 	147 , 	60 , 	117 , 	160 , 	83 , 	109 , 	47 , 	27 , 	18 , 	12 , 	5 , 	7 , 	19 , 	11 , 	149 , 	141 , 	635 , 	114 , 	28 , 	34 , 	16 , 	17 , 	30 , 	16 , 	14 , 	42 , 	5 , 	21 ," 	2,701 ",,,Dtwn SF," 	1,716 ",,,,,,
CN, 	20 , 	21 , 	9 , 	8 , 	33 , 	10 , 	36 , 	40 , 	69 , 	8 , 	24 , 	48 , 	9 , 	12 , 	14 , 	9 , 	10 , 	18 , 	31 , 	61 , 	279 , 	63 , 	26 , 	30 , 	10 , 	105 , 	93 , 	279 , 	84 , 	27 , 	45 , 	20 , 	20 , 	29 , 	34 , 	3 , 	9 , 	25 , 	196 ," 	1,867 ",,,OAK," 	10,248 ", 	733 ,,,,,
PH, 	12 , 	7 , 	6 , 	9 , 	42 , 	8 , 	23 , 	24 , 	45 , 	8 , 	10 , 	64 , 	6 , 	7 , 	3 , 	5 , 	5 , 	15 , 	63 , 	40 , 	78 , 	25 , 	11 , 	38 , 	3 , 	164 , 	131 , 	444 , 	100 , 	24 , 	25 , 	18 , 	17 , 	26 , 	38 , 	2 , 	7 , 	15 , 	45 ," 	1,611 ",,,CM line," 	28,413 "," 	2,370 "," 	4,911 ",,,,
WC, 	12 , 	22 , 	10 , 	13 , 	41 , 	11 , 	30 , 	27 , 	70 , 	6 , 	17 , 	99 , 	12 , 	5 , 	5 , 	4 , 	7 , 	13 , 	374 , 	94 , 	17 , 	50 , 	15 , 	55 , 	8 , 	159 , 	144 , 	446 , 	116 , 	21 , 	25 , 	17 , 	13 , 	21 , 	31 , 	3 , 	4 , 	37 , 	92 ," 	2,145 ",,,RM line," 	9,992 "," 	3,756 "," 	2,777 "," 	3,481 ",,,
LF, 	3 , 	8 , 	4 , 	3 , 	26 , 	5 , 	13 , 	22 , 	31 , 	3 , 	9 , 	47 , 	3 , 	2 , 	3 , 	1 , 	3 , 	5 , 	74 , 	31 , 	51 , 	21 , 	8 , 	37 , 	2 , 	148 , 	93 , 	334 , 	69 , 	15 , 	13 , 	8 , 	6 , 	8 , 	14 , 	2 , 	2 , 	7 , 	12 ," 	1,145 ",,,WP line," 	11,382 "," 	1,664 "," 	2,207 "," 	1,139 "," 	2,926 ",,
OR, 	6 , 	5 , 	5 , 	5 , 	25 , 	7 , 	11 , 	15 , 	37 , 	5 , 	15 , 	31 , 	4 , 	2 , 	1 , 	1 , 	0 , 	4 , 	27 , 	10 , 	16 , 	10 , 	14 , 	30 , 	2 , 	118 , 	95 , 	315 , 	63 , 	13 , 	15 , 	9 , 	7 , 	9 , 	14 , 	1 , 	2 , 	3 , 	8 , 	964 ,,,FT/ED line," 	16,017 "," 	5,461 "," 	3,463 "," 	4,548 "," 	2,447 "," 	8,739 "," 	128,391 "
RR, 	11 , 	15 , 	9 , 	17 , 	34 , 	8 , 	25 , 	45 , 	62 , 	15 , 	25 , 	66 , 	9 , 	9 , 	7 , 	2 , 	7 , 	9 , 	38 , 	37 , 	60 , 	35 , 	30 , 	21 , 	9 , 	184 , 	252 , 	648 , 	191 , 	65 , 	65 , 	32 , 	19 , 	23 , 	27 , 	4 , 	6 , 	5 , 	19 ," 	2,140 ",,,,,,,,,,
OW, 	34 , 	21 , 	4 , 	6 , 	53 , 	27 , 	32 , 	32 , 	62 , 	8 , 	55 , 	48 , 	16 , 	29 , 	14 , 	7 , 	7 , 	6 , 	7 , 	2 , 	5 , 	2 , 	2 , 	4 , 	4 , 	186 , 	213 , 	698 , 	113 , 	55 , 	56 , 	13 , 	22 , 	9 , 	10 , 	2 , 	14 , 	1 , 	10 ," 	1,889 ",,,,,,,,,,
EM, 	61 , 	153 , 	101 , 	162 , 	266 , 	95 , 	201 , 	123 , 	234 , 	115 , 	150 , 	270 , 	114 , 	86 , 	57 , 	44 , 	88 , 	146 , 	116 , 	191 , 	226 , 	167 , 	135 , 	252 , 	198 , 	47 , 	46 , 	287 , 	59 , 	260 , 	329 , 	170 , 	260 , 	167 , 	122 , 	90 , 	294 , 	51 , 	117 ," 	6,045 ",,,,,,,,,,
MT, 	121 , 	201 , 	147 , 	196 , 	281 , 	108 , 	243 , 	139 , 	247 , 	131 , 	215 , 	186 , 	134 , 	108 , 	47 , 	42 , 	99 , 	136 , 	96 , 	137 , 	169 , 	102 , 	96 , 	225 , 	213 , 	78 , 	36 , 	107 , 	55 , 	435 , 	518 , 	398 ," 	1,093 ", 	218 , 	171 , 	63 , 	195 , 	36 , 	85 ," 	7,308 ",,,,,,,,,,
PL, 	167 , 	546 , 	334 , 	392 , 	743 , 	287 , 	552 , 	328 , 	578 , 	373 , 	545 , 	489 , 	336 , 	285 , 	165 , 	119 , 	246 , 	494 , 	263 , 	439 , 	518 , 	336 , 	305 , 	651 , 	726 , 	241 , 	87 , 	142 , 	186 ," 	1,217 "," 	1,800 "," 	1,128 "," 	1,678 "," 	1,114 ", 	808 , 	206 ," 	1,008 ", 	128 , 	279 ," 	20,239 ",,,,,,,,,,
CC, 	54 , 	130 , 	89 , 	142 , 	206 , 	113 , 	194 , 	125 , 	180 , 	111 , 	905 , 	165 , 	84 , 	73 , 	46 , 	32 , 	64 , 	115 , 	75 , 	99 , 	113 , 	88 , 	66 , 	193 , 	130 , 	45 , 	50 , 	194 , 	58 , 	447 , 	596 , 	271 , 	623 , 	259 , 	249 , 	51 , 	191 , 	33 , 	69 ," 	6,720 ",,,,,,,,,,
16, 	57 , 	48 , 	24 , 	53 , 	104 , 	61 , 	93 , 	59 , 	74 , 	41 , 	93 , 	81 , 	26 , 	21 , 	19 , 	13 , 	13 , 	28 , 	26 , 	17 , 	23 , 	17 , 	11 , 	81 , 	62 , 	200 , 	294 ," 	1,302 ", 	496 , 	48 , 	220 , 	144 , 	329 , 	147 , 	121 , 	9 , 	33 , 	4 , 	27 ," 	4,513 ",,,,,,,,,,
24, 	98 , 	88 , 	32 , 	53 , 	82 , 	60 , 	86 , 	61 , 	75 , 	42 , 	132 , 	99 , 	48 , 	34 , 	32 , 	22 , 	21 , 	24 , 	47 , 	24 , 	25 , 	15 , 	10 , 	71 , 	69 , 	242 , 	376 ," 	1,846 ", 	635 , 	188 , 	60 , 	175 , 	357 , 	228 , 	206 , 	6 , 	33 , 	9 , 	73 ," 	5,785 ",,,,,,,,,,
GP, 	16 , 	24 , 	14 , 	23 , 	42 , 	12 , 	26 , 	21 , 	40 , 	22 , 	26 , 	62 , 	17 , 	14 , 	7 , 	6 , 	7 , 	12 , 	24 , 	18 , 	16 , 	9 , 	9 , 	28 , 	16 , 	139 , 	246 ," 	1,326 ", 	223 , 	150 , 	146 , 	48 , 	69 , 	42 , 	66 , 	5 , 	14 , 	6 , 	27 ," 	3,016 ",,,,,,,,,,
BP, 	21 , 	45 , 	10 , 	21 , 	34 , 	14 , 	24 , 	21 , 	45 , 	25 , 	41 , 	42 , 	22 , 	23 , 	9 , 	10 , 	15 , 	18 , 	23 , 	16 , 	9 , 	7 , 	6 , 	18 , 	20 , 	202 , 	378 ," 	2,470 ", 	555 , 	334 , 	364 , 	67 , 	49 , 	57 , 	106 , 	5 , 	18 , 	9 , 	32 ," 	5,186 ",,,,,,,,,,
DC, 	22 , 	42 , 	16 , 	17 , 	59 , 	15 , 	28 , 	25 , 	54 , 	24 , 	40 , 	62 , 	20 , 	20 , 	15 , 	8 , 	14 , 	28 , 	26 , 	23 , 	23 , 	10 , 	9 , 	19 , 	21 , 	123 , 	211 ," 	1,210 ", 	233 , 	152 , 	230 , 	42 , 	69 , 	23 , 	55 , 	8 , 	32 , 	7 , 	35 ," 	3,067 ",,,,,,,,,,
CM, 	24 , 	41 , 	19 , 	17 , 	52 , 	13 , 	26 , 	24 , 	54 , 	12 , 	23 , 	52 , 	12 , 	14 , 	12 , 	6 , 	10 , 	15 , 	38 , 	36 , 	30 , 	12 , 	11 , 	26 , 	11 , 	120 , 	171 , 	839 , 	247 , 	136 , 	216 , 	69 , 	122 , 	51 , 	25 , 	8 , 	35 , 	9 , 	54 ," 	2,692 ",,,,,,,,,,
CV, 	7 , 	5 , 	4 , 	1 , 	17 , 	5 , 	7 , 	15 , 	17 , 	31 , 	38 , 	63 , 	21 , 	50 , 	16 , 	7 , 	8 , 	14 , 	2 , 	1 , 	2 , 	1 , 	1 , 	2 , 	3 , 	81 , 	60 , 	228 , 	50 , 	10 , 	8 , 	4 , 	10 , 	9 , 	9 , 	9 , 	58 , 	2 , 	3 , 	882 ,,,,,,,,,,
ED, 	11 , 	17 , 	8 , 	7 , 	36 , 	11 , 	17 , 	25 , 	47 , 	40 , 	78 , 	277 , 	60 , 	115 , 	42 , 	25 , 	24 , 	38 , 	6 , 	3 , 	6 , 	2 , 	1 , 	8 , 	12 , 	291 , 	174 ," 	1,005 ", 	151 , 	26 , 	35 , 	23 , 	21 , 	43 , 	37 , 	61 , 	57 , 	1 , 	5 ," 	2,845 ",,,,,,,,,,
NC, 	2 , 	3 , 	1 , 	2 , 	7 , 	1 , 	7 , 	9 , 	11 , 	2 , 	4 , 	14 , 	2 , 	2 , 	3 , 	1 , 	3 , 	5 , 	26 , 	13 , 	23 , 	6 , 	2 , 	6 , 	1 , 	36 , 	32 , 	123 , 	24 , 	6 , 	7 , 	4 , 	6 , 	9 , 	12 , 	1 , 	2 , 	9 , 	36 , 	460 ,,,,,,,,,,
WP, 	22 , 	22 , 	4 , 	6 , 	32 , 	9 , 	47 , 	29 , 	63 , 	5 , 	30 , 	61 , 	15 , 	15 , 	17 , 	12 , 	10 , 	18 , 	196 , 	55 , 	80 , 	9 , 	11 , 	25 , 	13 , 	106 , 	76 , 	289 , 	71 , 	37 , 	70 , 	22 , 	37 , 	35 , 	49 , 	2 , 	9 , 	36 , 	29 ," 	1,673 ",,,,,,,,,,
Entries," 	2,023 "," 	2,831 "," 	1,739 "," 	1,835 "," 	4,786 "," 	1,841 "," 	2,824 "," 	2,258 "," 	3,919 "," 	1,821 "," 	4,172 "," 	4,137 "," 	2,274 "," 	2,529 "," 	1,809 "," 	1,100 "," 	1,573 "," 	2,311 "," 	1,992 "," 	1,722 "," 	2,236 "," 	1,235 "," 	1,021 "," 	2,251 "," 	2,024 "," 	5,117 "," 	5,649 "," 	22,356 "," 	6,050 "," 	4,654 "," 	6,021 "," 	3,115 "," 	5,269 "," 	3,089 "," 	2,646 ", 	931 ," 	3,000 ", 	550 ," 	1,682 "," 	128,391 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
