Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,May 08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	88 , 	85 , 	49 , 	202 , 	81 , 	77 , 	44 , 	74 , 	18 , 	75 , 	66 , 	20 , 	30 , 	32 , 	11 , 	9 , 	12 , 	20 , 	9 , 	10 , 	5 , 	6 , 	9 , 	19 , 	116 , 	82 , 	252 , 	113 , 	81 , 	110 , 	22 , 	41 , 	30 , 	8 , 	2 , 	14 , 	2 , 	29 , 	11 , 	5 , 	16 , 	10 ," 	2,001 ",,,Eastbay," 	40,260 ",,SF CBD," 	111,167 ",61.4%,,,
EN, 	110 , 	14 , 	87 , 	61 , 	399 , 	130 , 	134 , 	65 , 	161 , 	33 , 	122 , 	143 , 	33 , 	46 , 	50 , 	12 , 	20 , 	43 , 	23 , 	19 , 	20 , 	7 , 	8 , 	18 , 	30 , 	303 , 	203 , 	661 , 	185 , 	90 , 	125 , 	36 , 	68 , 	65 , 	19 , 	8 , 	19 , 	4 , 	35 , 	13 , 	13 , 	49 , 	20 ," 	3,702 ",,,Westbay," 	59,927 ",,non-CBD," 	64,905 ",35.9%,,,
EP, 	95 , 	82 , 	6 , 	42 , 	382 , 	77 , 	64 , 	43 , 	98 , 	31 , 	39 , 	72 , 	16 , 	19 , 	18 , 	6 , 	10 , 	21 , 	14 , 	8 , 	15 , 	9 , 	4 , 	22 , 	12 , 	183 , 	107 , 	339 , 	133 , 	46 , 	46 , 	16 , 	21 , 	16 , 	4 , 	7 , 	11 , 	2 , 	13 , 	2 , 	2 , 	38 , 	15 ," 	2,206 ",,,Transbay," 	80,852 ",,,,,,,
NB, 	55 , 	56 , 	49 , 	4 , 	121 , 	51 , 	61 , 	46 , 	88 , 	26 , 	64 , 	80 , 	14 , 	25 , 	16 , 	5 , 	7 , 	16 , 	12 , 	7 , 	16 , 	8 , 	8 , 	13 , 	7 , 	245 , 	163 , 	372 , 	199 , 	111 , 	79 , 	25 , 	15 , 	14 , 	3 , 	4 , 	14 , 	2 , 	12 , 	2 , 	5 , 	50 , 	14 ," 	2,181 ",,,,,,,,,,,
BK, 	214 , 	397 , 	371 , 	132 , 	19 , 	247 , 	267 , 	198 , 	279 , 	120 , 	180 , 	207 , 	74 , 	112 , 	118 , 	23 , 	53 , 	168 , 	52 , 	72 , 	84 , 	47 , 	37 , 	49 , 	47 , 	463 , 	321 ," 	1,082 ", 	506 , 	215 , 	213 , 	75 , 	56 , 	104 , 	10 , 	29 , 	83 , 	16 , 	34 , 	10 , 	13 , 	118 , 	80 ," 	6,997 ",,,,,,,,,,,
AS, 	82 , 	128 , 	69 , 	54 , 	213 , 	7 , 	87 , 	82 , 	114 , 	39 , 	106 , 	109 , 	26 , 	44 , 	36 , 	9 , 	14 , 	27 , 	15 , 	10 , 	16 , 	8 , 	7 , 	18 , 	41 , 	176 , 	147 , 	329 , 	226 , 	144 , 	93 , 	20 , 	19 , 	23 , 	3 , 	8 , 	16 , 	3 , 	19 , 	2 , 	5 , 	30 , 	15 ," 	2,641 ",,,,,,,,,,,
MA, 	80 , 	115 , 	75 , 	55 , 	235 , 	93 , 	9 , 	55 , 	101 , 	29 , 	122 , 	149 , 	45 , 	73 , 	55 , 	19 , 	12 , 	30 , 	42 , 	30 , 	47 , 	18 , 	21 , 	36 , 	45 , 	338 , 	229 , 	675 , 	323 , 	199 , 	153 , 	35 , 	38 , 	34 , 	7 , 	10 , 	28 , 	10 , 	71 , 	5 , 	10 , 	44 , 	14 ," 	3,814 ",,,,,,,,,,,
19, 	42 , 	69 , 	45 , 	52 , 	179 , 	76 , 	54 , 	8 , 	21 , 	12 , 	63 , 	71 , 	37 , 	60 , 	44 , 	12 , 	14 , 	38 , 	39 , 	26 , 	42 , 	19 , 	15 , 	45 , 	32 , 	150 , 	130 , 	299 , 	190 , 	97 , 	72 , 	25 , 	20 , 	31 , 	7 , 	6 , 	26 , 	6 , 	33 , 	7 , 	6 , 	15 , 	14 ," 	2,248 ",,,,,,,,,,,
12, 	76 , 	156 , 	88 , 	80 , 	255 , 	123 , 	89 , 	19 , 	9 , 	13 , 	111 , 	160 , 	106 , 	129 , 	99 , 	26 , 	34 , 	69 , 	60 , 	57 , 	63 , 	33 , 	36 , 	61 , 	61 , 	270 , 	215 , 	635 , 	265 , 	104 , 	87 , 	38 , 	61 , 	55 , 	17 , 	11 , 	40 , 	11 , 	66 , 	10 , 	9 , 	53 , 	20 ," 	3,980 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	16 , 	33 , 	27 , 	26 , 	111 , 	40 , 	28 , 	16 , 	14 , 	7 , 	69 , 	137 , 	109 , 	139 , 	64 , 	24 , 	40 , 	60 , 	10 , 	11 , 	12 , 	6 , 	5 , 	15 , 	23 , 	245 , 	181 , 	588 , 	209 , 	112 , 	92 , 	23 , 	35 , 	33 , 	5 , 	59 , 	71 , 	4 , 	9 , 	6 , 	5 , 	17 , 	22 ," 	2,755 ",,,Dtwn SF," 	2,549 "," 	6,906 "," 	18,506 "," 	7,118 "," 	7,975 "," 	9,895 "," 	5,111 "," 	58,062 "
FV, 	88 , 	109 , 	45 , 	62 , 	182 , 	115 , 	113 , 	62 , 	112 , 	66 , 	15 , 	191 , 	173 , 	266 , 	170 , 	50 , 	40 , 	86 , 	30 , 	17 , 	33 , 	14 , 	20 , 	30 , 	107 , 	283 , 	207 , 	661 , 	303 , 	151 , 	148 , 	37 , 	60 , 	50 , 	14 , 	47 , 	116 , 	7 , 	57 , 	10 , 	12 , 	33 , 	24 ," 	4,419 ",,,OAK," 	6,656 ", 	809 ," 	1,704 "," 	2,303 "," 	1,025 "," 	2,760 ", 	302 ," 	15,559 "
CL, 	64 , 	146 , 	74 , 	87 , 	249 , 	114 , 	158 , 	99 , 	171 , 	125 , 	176 , 	9 , 	137 , 	224 , 	150 , 	82 , 	94 , 	247 , 	74 , 	162 , 	106 , 	75 , 	34 , 	81 , 	69 , 	314 , 	213 , 	560 , 	274 , 	97 , 	115 , 	47 , 	47 , 	55 , 	20 , 	93 , 	459 , 	35 , 	98 , 	12 , 	17 , 	29 , 	41 ," 	5,532 ",,,CM line," 	18,048 "," 	1,802 "," 	6,515 "," 	2,050 "," 	1,281 "," 	1,957 "," 	1,975 "," 	33,629 "
SL, 	22 , 	36 , 	17 , 	17 , 	67 , 	26 , 	49 , 	54 , 	108 , 	116 , 	161 , 	146 , 	7 , 	115 , 	101 , 	34 , 	28 , 	46 , 	21 , 	7 , 	12 , 	4 , 	5 , 	14 , 	27 , 	197 , 	134 , 	368 , 	118 , 	46 , 	49 , 	16 , 	28 , 	23 , 	7 , 	32 , 	48 , 	2 , 	24 , 	5 , 	10 , 	23 , 	14 ," 	2,382 ",,,RM line," 	6,907 "," 	2,406 "," 	2,066 "," 	4,266 ", 	875 ," 	2,670 ", 	538 ," 	19,728 "
BF, 	29 , 	39 , 	17 , 	24 , 	105 , 	41 , 	80 , 	71 , 	146 , 	108 , 	271 , 	236 , 	120 , 	10 , 	176 , 	86 , 	62 , 	132 , 	25 , 	8 , 	10 , 	4 , 	5 , 	11 , 	32 , 	195 , 	128 , 	397 , 	121 , 	38 , 	44 , 	18 , 	25 , 	30 , 	8 , 	66 , 	174 , 	4 , 	27 , 	8 , 	6 , 	18 , 	6 ," 	3,161 ",,,WP line," 	7,475 "," 	1,095 "," 	1,296 ", 	951 ," 	3,275 "," 	1,392 ", 	646 ," 	16,129 "
HY, 	32 , 	48 , 	22 , 	16 , 	149 , 	41 , 	63 , 	57 , 	102 , 	59 , 	171 , 	159 , 	114 , 	210 , 	14 , 	77 , 	74 , 	125 , 	21 , 	13 , 	13 , 	3 , 	4 , 	13 , 	31 , 	200 , 	96 , 	325 , 	97 , 	45 , 	45 , 	14 , 	28 , 	34 , 	10 , 	25 , 	65 , 	4 , 	28 , 	6 , 	8 , 	24 , 	9 ," 	2,693 ",,,FT/ED line," 	9,613 "," 	2,904 "," 	1,963 "," 	2,818 "," 	1,420 "," 	9,293 ", 	614 ," 	28,624 "
SH, 	10 , 	16 , 	5 , 	3 , 	28 , 	10 , 	22 , 	12 , 	27 , 	23 , 	49 , 	76 , 	39 , 	90 , 	83 , 	6 , 	41 , 	92 , 	8 , 	3 , 	4 , 	1 , 	1 , 	3 , 	4 , 	46 , 	31 , 	133 , 	45 , 	21 , 	26 , 	7 , 	10 , 	14 , 	4 , 	13 , 	27 , 	3 , 	12 , 	5 , 	4 , 	8 , 	4 ," 	1,071 ",,,SFIA," 	4,406 ", 	334 ," 	1,923 ", 	569 , 	610 , 	573 , 	892 ," 	9,308 "
UC, 	6 , 	18 , 	8 , 	6 , 	56 , 	13 , 	15 , 	15 , 	40 , 	38 , 	41 , 	97 , 	32 , 	68 , 	72 , 	43 , 	4 , 	77 , 	9 , 	6 , 	6 , 	3 , 	2 , 	4 , 	8 , 	82 , 	61 , 	189 , 	56 , 	19 , 	17 , 	7 , 	11 , 	19 , 	10 , 	10 , 	26 , 	3 , 	16 , 	4 , 	4 , 	18 , 	3 ," 	1,244 ",,,Entries," 	55,654 "," 	16,255 "," 	33,974 "," 	20,074 "," 	16,461 "," 	28,541 "," 	10,079 "," 	181,039 "
FM, 	12 , 	47 , 	23 , 	15 , 	201 , 	28 , 	37 , 	42 , 	77 , 	50 , 	89 , 	240 , 	43 , 	129 , 	126 , 	92 , 	87 , 	25 , 	22 , 	21 , 	10 , 	5 , 	4 , 	17 , 	15 , 	212 , 	120 , 	456 , 	115 , 	40 , 	25 , 	14 , 	19 , 	32 , 	6 , 	17 , 	50 , 	3 , 	20 , 	7 , 	4 , 	39 , 	7 ," 	2,644 ",,,,,,,,,,,
CN, 	22 , 	31 , 	13 , 	15 , 	57 , 	16 , 	47 , 	40 , 	66 , 	12 , 	30 , 	70 , 	18 , 	25 , 	20 , 	8 , 	7 , 	18 , 	10 , 	60 , 	235 , 	75 , 	35 , 	46 , 	8 , 	241 , 	106 , 	271 , 	90 , 	33 , 	49 , 	25 , 	24 , 	40 , 	10 , 	7 , 	12 , 	29 , 	239 , 	10 , 	11 , 	56 , 	10 ," 	2,247 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	7 , 	15 , 	7 , 	9 , 	69 , 	10 , 	30 , 	26 , 	53 , 	9 , 	17 , 	157 , 	8 , 	6 , 	11 , 	3 , 	4 , 	13 , 	63 , 	11 , 	84 , 	27 , 	21 , 	61 , 	3 , 	435 , 	162 , 	359 , 	143 , 	31 , 	27 , 	19 , 	15 , 	27 , 	9 , 	3 , 	6 , 	12 , 	65 , 	5 , 	4 , 	83 , 	10 ," 	2,141 ",,,Dtwn SF," 	2,549 ",,,,,,,
WC, 	13 , 	21 , 	16 , 	17 , 	97 , 	15 , 	43 , 	41 , 	75 , 	12 , 	31 , 	106 , 	10 , 	11 , 	11 , 	4 , 	5 , 	12 , 	286 , 	101 , 	12 , 	55 , 	39 , 	99 , 	7 , 	512 , 	229 , 	473 , 	202 , 	42 , 	36 , 	24 , 	21 , 	38 , 	8 , 	4 , 	6 , 	28 , 	97 , 	7 , 	12 , 	85 , 	20 ," 	2,982 ",,,OAK," 	13,562 ", 	809 ,,,,,,
LF, 	7 , 	7 , 	7 , 	8 , 	52 , 	12 , 	17 , 	17 , 	33 , 	4 , 	19 , 	75 , 	5 , 	5 , 	5 , 	2 , 	2 , 	3 , 	96 , 	30 , 	60 , 	8 , 	13 , 	50 , 	2 , 	347 , 	133 , 	261 , 	104 , 	29 , 	18 , 	10 , 	7 , 	12 , 	2 , 	1 , 	2 , 	7 , 	25 , 	1 , 	3 , 	43 , 	7 ," 	1,550 ",,,CM line," 	36,554 "," 	3,506 "," 	6,515 ",,,,,
OR, 	5 , 	8 , 	5 , 	6 , 	44 , 	11 , 	19 , 	12 , 	37 , 	4 , 	21 , 	34 , 	5 , 	2 , 	1 , 	2 , 	2 , 	2 , 	33 , 	21 , 	37 , 	11 , 	9 , 	48 , 	3 , 	235 , 	108 , 	233 , 	79 , 	24 , 	21 , 	8 , 	7 , 	13 , 	4 , 	1 , 	3 , 	3 , 	10 , 	1 , 	2 , 	35 , 	6 ," 	1,175 ",,,RM line," 	14,026 "," 	4,708 "," 	4,116 "," 	4,266 ",,,,
RR, 	13 , 	20 , 	28 , 	18 , 	54 , 	19 , 	37 , 	51 , 	65 , 	13 , 	29 , 	79 , 	13 , 	13 , 	14 , 	4 , 	4 , 	13 , 	45 , 	57 , 	90 , 	50 , 	42 , 	11 , 	16 , 	410 , 	269 , 	591 , 	293 , 	151 , 	98 , 	30 , 	18 , 	23 , 	3 , 	4 , 	6 , 	8 , 	24 , 	3 , 	4 , 	70 , 	15 ," 	2,818 ",,,WP line," 	15,450 "," 	2,119 "," 	2,577 "," 	1,826 "," 	3,275 ",,,
OW, 	21 , 	29 , 	10 , 	8 , 	50 , 	38 , 	47 , 	32 , 	63 , 	16 , 	88 , 	66 , 	25 , 	33 , 	28 , 	6 , 	6 , 	15 , 	8 , 	3 , 	9 , 	2 , 	3 , 	17 , 	6 , 	415 , 	301 , 	754 , 	245 , 	126 , 	108 , 	24 , 	31 , 	30 , 	5 , 	7 , 	17 , 	5 , 	20 , 	3 , 	6 , 	27 , 	8 ," 	2,761 ",,,FT/ED line," 	19,508 "," 	5,664 "," 	3,920 "," 	5,488 "," 	2,812 "," 	9,293 ",,
EM, 	125 , 	358 , 	230 , 	335 , 	584 , 	224 , 	427 , 	211 , 	309 , 	262 , 	323 , 	357 , 	233 , 	242 , 	268 , 	60 , 	100 , 	247 , 	299 , 	520 , 	634 , 	450 , 	305 , 	519 , 	492 , 	73 , 	53 , 	391 , 	202 , 	521 , 	673 , 	404 , 	504 , 	367 , 	130 , 	225 ," 	1,060 ", 	164 , 	289 , 	107 , 	106 , 	421 , 	291 ," 	14,092 ",,,SFIA," 	9,518 ", 	637 ," 	3,898 "," 	1,107 "," 	1,256 "," 	1,187 ", 	892 ," 	181,039 "
MT, 	87 , 	219 , 	135 , 	186 , 	370 , 	171 , 	274 , 	178 , 	280 , 	213 , 	244 , 	223 , 	156 , 	153 , 	114 , 	40 , 	67 , 	145 , 	111 , 	174 , 	222 , 	118 , 	102 , 	284 , 	311 , 	47 , 	29 , 	98 , 	107 , 	545 , 	665 , 	534 ," 	1,543 ", 	314 , 	132 , 	93 , 	298 , 	43 , 	132 , 	93 , 	75 , 	335 , 	160 ," 	9,820 ",,,,,,,,,,,
PL, 	234 , 	569 , 	312 , 	375 ," 	1,056 ", 	356 , 	634 , 	316 , 	577 , 	502 , 	578 , 	574 , 	337 , 	353 , 	303 , 	110 , 	161 , 	396 , 	231 , 	362 , 	497 , 	266 , 	223 , 	596 , 	765 , 	423 , 	92 , 	129 , 	300 ," 	1,665 "," 	2,169 "," 	1,208 "," 	2,260 "," 	1,094 ", 	362 , 	212 , 	890 , 	114 , 	320 , 	286 , 	277 ," 	1,417 ", 	643 ," 	24,541 ",,,,,,,,,,,
CC, 	87 , 	160 , 	121 , 	186 , 	434 , 	206 , 	314 , 	183 , 	221 , 	185 , 	265 , 	242 , 	106 , 	114 , 	99 , 	37 , 	46 , 	114 , 	91 , 	138 , 	187 , 	111 , 	80 , 	268 , 	253 , 	165 , 	100 , 	272 , 	67 , 	804 , 	888 , 	401 , 	804 , 	347 , 	173 , 	72 , 	241 , 	25 , 	99 , 	101 , 	126 , 	438 , 	236 ," 	9,608 ",,,,,,,,,,,
16, 	77 , 	90 , 	50 , 	110 , 	223 , 	151 , 	215 , 	118 , 	114 , 	100 , 	150 , 	104 , 	50 , 	41 , 	44 , 	23 , 	20 , 	35 , 	35 , 	33 , 	45 , 	30 , 	26 , 	161 , 	134 , 	452 , 	377 ," 	1,878 ", 	902 , 	49 , 	366 , 	301 , 	590 , 	201 , 	98 , 	25 , 	69 , 	9 , 	47 , 	58 , 	81 , 	137 , 	131 ," 	7,948 ",,,,,,,,,,,
24, 	93 , 	123 , 	43 , 	93 , 	209 , 	104 , 	160 , 	80 , 	93 , 	78 , 	158 , 	94 , 	46 , 	45 , 	41 , 	20 , 	17 , 	28 , 	45 , 	30 , 	37 , 	18 , 	21 , 	100 , 	118 , 	548 , 	435 ," 	2,301 ", 	985 , 	333 , 	62 , 	255 , 	599 , 	268 , 	135 , 	16 , 	48 , 	14 , 	66 , 	78 , 	135 , 	120 , 	139 ," 	8,430 ",,,,,,,,,,,
GP, 	16 , 	37 , 	15 , 	23 , 	78 , 	16 , 	37 , 	26 , 	45 , 	20 , 	31 , 	43 , 	15 , 	17 , 	14 , 	10 , 	9 , 	7 , 	23 , 	18 , 	20 , 	9 , 	9 , 	31 , 	30 , 	343 , 	281 ," 	1,472 ", 	347 , 	277 , 	241 , 	30 , 	108 , 	59 , 	46 , 	7 , 	28 , 	5 , 	27 , 	20 , 	51 , 	80 , 	55 ," 	4,075 ",,,,,,,,,,,
BP, 	33 , 	57 , 	20 , 	13 , 	62 , 	25 , 	41 , 	23 , 	53 , 	35 , 	62 , 	48 , 	27 , 	25 , 	24 , 	13 , 	13 , 	19 , 	23 , 	18 , 	21 , 	8 , 	9 , 	22 , 	33 , 	449 , 	456 ," 	3,200 ", 	697 , 	540 , 	552 , 	122 , 	51 , 	91 , 	81 , 	12 , 	35 , 	7 , 	40 , 	45 , 	108 , 	94 , 	76 ," 	7,383 ",,,,,,,,,,,
DC, 	25 , 	57 , 	20 , 	16 , 	108 , 	21 , 	39 , 	38 , 	60 , 	34 , 	55 , 	63 , 	24 , 	32 , 	25 , 	12 , 	23 , 	34 , 	40 , 	32 , 	38 , 	13 , 	16 , 	21 , 	32 , 	323 , 	243 ," 	1,231 ", 	326 , 	206 , 	246 , 	62 , 	101 , 	13 , 	41 , 	10 , 	51 , 	16 , 	43 , 	30 , 	95 , 	163 , 	95 ," 	4,173 ",,,,,,,,,,,
CM, 	8 , 	17 , 	4 , 	4 , 	11 , 	3 , 	9 , 	6 , 	17 , 	6 , 	13 , 	17 , 	7 , 	13 , 	11 , 	2 , 	7 , 	4 , 	10 , 	7 , 	9 , 	1 , 	4 , 	5 , 	7 , 	120 , 	89 , 	428 , 	164 , 	92 , 	114 , 	44 , 	88 , 	45 , 	7 , 	2 , 	16 , 	1 , 	23 , 	10 , 	36 , 	98 , 	41 ," 	1,619 ",,,,,,,,,,,
CV, 	2 , 	7 , 	6 , 	4 , 	31 , 	9 , 	12 , 	7 , 	13 , 	55 , 	53 , 	91 , 	35 , 	70 , 	22 , 	11 , 	7 , 	20 , 	7 , 	2 , 	3 , 	1 , 	1 , 	6 , 	7 , 	174 , 	92 , 	212 , 	72 , 	19 , 	21 , 	8 , 	10 , 	12 , 	3 , 	5 , 	86 , 	1 , 	4 , 	3 , 	4 , 	14 , 	3 ," 	1,227 ",,,,,,,,,,,
ED, 	17 , 	23 , 	16 , 	10 , 	86 , 	20 , 	28 , 	32 , 	46 , 	76 , 	115 , 	451 , 	56 , 	184 , 	70 , 	34 , 	24 , 	50 , 	11 , 	8 , 	6 , 	3 , 	3 , 	10 , 	19 , 	901 , 	297 , 	902 , 	224 , 	59 , 	56 , 	24 , 	32 , 	55 , 	14 , 	98 , 	15 , 	1 , 	8 , 	13 , 	11 , 	125 , 	23 ," 	4,252 ",,,,,,,,,,,
NC, 	3 , 	4 , 	1 , 	2 , 	17 , 	3 , 	11 , 	7 , 	16 , 	4 , 	4 , 	37 , 	3 , 	3 , 	5 , 	3 , 	3 , 	4 , 	31 , 	13 , 	23 , 	6 , 	5 , 	10 , 	3 , 	127 , 	54 , 	115 , 	34 , 	9 , 	12 , 	6 , 	7 , 	12 , 	2 , 	0 , 	2 , 	2 , 	34 , 	4 , 	5 , 	23 , 	5 , 	677 ,,,,,,,,,,,
WP, 	32 , 	40 , 	10 , 	11 , 	36 , 	22 , 	96 , 	36 , 	78 , 	9 , 	54 , 	106 , 	22 , 	35 , 	32 , 	17 , 	13 , 	21 , 	267 , 	76 , 	97 , 	24 , 	17 , 	28 , 	31 , 	266 , 	119 , 	345 , 	127 , 	48 , 	82 , 	33 , 	48 , 	55 , 	26 , 	4 , 	10 , 	46 , 	16 , 	15 , 	13 , 	54 , 	21 ," 	2,538 ",,,,,,,,,,,
SS, 	7 , 	12 , 	3 , 	3 , 	12 , 	2 , 	5 , 	6 , 	11 , 	4 , 	10 , 	14 , 	7 , 	8 , 	6 , 	2 , 	4 , 	8 , 	9 , 	5 , 	10 , 	2 , 	3 , 	3 , 	4 , 	91 , 	74 , 	313 , 	98 , 	54 , 	75 , 	25 , 	51 , 	40 , 	10 , 	3 , 	15 , 	3 , 	12 , 	5 , 	26 , 	31 , 	19 ," 	1,106 ",,,,,,,,,,,
SB, 	8 , 	14 , 	3 , 	2 , 	17 , 	4 , 	12 , 	8 , 	15 , 	7 , 	18 , 	20 , 	12 , 	8 , 	7 , 	3 , 	5 , 	3 , 	11 , 	7 , 	8 , 	2 , 	2 , 	4 , 	8 , 	89 , 	60 , 	302 , 	139 , 	82 , 	142 , 	50 , 	111 , 	99 , 	38 , 	3 , 	10 , 	5 , 	13 , 	29 , 	3 , 	62 , 	29 ," 	1,473 ",,,,,,,,,,,
SO, 	21 , 	37 , 	34 , 	52 , 	124 , 	36 , 	51 , 	26 , 	46 , 	20 , 	29 , 	35 , 	15 , 	16 , 	12 , 	6 , 	10 , 	32 , 	48 , 	73 , 	83 , 	43 , 	35 , 	75 , 	32 , 	331 , 	216 ," 	1,103 ", 	363 , 	125 , 	122 , 	76 , 	86 , 	132 , 	88 , 	15 , 	103 , 	17 , 	53 , 	31 , 	67 , 	16 , 	258 ," 	4,194 ",,,,,,,,,,,
MB, 	14 , 	23 , 	16 , 	15 , 	96 , 	15 , 	17 , 	13 , 	22 , 	16 , 	22 , 	42 , 	15 , 	7 , 	9 , 	4 , 	3 , 	6 , 	12 , 	12 , 	15 , 	5 , 	6 , 	14 , 	11 , 	247 , 	132 , 	642 , 	207 , 	119 , 	122 , 	49 , 	85 , 	109 , 	33 , 	3 , 	25 , 	5 , 	15 , 	23 , 	33 , 	245 , 	15 ," 	2,536 ",,,,,,,,,,,
