Exit stations,Entry stations->,,SATURDAY,,,Jul 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	65 , 	73 , 	49 , 	203 , 	66 , 	79 , 	54 , 	63 , 	21 , 	90 , 	59 , 	28 , 	28 , 	23 , 	13 , 	14 , 	24 , 	21 , 	11 , 	13 , 	9 , 	4 , 	18 , 	24 , 	113 , 	95 , 	265 , 	113 , 	84 , 	87 , 	24 , 	42 , 	26 , 	9 , 	6 , 	7 , 	2 , 	28 , 	10 , 	11 , 	34 , 	16 , 	5 ," 	2,034 ",,,Eastbay," 	41,464 ",,SF CBD," 	114,485 ",61.2%,,,
EN, 	81 , 	15 , 	76 , 	52 , 	359 , 	119 , 	127 , 	93 , 	137 , 	29 , 	118 , 	135 , 	43 , 	43 , 	41 , 	19 , 	20 , 	50 , 	25 , 	16 , 	22 , 	7 , 	8 , 	22 , 	32 , 	311 , 	202 , 	654 , 	218 , 	93 , 	104 , 	43 , 	64 , 	41 , 	25 , 	8 , 	17 , 	5 , 	34 , 	18 , 	20 , 	56 , 	20 , 	7 ," 	3,625 ",,,Westbay," 	58,249 ",,non-CBD," 	66,490 ",35.6%,,,
EP, 	81 , 	73 , 	7 , 	46 , 	332 , 	74 , 	64 , 	63 , 	81 , 	26 , 	48 , 	63 , 	14 , 	19 , 	13 , 	9 , 	9 , 	30 , 	11 , 	7 , 	21 , 	8 , 	7 , 	26 , 	13 , 	179 , 	134 , 	310 , 	137 , 	62 , 	51 , 	16 , 	14 , 	18 , 	3 , 	6 , 	13 , 	2 , 	9 , 	3 , 	6 , 	43 , 	16 , 	7 ," 	2,167 ",,,Transbay," 	89,894 ",,,,,,,
NB, 	61 , 	61 , 	43 , 	9 , 	103 , 	53 , 	58 , 	68 , 	80 , 	20 , 	57 , 	75 , 	20 , 	18 , 	15 , 	8 , 	14 , 	27 , 	14 , 	18 , 	20 , 	11 , 	6 , 	20 , 	10 , 	244 , 	190 , 	392 , 	215 , 	107 , 	102 , 	19 , 	20 , 	17 , 	4 , 	9 , 	15 , 	5 , 	10 , 	3 , 	5 , 	80 , 	22 , 	5 ," 	2,348 ",,,,,,,,,,,
BK, 	218 , 	358 , 	358 , 	118 , 	35 , 	242 , 	266 , 	313 , 	297 , 	103 , 	165 , 	186 , 	69 , 	79 , 	64 , 	45 , 	58 , 	221 , 	62 , 	48 , 	71 , 	46 , 	31 , 	46 , 	50 , 	753 , 	432 ," 	1,431 ", 	574 , 	289 , 	222 , 	71 , 	56 , 	76 , 	13 , 	29 , 	50 , 	13 , 	34 , 	16 , 	14 , 	151 , 	139 , 	28 ," 	7,932 ",,,,,,,,,,,
AS, 	90 , 	116 , 	77 , 	50 , 	185 , 	12 , 	107 , 	137 , 	113 , 	34 , 	100 , 	97 , 	29 , 	38 , 	35 , 	16 , 	15 , 	43 , 	18 , 	11 , 	18 , 	10 , 	4 , 	18 , 	33 , 	223 , 	160 , 	338 , 	243 , 	179 , 	131 , 	23 , 	21 , 	16 , 	4 , 	6 , 	18 , 	3 , 	20 , 	6 , 	6 , 	42 , 	16 , 	5 ," 	2,862 ",,,,,,,,,,,
MA, 	94 , 	129 , 	64 , 	53 , 	254 , 	103 , 	12 , 	96 , 	101 , 	31 , 	128 , 	159 , 	51 , 	68 , 	60 , 	24 , 	22 , 	44 , 	51 , 	32 , 	44 , 	25 , 	19 , 	60 , 	55 , 	415 , 	281 , 	685 , 	418 , 	260 , 	182 , 	41 , 	42 , 	36 , 	11 , 	12 , 	22 , 	10 , 	89 , 	8 , 	9 , 	85 , 	25 , 	8 ," 	4,416 ",,,,,,,,,,,
19, 	55 , 	81 , 	59 , 	64 , 	254 , 	141 , 	87 , 	14 , 	22 , 	11 , 	73 , 	124 , 	49 , 	72 , 	39 , 	25 , 	26 , 	48 , 	42 , 	37 , 	41 , 	28 , 	22 , 	81 , 	41 , 	263 , 	218 , 	485 , 	326 , 	208 , 	173 , 	43 , 	32 , 	39 , 	7 , 	8 , 	21 , 	13 , 	46 , 	9 , 	9 , 	42 , 	24 , 	5 ," 	3,500 ",,,,,,,,,,,
12, 	61 , 	120 , 	75 , 	67 , 	316 , 	117 , 	107 , 	18 , 	17 , 	9 , 	86 , 	189 , 	76 , 	111 , 	62 , 	41 , 	43 , 	81 , 	68 , 	42 , 	63 , 	33 , 	22 , 	71 , 	66 , 	358 , 	289 , 	700 , 	289 , 	128 , 	113 , 	45 , 	66 , 	56 , 	16 , 	7 , 	24 , 	10 , 	59 , 	9 , 	17 , 	81 , 	34 , 	9 ," 	4,262 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	16 , 	27 , 	26 , 	22 , 	92 , 	34 , 	29 , 	13 , 	16 , 	13 , 	84 , 	143 , 	111 , 	139 , 	58 , 	24 , 	38 , 	65 , 	8 , 	7 , 	17 , 	8 , 	7 , 	18 , 	24 , 	251 , 	227 , 	523 , 	230 , 	135 , 	98 , 	26 , 	38 , 	30 , 	3 , 	54 , 	65 , 	1 , 	12 , 	4 , 	5 , 	20 , 	10 , 	25 ," 	2,791 ",,,Dtwn SF," 	2,395 "," 	8,253 "," 	17,031 "," 	8,085 "," 	7,820 "," 	10,194 "," 	5,838 "," 	59,615 "
FV, 	81 , 	116 , 	49 , 	49 , 	173 , 	94 , 	117 , 	78 , 	92 , 	60 , 	16 , 	198 , 	135 , 	232 , 	148 , 	66 , 	50 , 	91 , 	41 , 	20 , 	29 , 	20 , 	20 , 	34 , 	91 , 	309 , 	236 , 	656 , 	323 , 	165 , 	152 , 	40 , 	56 , 	45 , 	10 , 	50 , 	88 , 	10 , 	52 , 	9 , 	14 , 	43 , 	20 , 	41 ," 	4,413 ",,,OAK," 	7,843 ", 	973 ," 	2,243 "," 	2,491 "," 	1,150 "," 	2,848 ", 	453 ," 	18,001 "
CL, 	66 , 	138 , 	67 , 	72 , 	206 , 	105 , 	163 , 	133 , 	209 , 	125 , 	194 , 	16 , 	147 , 	230 , 	154 , 	85 , 	119 , 	281 , 	87 , 	105 , 	97 , 	47 , 	37 , 	55 , 	90 , 	361 , 	207 , 	582 , 	229 , 	85 , 	96 , 	48 , 	52 , 	45 , 	10 , 	92 , 	374 , 	43 , 	112 , 	16 , 	14 , 	51 , 	26 , 	113 ," 	5,577 ",,,CM line," 	16,339 "," 	2,309 "," 	5,973 "," 	2,144 "," 	1,378 "," 	1,900 "," 	2,366 "," 	32,408 "
SL, 	25 , 	39 , 	17 , 	22 , 	64 , 	34 , 	56 , 	58 , 	83 , 	100 , 	144 , 	143 , 	12 , 	98 , 	94 , 	48 , 	35 , 	49 , 	18 , 	11 , 	13 , 	3 , 	5 , 	10 , 	27 , 	205 , 	142 , 	401 , 	138 , 	52 , 	42 , 	17 , 	27 , 	28 , 	5 , 	29 , 	38 , 	4 , 	28 , 	7 , 	11 , 	25 , 	10 , 	22 ," 	2,435 ",,,RM line," 	7,925 "," 	2,594 "," 	2,173 "," 	3,962 ", 	886 ," 	2,624 ", 	748 ," 	20,912 "
BF, 	24 , 	40 , 	17 , 	22 , 	81 , 	40 , 	79 , 	81 , 	137 , 	125 , 	260 , 	237 , 	99 , 	12 , 	131 , 	78 , 	80 , 	121 , 	19 , 	7 , 	9 , 	4 , 	3 , 	13 , 	33 , 	181 , 	128 , 	411 , 	138 , 	47 , 	51 , 	20 , 	35 , 	26 , 	8 , 	62 , 	102 , 	7 , 	28 , 	7 , 	11 , 	14 , 	10 , 	68 ," 	3,097 ",,,WP line," 	7,593 "," 	1,287 "," 	1,419 ", 	961 ," 	3,187 "," 	1,405 ", 	849 ," 	16,700 "
