Exit stations,Entry stations->,,SUNDAY,,,Sep 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	13 , 	20 , 	19 , 	11 , 	62 , 	15 , 	21 , 	20 , 	19 , 	12 , 	26 , 	24 , 	8 , 	5 , 	7 , 	3 , 	2 , 	5 , 	9 , 	2 , 	6 , 	4 , 	1 , 	5 , 	4 , 	54 , 	31 , 	91 , 	43 , 	32 , 	27 , 	7 , 	12 , 	4 , 	4 , 	3 , 	1 , 	0 , 	3 , 	1 , 	3 , 	19 , 	2 , 	1 , 	8 , 	3 , 	5 , 	7 , 	3 , 	2 , 	682 ,,,,,,,,,,,
PL, 	83 , 	92 , 	48 , 	44 , 	150 , 	41 , 	104 , 	108 , 	135 , 	111 , 	137 , 	102 , 	75 , 	80 , 	33 , 	28 , 	31 , 	31 , 	56 , 	58 , 	48 , 	32 , 	26 , 	94 , 	206 , 	56 , 	9 , 	126 , 	33 , 	219 , 	274 , 	128 , 	244 , 	219 , 	71 , 	32 , 	94 , 	21 , 	48 , 	40 , 	68 , 	250 , 	57 , 	27 , 	23 , 	16 , 	24 , 	30 , 	18 , 	29 ," 	4,104 ",,,,,,,,,,,
CC, 	35 , 	55 , 	33 , 	47 , 	113 , 	53 , 	118 , 	99 , 	109 , 	71 , 	110 , 	73 , 	39 , 	34 , 	24 , 	14 , 	18 , 	25 , 	32 , 	36 , 	47 , 	23 , 	19 , 	83 , 	160 , 	44 , 	17 , 	32 , 	89 , 	84 , 	114 , 	81 , 	96 , 	116 , 	47 , 	23 , 	64 , 	9 , 	21 , 	29 , 	44 , 	158 , 	54 , 	26 , 	22 , 	13 , 	20 , 	26 , 	6 , 	22 ," 	2,723 ",,,,,,,,,,,
16, 	38 , 	33 , 	15 , 	23 , 	64 , 	40 , 	89 , 	82 , 	76 , 	52 , 	46 , 	37 , 	18 , 	16 , 	10 , 	6 , 	8 , 	14 , 	16 , 	18 , 	22 , 	11 , 	16 , 	53 , 	83 , 	105 , 	77 , 	260 , 	82 , 	59 , 	20 , 	50 , 	70 , 	77 , 	32 , 	8 , 	25 , 	3 , 	9 , 	17 , 	33 , 	102 , 	40 , 	7 , 	6 , 	5 , 	5 , 	17 , 	6 , 	13 ," 	2,007 ",,,,,,,,,,,
24, 	29 , 	29 , 	10 , 	22 , 	43 , 	21 , 	50 , 	46 , 	35 , 	44 , 	46 , 	42 , 	15 , 	11 , 	11 , 	4 , 	5 , 	6 , 	17 , 	9 , 	15 , 	7 , 	6 , 	41 , 	56 , 	146 , 	100 , 	325 , 	120 , 	24 , 	64 , 	42 , 	60 , 	69 , 	32 , 	6 , 	15 , 	3 , 	13 , 	26 , 	38 , 	83 , 	27 , 	7 , 	13 , 	3 , 	6 , 	9 , 	1 , 	5 ," 	1,848 ",,,,,,,,,,,
GP, 	6 , 	10 , 	4 , 	5 , 	17 , 	6 , 	15 , 	15 , 	18 , 	9 , 	13 , 	13 , 	3 , 	5 , 	4 , 	1 , 	1 , 	2 , 	6 , 	6 , 	9 , 	3 , 	4 , 	13 , 	17 , 	75 , 	48 , 	161 , 	74 , 	48 , 	46 , 	24 , 	12 , 	12 , 	12 , 	3 , 	10 , 	2 , 	6 , 	7 , 	23 , 	47 , 	13 , 	3 , 	6 , 	1 , 	1 , 	2 , 	1 , 	7 , 	845 ,,,,,,,,,,,
BP, 	11 , 	10 , 	5 , 	5 , 	13 , 	6 , 	11 , 	12 , 	12 , 	16 , 	8 , 	15 , 	8 , 	7 , 	1 , 	1 , 	2 , 	3 , 	9 , 	3 , 	5 , 	1 , 	2 , 	6 , 	15 , 	95 , 	68 , 	315 , 	96 , 	64 , 	56 , 	11 , 	25 , 	11 , 	19 , 	3 , 	6 , 	2 , 	7 , 	8 , 	27 , 	47 , 	14 , 	3 , 	4 , 	2 , 	3 , 	5 , 	2 , 	4 ," 	1,080 ",,,,,,,,,,,
DC, 	6 , 	9 , 	4 , 	6 , 	19 , 	4 , 	9 , 	13 , 	8 , 	11 , 	11 , 	36 , 	10 , 	8 , 	5 , 	2 , 	4 , 	5 , 	6 , 	7 , 	7 , 	2 , 	3 , 	8 , 	14 , 	87 , 	66 , 	285 , 	118 , 	79 , 	77 , 	16 , 	15 , 	34 , 	11 , 	4 , 	21 , 	2 , 	9 , 	11 , 	26 , 	95 , 	26 , 	4 , 	6 , 	5 , 	4 , 	5 , 	4 , 	6 ," 	1,227 ",,,,,,,,,,,
CM, 	4 , 	5 , 	0 , 	2 , 	5 , 	-   , 	3 , 	5 , 	8 , 	1 , 	2 , 	2 , 	0 , 	1 , 	2 , 	2 , 	0 , 	2 , 	3 , 	2 , 	3 , 	1 , 	1 , 	3 , 	6 , 	29 , 	18 , 	91 , 	47 , 	26 , 	31 , 	14 , 	17 , 	16 , 	9 , 	0 , 	1 , 	1 , 	5 , 	1 , 	13 , 	61 , 	10 , 	-   , 	1 , 	1 , 	1 , 	0 , 	1 , 	2 , 	452 ,,,,,,,,,,,
CV, 	3 , 	1 , 	1 , 	1 , 	3 , 	1 , 	1 , 	2 , 	2 , 	16 , 	11 , 	32 , 	12 , 	14 , 	5 , 	3 , 	2 , 	6 , 	1 , 	1 , 	-   , 	1 , 	1 , 	1 , 	3 , 	46 , 	29 , 	38 , 	25 , 	8 , 	5 , 	2 , 	3 , 	4 , 	-   , 	6 , 	14 , 	-   , 	0 , 	1 , 	1 , 	6 , 	1 , 	19 , 	3 , 	1 , 	1 , 	2 , 	1 , 	1 , 	335 ,,,,,,,,,,,
ED, 	1 , 	2 , 	3 , 	4 , 	16 , 	6 , 	5 , 	4 , 	4 , 	32 , 	24 , 	69 , 	24 , 	20 , 	8 , 	3 , 	8 , 	7 , 	3 , 	2 , 	2 , 	1 , 	1 , 	3 , 	8 , 	268 , 	99 , 	121 , 	59 , 	32 , 	16 , 	7 , 	9 , 	17 , 	2 , 	11 , 	25 , 	0 , 	1 , 	0 , 	1 , 	35 , 	2 , 	8 , 	29 , 	3 , 	9 , 	7 , 	1 , 	2 ," 	1,017 ",,,,,,,,,,,
NC, 	1 , 	1 , 	-   , 	0 , 	1 , 	2 , 	3 , 	2 , 	2 , 	-   , 	1 , 	6 , 	1 , 	0 , 	0 , 	1 , 	0 , 	1 , 	10 , 	3 , 	7 , 	2 , 	-   , 	3 , 	1 , 	25 , 	10 , 	20 , 	9 , 	4 , 	1 , 	3 , 	1 , 	2 , 	1 , 	-   , 	0 , 	3 , 	6 , 	0 , 	1 , 	10 , 	1 , 	-   , 	5 , 	-   , 	0 , 	0 , 	2 , 	4 , 	152 ,,,,,,,,,,,
WP, 	4 , 	4 , 	2 , 	0 , 	7 , 	2 , 	12 , 	6 , 	7 , 	2 , 	4 , 	7 , 	2 , 	2 , 	2 , 	1 , 	2 , 	1 , 	34 , 	12 , 	25 , 	7 , 	3 , 	4 , 	3 , 	47 , 	33 , 	62 , 	24 , 	9 , 	10 , 	6 , 	8 , 	6 , 	7 , 	-   , 	1 , 	6 , 	8 , 	2 , 	2 , 	34 , 	3 , 	1 , 	8 , 	2 , 	2 , 	2 , 	4 , 	5 , 	444 ,,,,,,,,,,,
SS, 	2 , 	4 , 	2 , 	1 , 	5 , 	2 , 	2 , 	3 , 	6 , 	2 , 	2 , 	2 , 	2 , 	1 , 	0 , 	1 , 	1 , 	1 , 	5 , 	5 , 	2 , 	0 , 	1 , 	3 , 	3 , 	23 , 	14 , 	47 , 	27 , 	14 , 	19 , 	6 , 	6 , 	13 , 	1 , 	1 , 	1 , 	0 , 	2 , 	6 , 	7 , 	26 , 	3 , 	-   , 	2 , 	1 , 	-   , 	2 , 	0 , 	2 , 	275 ,,,,,,,,,,,
SB, 	4 , 	5 , 	3 , 	1 , 	7 , 	1 , 	3 , 	6 , 	8 , 	2 , 	2 , 	8 , 	5 , 	4 , 	1 , 	2 , 	1 , 	-   , 	5 , 	8 , 	3 , 	1 , 	2 , 	5 , 	8 , 	30 , 	25 , 	95 , 	58 , 	35 , 	40 , 	22 , 	30 , 	31 , 	9 , 	-   , 	2 , 	1 , 	2 , 	9 , 	10 , 	26 , 	6 , 	2 , 	3 , 	-   , 	1 , 	2 , 	1 , 	3 , 	528 ,,,,,,,,,,,
SO, 	9 , 	17 , 	7 , 	11 , 	28 , 	8 , 	32 , 	20 , 	33 , 	6 , 	8 , 	11 , 	7 , 	7 , 	3 , 	4 , 	2 , 	2 , 	29 , 	33 , 	33 , 	20 , 	12 , 	31 , 	22 , 	127 , 	121 , 	439 , 	113 , 	70 , 	48 , 	22 , 	30 , 	63 , 	45 , 	3 , 	16 , 	9 , 	19 , 	12 , 	13 , 	39 , 	51 , 	4 , 	9 , 	2 , 	2 , 	1 , 	4 , 	19 ," 	1,670 ",,,,,,,,,,,
MB, 	2 , 	7 , 	4 , 	4 , 	19 , 	4 , 	9 , 	5 , 	8 , 	3 , 	5 , 	2 , 	2 , 	2 , 	0 , 	1 , 	1 , 	2 , 	5 , 	3 , 	4 , 	1 , 	1 , 	11 , 	5 , 	49 , 	30 , 	76 , 	55 , 	33 , 	30 , 	11 , 	17 , 	34 , 	9 , 	1 , 	1 , 	1 , 	3 , 	5 , 	6 , 	174 , 	25 , 	-   , 	1 , 	-   , 	0 , 	0 , 	-   , 	1 , 	667 ,,,,,,,,,,,
WD, 	1 , 	1 , 	-   , 	1 , 	7 , 	1 , 	2 , 	2 , 	1 , 	12 , 	18 , 	30 , 	15 , 	17 , 	6 , 	2 , 	5 , 	3 , 	1 , 	-   , 	1 , 	-   , 	-   , 	1 , 	3 , 	64 , 	26 , 	43 , 	27 , 	9 , 	8 , 	2 , 	3 , 	5 , 	0 , 	18 , 	11 , 	-   , 	1 , 	-   , 	1 , 	14 , 	-   , 	8 , 	13 , 	2 , 	2 , 	2 , 	-   , 	-   , 	384 ,,,,,,,,,,,
OA, 	4 , 	8 , 	4 , 	7 , 	31 , 	6 , 	6 , 	7 , 	14 , 	7 , 	4 , 	23 , 	2 , 	3 , 	2 , 	1 , 	2 , 	2 , 	3 , 	5 , 	5 , 	4 , 	2 , 	4 , 	1 , 	44 , 	29 , 	64 , 	18 , 	11 , 	6 , 	4 , 	1 , 	4 , 	1 , 	2 , 	18 , 	1 , 	3 , 	2 , 	1 , 	11 , 	1 , 	3 , 	6 , 	2 , 	5 , 	2 , 	0 , 	6 , 	402 ,,,,,,,,,,,
WS, 	5 , 	4 , 	2 , 	3 , 	22 , 	1 , 	3 , 	5 , 	3 , 	5 , 	10 , 	24 , 	7 , 	9 , 	16 , 	9 , 	12 , 	7 , 	2 , 	1 , 	0 , 	0 , 	-   , 	0 , 	3 , 	20 , 	10 , 	14 , 	11 , 	6 , 	3 , 	1 , 	2 , 	3 , 	0 , 	1 , 	2 , 	0 , 	4 , 	-   , 	-   , 	5 , 	-   , 	1 , 	4 , 	6 , 	14 , 	13 , 	-   , 	2 , 	272 ,,,,,,,,,,,
ML, 	4 , 	9 , 	5 , 	5 , 	42 , 	4 , 	11 , 	7 , 	10 , 	8 , 	9 , 	18 , 	11 , 	8 , 	13 , 	7 , 	16 , 	20 , 	2 , 	2 , 	2 , 	1 , 	1 , 	3 , 	1 , 	47 , 	16 , 	52 , 	22 , 	6 , 	7 , 	1 , 	3 , 	5 , 	2 , 	1 , 	10 , 	1 , 	1 , 	1 , 	1 , 	5 , 	0 , 	2 , 	7 , 	9 , 	16 , 	9 , 	2 , 	2 , 	440 ,,,,,,,,,,,
BE, 	9 , 	12 , 	6 , 	3 , 	56 , 	12 , 	11 , 	15 , 	10 , 	19 , 	24 , 	37 , 	13 , 	10 , 	20 , 	20 , 	15 , 	26 , 	5 , 	2 , 	4 , 	1 , 	2 , 	5 , 	5 , 	34 , 	21 , 	42 , 	28 , 	17 , 	11 , 	4 , 	8 , 	6 , 	1 , 	3 , 	8 , 	1 , 	3 , 	2 , 	2 , 	3 , 	0 , 	4 , 	10 , 	19 , 	9 , 	19 , 	1 , 	2 , 	596 ,,,,,,,,,,,
