Exit stations,Entry stations->,,SUNDAY,,,Mar 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	45 , 	57 , 	44 , 	151 , 	66 , 	64 , 	38 , 	47 , 	27 , 	56 , 	60 , 	18 , 	17 , 	13 , 	8 , 	9 , 	15 , 	14 , 	8 , 	9 , 	5 , 	3 , 	10 , 	16 , 	84 , 	63 , 	197 , 	88 , 	73 , 	54 , 	17 , 	27 , 	17 , 	8 , 	2 , 	10 , 	3 , 	25 , 	5 , 	9 , 	30 , 	12 , 	2 ," 	1,533 ",,,Eastbay," 	32,252 ",,SF CBD," 	75,180 ",56.6%,,,
EN, 	48 , 	11 , 	53 , 	49 , 	271 , 	86 , 	80 , 	59 , 	87 , 	37 , 	74 , 	95 , 	22 , 	28 , 	22 , 	10 , 	13 , 	30 , 	15 , 	7 , 	20 , 	6 , 	6 , 	16 , 	22 , 	165 , 	135 , 	437 , 	134 , 	74 , 	58 , 	28 , 	40 , 	27 , 	13 , 	4 , 	15 , 	5 , 	24 , 	9 , 	11 , 	59 , 	16 , 	7 ," 	2,427 ",,,Westbay," 	41,152 ",,non-CBD," 	51,575 ",38.8%,,,
EP, 	67 , 	55 , 	7 , 	37 , 	274 , 	57 , 	52 , 	63 , 	64 , 	29 , 	36 , 	52 , 	13 , 	10 , 	8 , 	3 , 	12 , 	26 , 	7 , 	10 , 	18 , 	7 , 	6 , 	18 , 	11 , 	94 , 	65 , 	212 , 	106 , 	44 , 	31 , 	13 , 	9 , 	10 , 	3 , 	3 , 	6 , 	2 , 	10 , 	3 , 	3 , 	52 , 	13 , 	4 ," 	1,623 ",,,Transbay," 	61,215 ",,,,,,,
NB, 	47 , 	42 , 	39 , 	8 , 	83 , 	49 , 	59 , 	77 , 	69 , 	29 , 	41 , 	53 , 	17 , 	19 , 	18 , 	4 , 	11 , 	31 , 	10 , 	7 , 	20 , 	5 , 	6 , 	14 , 	12 , 	182 , 	102 , 	294 , 	191 , 	86 , 	72 , 	23 , 	19 , 	16 , 	5 , 	6 , 	9 , 	4 , 	9 , 	3 , 	5 , 	76 , 	23 , 	2 ," 	1,897 ",,,,,,,,,,,
BK, 	185 , 	257 , 	282 , 	104 , 	30 , 	169 , 	199 , 	242 , 	219 , 	91 , 	146 , 	329 , 	62 , 	64 , 	53 , 	28 , 	62 , 	222 , 	37 , 	43 , 	53 , 	34 , 	24 , 	32 , 	88 , 	386 , 	264 , 	749 , 	362 , 	213 , 	144 , 	61 , 	57 , 	64 , 	7 , 	18 , 	57 , 	9 , 	26 , 	10 , 	16 , 	424 , 	97 , 	20 ," 	6,039 ",,,,,,,,,,,
AS, 	64 , 	77 , 	44 , 	45 , 	144 , 	13 , 	83 , 	132 , 	95 , 	49 , 	86 , 	81 , 	25 , 	28 , 	25 , 	11 , 	11 , 	34 , 	11 , 	13 , 	11 , 	6 , 	6 , 	12 , 	33 , 	153 , 	106 , 	270 , 	197 , 	140 , 	96 , 	20 , 	20 , 	17 , 	5 , 	7 , 	14 , 	3 , 	16 , 	2 , 	3 , 	73 , 	15 , 	9 ," 	2,306 ",,,,,,,,,,,
MA, 	78 , 	78 , 	52 , 	54 , 	173 , 	83 , 	12 , 	90 , 	86 , 	34 , 	106 , 	126 , 	36 , 	51 , 	34 , 	14 , 	17 , 	34 , 	34 , 	23 , 	38 , 	18 , 	14 , 	40 , 	46 , 	246 , 	171 , 	443 , 	301 , 	206 , 	143 , 	28 , 	36 , 	22 , 	7 , 	11 , 	12 , 	7 , 	69 , 	4 , 	9 , 	106 , 	22 , 	7 ," 	3,224 ",,,,,,,,,,,
19, 	38 , 	54 , 	64 , 	77 , 	205 , 	119 , 	91 , 	15 , 	18 , 	20 , 	92 , 	94 , 	47 , 	58 , 	43 , 	19 , 	27 , 	50 , 	28 , 	29 , 	45 , 	32 , 	28 , 	137 , 	86 , 	232 , 	174 , 	388 , 	292 , 	200 , 	153 , 	42 , 	31 , 	30 , 	4 , 	10 , 	16 , 	10 , 	31 , 	5 , 	9 , 	71 , 	23 , 	6 ," 	3,241 ",,,,,,,,,,,
12, 	51 , 	76 , 	57 , 	54 , 	188 , 	90 , 	76 , 	18 , 	16 , 	14 , 	93 , 	123 , 	51 , 	68 , 	51 , 	22 , 	34 , 	60 , 	42 , 	33 , 	40 , 	17 , 	15 , 	50 , 	64 , 	286 , 	207 , 	495 , 	256 , 	136 , 	93 , 	40 , 	52 , 	33 , 	17 , 	7 , 	12 , 	16 , 	43 , 	12 , 	14 , 	99 , 	33 , 	4 ," 	3,259 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	30 , 	40 , 	27 , 	28 , 	86 , 	50 , 	42 , 	19 , 	14 , 	9 , 	123 , 	127 , 	97 , 	102 , 	43 , 	27 , 	29 , 	49 , 	12 , 	9 , 	15 , 	4 , 	8 , 	21 , 	32 , 	190 , 	164 , 	427 , 	227 , 	132 , 	103 , 	28 , 	31 , 	30 , 	1 , 	45 , 	56 , 	4 , 	14 , 	4 , 	4 , 	30 , 	9 , 	35 ," 	2,579 ",,,Dtwn SF," 	1,381 "," 	5,915 "," 	10,929 "," 	4,886 "," 	4,175 "," 	6,128 "," 	4,266 "," 	37,680 "
