Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Mar 05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	84 , 	91 , 	49 , 	215 , 	76 , 	80 , 	33 , 	71 , 	20 , 	92 , 	54 , 	21 , 	22 , 	24 , 	13 , 	9 , 	20 , 	18 , 	9 , 	10 , 	5 , 	5 , 	12 , 	17 , 	77 , 	75 , 	198 , 	103 , 	77 , 	119 , 	21 , 	27 , 	21 , 	6 , 	5 , 	12 , 	5 , 	22 , 	5 , 	8 , 	12 , 	7 ," 	1,853 ",,,Eastbay," 	35,178 ",,SF CBD," 	86,910 ",62.5%,,,
EN, 	97 , 	14 , 	77 , 	51 , 	348 , 	102 , 	94 , 	68 , 	145 , 	27 , 	96 , 	101 , 	32 , 	35 , 	30 , 	14 , 	23 , 	36 , 	24 , 	10 , 	25 , 	3 , 	7 , 	22 , 	22 , 	176 , 	204 , 	534 , 	213 , 	75 , 	116 , 	33 , 	59 , 	46 , 	18 , 	7 , 	15 , 	3 , 	33 , 	10 , 	7 , 	28 , 	15 ," 	3,094 ",,,Westbay," 	45,649 ",,non-CBD," 	55,113 ",39.6%,,,
EP, 	108 , 	65 , 	5 , 	37 , 	322 , 	67 , 	42 , 	49 , 	88 , 	21 , 	38 , 	48 , 	12 , 	13 , 	12 , 	3 , 	9 , 	23 , 	12 , 	9 , 	14 , 	5 , 	6 , 	16 , 	10 , 	115 , 	102 , 	263 , 	153 , 	40 , 	41 , 	13 , 	17 , 	13 , 	2 , 	3 , 	10 , 	3 , 	8 , 	3 , 	1 , 	25 , 	10 ," 	1,853 ",,,Transbay," 	64,375 ",,,,,,,
NB, 	56 , 	49 , 	31 , 	7 , 	103 , 	40 , 	45 , 	37 , 	75 , 	24 , 	41 , 	41 , 	16 , 	18 , 	11 , 	4 , 	6 , 	16 , 	12 , 	11 , 	13 , 	8 , 	5 , 	11 , 	4 , 	141 , 	149 , 	336 , 	274 , 	89 , 	63 , 	20 , 	13 , 	13 , 	2 , 	3 , 	9 , 	2 , 	6 , 	2 , 	3 , 	38 , 	11 ," 	1,854 ",,,SFO Ext," 	11,368 ",,,,,,,
BK, 	242 , 	352 , 	337 , 	109 , 	25 , 	263 , 	226 , 	176 , 	278 , 	96 , 	182 , 	302 , 	85 , 	80 , 	84 , 	27 , 	44 , 	140 , 	53 , 	79 , 	72 , 	40 , 	37 , 	40 , 	55 , 	372 , 	349 ," 	1,003 ", 	535 , 	164 , 	139 , 	55 , 	57 , 	62 , 	12 , 	22 , 	67 , 	11 , 	31 , 	8 , 	8 , 	106 , 	59 ," 	6,481 ",,,Extensions," 	14,493 ",,,,,,,
AS, 	76 , 	105 , 	70 , 	40 , 	206 , 	8 , 	76 , 	81 , 	117 , 	38 , 	85 , 	81 , 	23 , 	30 , 	26 , 	8 , 	22 , 	24 , 	10 , 	14 , 	14 , 	7 , 	3 , 	14 , 	35 , 	134 , 	125 , 	270 , 	232 , 	117 , 	71 , 	11 , 	15 , 	12 , 	2 , 	7 , 	12 , 	2 , 	16 , 	2 , 	3 , 	20 , 	11 ," 	2,268 ",,,,,,,,,,,
MA, 	81 , 	97 , 	55 , 	36 , 	206 , 	84 , 	11 , 	38 , 	83 , 	25 , 	104 , 	106 , 	47 , 	60 , 	39 , 	22 , 	16 , 	32 , 	45 , 	28 , 	27 , 	14 , 	15 , 	30 , 	44 , 	202 , 	202 , 	488 , 	339 , 	145 , 	106 , 	27 , 	33 , 	22 , 	9 , 	8 , 	20 , 	6 , 	63 , 	7 , 	9 , 	31 , 	12 ," 	3,067 ",,,,,,,,,,,
19, 	37 , 	77 , 	57 , 	45 , 	158 , 	89 , 	46 , 	8 , 	24 , 	14 , 	62 , 	62 , 	45 , 	55 , 	31 , 	19 , 	23 , 	41 , 	33 , 	26 , 	31 , 	15 , 	11 , 	38 , 	30 , 	109 , 	118 , 	281 , 	182 , 	72 , 	67 , 	18 , 	20 , 	25 , 	7 , 	7 , 	23 , 	7 , 	36 , 	5 , 	2 , 	10 , 	12 ," 	2,072 ",,,,,,,,,,,
12, 	70 , 	141 , 	86 , 	71 , 	276 , 	121 , 	95 , 	22 , 	15 , 	16 , 	112 , 	135 , 	104 , 	126 , 	80 , 	45 , 	54 , 	102 , 	64 , 	54 , 	62 , 	22 , 	30 , 	55 , 	74 , 	214 , 	250 , 	627 , 	259 , 	97 , 	86 , 	44 , 	59 , 	48 , 	27 , 	9 , 	36 , 	12 , 	69 , 	8 , 	8 , 	33 , 	26 ," 	3,942 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	17 , 	25 , 	22 , 	24 , 	80 , 	33 , 	30 , 	12 , 	16 , 	5 , 	65 , 	65 , 	114 , 	103 , 	46 , 	18 , 	43 , 	52 , 	9 , 	7 , 	9 , 	3 , 	6 , 	10 , 	28 , 	131 , 	164 , 	401 , 	208 , 	77 , 	50 , 	21 , 	26 , 	20 , 	2 , 	40 , 	60 , 	2 , 	8 , 	5 , 	4 , 	6 , 	5 ," 	2,065 ",,,Dtwn SF," 	1,759 "," 	5,485 "," 	15,279 "," 	6,046 "," 	5,566 "," 	7,897 "," 	3,018 "," 	42,030 "
