Exit stations,Entry stations->,,SUNDAY,,,Feb 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	9 , 	39 , 	42 , 	26 , 	144 , 	41 , 	40 , 	25 , 	44 , 	23 , 	59 , 	31 , 	14 , 	13 , 	9 , 	6 , 	6 , 	14 , 	11 , 	3 , 	4 , 	2 , 	3 , 	12 , 	13 , 	85 , 	62 , 	183 , 	76 , 	66 , 	66 , 	16 , 	23 , 	16 , 	6 , 	2 , 	6 , 	3 , 	18 , 	5 , 	9 , 	32 , 	9 , 	2 , 	12 , 	-   ," 	1,322 ",,,,,,,,,,,
EN, 	50 , 	9 , 	48 , 	42 , 	295 , 	75 , 	79 , 	50 , 	88 , 	37 , 	65 , 	42 , 	22 , 	24 , 	20 , 	10 , 	12 , 	29 , 	16 , 	6 , 	12 , 	5 , 	5 , 	18 , 	16 , 	159 , 	131 , 	394 , 	132 , 	67 , 	57 , 	25 , 	33 , 	26 , 	12 , 	6 , 	8 , 	2 , 	16 , 	11 , 	13 , 	66 , 	20 , 	5 , 	34 , 	-   ," 	2,286 ",,,,,,,,,,,
EP, 	44 , 	45 , 	4 , 	27 , 	288 , 	43 , 	44 , 	54 , 	66 , 	41 , 	25 , 	19 , 	13 , 	10 , 	12 , 	5 , 	9 , 	19 , 	9 , 	6 , 	8 , 	5 , 	5 , 	18 , 	5 , 	96 , 	86 , 	216 , 	109 , 	44 , 	35 , 	14 , 	7 , 	10 , 	5 , 	1 , 	7 , 	2 , 	4 , 	1 , 	6 , 	51 , 	11 , 	4 , 	23 , 	-   ," 	1,551 ",,,,,,,,,,,
NB, 	31 , 	41 , 	27 , 	12 , 	78 , 	33 , 	35 , 	58 , 	58 , 	39 , 	37 , 	14 , 	16 , 	14 , 	12 , 	4 , 	11 , 	27 , 	9 , 	10 , 	14 , 	4 , 	6 , 	9 , 	8 , 	136 , 	125 , 	237 , 	176 , 	84 , 	67 , 	19 , 	15 , 	16 , 	4 , 	4 , 	11 , 	2 , 	8 , 	4 , 	5 , 	68 , 	18 , 	2 , 	30 , 	-   ," 	1,629 ",,,,,,,,,,,
BK, 	155 , 	291 , 	278 , 	96 , 	37 , 	137 , 	149 , 	161 , 	216 , 	90 , 	133 , 	58 , 	55 , 	59 , 	50 , 	20 , 	59 , 	212 , 	39 , 	35 , 	57 , 	33 , 	28 , 	22 , 	36 , 	353 , 	240 , 	590 , 	335 , 	178 , 	129 , 	63 , 	40 , 	68 , 	8 , 	16 , 	46 , 	10 , 	24 , 	10 , 	15 , 	147 , 	87 , 	28 , 	71 , 	-   ," 	4,959 ",,,,,,,,,,,
AS, 	46 , 	65 , 	32 , 	37 , 	136 , 	13 , 	51 , 	81 , 	61 , 	39 , 	53 , 	28 , 	19 , 	16 , 	16 , 	9 , 	9 , 	30 , 	10 , 	9 , 	11 , 	5 , 	4 , 	10 , 	20 , 	117 , 	96 , 	213 , 	160 , 	112 , 	77 , 	25 , 	14 , 	17 , 	5 , 	3 , 	9 , 	2 , 	10 , 	4 , 	2 , 	52 , 	14 , 	3 , 	24 , 	-   ," 	1,761 ",,,,,,,,,,,
MA, 	53 , 	78 , 	36 , 	37 , 	164 , 	54 , 	17 , 	56 , 	67 , 	36 , 	64 , 	52 , 	31 , 	39 , 	24 , 	11 , 	17 , 	31 , 	32 , 	26 , 	33 , 	16 , 	14 , 	39 , 	28 , 	197 , 	176 , 	383 , 	288 , 	165 , 	122 , 	33 , 	30 , 	26 , 	5 , 	6 , 	11 , 	10 , 	55 , 	6 , 	9 , 	90 , 	20 , 	4 , 	24 , 	-   ," 	2,711 ",,,,,,,,,,,
19, 	26 , 	48 , 	58 , 	49 , 	157 , 	81 , 	54 , 	18 , 	14 , 	17 , 	52 , 	41 , 	34 , 	33 , 	27 , 	16 , 	11 , 	36 , 	25 , 	22 , 	35 , 	18 , 	17 , 	46 , 	29 , 	216 , 	166 , 	358 , 	265 , 	175 , 	135 , 	37 , 	27 , 	25 , 	6 , 	6 , 	12 , 	6 , 	22 , 	8 , 	11 , 	66 , 	21 , 	6 , 	22 , 	-   ," 	2,551 ",,,,,,,,,,,
12, 	40 , 	83 , 	63 , 	50 , 	196 , 	64 , 	58 , 	11 , 	17 , 	14 , 	59 , 	60 , 	49 , 	59 , 	42 , 	21 , 	25 , 	43 , 	31 , 	35 , 	42 , 	21 , 	13 , 	44 , 	40 , 	251 , 	202 , 	471 , 	248 , 	134 , 	104 , 	42 , 	41 , 	48 , 	19 , 	7 , 	16 , 	14 , 	44 , 	11 , 	14 , 	93 , 	30 , 	5 , 	28 , 	-   ," 	2,998 ",,,,,,,,,,,
LM, 	21 , 	45 , 	39 , 	44 , 	91 , 	41 , 	35 , 	17 , 	11 , 	13 , 	106 , 	75 , 	108 , 	91 , 	39 , 	18 , 	30 , 	59 , 	11 , 	8 , 	14 , 	4 , 	8 , 	18 , 	25 , 	208 , 	175 , 	408 , 	237 , 	125 , 	117 , 	45 , 	40 , 	28 , 	5 , 	48 , 	72 , 	2 , 	9 , 	2 , 	7 , 	27 , 	11 , 	36 , 	25 , 	-   ," 	2,595 ",,,,,,,,,,,
