Exit stations,Entry stations->,,SATURDAY,,,Oct 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	70 , 	87 , 	45 , 	266 , 	63 , 	73 , 	43 , 	64 , 	12 , 	73 , 	64 , 	20 , 	25 , 	24 , 	7 , 	9 , 	20 , 	16 , 	6 , 	8 , 	5 , 	4 , 	11 , 	19 , 	122 , 	79 , 	261 , 	132 , 	80 , 	111 , 	25 , 	43 , 	37 , 	8 , 	6 , 	7 , 	1 , 	31 , 	9 , 	10 , 	22 , 	14 ," 	2,036 ",,,Eastbay," 	42,583 ",,SF CBD," 	136,112 ",63.4%,,,
EN, 	80 , 	12 , 	88 , 	52 , 	676 , 	121 , 	127 , 	71 , 	145 , 	31 , 	116 , 	123 , 	36 , 	47 , 	39 , 	14 , 	20 , 	46 , 	21 , 	10 , 	17 , 	7 , 	8 , 	18 , 	27 , 	333 , 	228 , 	771 , 	295 , 	102 , 	174 , 	48 , 	76 , 	93 , 	25 , 	11 , 	21 , 	3 , 	36 , 	19 , 	20 , 	54 , 	26 ," 	4,288 ",,,Westbay," 	63,551 ",,non-CBD," 	73,367 ",34.2%,,,
EP, 	96 , 	68 , 	9 , 	50 , 	604 , 	75 , 	68 , 	59 , 	89 , 	28 , 	42 , 	57 , 	16 , 	15 , 	15 , 	5 , 	9 , 	24 , 	9 , 	10 , 	14 , 	9 , 	8 , 	21 , 	12 , 	197 , 	133 , 	370 , 	239 , 	57 , 	47 , 	28 , 	21 , 	30 , 	4 , 	7 , 	10 , 	2 , 	7 , 	5 , 	4 , 	51 , 	13 ," 	2,636 ",,,Transbay," 	108,693 ",,,,,,,
NB, 	49 , 	51 , 	43 , 	11 , 	229 , 	44 , 	56 , 	61 , 	85 , 	27 , 	56 , 	47 , 	15 , 	20 , 	13 , 	4 , 	8 , 	30 , 	13 , 	10 , 	16 , 	10 , 	8 , 	15 , 	8 , 	270 , 	187 , 	476 , 	361 , 	127 , 	108 , 	29 , 	26 , 	23 , 	5 , 	10 , 	12 , 	4 , 	14 , 	4 , 	4 , 	69 , 	11 ," 	2,669 ",,,,,,,,,,,
BK, 	283 , 	697 , 	628 , 	262 , 	49 , 	277 , 	395 , 	290 , 	352 , 	154 , 	253 , 	254 , 	155 , 	173 , 	130 , 	56 , 	138 , 	459 , 	99 , 	153 , 	221 , 	180 , 	148 , 	65 , 	77 ," 	1,158 ", 	667 ," 	2,326 "," 	1,039 ", 	377 , 	397 , 	172 , 	80 , 	262 , 	36 , 	65 , 	218 , 	28 , 	68 , 	29 , 	33 , 	152 , 	186 ," 	13,242 ",,,,,,,,,,,
AS, 	69 , 	102 , 	65 , 	44 , 	218 , 	11 , 	92 , 	99 , 	112 , 	39 , 	94 , 	69 , 	23 , 	39 , 	30 , 	11 , 	14 , 	28 , 	13 , 	9 , 	16 , 	10 , 	6 , 	13 , 	44 , 	197 , 	140 , 	388 , 	337 , 	177 , 	133 , 	28 , 	28 , 	33 , 	7 , 	7 , 	21 , 	2 , 	22 , 	4 , 	4 , 	31 , 	16 ," 	2,846 ",,,,,,,,,,,
MA, 	80 , 	122 , 	65 , 	54 , 	350 , 	91 , 	16 , 	58 , 	92 , 	30 , 	108 , 	120 , 	52 , 	70 , 	54 , 	21 , 	26 , 	42 , 	52 , 	26 , 	49 , 	17 , 	18 , 	40 , 	49 , 	510 , 	304 ," 	1,023 ", 	539 , 	300 , 	336 , 	63 , 	60 , 	56 , 	11 , 	11 , 	26 , 	7 , 	79 , 	11 , 	10 , 	69 , 	19 ," 	5,135 ",,,,,,,,,,,
19, 	48 , 	68 , 	60 , 	65 , 	226 , 	101 , 	57 , 	9 , 	18 , 	13 , 	63 , 	68 , 	36 , 	56 , 	43 , 	32 , 	28 , 	42 , 	35 , 	32 , 	35 , 	21 , 	22 , 	45 , 	33 , 	244 , 	178 , 	480 , 	329 , 	167 , 	141 , 	44 , 	34 , 	39 , 	9 , 	12 , 	21 , 	8 , 	35 , 	8 , 	10 , 	28 , 	21 ," 	3,065 ",,,,,,,,,,,
12, 	67 , 	129 , 	87 , 	82 , 	290 , 	110 , 	83 , 	18 , 	13 , 	14 , 	99 , 	151 , 	89 , 	112 , 	66 , 	29 , 	44 , 	84 , 	68 , 	40 , 	56 , 	29 , 	34 , 	46 , 	63 , 	381 , 	246 , 	835 , 	329 , 	138 , 	168 , 	50 , 	60 , 	67 , 	27 , 	12 , 	40 , 	12 , 	56 , 	15 , 	14 , 	62 , 	33 ," 	4,450 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	15 , 	29 , 	26 , 	23 , 	137 , 	30 , 	33 , 	17 , 	12 , 	7 , 	81 , 	107 , 	110 , 	131 , 	56 , 	24 , 	42 , 	61 , 	12 , 	8 , 	14 , 	4 , 	7 , 	16 , 	21 , 	255 , 	232 , 	586 , 	285 , 	117 , 	101 , 	40 , 	44 , 	47 , 	5 , 	55 , 	69 , 	3 , 	10 , 	3 , 	5 , 	25 , 	7 ," 	2,913 ",,,Dtwn SF," 	3,131 "," 	9,878 "," 	19,169 "," 	11,864 "," 	10,863 "," 	12,146 "," 	6,513 "," 	73,564 "
