Exit stations,Entry stations->,,WEEKDAY,,,Oct 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	13 , 	144 , 	120 , 	128 , 	520 , 	120 , 	169 , 	164 , 	219 , 	67 , 	102 , 	98 , 	45 , 	37 , 	53 , 	24 , 	24 , 	40 , 	29 , 	13 , 	23 , 	9 , 	12 , 	22 , 	27 , 	349 , 	396 , 	484 , 	356 , 	187 , 	193 , 	42 , 	72 , 	104 , 	18 , 	8 , 	17 , 	8 , 	42 , 	10 , 	32 , 	44 , 	33 , 	9 , 	-   , 	-   ," 	4,626 ",,,Eastbay," 	90,907 ",,SF CBD," 	284,543 ",65.6%,,,
EN, 	162 , 	20 , 	131 , 	139 ," 	1,115 ", 	162 , 	309 , 	499 , 	607 , 	152 , 	153 , 	168 , 	74 , 	62 , 	99 , 	37 , 	40 , 	89 , 	43 , 	24 , 	50 , 	11 , 	14 , 	43 , 	48 , 	964 ," 	1,108 "," 	1,053 ", 	818 , 	244 , 	208 , 	83 , 	136 , 	193 , 	38 , 	11 , 	35 , 	9 , 	50 , 	33 , 	50 , 	94 , 	69 , 	15 , 	-   , 	-   ," 	9,461 ",,,Westbay," 	121,001 ",,non-CBD," 	139,210 ",32.1%,,,
EP, 	121 , 	105 , 	12 , 	75 , 	835 , 	86 , 	139 , 	303 , 	309 , 	96 , 	64 , 	57 , 	30 , 	21 , 	34 , 	13 , 	14 , 	51 , 	24 , 	19 , 	24 , 	11 , 	11 , 	40 , 	15 , 	560 , 	688 , 	461 , 	423 , 	123 , 	62 , 	33 , 	39 , 	75 , 	8 , 	6 , 	21 , 	5 , 	16 , 	10 , 	14 , 	61 , 	30 , 	9 , 	-   , 	-   ," 	5,155 ",,,Transbay," 	229,520 ",,,,,,,
NB, 	128 , 	127 , 	74 , 	16 , 	217 , 	82 , 	108 , 	253 , 	256 , 	86 , 	76 , 	75 , 	32 , 	24 , 	40 , 	13 , 	22 , 	39 , 	20 , 	25 , 	31 , 	13 , 	10 , 	27 , 	21 , 	723 , 	830 , 	501 , 	550 , 	171 , 	106 , 	40 , 	42 , 	58 , 	9 , 	10 , 	16 , 	7 , 	19 , 	7 , 	14 , 	96 , 	39 , 	9 , 	-   , 	-   ," 	5,064 ",,,,,,,,,,,
BK, 	553 ," 	1,144 ", 	859 , 	234 , 	46 , 	443 , 	515 , 	624 , 	634 , 	358 , 	372 , 	304 , 	216 , 	165 , 	187 , 	98 , 	166 , 	313 , 	177 , 	166 , 	162 , 	90 , 	66 , 	64 , 	128 ," 	1,088 "," 	1,101 "," 	1,019 ", 	921 , 	414 , 	333 , 	165 , 	139 , 	189 , 	39 , 	59 , 	135 , 	57 , 	136 , 	38 , 	47 , 	171 , 	189 , 	68 , 	-   , 	-   ," 	14,389 ",,,,,,,,,,,
AS, 	115 , 	136 , 	83 , 	82 , 	388 , 	20 , 	97 , 	269 , 	284 , 	89 , 	126 , 	101 , 	53 , 	40 , 	58 , 	29 , 	41 , 	70 , 	31 , 	21 , 	26 , 	11 , 	7 , 	17 , 	38 , 	714 , 	810 , 	539 , 	581 , 	257 , 	147 , 	41 , 	51 , 	71 , 	12 , 	16 , 	28 , 	7 , 	35 , 	9 , 	16 , 	60 , 	45 , 	11 , 	-   , 	-   ," 	5,683 ",,,,,,,,,,,
MA, 	174 , 	300 , 	134 , 	108 , 	478 , 	103 , 	25 , 	202 , 	264 , 	113 , 	204 , 	190 , 	123 , 	135 , 	140 , 	72 , 	89 , 	151 , 	158 , 	147 , 	125 , 	63 , 	44 , 	75 , 	80 ," 	1,058 "," 	1,212 ", 	978 , 	937 , 	420 , 	259 , 	81 , 	117 , 	139 , 	26 , 	31 , 	68 , 	59 , 	243 , 	21 , 	34 , 	111 , 	75 , 	28 , 	-   , 	-   ," 	9,595 ",,,,,,,,,,,
19, 	185 , 	503 , 	300 , 	261 , 	580 , 	268 , 	194 , 	33 , 	55 , 	55 , 	173 , 	196 , 	226 , 	194 , 	213 , 	160 , 	215 , 	355 , 	337 , 	346 , 	280 , 	160 , 	111 , 	176 , 	77 ," 	1,232 "," 	1,345 ", 	981 ," 	1,030 ", 	464 , 	320 , 	169 , 	139 , 	169 , 	67 , 	87 , 	204 , 	183 , 	267 , 	67 , 	57 , 	76 , 	127 , 	93 , 	-   , 	-   ," 	12,727 ",,,,,,,,,,,
12, 	232 , 	605 , 	307 , 	263 , 	571 , 	276 , 	248 , 	46 , 	36 , 	59 , 	254 , 	381 , 	356 , 	361 , 	320 , 	182 , 	251 , 	390 , 	364 , 	344 , 	269 , 	151 , 	118 , 	190 , 	114 ," 	1,231 "," 	1,279 "," 	1,103 "," 	1,007 ", 	370 , 	311 , 	189 , 	168 , 	209 , 	119 , 	105 , 	224 , 	182 , 	352 , 	96 , 	87 , 	121 , 	155 , 	124 , 	-   , 	-   ," 	14,118 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	71 , 	147 , 	97 , 	83 , 	361 , 	93 , 	110 , 	44 , 	55 , 	17 , 	216 , 	277 , 	317 , 	293 , 	215 , 	117 , 	137 , 	190 , 	38 , 	33 , 	38 , 	15 , 	11 , 	47 , 	55 , 	859 , 	957 , 	780 , 	647 , 	258 , 	161 , 	72 , 	94 , 	156 , 	11 , 	122 , 	194 , 	20 , 	69 , 	12 , 	18 , 	34 , 	23 , 	90 , 	-   , 	-   ," 	7,655 ",,,Dtwn SF,"6,295","21,955","36,587","16,419","24,244","28,434","12,771","146,704"
