Exit stations,Entry stations->,,SUNDAY,,,Oct 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	6 , 	49 , 	70 , 	34 , 	161 , 	61 , 	62 , 	37 , 	55 , 	24 , 	47 , 	114 , 	17 , 	17 , 	17 , 	13 , 	7 , 	16 , 	15 , 	5 , 	9 , 	6 , 	3 , 	13 , 	15 , 	162 , 	82 , 	242 , 	103 , 	70 , 	66 , 	19 , 	26 , 	21 , 	8 , 	4 , 	9 , 	4 , 	23 , 	6 , 	10 , 	33 , 	14 , 	4 , 	-   , 	-   ," 	1,772 ",,,Eastbay," 	41,685 ",,SF CBD," 	99,537 ",58.6%,,,
EN, 	51 , 	13 , 	58 , 	49 , 	316 , 	88 , 	83 , 	58 , 	87 , 	56 , 	69 , 	322 , 	19 , 	29 , 	22 , 	13 , 	14 , 	38 , 	17 , 	6 , 	19 , 	5 , 	6 , 	13 , 	26 , 	316 , 	185 , 	491 , 	175 , 	81 , 	61 , 	29 , 	39 , 	37 , 	15 , 	8 , 	13 , 	2 , 	28 , 	13 , 	10 , 	81 , 	20 , 	6 , 	-   , 	-   ," 	3,081 ",,,Westbay," 	49,239 ",,non-CBD," 	63,207 ",37.2%,,,
EP, 	68 , 	60 , 	10 , 	44 , 	333 , 	45 , 	49 , 	41 , 	69 , 	32 , 	29 , 	121 , 	13 , 	14 , 	14 , 	4 , 	9 , 	25 , 	7 , 	9 , 	12 , 	6 , 	5 , 	21 , 	12 , 	199 , 	112 , 	236 , 	129 , 	56 , 	36 , 	20 , 	16 , 	16 , 	5 , 	3 , 	9 , 	2 , 	8 , 	3 , 	4 , 	68 , 	17 , 	4 , 	-   , 	-   ," 	1,992 ",,,Transbay," 	82,061 ",,,,,,,
NB, 	42 , 	38 , 	40 , 	14 , 	102 , 	40 , 	57 , 	57 , 	70 , 	39 , 	38 , 	99 , 	18 , 	13 , 	13 , 	4 , 	9 , 	29 , 	7 , 	11 , 	14 , 	11 , 	7 , 	19 , 	10 , 	265 , 	145 , 	292 , 	250 , 	87 , 	67 , 	26 , 	22 , 	14 , 	5 , 	4 , 	8 , 	3 , 	12 , 	5 , 	5 , 	124 , 	20 , 	3 , 	-   , 	-   ," 	2,156 ",,,,,,,,,,,
BK, 	193 , 	324 , 	309 , 	106 , 	38 , 	181 , 	197 , 	213 , 	207 , 	108 , 	144 , 	254 , 	62 , 	66 , 	70 , 	34 , 	61 , 	256 , 	42 , 	45 , 	57 , 	36 , 	34 , 	36 , 	80 , 	522 , 	276 , 	821 , 	491 , 	228 , 	161 , 	73 , 	57 , 	66 , 	16 , 	22 , 	56 , 	8 , 	35 , 	11 , 	19 , 	236 , 	103 , 	24 , 	-   , 	-   ," 	6,376 ",,,,,,,,,,,
AS, 	69 , 	79 , 	44 , 	42 , 	156 , 	16 , 	65 , 	89 , 	94 , 	55 , 	87 , 	115 , 	32 , 	22 , 	20 , 	9 , 	12 , 	35 , 	7 , 	8 , 	18 , 	5 , 	3 , 	15 , 	27 , 	223 , 	124 , 	296 , 	266 , 	156 , 	105 , 	20 , 	17 , 	17 , 	4 , 	6 , 	13 , 	2 , 	17 , 	4 , 	4 , 	82 , 	18 , 	6 , 	-   , 	-   ," 	2,501 ",,,,,,,,,,,
MA, 	76 , 	90 , 	53 , 	54 , 	189 , 	70 , 	19 , 	66 , 	83 , 	44 , 	99 , 	208 , 	43 , 	51 , 	31 , 	20 , 	14 , 	40 , 	32 , 	26 , 	34 , 	19 , 	14 , 	54 , 	43 , 	350 , 	192 , 	514 , 	418 , 	238 , 	157 , 	39 , 	34 , 	27 , 	9 , 	17 , 	19 , 	12 , 	61 , 	5 , 	9 , 	127 , 	23 , 	8 , 	-   , 	-   ," 	3,726 ",,,,,,,,,,,
19, 	38 , 	56 , 	44 , 	54 , 	197 , 	95 , 	65 , 	16 , 	16 , 	17 , 	56 , 	131 , 	34 , 	41 , 	38 , 	14 , 	20 , 	38 , 	26 , 	18 , 	35 , 	17 , 	17 , 	66 , 	36 , 	294 , 	194 , 	430 , 	355 , 	208 , 	132 , 	36 , 	31 , 	29 , 	9 , 	10 , 	12 , 	7 , 	25 , 	5 , 	11 , 	89 , 	23 , 	6 , 	-   , 	-   ," 	3,083 ",,,,,,,,,,,
12, 	48 , 	81 , 	51 , 	56 , 	186 , 	84 , 	70 , 	19 , 	23 , 	15 , 	94 , 	207 , 	55 , 	72 , 	53 , 	24 , 	33 , 	58 , 	45 , 	31 , 	38 , 	22 , 	16 , 	66 , 	52 , 	397 , 	237 , 	547 , 	308 , 	145 , 	99 , 	38 , 	54 , 	38 , 	13 , 	8 , 	16 , 	8 , 	50 , 	12 , 	17 , 	131 , 	42 , 	6 , 	-   , 	-   ," 	3,664 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	28 , 	53 , 	31 , 	38 , 	100 , 	61 , 	42 , 	20 , 	19 , 	13 , 	144 , 	208 , 	110 , 	109 , 	64 , 	34 , 	30 , 	60 , 	11 , 	10 , 	19 , 	8 , 	14 , 	25 , 	39 , 	304 , 	208 , 	491 , 	302 , 	169 , 	131 , 	36 , 	44 , 	38 , 	4 , 	46 , 	61 , 	6 , 	17 , 	4 , 	7 , 	36 , 	11 , 	30 , 	-   , 	-   ," 	3,234 ",,,Dtwn SF," 	1,684 "," 	7,619 "," 	12,815 "," 	6,232 "," 	6,731 "," 	9,427 "," 	5,762 "," 	50,269 "
