Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Jun 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	71 , 	66 , 	30 , 	31 , 	85 , 	64 , 	50 , 	38 , 	74 , 	59 , 	13 , 	177 , 	91 , 	155 , 	108 , 	44 , 	46 , 	59 , 	29 , 	13 , 	16 , 	10 , 	9 , 	16 , 	45 , 	159 , 	118 , 	421 , 	268 , 	86 , 	106 , 	18 , 	30 , 	29 , 	18 , 	24 , 	64 , 	2 , 	22 ," 	2,764 ",,,CM line," 	11,773 ", 	949 ," 	3,605 "," 	1,039 ", 	866 ," 	1,426 "," 	19,658 "
CL, 	143 , 	181 , 	110 , 	89 , 	137 , 	107 , 	123 , 	81 , 	181 , 	105 , 	210 , 	9 , 	225 , 	279 , 	186 , 	105 , 	213 , 	325 , 	100 , 	124 , 	100 , 	76 , 	52 , 	64 , 	64 , 	331 , 	179 , 	605 , 	264 , 	118 , 	117 , 	75 , 	42 , 	87 , 	47 , 	138 , 	459 , 	58 , 	108 ," 	6,017 ",,,RM line," 	4,313 "," 	1,442 "," 	1,106 "," 	2,564 ", 	398 ," 	1,920 "," 	11,743 "
SL, 	28 , 	43 , 	8 , 	10 , 	42 , 	22 , 	27 , 	25 , 	56 , 	59 , 	87 , 	173 , 	14 , 	70 , 	63 , 	28 , 	26 , 	40 , 	10 , 	7 , 	9 , 	3 , 	3 , 	6 , 	9 , 	129 , 	83 , 	283 , 	169 , 	31 , 	44 , 	18 , 	18 , 	14 , 	14 , 	18 , 	44 , 	2 , 	18 ," 	1,750 ",,,WP line," 	4,579 ", 	562 , 	861 , 	457 ," 	1,954 "," 	1,089 "," 	9,502 "
BF, 	21 , 	23 , 	8 , 	10 , 	34 , 	24 , 	26 , 	26 , 	69 , 	58 , 	155 , 	240 , 	72 , 	11 , 	67 , 	60 , 	55 , 	80 , 	10 , 	5 , 	4 , 	1 , 	1 , 	9 , 	19 , 	116 , 	67 , 	200 , 	129 , 	23 , 	26 , 	12 , 	27 , 	21 , 	15 , 	31 , 	89 , 	3 , 	14 ," 	1,862 ",,,FT/ED line," 	7,092 "," 	1,818 "," 	1,573 "," 	1,992 "," 	1,138 "," 	8,056 "," 	21,668 "
HY, 	20 , 	20 , 	5 , 	7 , 	31 , 	19 , 	30 , 	26 , 	53 , 	22 , 	110 , 	153 , 	71 , 	82 , 	10 , 	64 , 	69 , 	114 , 	9 , 	5 , 	4 , 	3 , 	1 , 	2 , 	10 , 	66 , 	39 , 	115 , 	87 , 	16 , 	30 , 	7 , 	12 , 	11 , 	15 , 	12 , 	34 , 	2 , 	10 ," 	1,393 ",,,Entries," 	33,797 "," 	10,119 "," 	20,319 "," 	12,124 "," 	9,630 "," 	20,957 "," 	106,946 "
SH, 	13 , 	12 , 	4 , 	2 , 	22 , 	10 , 	8 , 	8 , 	18 , 	15 , 	54 , 	110 , 	19 , 	36 , 	80 , 	21 , 	25 , 	45 , 	3 , 	2 , 	3 , 	1 , 	0 , 	3 , 	3 , 	85 , 	49 , 	55 , 	38 , 	13 , 	14 , 	2 , 	5 , 	11 , 	7 , 	3 , 	14 , 	1 , 	7 , 	820 ,,,,,,,,,,
UC, 	9 , 	19 , 	11 , 	5 , 	32 , 	14 , 	15 , 	13 , 	40 , 	35 , 	51 , 	159 , 	27 , 	62 , 	75 , 	42 , 	11 , 	73 , 	14 , 	4 , 	4 , 	2 , 	3 , 	3 , 	4 , 	76 , 	60 , 	187 , 	86 , 	13 , 	15 , 	8 , 	10 , 	13 , 	6 , 	5 , 	23 , 	1 , 	6 ," 	1,237 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	23 , 	43 , 	22 , 	18 , 	97 , 	24 , 	26 , 	28 , 	68 , 	49 , 	61 , 	309 , 	53 , 	99 , 	119 , 	61 , 	86 , 	28 , 	22 , 	16 , 	9 , 	4 , 	6 , 	13 , 	5 , 	184 , 	108 , 	367 , 	201 , 	21 , 	24 , 	17 , 	17 , 	23 , 	15 , 	10 , 	39 , 	4 , 	25 ," 	2,345 ",,,Dtwn SF," 	1,598 ",,,,,,
CN, 	24 , 	11 , 	8 , 	5 , 	20 , 	6 , 	27 , 	14 , 	48 , 	5 , 	25 , 	105 , 	8 , 	9 , 	8 , 	7 , 	10 , 	19 , 	12 , 	56 , 	230 , 	45 , 	24 , 	26 , 	5 , 	132 , 	64 , 	165 , 	139 , 	21 , 	45 , 	14 , 	19 , 	27 , 	44 , 	1 , 	9 , 	18 , 	135 ," 	1,590 ",,,OAK," 	9,320 ", 	469 ,,,,,
PH, 	6 , 	8 , 	4 , 	10 , 	25 , 	8 , 	15 , 	10 , 	33 , 	3 , 	16 , 	101 , 	4 , 	6 , 	4 , 	2 , 	2 , 	16 , 	62 , 	6 , 	44 , 	19 , 	10 , 	27 , 	3 , 	202 , 	97 , 	212 , 	141 , 	19 , 	16 , 	14 , 	9 , 	19 , 	33 , 	1 , 	3 , 	6 , 	26 ," 	1,239 ",,,CM line," 	23,987 "," 	1,909 "," 	3,605 ",,,,
WC, 	10 , 	8 , 	7 , 	8 , 	35 , 	9 , 	15 , 	16 , 	48 , 	5 , 	11 , 	100 , 	9 , 	5 , 	5 , 	3 , 	4 , 	9 , 	262 , 	48 , 	7 , 	28 , 	15 , 	44 , 	3 , 	233 , 	103 , 	212 , 	176 , 	15 , 	24 , 	16 , 	10 , 	15 , 	32 , 	4 , 	3 , 	18 , 	50 ," 	1,625 ",,,RM line," 	9,028 "," 	2,801 "," 	2,145 "," 	2,564 ",,,
LF, 	4 , 	4 , 	4 , 	2 , 	18 , 	6 , 	7 , 	12 , 	20 , 	2 , 	13 , 	55 , 	3 , 	2 , 	4 , 	1 , 	1 , 	1 , 	51 , 	12 , 	29 , 	5 , 	5 , 	29 , 	1 , 	148 , 	60 , 	113 , 	105 , 	10 , 	9 , 	6 , 	2 , 	6 , 	12 , 	1 , 	2 , 	2 , 	11 , 	780 ,,,WP line," 	9,333 "," 	1,084 "," 	1,727 ", 	854 ," 	1,954 ",,
OR, 	3 , 	3 , 	3 , 	6 , 	11 , 	5 , 	6 , 	10 , 	18 , 	1 , 	12 , 	54 , 	1 , 	1 , 	2 , 	1 , 	2 , 	7 , 	24 , 	10 , 	15 , 	7 , 	2 , 	21 , 	3 , 	125 , 	57 , 	125 , 	102 , 	11 , 	11 , 	6 , 	5 , 	6 , 	12 , 	0 , 	0 , 	3 , 	6 , 	699 ,,,FT/ED line," 	13,855 "," 	3,521 "," 	3,000 "," 	3,912 "," 	2,227 "," 	8,056 "," 	106,946 "
RR, 	19 , 	9 , 	19 , 	13 , 	17 , 	4 , 	9 , 	14 , 	42 , 	10 , 	22 , 	78 , 	10 , 	13 , 	2 , 	2 , 	3 , 	8 , 	31 , 	16 , 	29 , 	17 , 	14 , 	4 , 	6 , 	253 , 	187 , 	377 , 	351 , 	41 , 	32 , 	13 , 	6 , 	17 , 	19 , 	2 , 	4 , 	4 , 	12 ," 	1,727 ",,,,,,,,,,
OW, 	21 , 	16 , 	3 , 	6 , 	27 , 	28 , 	26 , 	12 , 	22 , 	15 , 	51 , 	50 , 	12 , 	16 , 	9 , 	3 , 	1 , 	7 , 	5 , 	2 , 	3 , 	0 , 	2 , 	7 , 	5 , 	199 , 	138 , 	381 , 	269 , 	48 , 	49 , 	11 , 	20 , 	8 , 	9 , 	2 , 	12 , 	2 , 	10 ," 	1,507 ",,,,,,,,,,
EM, 	66 , 	218 , 	120 , 	172 , 	321 , 	125 , 	250 , 	130 , 	261 , 	140 , 	183 , 	312 , 	132 , 	131 , 	75 , 	60 , 	92 , 	182 , 	167 , 	236 , 	276 , 	175 , 	155 , 	290 , 	264 , 	52 , 	33 , 	142 , 	150 , 	214 , 	339 , 	177 , 	226 , 	159 , 	112 , 	116 , 	477 , 	64 , 	144 ," 	6,938 ",,,,,,,,,,
MT, 	67 , 	130 , 	104 , 	135 , 	257 , 	112 , 	176 , 	115 , 	280 , 	141 , 	174 , 	182 , 	101 , 	95 , 	43 , 	39 , 	79 , 	122 , 	78 , 	116 , 	115 , 	62 , 	61 , 	195 , 	168 , 	20 , 	34 , 	64 , 	85 , 	311 , 	418 , 	369 , 	884 , 	210 , 	129 , 	42 , 	137 , 	38 , 	70 ," 	5,960 ",,,,,,,,,,
PL, 	148 , 	359 , 	204 , 	254 , 	588 , 	216 , 	399 , 	228 , 	461 , 	312 , 	441 , 	444 , 	222 , 	180 , 	131 , 	88 , 	167 , 	321 , 	161 , 	211 , 	234 , 	121 , 	123 , 	381 , 	425 , 	142 , 	56 , 	105 , 	212 , 	811 ," 	1,286 ", 	751 ," 	1,209 ", 	673 , 	427 , 	105 , 	425 , 	62 , 	211 ," 	13,297 ",,,,,,,,,,
CC, 	77 , 	205 , 	121 , 	193 , 	318 , 	203 , 	306 , 	176 , 	222 , 	179 , 	245 , 	219 , 	145 , 	136 , 	78 , 	60 , 	94 , 	181 , 	125 , 	132 , 	135 , 	94 , 	98 , 	267 , 	247 , 	123 , 	90 , 	212 , 	77 , 	627 , 	914 , 	454 , 	665 , 	494 , 	351 , 	79 , 	227 , 	43 , 	113 ," 	8,726 ",,,,,,,,,,
16, 	52 , 	36 , 	19 , 	43 , 	94 , 	51 , 	77 , 	56 , 	62 , 	43 , 	75 , 	98 , 	23 , 	21 , 	16 , 	13 , 	9 , 	19 , 	28 , 	18 , 	16 , 	10 , 	9 , 	46 , 	41 , 	177 , 	212 , 	871 , 	656 , 	34 , 	168 , 	105 , 	241 , 	101 , 	98 , 	10 , 	25 , 	5 , 	31 ," 	3,709 ",,,,,,,,,,
24, 	70 , 	59 , 	19 , 	31 , 	75 , 	61 , 	71 , 	36 , 	64 , 	35 , 	119 , 	116 , 	38 , 	28 , 	21 , 	12 , 	15 , 	20 , 	46 , 	22 , 	20 , 	8 , 	10 , 	47 , 	48 , 	252 , 	273 ," 	1,266 ", 	934 , 	146 , 	57 , 	123 , 	280 , 	142 , 	152 , 	10 , 	35 , 	8 , 	43 ," 	4,811 ",,,,,,,,,,
GP, 	12 , 	21 , 	10 , 	12 , 	32 , 	13 , 	22 , 	14 , 	28 , 	19 , 	19 , 	55 , 	12 , 	13 , 	5 , 	3 , 	7 , 	15 , 	16 , 	14 , 	13 , 	6 , 	6 , 	18 , 	20 , 	159 , 	163 , 	920 , 	435 , 	98 , 	85 , 	18 , 	29 , 	28 , 	49 , 	4 , 	14 , 	6 , 	20 ," 	2,432 ",,,,,,,,,,
BP, 	28 , 	28 , 	7 , 	9 , 	20 , 	11 , 	21 , 	11 , 	43 , 	20 , 	36 , 	34 , 	15 , 	15 , 	6 , 	9 , 	9 , 	9 , 	19 , 	7 , 	11 , 	2 , 	4 , 	8 , 	17 , 	204 , 	265 ," 	1,871 ", 	483 , 	242 , 	306 , 	38 , 	31 , 	40 , 	88 , 	4 , 	16 , 	4 , 	37 ," 	4,026 ",,,,,,,,,,
DC, 	17 , 	27 , 	10 , 	8 , 	27 , 	13 , 	18 , 	15 , 	42 , 	12 , 	29 , 	94 , 	19 , 	21 , 	11 , 	11 , 	10 , 	20 , 	28 , 	20 , 	16 , 	5 , 	5 , 	12 , 	13 , 	153 , 	139 , 	682 , 	503 , 	116 , 	158 , 	33 , 	47 , 	9 , 	48 , 	7 , 	42 , 	3 , 	30 ," 	2,470 ",,,,,,,,,,
CM, 	23 , 	31 , 	10 , 	10 , 	39 , 	12 , 	21 , 	17 , 	44 , 	7 , 	18 , 	46 , 	13 , 	10 , 	11 , 	6 , 	6 , 	13 , 	38 , 	25 , 	25 , 	10 , 	14 , 	16 , 	14 , 	126 , 	113 , 	542 , 	374 , 	90 , 	168 , 	61 , 	109 , 	49 , 	16 , 	3 , 	16 , 	14 , 	50 ," 	2,209 ",,,,,,,,,,
CV, 	3 , 	4 , 	3 , 	4 , 	14 , 	6 , 	4 , 	2 , 	8 , 	23 , 	22 , 	105 , 	24 , 	30 , 	11 , 	8 , 	5 , 	9 , 	1 , 	2 , 	2 , 	1 , 	-   , 	2 , 	2 , 	86 , 	48 , 	106 , 	90 , 	12 , 	13 , 	5 , 	7 , 	8 , 	4 , 	3 , 	58 , 	1 , 	2 , 	737 ,,,,,,,,,,
ED, 	9 , 	16 , 	8 , 	7 , 	38 , 	10 , 	21 , 	11 , 	26 , 	41 , 	72 , 	446 , 	52 , 	105 , 	42 , 	25 , 	26 , 	41 , 	10 , 	4 , 	2 , 	3 , 	1 , 	6 , 	11 , 	545 , 	165 , 	474 , 	254 , 	31 , 	33 , 	15 , 	11 , 	45 , 	27 , 	77 , 	26 , 	1 , 	5 ," 	2,742 ",,,,,,,,,,
NC, 	2 , 	3 , 	1 , 	1 , 	4 , 	2 , 	7 , 	4 , 	11 , 	0 , 	2 , 	44 , 	1 , 	3 , 	2 , 	1 , 	1 , 	3 , 	20 , 	5 , 	13 , 	3 , 	3 , 	3 , 	1 , 	59 , 	28 , 	58 , 	53 , 	5 , 	6 , 	6 , 	4 , 	4 , 	9 , 	1 , 	1 , 	2 , 	18 , 	396 ,,,,,,,,,,
WP, 	17 , 	21 , 	6 , 	6 , 	19 , 	11 , 	41 , 	20 , 	49 , 	5 , 	33 , 	95 , 	12 , 	13 , 	12 , 	7 , 	11 , 	25 , 	151 , 	32 , 	52 , 	14 , 	7 , 	22 , 	11 , 	138 , 	63 , 	189 , 	113 , 	27 , 	45 , 	22 , 	35 , 	37 , 	47 , 	4 , 	5 , 	20 , 	11 ," 	1,444 ",,,,,,,,,,
Entries," 	1,563 "," 	2,308 "," 	1,349 "," 	1,405 "," 	3,661 "," 	1,838 "," 	2,292 "," 	1,538 "," 	2,989 "," 	1,666 "," 	2,950 "," 	5,321 "," 	1,737 "," 	1,934 "," 	1,441 ", 	893 ," 	1,274 "," 	2,179 "," 	1,693 "," 	1,276 "," 	1,581 ", 	807 , 	704 ," 	1,726 "," 	1,634 "," 	5,981 "," 	4,229 "," 	14,398 "," 	9,190 "," 	3,806 "," 	5,114 "," 	2,600 "," 	4,210 "," 	2,505 "," 	2,083 ", 	775 ," 	2,451 ", 	426 ," 	1,417 "," 	106,946 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
