Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Jun 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
RM, 	7 , 	114 , 	74 , 	53 , 	227 , 	93 , 	74 , 	49 , 	83 , 	22 , 	94 , 	90 , 	18 , 	24 , 	26 , 	14 , 	11 , 	20 , 	27 , 	8 , 	17 , 	4 , 	9 , 	15 , 	20 , 	70 , 	74 , 	205 , 	97 , 	92 , 	135 , 	24 , 	36 , 	24 , 	25 , 	3 , 	9 , 	4 , 	23 ," 	2,015 ",,,Eastbay," 	37,515 ",,SF CBD," 	79,913 ",59.4%,,
EN, 	113 , 	11 , 	72 , 	54 , 	350 , 	111 , 	95 , 	71 , 	160 , 	30 , 	78 , 	179 , 	31 , 	30 , 	32 , 	18 , 	22 , 	41 , 	24 , 	13 , 	16 , 	4 , 	6 , 	12 , 	23 , 	193 , 	184 , 	473 , 	199 , 	69 , 	113 , 	27 , 	51 , 	44 , 	37 , 	5 , 	19 , 	6 , 	25 ," 	3,042 ",,,Westbay," 	36,179 ",,non-CBD," 	54,607 ",40.6%,,
EP, 	79 , 	58 , 	5 , 	33 , 	296 , 	54 , 	43 , 	35 , 	79 , 	19 , 	37 , 	99 , 	13 , 	13 , 	12 , 	6 , 	11 , 	18 , 	9 , 	5 , 	13 , 	6 , 	5 , 	15 , 	7 , 	114 , 	123 , 	256 , 	100 , 	37 , 	36 , 	8 , 	13 , 	13 , 	9 , 	2 , 	10 , 	2 , 	7 ," 	1,702 ",,,Transbay," 	60,826 ",,,,,,
NB, 	61 , 	61 , 	30 , 	6 , 	114 , 	36 , 	33 , 	38 , 	75 , 	20 , 	37 , 	96 , 	13 , 	13 , 	11 , 	5 , 	8 , 	17 , 	8 , 	7 , 	11 , 	6 , 	6 , 	13 , 	8 , 	162 , 	142 , 	283 , 	157 , 	61 , 	46 , 	11 , 	13 , 	13 , 	13 , 	2 , 	7 , 	1 , 	5 ," 	1,648 ",,,,,,,,,,
BK, 	234 , 	370 , 	287 , 	124 , 	15 , 	261 , 	155 , 	199 , 	298 , 	87 , 	157 , 	183 , 	64 , 	58 , 	62 , 	22 , 	50 , 	118 , 	41 , 	35 , 	51 , 	28 , 	25 , 	29 , 	32 , 	319 , 	284 , 	767 , 	389 , 	116 , 	115 , 	51 , 	36 , 	62 , 	53 , 	17 , 	59 , 	12 , 	38 ," 	5,304 ",,,Extensions," 	17,730 ",,,,,,
AS, 	99 , 	122 , 	52 , 	42 , 	212 , 	5 , 	70 , 	70 , 	112 , 	44 , 	83 , 	98 , 	24 , 	30 , 	22 , 	11 , 	16 , 	23 , 	13 , 	10 , 	19 , 	3 , 	3 , 	10 , 	29 , 	111 , 	111 , 	263 , 	174 , 	80 , 	78 , 	20 , 	18 , 	10 , 	12 , 	5 , 	16 , 	4 , 	8 ," 	2,132 ",,,,,,,,,,
MA, 	77 , 	100 , 	48 , 	36 , 	148 , 	72 , 	9 , 	43 , 	77 , 	26 , 	69 , 	143 , 	39 , 	46 , 	39 , 	17 , 	18 , 	30 , 	43 , 	24 , 	33 , 	11 , 	14 , 	21 , 	48 , 	206 , 	221 , 	465 , 	285 , 	128 , 	88 , 	24 , 	29 , 	27 , 	19 , 	4 , 	22 , 	5 , 	52 ," 	2,805 ",,,,,,,,,,
19, 	54 , 	79 , 	38 , 	40 , 	175 , 	77 , 	35 , 	15 , 	23 , 	10 , 	59 , 	86 , 	30 , 	49 , 	47 , 	16 , 	29 , 	48 , 	38 , 	22 , 	27 , 	14 , 	14 , 	30 , 	19 , 	123 , 	120 , 	301 , 	184 , 	70 , 	52 , 	19 , 	23 , 	25 , 	19 , 	6 , 	17 , 	8 , 	29 ," 	2,074 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,Exits
12, 	79 , 	151 , 	70 , 	66 , 	270 , 	115 , 	83 , 	26 , 	14 , 	25 , 	105 , 	164 , 	98 , 	106 , 	81 , 	37 , 	72 , 	88 , 	60 , 	46 , 	64 , 	32 , 	30 , 	51 , 	45 , 	238 , 	259 , 	684 , 	270 , 	89 , 	85 , 	42 , 	60 , 	57 , 	55 , 	9 , 	35 , 	12 , 	62 ," 	3,934 ",,,Dtwn SF," 	1,575 "," 	5,748 "," 	15,216 "," 	5,662 "," 	5,534 "," 	8,109 "," 	41,845 "
LM, 	19 , 	32 , 	18 , 	24 , 	70 , 	30 , 	24 , 	12 , 	22 , 	5 , 	82 , 	117 , 	98 , 	87 , 	44 , 	21 , 	47 , 	49 , 	7 , 	8 , 	8 , 	4 , 	3 , 	12 , 	16 , 	134 , 	160 , 	365 , 	166 , 	66 , 	59 , 	18 , 	22 , 	16 , 	8 , 	28 , 	61 , 	2 , 	6 ," 	1,970 ",,,OAK," 	5,370 ", 	697 ," 	1,307 "," 	1,994 ", 	835 ," 	2,472 "," 	12,675 "
FV, 	90 , 	92 , 	42 , 	45 , 	155 , 	87 , 	69 , 	61 , 	110 , 	81 , 	13 , 	231 , 	150 , 	216 , 	168 , 	58 , 	81 , 	78 , 	43 , 	21 , 	25 , 	15 , 	23 , 	27 , 	69 , 	191 , 	174 , 	503 , 	224 , 	117 , 	160 , 	33 , 	46 , 	39 , 	23 , 	39 , 	94 , 	4 , 	27 ," 	3,722 ",,,CM line," 	14,393 "," 	1,350 "," 	4,995 "," 	1,643 "," 	1,200 "," 	1,910 "," 	25,490 "
CL, 	131 , 	187 , 	110 , 	87 , 	211 , 	97 , 	158 , 	93 , 	184 , 	103 , 	227 , 	10 , 	214 , 	238 , 	208 , 	130 , 	218 , 	354 , 	116 , 	145 , 	94 , 	89 , 	55 , 	58 , 	61 , 	283 , 	182 , 	494 , 	244 , 	88 , 	135 , 	75 , 	46 , 	120 , 	52 , 	127 , 	465 , 	50 , 	124 ," 	6,061 ",,,RM line," 	5,248 "," 	2,082 "," 	1,604 "," 	3,934 ", 	662 ," 	2,312 "," 	15,842 "
SL, 	60 , 	57 , 	9 , 	13 , 	69 , 	30 , 	38 , 	37 , 	80 , 	66 , 	140 , 	198 , 	7 , 	98 , 	98 , 	48 , 	33 , 	50 , 	11 , 	6 , 	8 , 	6 , 	4 , 	5 , 	11 , 	150 , 	120 , 	296 , 	130 , 	34 , 	50 , 	15 , 	24 , 	18 , 	14 , 	32 , 	53 , 	2 , 	15 ," 	2,138 ",,,WP line," 	5,298 ", 	879 ," 	1,154 ", 	726 ," 	3,002 "," 	1,342 "," 	12,401 "
BF, 	27 , 	26 , 	11 , 	9 , 	64 , 	29 , 	42 , 	50 , 	117 , 	86 , 	224 , 	239 , 	103 , 	8 , 	120 , 	83 , 	81 , 	112 , 	11 , 	7 , 	7 , 	2 , 	2 , 	7 , 	25 , 	113 , 	101 , 	254 , 	99 , 	27 , 	31 , 	15 , 	20 , 	24 , 	15 , 	39 , 	127 , 	1 , 	13 ," 	2,370 ",,,FT/ED line," 	7,760 "," 	2,491 "," 	1,931 "," 	2,608 "," 	1,339 "," 	10,138 "," 	26,268 "
HY, 	33 , 	36 , 	9 , 	12 , 	61 , 	24 , 	44 , 	41 , 	76 , 	31 , 	171 , 	205 , 	121 , 	114 , 	7 , 	102 , 	102 , 	158 , 	14 , 	7 , 	8 , 	5 , 	2 , 	6 , 	18 , 	90 , 	67 , 	165 , 	66 , 	31 , 	44 , 	9 , 	18 , 	19 , 	17 , 	15 , 	56 , 	5 , 	21 ," 	2,031 ",,,Entries," 	39,644 "," 	13,247 "," 	26,207 "," 	16,567 "," 	12,572 "," 	26,284 "," 	134,520 "
SH, 	20 , 	18 , 	3 , 	2 , 	27 , 	19 , 	9 , 	11 , 	40 , 	19 , 	89 , 	149 , 	24 , 	52 , 	129 , 	36 , 	49 , 	53 , 	7 , 	3 , 	5 , 	2 , 	1 , 	4 , 	7 , 	104 , 	61 , 	87 , 	31 , 	21 , 	30 , 	5 , 	7 , 	16 , 	8 , 	3 , 	12 , 	2 , 	7 ," 	1,173 ",,,,,,,,,,
UC, 	11 , 	22 , 	12 , 	9 , 	63 , 	20 , 	23 , 	23 , 	76 , 	46 , 	86 , 	184 , 	41 , 	92 , 	121 , 	71 , 	11 , 	114 , 	11 , 	8 , 	7 , 	1 , 	2 , 	6 , 	8 , 	100 , 	88 , 	238 , 	90 , 	11 , 	28 , 	9 , 	16 , 	20 , 	10 , 	9 , 	27 , 	3 , 	9 ," 	1,726 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	23 , 	48 , 	24 , 	18 , 	151 , 	27 , 	43 , 	47 , 	104 , 	46 , 	85 , 	362 , 	58 , 	109 , 	166 , 	92 , 	110 , 	27 , 	21 , 	19 , 	17 , 	4 , 	6 , 	14 , 	12 , 	220 , 	171 , 	437 , 	140 , 	21 , 	39 , 	19 , 	16 , 	30 , 	18 , 	15 , 	45 , 	4 , 	25 ," 	2,831 ",,,Dtwn SF," 	1,575 ",,,,,,
CN, 	22 , 	28 , 	10 , 	10 , 	36 , 	13 , 	44 , 	40 , 	75 , 	6 , 	39 , 	132 , 	13 , 	12 , 	15 , 	9 , 	11 , 	24 , 	18 , 	64 , 	305 , 	62 , 	31 , 	41 , 	8 , 	170 , 	94 , 	257 , 	126 , 	32 , 	70 , 	27 , 	32 , 	36 , 	39 , 	4 , 	13 , 	35 , 	223 ," 	2,228 ",,,OAK," 	11,118 ", 	697 ,,,,,
PH, 	8 , 	16 , 	8 , 	6 , 	41 , 	11 , 	25 , 	21 , 	49 , 	7 , 	16 , 	131 , 	10 , 	7 , 	6 , 	4 , 	7 , 	17 , 	80 , 	8 , 	81 , 	22 , 	12 , 	43 , 	6 , 	243 , 	135 , 	289 , 	122 , 	27 , 	29 , 	18 , 	13 , 	22 , 	33 , 	2 , 	3 , 	13 , 	47 ," 	1,635 ",,,CM line," 	29,609 "," 	2,657 "," 	4,995 ",,,,
WC, 	15 , 	15 , 	12 , 	12 , 	56 , 	18 , 	35 , 	24 , 	72 , 	6 , 	19 , 	96 , 	9 , 	8 , 	8 , 	3 , 	5 , 	12 , 	403 , 	94 , 	8 , 	45 , 	21 , 	64 , 	3 , 	257 , 	160 , 	314 , 	144 , 	25 , 	29 , 	15 , 	22 , 	20 , 	30 , 	4 , 	4 , 	34 , 	90 ," 	2,214 ",,,RM line," 	10,910 "," 	4,076 "," 	3,247 "," 	3,934 ",,,
LF, 	5 , 	5 , 	6 , 	3 , 	30 , 	6 , 	15 , 	14 , 	33 , 	2 , 	23 , 	77 , 	6 , 	2 , 	4 , 	2 , 	2 , 	5 , 	83 , 	25 , 	46 , 	4 , 	10 , 	29 , 	2 , 	169 , 	84 , 	181 , 	69 , 	13 , 	19 , 	11 , 	8 , 	6 , 	9 , 	1 , 	1 , 	5 , 	20 ," 	1,034 ",,,WP line," 	10,831 "," 	1,713 "," 	2,354 "," 	1,389 "," 	3,002 ",,
OR, 	10 , 	8 , 	8 , 	7 , 	34 , 	5 , 	14 , 	13 , 	27 , 	4 , 	23 , 	54 , 	2 , 	3 , 	2 , 	1 , 	1 , 	8 , 	28 , 	12 , 	23 , 	11 , 	3 , 	30 , 	2 , 	155 , 	88 , 	165 , 	65 , 	10 , 	14 , 	7 , 	7 , 	8 , 	14 , 	0 , 	3 , 	3 , 	10 , 	884 ,,,FT/ED line," 	15,869 "," 	4,963 "," 	3,841 "," 	4,920 "," 	2,682 "," 	10,138 "," 	134,520 "
