Exit stations,Entry stations->,,SATURDAY,,,Apr 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
FV, 	72 , 	98 , 	48 , 	53 , 	241 , 	102 , 	125 , 	94 , 	127 , 	85 , 	23 , 	300 , 	142 , 	180 , 	132 , 	66 , 	52 , 	77 , 	33 , 	20 , 	24 , 	14 , 	16 , 	44 , 	91 , 	394 , 	305 , 	754 , 	392 , 	214 , 	180 , 	37 , 	68 , 	57 , 	10 , 	45 , 	85 , 	6 , 	48 , 	10 , 	27 , 	48 , 	15 , 	51 , 	12 , 	-   ," 	5,014 ",,,OAK," 	9,326 "," 	1,241 "," 	3,090 "," 	2,993 "," 	1,336 "," 	3,278 ", 	556 ," 	21,819 "
CL, 	78 , 	237 , 	116 , 	109 , 	204 , 	133 , 	224 , 	162 , 	203 , 	222 , 	305 , 	20 , 	312 , 	362 , 	244 , 	144 , 	235 , 	583 , 	102 , 	140 , 	180 , 	87 , 	65 , 	116 , 	104 , 	417 , 	260 , 	542 , 	338 , 	162 , 	151 , 	103 , 	81 , 	159 , 	16 , 	188 , 	737 , 	80 , 	137 , 	27 , 	39 , 	29 , 	53 , 	252 , 	29 , 	-   ," 	8,485 ",,,CM line," 	15,771 "," 	3,175 "," 	6,052 "," 	2,708 "," 	1,534 "," 	2,433 "," 	2,357 "," 	34,029 "
SL, 	29 , 	42 , 	20 , 	18 , 	116 , 	37 , 	47 , 	62 , 	94 , 	149 , 	143 , 	313 , 	13 , 	114 , 	110 , 	41 , 	36 , 	62 , 	14 , 	8 , 	11 , 	6 , 	6 , 	20 , 	32 , 	180 , 	154 , 	408 , 	151 , 	61 , 	56 , 	21 , 	28 , 	32 , 	7 , 	35 , 	40 , 	4 , 	12 , 	6 , 	12 , 	23 , 	8 , 	33 , 	7 , 	-   ," 	2,814 ",,,RM line," 	8,420 "," 	3,049 "," 	2,706 "," 	5,039 "," 	1,042 "," 	3,049 ", 	753 ," 	24,058 "
BF, 	22 , 	44 , 	13 , 	19 , 	118 , 	27 , 	61 , 	57 , 	115 , 	137 , 	189 , 	335 , 	113 , 	15 , 	134 , 	75 , 	88 , 	136 , 	16 , 	8 , 	10 , 	3 , 	4 , 	16 , 	40 , 	199 , 	166 , 	419 , 	126 , 	55 , 	50 , 	15 , 	38 , 	30 , 	8 , 	57 , 	103 , 	2 , 	22 , 	4 , 	12 , 	13 , 	9 , 	107 , 	8 , 	-   ," 	3,233 ",,,WP line," 	7,390 "," 	1,415 "," 	1,547 "," 	1,115 "," 	3,249 "," 	1,546 ", 	934 ," 	17,195 "
HY, 	21 , 	39 , 	13 , 	14 , 	94 , 	27 , 	54 , 	49 , 	67 , 	54 , 	129 , 	229 , 	101 , 	141 , 	22 , 	73 , 	96 , 	164 , 	12 , 	6 , 	11 , 	2 , 	2 , 	12 , 	25 , 	126 , 	80 , 	243 , 	91 , 	44 , 	35 , 	14 , 	21 , 	23 , 	5 , 	26 , 	44 , 	5 , 	26 , 	7 , 	12 , 	18 , 	7 , 	46 , 	12 , 	-   ," 	2,337 ",,,FT/ED line," 	10,132 "," 	3,311 "," 	2,539 "," 	3,251 "," 	1,632 "," 	11,680 ", 	654 ," 	33,199 "
SH, 	14 , 	18 , 	6 , 	8 , 	56 , 	12 , 	21 , 	22 , 	35 , 	30 , 	60 , 	133 , 	41 , 	73 , 	82 , 	6 , 	46 , 	95 , 	9 , 	3 , 	4 , 	4 , 	2 , 	7 , 	8 , 	84 , 	63 , 	145 , 	50 , 	31 , 	28 , 	7 , 	14 , 	21 , 	4 , 	13 , 	18 , 	2 , 	14 , 	4 , 	7 , 	8 , 	3 , 	19 , 	3 , 	-   ," 	1,328 ",,,SFIA," 	4,701 ", 	499 ," 	2,269 ", 	718 , 	710 , 	520 , 	947 ," 	10,364 "
UC, 	16 , 	26 , 	8 , 	11 , 	113 , 	18 , 	25 , 	30 , 	54 , 	42 , 	52 , 	227 , 	35 , 	78 , 	92 , 	54 , 	13 , 	120 , 	11 , 	4 , 	5 , 	4 , 	2 , 	7 , 	10 , 	160 , 	117 , 	284 , 	74 , 	30 , 	25 , 	11 , 	16 , 	29 , 	5 , 	18 , 	31 , 	2 , 	12 , 	5 , 	4 , 	27 , 	5 , 	24 , 	12 , 	-   ," 	1,942 ",,,Entries," 	57,978 "," 	22,461 "," 	34,561 "," 	24,698 "," 	16,959 "," 	32,737 "," 	11,301 "," 	200,695 "
FM, 	22 , 	46 , 	32 , 	27 , 	350 , 	34 , 	53 , 	57 , 	82 , 	71 , 	96 , 	527 , 	61 , 	128 , 	167 , 	103 , 	123 , 	22 , 	25 , 	20 , 	17 , 	7 , 	7 , 	26 , 	17 , 	289 , 	228 , 	485 , 	176 , 	74 , 	39 , 	19 , 	30 , 	39 , 	6 , 	28 , 	64 , 	7 , 	21 , 	5 , 	4 , 	40 , 	6 , 	31 , 	24 , 	-   ," 	3,727 ",,,,,,,,,,,
CN, 	15 , 	29 , 	10 , 	10 , 	80 , 	14 , 	48 , 	44 , 	78 , 	13 , 	36 , 	89 , 	15 , 	15 , 	11 , 	5 , 	10 , 	22 , 	16 , 	69 , 	191 , 	63 , 	22 , 	49 , 	10 , 	204 , 	140 , 	338 , 	125 , 	54 , 	48 , 	22 , 	26 , 	34 , 	10 , 	5 , 	6 , 	28 , 	219 , 	7 , 	8 , 	73 , 	16 , 	5 , 	16 , 	-   ," 	2,345 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	9 , 	13 , 	8 , 	14 , 	91 , 	13 , 	41 , 	40 , 	55 , 	10 , 	18 , 	116 , 	7 , 	6 , 	7 , 	3 , 	5 , 	16 , 	62 , 	10 , 	89 , 	26 , 	14 , 	72 , 	9 , 	286 , 	189 , 	357 , 	153 , 	56 , 	32 , 	18 , 	12 , 	34 , 	7 , 	4 , 	3 , 	18 , 	72 , 	5 , 	9 , 	107 , 	15 , 	2 , 	24 , 	-   ," 	2,153 ",,,Dtwn SF," 	2,239 ",,,,,,,
WC, 	10 , 	24 , 	19 , 	17 , 	112 , 	13 , 	53 , 	59 , 	71 , 	16 , 	26 , 	165 , 	11 , 	10 , 	16 , 	4 , 	5 , 	17 , 	234 , 	106 , 	15 , 	58 , 	31 , 	104 , 	14 , 	377 , 	230 , 	435 , 	231 , 	73 , 	59 , 	27 , 	16 , 	35 , 	12 , 	5 , 	4 , 	26 , 	132 , 	12 , 	11 , 	142 , 	24 , 	3 , 	26 , 	-   ," 	3,085 ",,,OAK," 	19,098 "," 	1,241 ",,,,,,
LF, 	5 , 	6 , 	10 , 	6 , 	66 , 	11 , 	27 , 	37 , 	34 , 	6 , 	16 , 	77 , 	7 , 	3 , 	2 , 	3 , 	4 , 	4 , 	79 , 	41 , 	51 , 	13 , 	14 , 	56 , 	5 , 	225 , 	134 , 	241 , 	138 , 	47 , 	28 , 	15 , 	8 , 	14 , 	6 , 	2 , 	3 , 	9 , 	23 , 	1 , 	3 , 	81 , 	10 , 	2 , 	15 , 	-   ," 	1,584 ",,,CM line," 	32,128 "," 	6,265 "," 	6,052 ",,,,,
OR, 	6 , 	8 , 	9 , 	9 , 	68 , 	6 , 	24 , 	28 , 	33 , 	5 , 	14 , 	66 , 	5 , 	4 , 	1 , 	2 , 	2 , 	4 , 	23 , 	18 , 	30 , 	13 , 	6 , 	54 , 	3 , 	189 , 	117 , 	198 , 	105 , 	31 , 	29 , 	10 , 	8 , 	10 , 	3 , 	1 , 	1 , 	5 , 	17 , 	2 , 	1 , 	57 , 	7 , 	-   , 	12 , 	-   ," 	1,240 ",,,RM line," 	17,294 "," 	6,042 "," 	5,413 "," 	5,039 ",,,,
RR, 	19 , 	28 , 	31 , 	21 , 	60 , 	12 , 	53 , 	106 , 	95 , 	26 , 	42 , 	119 , 	18 , 	17 , 	15 , 	5 , 	6 , 	22 , 	50 , 	63 , 	95 , 	68 , 	51 , 	21 , 	27 , 	427 , 	299 , 	606 , 	381 , 	204 , 	129 , 	46 , 	20 , 	21 , 	9 , 	4 , 	7 , 	12 , 	28 , 	5 , 	8 , 	106 , 	28 , 	4 , 	19 , 	-   ," 	3,426 ",,,WP line," 	14,847 "," 	2,751 "," 	3,081 "," 	2,157 "," 	3,249 ",,,
OW, 	18 , 	31 , 	15 , 	22 , 	91 , 	41 , 	72 , 	54 , 	84 , 	27 , 	96 , 	93 , 	32 , 	28 , 	28 , 	11 , 	7 , 	11 , 	13 , 	13 , 	13 , 	6 , 	2 , 	25 , 	12 , 	576 , 	443 , 	944 , 	476 , 	294 , 	228 , 	36 , 	45 , 	34 , 	9 , 	10 , 	17 , 	3 , 	21 , 	8 , 	16 , 	58 , 	19 , 	10 , 	7 , 	-   ," 	4,092 ",,,FT/ED line," 	20,363 "," 	6,589 "," 	4,972 "," 	6,301 "," 	3,178 "," 	11,680 ",,
EM, 	140 , 	401 , 	215 , 	371 ," 	1,020 ", 	348 , 	524 , 	486 , 	479 , 	412 , 	451 , 	469 , 	218 , 	215 , 	151 , 	99 , 	186 , 	359 , 	232 , 	374 , 	430 , 	264 , 	235 , 	538 , 	726 , 	61 , 	41 , 	337 , 	172 , 	575 , 	708 , 	363 , 	536 , 	380 , 	120 , 	155 , 	661 , 	104 , 	238 , 	96 , 	122 , 	407 , 	287 , 	196 , 	64 , 	-   ," 	14,964 ",,,SFIA," 	9,802 "," 	1,054 "," 	4,625 "," 	1,471 "," 	1,643 "," 	1,175 ", 	947 ," 	200,695 "
MT, 	155 , 	302 , 	181 , 	231 , 	612 , 	222 , 	379 , 	376 , 	356 , 	319 , 	372 , 	283 , 	194 , 	219 , 	108 , 	75 , 	152 , 	252 , 	180 , 	218 , 	243 , 	154 , 	127 , 	326 , 	519 , 	43 , 	49 , 	59 , 	113 , 	483 , 	580 , 	423 ," 	1,124 ", 	456 , 	151 , 	127 , 	289 , 	82 , 	174 , 	130 , 	110 , 	264 , 	222 , 	118 , 	36 , 	-   ," 	11,584 ",,,,,,,,,,,
PL, 	292 , 	639 , 	287 , 	339 ," 	1,118 ", 	349 , 	599 , 	532 , 	606 , 	501 , 	648 , 	512 , 	350 , 	366 , 	229 , 	125 , 	232 , 	447 , 	287 , 	303 , 	395 , 	223 , 	179 , 	513 , 	978 , 	381 , 	73 , 	141 , 	227 ," 	1,505 "," 	1,731 ", 	970 ," 	1,882 "," 	1,198 ", 	370 , 	201 , 	531 , 	116 , 	335 , 	283 , 	330 ," 	1,247 ", 	591 , 	187 , 	86 , 	-   ," 	23,428 ",,,,,,,,,,,
CC, 	104 , 	205 , 	161 , 	254 , 	656 , 	274 , 	457 , 	410 , 	340 , 	282 , 	380 , 	265 , 	120 , 	115 , 	81 , 	43 , 	71 , 	176 , 	100 , 	134 , 	189 , 	123 , 	104 , 	381 , 	492 , 	167 , 	104 , 	214 , 	58 , 	582 , 	723 , 	340 , 	593 , 	410 , 	159 , 	84 , 	225 , 	42 , 	119 , 	116 , 	179 , 	387 , 	330 , 	89 , 	31 , 	-   ," 	10,863 ",,,,,,,,,,,
16, 	93 , 	115 , 	77 , 	156 , 	383 , 	213 , 	350 , 	331 , 	235 , 	220 , 	226 , 	163 , 	61 , 	55 , 	44 , 	28 , 	37 , 	74 , 	52 , 	64 , 	68 , 	58 , 	36 , 	208 , 	325 , 	560 , 	406 ," 	1,586 ", 	634 , 	44 , 	300 , 	302 , 	518 , 	297 , 	106 , 	26 , 	70 , 	17 , 	54 , 	88 , 	122 , 	170 , 	229 , 	31 , 	12 , 	-   ," 	9,233 ",,,,,,,,,,,
24, 	109 , 	123 , 	60 , 	98 , 	281 , 	130 , 	231 , 	209 , 	161 , 	146 , 	188 , 	134 , 	60 , 	57 , 	34 , 	37 , 	21 , 	41 , 	49 , 	47 , 	60 , 	32 , 	27 , 	136 , 	228 , 	627 , 	451 ," 	1,896 ", 	807 , 	270 , 	51 , 	252 , 	511 , 	287 , 	129 , 	22 , 	61 , 	11 , 	58 , 	77 , 	146 , 	141 , 	191 , 	18 , 	14 , 	-   ," 	8,713 ",,,,,,,,,,,
GP, 	28 , 	38 , 	21 , 	28 , 	107 , 	34 , 	50 , 	56 , 	68 , 	33 , 	36 , 	85 , 	12 , 	14 , 	12 , 	10 , 	8 , 	17 , 	18 , 	16 , 	26 , 	14 , 	10 , 	43 , 	36 , 	307 , 	297 ," 	1,078 ", 	307 , 	256 , 	236 , 	22 , 	61 , 	53 , 	38 , 	9 , 	27 , 	6 , 	25 , 	21 , 	65 , 	78 , 	59 , 	7 , 	8 , 	-   ," 	3,773 ",,,,,,,,,,,
BP, 	44 , 	50 , 	14 , 	25 , 	85 , 	27 , 	39 , 	46 , 	60 , 	37 , 	57 , 	64 , 	23 , 	31 , 	16 , 	10 , 	14 , 	19 , 	21 , 	16 , 	20 , 	8 , 	8 , 	22 , 	44 , 	432 , 	527 ," 	2,217 ", 	487 , 	446 , 	475 , 	65 , 	41 , 	69 , 	70 , 	5 , 	31 , 	7 , 	41 , 	39 , 	129 , 	84 , 	95 , 	10 , 	6 , 	-   ," 	6,070 ",,,,,,,,,,,
DC, 	33 , 	54 , 	22 , 	22 , 	143 , 	22 , 	38 , 	45 , 	53 , 	43 , 	60 , 	135 , 	29 , 	30 , 	22 , 	23 , 	23 , 	36 , 	29 , 	29 , 	33 , 	17 , 	10 , 	21 , 	38 , 	326 , 	330 ," 	1,339 ", 	395 , 	282 , 	305 , 	64 , 	82 , 	26 , 	32 , 	19 , 	55 , 	12 , 	41 , 	44 , 	113 , 	160 , 	122 , 	29 , 	10 , 	-   ," 	4,791 ",,,,,,,,,,,
CM, 	11 , 	26 , 	5 , 	8 , 	23 , 	6 , 	9 , 	11 , 	21 , 	5 , 	8 , 	17 , 	9 , 	8 , 	6 , 	5 , 	5 , 	4 , 	12 , 	9 , 	11 , 	5 , 	3 , 	6 , 	12 , 	106 , 	111 , 	397 , 	152 , 	94 , 	112 , 	43 , 	78 , 	33 , 	8 , 	1 , 	6 , 	4 , 	26 , 	11 , 	55 , 	76 , 	43 , 	2 , 	2 , 	-   ," 	1,596 ",,,,,,,,,,,
CV, 	5 , 	5 , 	6 , 	4 , 	34 , 	8 , 	11 , 	11 , 	14 , 	64 , 	44 , 	176 , 	36 , 	61 , 	27 , 	15 , 	10 , 	27 , 	5 , 	4 , 	5 , 	1 , 	-   , 	6 , 	12 , 	126 , 	115 , 	216 , 	87 , 	33 , 	23 , 	6 , 	9 , 	19 , 	1 , 	6 , 	72 , 	2 , 	3 , 	4 , 	2 , 	20 , 	3 , 	92 , 	6 , 	-   ," 	1,431 ",,,,,,,,,,,
ED, 	8 , 	15 , 	13 , 	7 , 	115 , 	15 , 	26 , 	22 , 	35 , 	65 , 	88 , 	669 , 	39 , 	123 , 	47 , 	19 , 	33 , 	68 , 	8 , 	4 , 	5 , 	3 , 	2 , 	8 , 	22 , 	567 , 	283 , 	612 , 	231 , 	78 , 	52 , 	20 , 	33 , 	57 , 	4 , 	74 , 	43 , 	3 , 	11 , 	6 , 	6 , 	106 , 	13 , 	33 , 	55 , 	-   ," 	3,742 ",,,,,,,,,,,
NC, 	2 , 	4 , 	3 , 	3 , 	23 , 	4 , 	17 , 	15 , 	16 , 	1 , 	5 , 	69 , 	1 , 	3 , 	4 , 	3 , 	2 , 	6 , 	26 , 	16 , 	25 , 	7 , 	5 , 	17 , 	2 , 	103 , 	71 , 	127 , 	43 , 	17 , 	14 , 	4 , 	8 , 	15 , 	5 , 	3 , 	6 , 	4 , 	23 , 	3 , 	3 , 	34 , 	4 , 	1 , 	7 , 	-   , 	768 ,,,,,,,,,,,
WP, 	34 , 	54 , 	10 , 	10 , 	69 , 	21 , 	105 , 	54 , 	92 , 	15 , 	55 , 	131 , 	19 , 	22 , 	22 , 	16 , 	13 , 	24 , 	228 , 	79 , 	133 , 	27 , 	20 , 	35 , 	32 , 	227 , 	137 , 	411 , 	150 , 	57 , 	64 , 	34 , 	40 , 	52 , 	30 , 	5 , 	9 , 	28 , 	18 , 	16 , 	25 , 	92 , 	19 , 	3 , 	15 , 	-   ," 	2,748 ",,,,,,,,,,,
SS, 	8 , 	13 , 	3 , 	5 , 	17 , 	7 , 	6 , 	8 , 	20 , 	6 , 	11 , 	24 , 	7 , 	4 , 	6 , 	3 , 	4 , 	3 , 	7 , 	6 , 	9 , 	1 , 	3 , 	4 , 	7 , 	91 , 	102 , 	309 , 	107 , 	84 , 	76 , 	25 , 	47 , 	40 , 	12 , 	2 , 	7 , 	3 , 	11 , 	13 , 	30 , 	28 , 	22 , 	2 , 	1 , 	-   ," 	1,198 ",,,,,,,,,,,
SB, 	17 , 	21 , 	7 , 	5 , 	26 , 	7 , 	11 , 	16 , 	24 , 	10 , 	26 , 	36 , 	9 , 	12 , 	11 , 	6 , 	5 , 	6 , 	9 , 	9 , 	11 , 	4 , 	1 , 	6 , 	19 , 	101 , 	93 , 	385 , 	189 , 	103 , 	160 , 	65 , 	140 , 	132 , 	56 , 	2 , 	6 , 	3 , 	17 , 	26 , 	10 , 	46 , 	26 , 	4 , 	2 , 	-   ," 	1,876 ",,,,,,,,,,,
SO, 	25 , 	51 , 	46 , 	59 , 	133 , 	38 , 	63 , 	41 , 	61 , 	19 , 	34 , 	18 , 	20 , 	9 , 	14 , 	5 , 	14 , 	33 , 	51 , 	80 , 	102 , 	49 , 	37 , 	80 , 	50 , 	276 , 	218 ," 	1,149 ", 	342 , 	139 , 	126 , 	61 , 	86 , 	141 , 	69 , 	10 , 	67 , 	28 , 	65 , 	26 , 	34 , 	27 , 	286 , 	20 , 	17 , 	-   ," 	4,314 ",,,,,,,,,,,
MB, 	17 , 	18 , 	12 , 	17 , 	154 , 	14 , 	29 , 	40 , 	41 , 	12 , 	17 , 	43 , 	8 , 	8 , 	5 , 	4 , 	4 , 	8 , 	17 , 	15 , 	24 , 	8 , 	9 , 	25 , 	18 , 	227 , 	176 , 	646 , 	291 , 	201 , 	156 , 	65 , 	102 , 	145 , 	41 , 	2 , 	11 , 	3 , 	18 , 	18 , 	23 , 	302 , 	34 , 	4 , 	4 , 	-   ," 	3,029 ",,,,,,,,,,,
WD, 	4 , 	10 , 	6 , 	4 , 	49 , 	7 , 	11 , 	11 , 	14 , 	38 , 	51 , 	249 , 	38 , 	107 , 	54 , 	20 , 	25 , 	34 , 	6 , 	4 , 	2 , 	1 , 	1 , 	4 , 	6 , 	182 , 	120 , 	216 , 	98 , 	32 , 	24 , 	8 , 	15 , 	28 , 	4 , 	91 , 	26 , 	2 , 	3 , 	3 , 	4 , 	35 , 	6 , 	15 , 	18 , 	-   ," 	1,680 ",,,,,,,,,,,
OA, 	3 , 	17 , 	18 , 	25 , 	102 , 	17 , 	21 , 	18 , 	30 , 	16 , 	9 , 	34 , 	6 , 	5 , 	7 , 	5 , 	9 , 	16 , 	7 , 	17 , 	23 , 	11 , 	3 , 	14 , 	8 , 	59 , 	40 , 	110 , 	35 , 	13 , 	15 , 	7 , 	5 , 	7 , 	1 , 	7 , 	27 , 	6 , 	8 , 	2 , 	0 , 	15 , 	3 , 	12 , 	4 , 	-   , 	813 ,,,,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
Entries," 	2,350 "," 	4,132 "," 	2,594 "," 	2,726 "," 	9,811 "," 	3,347 "," 	4,948 "," 	4,601 "," 	5,110 "," 	3,534 "," 	5,084 "," 	8,018 "," 	2,742 "," 	3,238 "," 	2,386 "," 	1,338 "," 	1,897 "," 	3,710 "," 	2,362 "," 	2,260 "," 	2,946 "," 	1,577 "," 	1,252 "," 	3,417 "," 	4,440 "," 	12,579 "," 	9,211 "," 	25,680 "," 	11,367 "," 	8,808 "," 	8,564 "," 	3,991 "," 	6,805 "," 	4,908 "," 	1,645 "," 	1,446 "," 	3,697 ", 	771 ," 	2,485 "," 	1,208 "," 	1,828 "," 	5,187 "," 	3,146 "," 	1,593 ", 	870 , 	-   ," 	205,601 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
