Exit stations,Entry stations->,,SUNDAY,,,Apr 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	11 , 	53 , 	50 , 	45 , 	174 , 	58 , 	66 , 	39 , 	47 , 	28 , 	57 , 	42 , 	14 , 	11 , 	13 , 	9 , 	6 , 	13 , 	11 , 	7 , 	7 , 	3 , 	6 , 	11 , 	14 , 	96 , 	80 , 	210 , 	86 , 	60 , 	72 , 	21 , 	27 , 	19 , 	8 , 	3 , 	5 , 	3 , 	23 , 	5 , 	11 , 	34 , 	13 , 	2 , 	7 , 	-   ," 	1,573 ",,,Eastbay," 	28,982 ",,SF CBD," 	76,072 ",58.5%,,,
EN, 	60 , 	11 , 	51 , 	40 , 	255 , 	83 , 	82 , 	63 , 	81 , 	39 , 	91 , 	74 , 	20 , 	21 , 	17 , 	6 , 	15 , 	30 , 	19 , 	7 , 	23 , 	7 , 	5 , 	10 , 	24 , 	200 , 	165 , 	436 , 	154 , 	71 , 	70 , 	27 , 	38 , 	32 , 	15 , 	6 , 	12 , 	2 , 	28 , 	10 , 	13 , 	67 , 	14 , 	3 , 	23 , 	-   ," 	2,514 ",,,Westbay," 	39,387 ",,non-CBD," 	48,100 ",37.0%,,,
EP, 	60 , 	47 , 	9 , 	41 , 	257 , 	55 , 	52 , 	47 , 	57 , 	27 , 	36 , 	61 , 	8 , 	8 , 	9 , 	4 , 	4 , 	22 , 	5 , 	6 , 	10 , 	5 , 	5 , 	16 , 	8 , 	126 , 	97 , 	212 , 	119 , 	50 , 	36 , 	18 , 	13 , 	15 , 	4 , 	4 , 	9 , 	3 , 	8 , 	3 , 	6 , 	58 , 	12 , 	3 , 	29 , 	-   ," 	1,680 ",,,Transbay," 	63,614 ",,,,,,,
NB, 	45 , 	38 , 	39 , 	12 , 	80 , 	39 , 	57 , 	57 , 	65 , 	31 , 	48 , 	38 , 	12 , 	12 , 	11 , 	2 , 	6 , 	26 , 	8 , 	10 , 	15 , 	6 , 	6 , 	12 , 	13 , 	193 , 	151 , 	284 , 	201 , 	98 , 	76 , 	27 , 	21 , 	16 , 	3 , 	3 , 	8 , 	2 , 	12 , 	4 , 	5 , 	106 , 	23 , 	1 , 	44 , 	-   ," 	1,961 ",,,,,,,,,,,
BK, 	180 , 	254 , 	259 , 	84 , 	43 , 	147 , 	179 , 	212 , 	207 , 	97 , 	146 , 	58 , 	41 , 	50 , 	51 , 	25 , 	46 , 	188 , 	38 , 	33 , 	57 , 	36 , 	30 , 	28 , 	59 , 	423 , 	281 , 	732 , 	449 , 	244 , 	164 , 	69 , 	51 , 	61 , 	16 , 	17 , 	44 , 	9 , 	33 , 	11 , 	15 , 	202 , 	95 , 	15 , 	108 , 	-   ," 	5,582 ",,,,,,,,,,,
AS, 	64 , 	73 , 	51 , 	39 , 	147 , 	17 , 	64 , 	94 , 	98 , 	46 , 	80 , 	47 , 	21 , 	20 , 	14 , 	7 , 	15 , 	28 , 	11 , 	15 , 	11 , 	6 , 	6 , 	12 , 	27 , 	169 , 	138 , 	268 , 	213 , 	138 , 	92 , 	31 , 	15 , 	16 , 	4 , 	4 , 	12 , 	3 , 	19 , 	6 , 	7 , 	70 , 	21 , 	6 , 	38 , 	-   ," 	2,277 ",,,,,,,,,,,
MA, 	80 , 	83 , 	47 , 	49 , 	167 , 	55 , 	17 , 	54 , 	79 , 	37 , 	98 , 	69 , 	25 , 	41 , 	27 , 	9 , 	14 , 	29 , 	34 , 	24 , 	43 , 	18 , 	19 , 	49 , 	36 , 	294 , 	221 , 	405 , 	317 , 	195 , 	130 , 	36 , 	31 , 	20 , 	8 , 	9 , 	14 , 	8 , 	72 , 	5 , 	11 , 	122 , 	21 , 	7 , 	48 , 	-   ," 	3,171 ",,,,,,,,,,,
19, 	42 , 	55 , 	44 , 	54 , 	197 , 	84 , 	46 , 	18 , 	17 , 	15 , 	65 , 	43 , 	28 , 	26 , 	24 , 	8 , 	11 , 	33 , 	29 , 	29 , 	35 , 	25 , 	21 , 	54 , 	40 , 	260 , 	204 , 	387 , 	294 , 	191 , 	116 , 	41 , 	29 , 	38 , 	5 , 	9 , 	13 , 	5 , 	31 , 	6 , 	7 , 	92 , 	30 , 	6 , 	28 , 	-   ," 	2,828 ",,,,,,,,,,,
12, 	44 , 	77 , 	44 , 	53 , 	162 , 	89 , 	69 , 	16 , 	16 , 	19 , 	81 , 	58 , 	41 , 	56 , 	34 , 	19 , 	18 , 	45 , 	45 , 	28 , 	38 , 	17 , 	18 , 	47 , 	46 , 	292 , 	218 , 	480 , 	252 , 	150 , 	94 , 	38 , 	49 , 	41 , 	16 , 	5 , 	12 , 	8 , 	50 , 	16 , 	11 , 	117 , 	34 , 	5 , 	34 , 	-   ," 	3,095 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	25 , 	38 , 	31 , 	27 , 	99 , 	55 , 	38 , 	18 , 	22 , 	10 , 	119 , 	75 , 	64 , 	71 , 	36 , 	21 , 	23 , 	50 , 	11 , 	10 , 	10 , 	7 , 	7 , 	26 , 	32 , 	260 , 	205 , 	452 , 	250 , 	160 , 	96 , 	38 , 	38 , 	38 , 	5 , 	28 , 	45 , 	3 , 	17 , 	4 , 	7 , 	30 , 	11 , 	20 , 	32 , 	-   ," 	2,657 ",,,Dtwn SF," 	1,416 "," 	6,610 "," 	10,309 "," 	5,328 "," 	4,894 "," 	5,597 "," 	4,229 "," 	38,382 "
