Exit stations,Entry stations->,,WEEKDAY,,,Apr 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	15 , 	127 , 	114 , 	125 , 	499 , 	117 , 	183 , 	169 , 	207 , 	54 , 	103 , 	86 , 	45 , 	37 , 	44 , 	24 , 	24 , 	38 , 	25 , 	14 , 	21 , 	9 , 	9 , 	19 , 	30 , 	342 , 	394 , 	483 , 	359 , 	186 , 	184 , 	42 , 	76 , 	99 , 	20 , 	5 , 	18 , 	6 , 	41 , 	13 , 	31 , 	46 , 	29 , 	6 , 	10 , 	-   ," 	4,526 ",,,Eastbay," 	90,406 ",,SF CBD," 	275,204 ",65.6%,,,
EN, 	147 , 	20 , 	116 , 	126 ," 	1,013 ", 	171 , 	296 , 	503 , 	604 , 	129 , 	147 , 	177 , 	66 , 	57 , 	88 , 	36 , 	45 , 	84 , 	42 , 	22 , 	46 , 	15 , 	10 , 	40 , 	49 , 	979 ," 	1,073 "," 	1,019 ", 	781 , 	237 , 	199 , 	78 , 	112 , 	182 , 	38 , 	10 , 	36 , 	7 , 	45 , 	29 , 	55 , 	99 , 	66 , 	16 , 	31 , 	-   ," 	9,136 ",,,Westbay," 	111,290 ",,non-CBD," 	135,008 ",32.2%,,,
EP, 	116 , 	94 , 	12 , 	74 , 	757 , 	87 , 	146 , 	289 , 	320 , 	89 , 	60 , 	78 , 	31 , 	16 , 	30 , 	9 , 	12 , 	44 , 	22 , 	20 , 	26 , 	13 , 	12 , 	35 , 	19 , 	561 , 	683 , 	437 , 	424 , 	114 , 	60 , 	35 , 	33 , 	73 , 	7 , 	7 , 	21 , 	6 , 	15 , 	10 , 	14 , 	63 , 	28 , 	10 , 	25 , 	-   ," 	5,037 ",,,Transbay," 	228,214 ",,,,,,,
NB, 	120 , 	113 , 	75 , 	19 , 	215 , 	77 , 	104 , 	248 , 	256 , 	78 , 	75 , 	85 , 	34 , 	22 , 	36 , 	14 , 	21 , 	39 , 	17 , 	21 , 	29 , 	9 , 	10 , 	25 , 	22 , 	730 , 	813 , 	485 , 	549 , 	168 , 	111 , 	37 , 	40 , 	54 , 	9 , 	13 , 	19 , 	7 , 	22 , 	6 , 	14 , 	90 , 	36 , 	9 , 	37 , 	-   ," 	5,012 ",,,,,,,,,,,
BK, 	540 ," 	1,041 ", 	780 , 	231 , 	43 , 	428 , 	492 , 	623 , 	658 , 	323 , 	381 , 	216 , 	198 , 	162 , 	173 , 	102 , 	151 , 	295 , 	166 , 	164 , 	156 , 	82 , 	60 , 	60 , 	118 ," 	1,152 "," 	1,125 "," 	1,060 ", 	901 , 	428 , 	327 , 	151 , 	126 , 	156 , 	45 , 	58 , 	123 , 	53 , 	119 , 	38 , 	45 , 	176 , 	180 , 	65 , 	95 , 	-   ," 	14,067 ",,,,,,,,,,,
AS, 	117 , 	144 , 	86 , 	77 , 	372 , 	17 , 	92 , 	275 , 	291 , 	88 , 	123 , 	113 , 	52 , 	39 , 	47 , 	24 , 	39 , 	66 , 	22 , 	26 , 	24 , 	13 , 	7 , 	17 , 	36 , 	751 , 	835 , 	536 , 	577 , 	275 , 	149 , 	37 , 	40 , 	60 , 	14 , 	12 , 	26 , 	7 , 	31 , 	7 , 	16 , 	62 , 	40 , 	11 , 	29 , 	-   ," 	5,720 ",,,,,,,,,,,
MA, 	186 , 	298 , 	126 , 	107 , 	467 , 	103 , 	26 , 	206 , 	270 , 	100 , 	195 , 	203 , 	115 , 	123 , 	132 , 	68 , 	86 , 	139 , 	146 , 	144 , 	117 , 	58 , 	37 , 	80 , 	72 ," 	1,079 "," 	1,267 ", 	965 , 	964 , 	421 , 	245 , 	80 , 	97 , 	121 , 	28 , 	34 , 	65 , 	51 , 	243 , 	23 , 	32 , 	110 , 	63 , 	26 , 	36 , 	-   ," 	9,551 ",,,,,,,,,,,
19, 	184 , 	499 , 	285 , 	256 , 	586 , 	277 , 	198 , 	26 , 	51 , 	48 , 	173 , 	210 , 	204 , 	186 , 	197 , 	155 , 	207 , 	347 , 	316 , 	339 , 	279 , 	143 , 	99 , 	168 , 	77 ," 	1,286 "," 	1,419 ", 	932 ," 	1,038 ", 	483 , 	328 , 	176 , 	135 , 	175 , 	68 , 	78 , 	200 , 	171 , 	263 , 	69 , 	52 , 	75 , 	142 , 	87 , 	37 , 	-   ," 	12,723 ",,,,,,,,,,,
12, 	218 , 	610 , 	313 , 	264 , 	579 , 	279 , 	249 , 	46 , 	34 , 	54 , 	252 , 	357 , 	320 , 	356 , 	316 , 	179 , 	245 , 	401 , 	351 , 	343 , 	269 , 	145 , 	122 , 	178 , 	102 ," 	1,261 "," 	1,285 "," 	1,017 ", 	983 , 	387 , 	315 , 	184 , 	176 , 	201 , 	115 , 	117 , 	231 , 	179 , 	341 , 	95 , 	97 , 	131 , 	157 , 	115 , 	66 , 	-   ," 	14,038 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	57 , 	125 , 	99 , 	82 , 	328 , 	84 , 	96 , 	45 , 	54 , 	16 , 	223 , 	311 , 	301 , 	275 , 	182 , 	100 , 	134 , 	184 , 	45 , 	27 , 	37 , 	12 , 	11 , 	38 , 	51 , 	895 , 	980 , 	771 , 	645 , 	277 , 	160 , 	73 , 	94 , 	148 , 	14 , 	116 , 	174 , 	22 , 	62 , 	12 , 	15 , 	38 , 	22 , 	75 , 	30 , 	-   ," 	7,537 ",,,Dtwn SF,"5,465","21,851","34,024","16,201","23,698","28,395","11,551","141,184"
