Exit stations,Entry stations->,,SUNDAY,,,Nov 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	13 , 	34 , 	40 , 	16 , 	106 , 	18 , 	23 , 	17 , 	20 , 	18 , 	25 , 	20 , 	10 , 	8 , 	5 , 	3 , 	1 , 	1 , 	4 , 	5 , 	4 , 	2 , 	3 , 	7 , 	8 , 	64 , 	34 , 	125 , 	47 , 	41 , 	42 , 	10 , 	12 , 	14 , 	5 , 	2 , 	3 , 	1 , 	3 , 	4 , 	9 , 	26 , 	7 , 	1 , 	4 , 	7 , 	4 , 	8 , 	3 , 	4 , 	886 ,,,,,,,,,,,
WC, 	3 , 	8 , 	9 , 	7 , 	22 , 	4 , 	17 , 	22 , 	17 , 	5 , 	10 , 	9 , 	5 , 	3 , 	1 , 	3 , 	2 , 	1 , 	63 , 	36 , 	14 , 	14 , 	12 , 	31 , 	6 , 	78 , 	50 , 	124 , 	81 , 	18 , 	15 , 	9 , 	6 , 	7 , 	4 , 	1 , 	3 , 	8 , 	24 , 	4 , 	3 , 	69 , 	4 , 	-   , 	17 , 	1 , 	8 , 	3 , 	10 , 	13 , 	881 ,,,,,,,,,,,
LF, 	3 , 	3 , 	3 , 	4 , 	11 , 	2 , 	8 , 	8 , 	9 , 	1 , 	4 , 	6 , 	1 , 	1 , 	4 , 	-   , 	0 , 	-   , 	29 , 	16 , 	18 , 	12 , 	4 , 	19 , 	2 , 	61 , 	35 , 	71 , 	53 , 	10 , 	6 , 	4 , 	5 , 	5 , 	1 , 	-   , 	1 , 	1 , 	6 , 	2 , 	1 , 	45 , 	3 , 	-   , 	10 , 	-   , 	2 , 	2 , 	5 , 	2 , 	491 ,,,,,,,,,,,
OR, 	3 , 	1 , 	1 , 	3 , 	10 , 	1 , 	7 , 	14 , 	7 , 	-   , 	3 , 	6 , 	1 , 	1 , 	0 , 	0 , 	2 , 	-   , 	5 , 	4 , 	12 , 	6 , 	7 , 	13 , 	1 , 	35 , 	24 , 	69 , 	40 , 	12 , 	11 , 	2 , 	2 , 	3 , 	1 , 	-   , 	-   , 	-   , 	3 , 	1 , 	1 , 	35 , 	3 , 	0 , 	7 , 	0 , 	2 , 	2 , 	2 , 	2 , 	359 ,,,,,,,,,,,
RR, 	6 , 	5 , 	5 , 	3 , 	7 , 	2 , 	16 , 	29 , 	26 , 	3 , 	9 , 	7 , 	3 , 	4 , 	4 , 	1 , 	1 , 	3 , 	11 , 	23 , 	30 , 	17 , 	13 , 	23 , 	8 , 	92 , 	69 , 	142 , 	105 , 	47 , 	28 , 	14 , 	6 , 	8 , 	2 , 	1 , 	1 , 	2 , 	10 , 	1 , 	4 , 	71 , 	4 , 	2 , 	11 , 	-   , 	5 , 	5 , 	3 , 	5 , 	891 ,,,,,,,,,,,
OW, 	8 , 	7 , 	1 , 	5 , 	17 , 	10 , 	16 , 	16 , 	19 , 	9 , 	38 , 	20 , 	8 , 	7 , 	6 , 	4 , 	3 , 	5 , 	2 , 	4 , 	5 , 	1 , 	1 , 	9 , 	12 , 	169 , 	111 , 	315 , 	172 , 	103 , 	70 , 	14 , 	19 , 	10 , 	5 , 	4 , 	7 , 	1 , 	3 , 	4 , 	7 , 	52 , 	11 , 	3 , 	10 , 	1 , 	4 , 	4 , 	2 , 	7 ," 	1,336 ",,,,,,,,,,,
EM, 	80 , 	84 , 	57 , 	89 , 	236 , 	63 , 	139 , 	133 , 	123 , 	94 , 	102 , 	65 , 	76 , 	63 , 	33 , 	24 , 	45 , 	59 , 	42 , 	80 , 	94 , 	62 , 	42 , 	97 , 	188 , 	68 , 	11 , 	73 , 	40 , 	126 , 	158 , 	79 , 	109 , 	90 , 	30 , 	37 , 	117 , 	9 , 	39 , 	30 , 	27 , 	148 , 	54 , 	45 , 	50 , 	16 , 	59 , 	61 , 	12 , 	38 ," 	3,691 ",,,,,,,,,,,
MT, 	48 , 	64 , 	41 , 	62 , 	196 , 	55 , 	106 , 	111 , 	115 , 	84 , 	77 , 	43 , 	55 , 	66 , 	27 , 	20 , 	24 , 	38 , 	30 , 	55 , 	57 , 	36 , 	23 , 	77 , 	143 , 	10 , 	40 , 	12 , 	27 , 	94 , 	118 , 	77 , 	165 , 	87 , 	37 , 	30 , 	73 , 	8 , 	29 , 	21 , 	29 , 	163 , 	41 , 	26 , 	34 , 	14 , 	47 , 	31 , 	6 , 	23 ," 	2,890 ",,,,,,,,,,,
PL, 	119 , 	157 , 	88 , 	76 , 	263 , 	80 , 	136 , 	145 , 	156 , 	128 , 	150 , 	95 , 	127 , 	116 , 	50 , 	42 , 	51 , 	47 , 	56 , 	107 , 	116 , 	64 , 	55 , 	103 , 	309 , 	83 , 	14 , 	98 , 	54 , 	389 , 	461 , 	235 , 	381 , 	322 , 	103 , 	57 , 	165 , 	21 , 	60 , 	80 , 	97 , 	374 , 	119 , 	43 , 	39 , 	24 , 	86 , 	54 , 	15 , 	58 ," 	6,263 ",,,,,,,,,,,
CC, 	49 , 	64 , 	51 , 	87 , 	150 , 	67 , 	109 , 	124 , 	97 , 	78 , 	121 , 	57 , 	52 , 	45 , 	25 , 	16 , 	27 , 	32 , 	36 , 	49 , 	79 , 	53 , 	45 , 	95 , 	178 , 	41 , 	17 , 	53 , 	45 , 	132 , 	174 , 	107 , 	135 , 	126 , 	51 , 	37 , 	85 , 	6 , 	21 , 	36 , 	61 , 	195 , 	103 , 	25 , 	27 , 	14 , 	32 , 	36 , 	3 , 	17 ," 	3,358 ",,,,,,,,,,,
16, 	42 , 	39 , 	22 , 	32 , 	84 , 	40 , 	78 , 	84 , 	55 , 	57 , 	50 , 	29 , 	21 , 	16 , 	10 , 	7 , 	10 , 	8 , 	13 , 	18 , 	17 , 	12 , 	13 , 	40 , 	118 , 	108 , 	98 , 	398 , 	156 , 	24 , 	49 , 	69 , 	89 , 	101 , 	44 , 	6 , 	26 , 	3 , 	7 , 	22 , 	38 , 	137 , 	48 , 	7 , 	15 , 	6 , 	14 , 	22 , 	2 , 	8 ," 	2,407 ",,,,,,,,,,,
24, 	40 , 	30 , 	14 , 	23 , 	60 , 	26 , 	67 , 	60 , 	44 , 	47 , 	42 , 	40 , 	19 , 	16 , 	10 , 	8 , 	7 , 	5 , 	13 , 	15 , 	14 , 	10 , 	12 , 	34 , 	81 , 	135 , 	100 , 	528 , 	209 , 	45 , 	22 , 	68 , 	73 , 	86 , 	35 , 	9 , 	17 , 	4 , 	18 , 	28 , 	42 , 	101 , 	42 , 	6 , 	12 , 	3 , 	6 , 	9 , 	3 , 	7 ," 	2,340 ",,,,,,,,,,,
GP, 	8 , 	13 , 	6 , 	9 , 	22 , 	9 , 	17 , 	23 , 	18 , 	15 , 	16 , 	10 , 	4 , 	9 , 	4 , 	2 , 	4 , 	4 , 	5 , 	5 , 	8 , 	4 , 	3 , 	14 , 	18 , 	81 , 	48 , 	270 , 	111 , 	73 , 	65 , 	17 , 	11 , 	19 , 	8 , 	3 , 	9 , 	2 , 	4 , 	9 , 	14 , 	85 , 	23 , 	4 , 	12 , 	4 , 	6 , 	4 , 	0 , 	3 ," 	1,129 ",,,,,,,,,,,
BP, 	12 , 	19 , 	5 , 	6 , 	17 , 	6 , 	9 , 	15 , 	16 , 	14 , 	16 , 	21 , 	8 , 	11 , 	3 , 	3 , 	2 , 	5 , 	8 , 	8 , 	5 , 	5 , 	2 , 	3 , 	19 , 	99 , 	79 , 	474 , 	110 , 	72 , 	78 , 	10 , 	15 , 	18 , 	21 , 	4 , 	11 , 	1 , 	7 , 	13 , 	34 , 	73 , 	24 , 	3 , 	5 , 	3 , 	7 , 	10 , 	1 , 	4 ," 	1,405 ",,,,,,,,,,,
DC, 	20 , 	11 , 	4 , 	5 , 	24 , 	7 , 	10 , 	14 , 	14 , 	13 , 	22 , 	16 , 	12 , 	7 , 	4 , 	5 , 	3 , 	5 , 	6 , 	5 , 	7 , 	2 , 	3 , 	6 , 	13 , 	83 , 	70 , 	414 , 	159 , 	92 , 	93 , 	17 , 	21 , 	22 , 	13 , 	3 , 	24 , 	1 , 	8 , 	19 , 	36 , 	151 , 	47 , 	5 , 	6 , 	4 , 	6 , 	8 , 	3 , 	5 ," 	1,541 ",,,,,,,,,,,
CM, 	5 , 	4 , 	3 , 	1 , 	4 , 	2 , 	4 , 	6 , 	9 , 	2 , 	1 , 	3 , 	2 , 	3 , 	2 , 	2 , 	1 , 	3 , 	3 , 	4 , 	3 , 	2 , 	1 , 	2 , 	6 , 	26 , 	26 , 	120 , 	57 , 	46 , 	31 , 	15 , 	22 , 	11 , 	9 , 	-   , 	1 , 	-   , 	4 , 	6 , 	14 , 	76 , 	14 , 	1 , 	1 , 	-   , 	1 , 	1 , 	1 , 	5 , 	556 ,,,,,,,,,,,
CV, 	1 , 	2 , 	2 , 	3 , 	4 , 	4 , 	1 , 	1 , 	2 , 	22 , 	17 , 	12 , 	17 , 	17 , 	4 , 	3 , 	4 , 	4 , 	1 , 	0 , 	1 , 	-   , 	-   , 	0 , 	4 , 	31 , 	22 , 	70 , 	34 , 	8 , 	8 , 	5 , 	2 , 	4 , 	-   , 	6 , 	26 , 	-   , 	0 , 	1 , 	1 , 	8 , 	1 , 	18 , 	3 , 	2 , 	4 , 	3 , 	1 , 	1 , 	380 ,,,,,,,,,,,
ED, 	3 , 	4 , 	2 , 	3 , 	30 , 	4 , 	9 , 	9 , 	5 , 	27 , 	35 , 	42 , 	16 , 	33 , 	10 , 	5 , 	7 , 	9 , 	1 , 	1 , 	3 , 	1 , 	-   , 	1 , 	8 , 	108 , 	68 , 	189 , 	79 , 	26 , 	16 , 	6 , 	8 , 	19 , 	2 , 	23 , 	21 , 	1 , 	1 , 	2 , 	3 , 	42 , 	4 , 	11 , 	35 , 	5 , 	18 , 	11 , 	0 , 	2 , 	960 ,,,,,,,,,,,
NC, 	1 , 	0 , 	0 , 	1 , 	3 , 	1 , 	2 , 	3 , 	3 , 	-   , 	0 , 	3 , 	2 , 	1 , 	1 , 	-   , 	1 , 	-   , 	10 , 	3 , 	7 , 	1 , 	0 , 	2 , 	1 , 	9 , 	6 , 	24 , 	8 , 	3 , 	4 , 	1 , 	1 , 	1 , 	1 , 	0 , 	0 , 	3 , 	7 , 	0 , 	2 , 	15 , 	-   , 	-   , 	3 , 	1 , 	1 , 	1 , 	3 , 	6 , 	139 ,,,,,,,,,,,
WP, 	2 , 	5 , 	1 , 	0 , 	4 , 	1 , 	11 , 	7 , 	8 , 	1 , 	2 , 	5 , 	2 , 	5 , 	2 , 	1 , 	2 , 	1 , 	52 , 	13 , 	29 , 	7 , 	2 , 	8 , 	3 , 	33 , 	25 , 	74 , 	23 , 	8 , 	14 , 	4 , 	6 , 	6 , 	3 , 	1 , 	2 , 	7 , 	10 , 	2 , 	3 , 	35 , 	1 , 	1 , 	12 , 	1 , 	2 , 	2 , 	4 , 	8 , 	456 ,,,,,,,,,,,
SS, 	6 , 	2 , 	1 , 	1 , 	7 , 	1 , 	3 , 	4 , 	4 , 	2 , 	3 , 	1 , 	3 , 	1 , 	-   , 	1 , 	1 , 	1 , 	2 , 	2 , 	3 , 	1 , 	-   , 	3 , 	5 , 	26 , 	17 , 	105 , 	45 , 	28 , 	29 , 	9 , 	14 , 	15 , 	6 , 	1 , 	2 , 	2 , 	2 , 	6 , 	11 , 	31 , 	5 , 	0 , 	2 , 	-   , 	0 , 	0 , 	-   , 	4 , 	413 ,,,,,,,,,,,
SB, 	9 , 	10 , 	3 , 	1 , 	8 , 	1 , 	3 , 	8 , 	7 , 	3 , 	5 , 	4 , 	3 , 	2 , 	3 , 	1 , 	1 , 	1 , 	3 , 	6 , 	3 , 	1 , 	1 , 	6 , 	8 , 	26 , 	24 , 	118 , 	60 , 	43 , 	51 , 	15 , 	34 , 	35 , 	14 , 	0 , 	2 , 	0 , 	4 , 	10 , 	10 , 	60 , 	5 , 	1 , 	3 , 	1 , 	2 , 	-   , 	2 , 	2 , 	616 ,,,,,,,,,,,
SO, 	24 , 	30 , 	25 , 	30 , 	82 , 	19 , 	38 , 	27 , 	31 , 	9 , 	14 , 	6 , 	8 , 	3 , 	2 , 	3 , 	3 , 	6 , 	21 , 	40 , 	48 , 	29 , 	20 , 	44 , 	43 , 	142 , 	124 , 	570 , 	134 , 	89 , 	57 , 	37 , 	33 , 	66 , 	40 , 	4 , 	28 , 	11 , 	26 , 	16 , 	23 , 	93 , 	128 , 	9 , 	10 , 	2 , 	3 , 	1 , 	2 , 	22 ," 	2,269 ",,,,,,,,,,,
MB, 	7 , 	9 , 	4 , 	7 , 	38 , 	6 , 	8 , 	7 , 	9 , 	1 , 	3 , 	4 , 	1 , 	2 , 	3 , 	1 , 	1 , 	1 , 	2 , 	2 , 	5 , 	3 , 	2 , 	2 , 	11 , 	45 , 	37 , 	140 , 	79 , 	45 , 	29 , 	17 , 	21 , 	37 , 	9 , 	-   , 	4 , 	2 , 	1 , 	8 , 	7 , 	269 , 	30 , 	2 , 	3 , 	0 , 	0 , 	1 , 	-   , 	1 , 	920 ,,,,,,,,,,,
WD, 	1 , 	2 , 	1 , 	0 , 	7 , 	1 , 	5 , 	2 , 	1 , 	12 , 	21 , 	20 , 	18 , 	22 , 	11 , 	5 , 	5 , 	3 , 	1 , 	1 , 	0 , 	0 , 	-   , 	1 , 	4 , 	45 , 	27 , 	64 , 	30 , 	9 , 	3 , 	4 , 	2 , 	8 , 	0 , 	23 , 	12 , 	-   , 	0 , 	1 , 	1 , 	11 , 	1 , 	5 , 	14 , 	3 , 	6 , 	5 , 	-   , 	1 , 	415 ,,,,,,,,,,,
OA, 	3 , 	5 , 	9 , 	7 , 	53 , 	6 , 	9 , 	9 , 	9 , 	6 , 	3 , 	9 , 	2 , 	2 , 	2 , 	1 , 	3 , 	3 , 	4 , 	7 , 	10 , 	3 , 	2 , 	4 , 	2 , 	39 , 	31 , 	75 , 	19 , 	14 , 	8 , 	5 , 	3 , 	3 , 	1 , 	0 , 	17 , 	1 , 	4 , 	0 , 	0 , 	7 , 	1 , 	5 , 	6 , 	2 , 	5 , 	4 , 	0 , 	2 , 	422 ,,,,,,,,,,,
WS, 	7 , 	7 , 	2 , 	2 , 	23 , 	1 , 	4 , 	6 , 	6 , 	11 , 	14 , 	14 , 	11 , 	13 , 	14 , 	12 , 	17 , 	12 , 	2 , 	2 , 	1 , 	1 , 	-   , 	-   , 	5 , 	22 , 	11 , 	26 , 	13 , 	7 , 	4 , 	2 , 	2 , 	4 , 	-   , 	1 , 	3 , 	0 , 	2 , 	-   , 	1 , 	6 , 	1 , 	3 , 	4 , 	7 , 	25 , 	18 , 	2 , 	2 , 	346 ,,,,,,,,,,,
ML, 	8 , 	11 , 	4 , 	7 , 	37 , 	7 , 	12 , 	8 , 	15 , 	17 , 	15 , 	13 , 	22 , 	17 , 	26 , 	20 , 	29 , 	40 , 	3 , 	4 , 	7 , 	1 , 	3 , 	4 , 	7 , 	58 , 	52 , 	118 , 	35 , 	11 , 	11 , 	6 , 	4 , 	7 , 	1 , 	4 , 	17 , 	1 , 	1 , 	2 , 	1 , 	6 , 	0 , 	4 , 	12 , 	24 , 	19 , 	15 , 	1 , 	3 , 	742 ,,,,,,,,,,,
BE, 	11 , 	17 , 	5 , 	8 , 	56 , 	10 , 	14 , 	16 , 	11 , 	22 , 	29 , 	26 , 	19 , 	22 , 	22 , 	24 , 	26 , 	40 , 	4 , 	6 , 	6 , 	2 , 	1 , 	4 , 	5 , 	54 , 	24 , 	71 , 	34 , 	18 , 	10 , 	3 , 	7 , 	7 , 	1 , 	2 , 	16 , 	1 , 	3 , 	1 , 	1 , 	6 , 	1 , 	5 , 	11 , 	26 , 	11 , 	15 , 	1 , 	4 , 	732 ,,,,,,,,,,,
