Exit stations,Entry stations->,,SUNDAY,,,Jun 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	9 , 	53 , 	49 , 	31 , 	168 , 	58 , 	59 , 	27 , 	43 , 	24 , 	59 , 	73 , 	18 , 	14 , 	14 , 	6 , 	7 , 	14 , 	16 , 	5 , 	8 , 	4 , 	4 , 	11 , 	11 , 	128 , 	84 , 	245 , 	160 , 	76 , 	65 , 	15 , 	23 , 	16 , 	8 , 	2 , 	4 , 	3 , 	22 , 	3 , 	8 , 	33 , 	9 , 	4 , 	14 , 	-   ," 	1,701 ",,,,,,,,,,,
EN, 	58 , 	19 , 	55 , 	53 , 	297 , 	96 , 	90 , 	56 , 	91 , 	47 , 	61 , 	136 , 	25 , 	26 , 	14 , 	14 , 	14 , 	34 , 	19 , 	7 , 	16 , 	12 , 	6 , 	17 , 	26 , 	259 , 	180 , 	502 , 	361 , 	100 , 	86 , 	35 , 	34 , 	34 , 	15 , 	6 , 	10 , 	2 , 	19 , 	10 , 	13 , 	84 , 	15 , 	5 , 	38 , 	-   ," 	3,093 ",,,,,,,,,,,
EP, 	64 , 	54 , 	11 , 	29 , 	282 , 	51 , 	55 , 	58 , 	70 , 	31 , 	32 , 	62 , 	9 , 	10 , 	13 , 	4 , 	5 , 	22 , 	4 , 	7 , 	11 , 	8 , 	3 , 	18 , 	8 , 	167 , 	107 , 	252 , 	253 , 	69 , 	44 , 	22 , 	15 , 	13 , 	5 , 	2 , 	9 , 	2 , 	7 , 	4 , 	6 , 	65 , 	11 , 	5 , 	31 , 	-   ," 	2,004 ",,,,,,,,,,,
NB, 	33 , 	39 , 	32 , 	16 , 	114 , 	45 , 	57 , 	62 , 	55 , 	31 , 	35 , 	63 , 	13 , 	14 , 	12 , 	6 , 	7 , 	23 , 	8 , 	8 , 	14 , 	7 , 	3 , 	12 , 	12 , 	243 , 	159 , 	285 , 	333 , 	112 , 	78 , 	31 , 	17 , 	16 , 	7 , 	2 , 	10 , 	4 , 	9 , 	4 , 	3 , 	93 , 	21 , 	4 , 	48 , 	-   ," 	2,193 ",,,,,,,,,,,
BK, 	181 , 	286 , 	276 , 	117 , 	48 , 	175 , 	172 , 	163 , 	189 , 	81 , 	136 , 	94 , 	64 , 	45 , 	44 , 	23 , 	53 , 	210 , 	32 , 	41 , 	66 , 	32 , 	35 , 	31 , 	50 , 	612 , 	315 , 	783 , 	708 , 	319 , 	151 , 	82 , 	48 , 	61 , 	14 , 	13 , 	62 , 	9 , 	26 , 	12 , 	19 , 	293 , 	90 , 	21 , 	161 , 	-   ," 	6,438 ",,,,,,,,,,,
AS, 	62 , 	98 , 	55 , 	47 , 	161 , 	17 , 	74 , 	85 , 	88 , 	43 , 	77 , 	65 , 	21 , 	23 , 	20 , 	10 , 	9 , 	31 , 	9 , 	11 , 	15 , 	5 , 	2 , 	6 , 	22 , 	191 , 	136 , 	268 , 	326 , 	156 , 	94 , 	29 , 	20 , 	15 , 	5 , 	6 , 	16 , 	4 , 	16 , 	4 , 	4 , 	81 , 	16 , 	6 , 	38 , 	-   ," 	2,483 ",,,,,,,,,,,
MA, 	67 , 	93 , 	48 , 	53 , 	173 , 	77 , 	21 , 	64 , 	78 , 	47 , 	82 , 	100 , 	42 , 	42 , 	29 , 	14 , 	10 , 	41 , 	41 , 	21 , 	44 , 	24 , 	14 , 	38 , 	43 , 	355 , 	250 , 	480 , 	561 , 	263 , 	182 , 	49 , 	38 , 	28 , 	6 , 	9 , 	17 , 	9 , 	67 , 	5 , 	12 , 	144 , 	26 , 	6 , 	54 , 	-   ," 	3,861 ",,,,,,,,,,,
19, 	33 , 	50 , 	54 , 	52 , 	157 , 	88 , 	66 , 	23 , 	12 , 	17 , 	61 , 	90 , 	35 , 	32 , 	22 , 	17 , 	12 , 	31 , 	27 , 	19 , 	42 , 	21 , 	17 , 	57 , 	38 , 	298 , 	195 , 	405 , 	404 , 	218 , 	141 , 	47 , 	27 , 	33 , 	6 , 	7 , 	12 , 	4 , 	27 , 	6 , 	9 , 	114 , 	25 , 	6 , 	36 , 	-   ," 	3,088 ",,,,,,,,,,,
12, 	42 , 	82 , 	56 , 	49 , 	165 , 	90 , 	71 , 	11 , 	24 , 	16 , 	73 , 	135 , 	47 , 	51 , 	37 , 	21 , 	18 , 	42 , 	36 , 	30 , 	38 , 	18 , 	21 , 	50 , 	52 , 	305 , 	223 , 	500 , 	384 , 	162 , 	96 , 	41 , 	42 , 	35 , 	18 , 	8 , 	19 , 	8 , 	42 , 	16 , 	17 , 	137 , 	27 , 	6 , 	37 , 	-   ," 	3,393 ",,,,,,,,,,,
LM, 	24 , 	50 , 	35 , 	26 , 	89 , 	42 , 	37 , 	18 , 	13 , 	18 , 	122 , 	172 , 	100 , 	90 , 	33 , 	23 , 	26 , 	54 , 	8 , 	6 , 	9 , 	4 , 	7 , 	19 , 	31 , 	265 , 	204 , 	470 , 	382 , 	170 , 	126 , 	44 , 	36 , 	43 , 	5 , 	43 , 	68 , 	1 , 	12 , 	3 , 	7 , 	40 , 	10 , 	35 , 	34 , 	-   ," 	3,048 ",,,,,,,,,,,
FV, 	62 , 	62 , 	34 , 	37 , 	132 , 	70 , 	72 , 	67 , 	81 , 	111 , 	16 , 	181 , 	91 , 	129 , 	76 , 	42 , 	25 , 	65 , 	23 , 	12 , 	20 , 	7 , 	8 , 	31 , 	58 , 	301 , 	214 , 	580 , 	513 , 	171 , 	138 , 	35 , 	47 , 	38 , 	7 , 	38 , 	61 , 	3 , 	36 , 	6 , 	13 , 	60 , 	14 , 	34 , 	18 , 	-   ," 	3,835 ",,,,,,,,,,,
CL, 	78 , 	148 , 	66 , 	66 , 	95 , 	63 , 	109 , 	90 , 	135 , 	153 , 	187 , 	23 , 	211 , 	194 , 	167 , 	131 , 	117 , 	279 , 	54 , 	75 , 	71 , 	62 , 	53 , 	71 , 	73 , 	376 , 	263 , 	505 , 	382 , 	129 , 	105 , 	79 , 	64 , 	169 , 	25 , 	100 , 	381 , 	38 , 	84 , 	36 , 	34 , 	50 , 	41 , 	131 , 	60 , 	-   ," 	5,818 ",,,,,,,,,,,
SL, 	13 , 	22 , 	12 , 	18 , 	66 , 	25 , 	31 , 	44 , 	63 , 	109 , 	86 , 	211 , 	10 , 	81 , 	60 , 	20 , 	18 , 	34 , 	13 , 	9 , 	9 , 	2 , 	4 , 	18 , 	16 , 	186 , 	135 , 	350 , 	241 , 	55 , 	48 , 	17 , 	22 , 	22 , 	5 , 	31 , 	32 , 	4 , 	16 , 	4 , 	7 , 	32 , 	6 , 	28 , 	13 , 	-   ," 	2,245 ",,,,,,,,,,,
BF, 	15 , 	24 , 	11 , 	18 , 	44 , 	19 , 	40 , 	36 , 	58 , 	94 , 	138 , 	200 , 	71 , 	8 , 	83 , 	34 , 	49 , 	106 , 	9 , 	5 , 	6 , 	4 , 	3 , 	6 , 	22 , 	169 , 	117 , 	333 , 	212 , 	59 , 	45 , 	19 , 	25 , 	22 , 	4 , 	38 , 	78 , 	1 , 	15 , 	5 , 	6 , 	30 , 	6 , 	78 , 	11 , 	-   ," 	2,373 ",,,,,,,,,,,
HY, 	13 , 	19 , 	11 , 	9 , 	43 , 	17 , 	32 , 	24 , 	43 , 	36 , 	67 , 	151 , 	58 , 	85 , 	7 , 	41 , 	51 , 	101 , 	9 , 	3 , 	8 , 	2 , 	2 , 	10 , 	11 , 	114 , 	51 , 	173 , 	133 , 	25 , 	24 , 	10 , 	15 , 	12 , 	4 , 	14 , 	28 , 	3 , 	17 , 	2 , 	4 , 	16 , 	3 , 	21 , 	20 , 	-   ," 	1,537 ",,,,,,,,,,,
SH, 	8 , 	16 , 	5 , 	8 , 	35 , 	9 , 	14 , 	21 , 	22 , 	26 , 	34 , 	113 , 	24 , 	53 , 	43 , 	7 , 	23 , 	49 , 	7 , 	4 , 	3 , 	2 , 	1 , 	5 , 	7 , 	74 , 	48 , 	130 , 	113 , 	23 , 	23 , 	9 , 	10 , 	15 , 	6 , 	7 , 	20 , 	1 , 	12 , 	1 , 	4 , 	17 , 	3 , 	11 , 	11 , 	-   ," 	1,070 ",,,,,,,,,,,
UC, 	8 , 	15 , 	5 , 	6 , 	44 , 	8 , 	9 , 	14 , 	21 , 	26 , 	28 , 	110 , 	18 , 	40 , 	49 , 	20 , 	11 , 	66 , 	6 , 	4 , 	4 , 	1 , 	1 , 	5 , 	5 , 	99 , 	58 , 	152 , 	120 , 	25 , 	17 , 	6 , 	9 , 	13 , 	3 , 	7 , 	18 , 	2 , 	10 , 	2 , 	1 , 	25 , 	2 , 	10 , 	18 , 	-   ," 	1,113 ",,,,,,,,,,,
FM, 	13 , 	37 , 	23 , 	17 , 	159 , 	23 , 	41 , 	31 , 	42 , 	48 , 	61 , 	292 , 	40 , 	88 , 	91 , 	41 , 	64 , 	47 , 	16 , 	9 , 	15 , 	8 , 	4 , 	15 , 	11 , 	243 , 	156 , 	407 , 	336 , 	68 , 	38 , 	15 , 	14 , 	28 , 	3 , 	16 , 	53 , 	3 , 	17 , 	1 , 	5 , 	47 , 	5 , 	19 , 	36 , 	-   ," 	2,744 ",,,,,,,,,,,
CN, 	15 , 	17 , 	6 , 	7 , 	31 , 	9 , 	35 , 	27 , 	45 , 	9 , 	23 , 	46 , 	10 , 	8 , 	10 , 	4 , 	5 , 	18 , 	13 , 	53 , 	127 , 	44 , 	19 , 	38 , 	7 , 	180 , 	115 , 	282 , 	248 , 	62 , 	41 , 	24 , 	21 , 	25 , 	9 , 	3 , 	8 , 	13 , 	149 , 	8 , 	6 , 	84 , 	14 , 	4 , 	38 , 	-   ," 	1,957 ",,,,,,,,,,,
PH, 	3 , 	9 , 	8 , 	10 , 	43 , 	11 , 	29 , 	20 , 	34 , 	7 , 	10 , 	76 , 	8 , 	3 , 	4 , 	4 , 	2 , 	12 , 	45 , 	15 , 	81 , 	20 , 	11 , 	46 , 	7 , 	272 , 	137 , 	272 , 	209 , 	59 , 	33 , 	16 , 	10 , 	21 , 	6 , 	1 , 	5 , 	11 , 	43 , 	3 , 	8 , 	169 , 	17 , 	2 , 	51 , 	-   ," 	1,857 ",,,,,,,,,,,
WC, 	12 , 	17 , 	11 , 	15 , 	68 , 	13 , 	46 , 	44 , 	45 , 	12 , 	14 , 	69 , 	9 , 	7 , 	6 , 	3 , 	5 , 	18 , 	133 , 	75 , 	16 , 	30 , 	15 , 	69 , 	6 , 	383 , 	226 , 	336 , 	339 , 	73 , 	45 , 	28 , 	17 , 	21 , 	7 , 	3 , 	4 , 	17 , 	91 , 	7 , 	9 , 	171 , 	18 , 	2 , 	57 , 	-   ," 	2,605 ",,,,,,,,,,,
LF, 	7 , 	11 , 	5 , 	5 , 	31 , 	10 , 	21 , 	23 , 	19 , 	4 , 	7 , 	51 , 	1 , 	2 , 	1 , 	2 , 	1 , 	8 , 	47 , 	22 , 	32 , 	8 , 	6 , 	37 , 	4 , 	225 , 	124 , 	174 , 	215 , 	42 , 	26 , 	15 , 	6 , 	10 , 	1 , 	1 , 	1 , 	2 , 	21 , 	2 , 	6 , 	103 , 	5 , 	-   , 	27 , 	-   ," 	1,370 ",,,,,,,,,,,
OR, 	3 , 	8 , 	6 , 	5 , 	34 , 	4 , 	19 , 	18 , 	28 , 	4 , 	6 , 	46 , 	2 , 	3 , 	2 , 	-   , 	0 , 	6 , 	16 , 	13 , 	17 , 	7 , 	11 , 	44 , 	4 , 	202 , 	108 , 	158 , 	171 , 	32 , 	28 , 	8 , 	9 , 	12 , 	1 , 	2 , 	1 , 	2 , 	10 , 	1 , 	2 , 	79 , 	9 , 	1 , 	15 , 	-   ," 	1,151 ",,,,,,,,,,,
RR, 	14 , 	14 , 	20 , 	14 , 	38 , 	8 , 	37 , 	67 , 	56 , 	19 , 	29 , 	65 , 	11 , 	7 , 	10 , 	4 , 	4 , 	15 , 	30 , 	48 , 	60 , 	38 , 	41 , 	22 , 	17 , 	378 , 	252 , 	416 , 	519 , 	181 , 	103 , 	33 , 	19 , 	24 , 	5 , 	3 , 	10 , 	8 , 	24 , 	4 , 	6 , 	169 , 	21 , 	1 , 	30 , 	-   ," 	2,887 ",,,,,,,,,,,
