Exit stations,Entry stations->,,WEEKDAY,,,May 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	6 , 	25 , 	18 , 	18 , 	50 , 	18 , 	34 , 	19 , 	26 , 	9 , 	23 , 	26 , 	11 , 	3 , 	6 , 	8 , 	3 , 	6 , 	6 , 	1 , 	3 , 	1 , 	2 , 	3 , 	9 , 	62 , 	59 , 	75 , 	79 , 	50 , 	44 , 	14 , 	15 , 	9 , 	2 , 	1 , 	2 , 	1 , 	5 , 	3 , 	9 , 	4 , 	5 , 	1 , 	1 , 	3 , 	-   , 	-   , 	4 , 	3 , 	790 ,,,,,,,,,,,,,
EN, 	27 , 	7 , 	13 , 	15 , 	62 , 	23 , 	39 , 	31 , 	42 , 	13 , 	28 , 	22 , 	12 , 	10 , 	8 , 	8 , 	7 , 	10 , 	6 , 	3 , 	7 , 	1 , 	2 , 	3 , 	13 , 	88 , 	87 , 	92 , 	112 , 	45 , 	37 , 	13 , 	16 , 	10 , 	5 , 	1 , 	4 , 	2 , 	3 , 	8 , 	6 , 	11 , 	5 , 	1 , 	2 , 	6 , 	-   , 	-   , 	2 , 	3 , 	969 ,,,,,,,,,,,,,
EP, 	20 , 	13 , 	2 , 	7 , 	35 , 	11 , 	15 , 	16 , 	20 , 	4 , 	11 , 	5 , 	6 , 	4 , 	2 , 	2 , 	4 , 	2 , 	2 , 	2 , 	1 , 	0 , 	1 , 	3 , 	4 , 	22 , 	22 , 	24 , 	21 , 	12 , 	7 , 	2 , 	3 , 	1 , 	1 , 	2 , 	1 , 	1 , 	3 , 	1 , 	2 , 	2 , 	2 , 	0 , 	1 , 	2 , 	-   , 	-   , 	1 , 	1 , 	324 ,,,,,,,,,,,,,
NB, 	18 , 	14 , 	7 , 	2 , 	6 , 	4 , 	8 , 	9 , 	8 , 	6 , 	19 , 	7 , 	6 , 	3 , 	5 , 	1 , 	1 , 	4 , 	1 , 	2 , 	1 , 	1 , 	0 , 	0 , 	2 , 	14 , 	8 , 	11 , 	14 , 	6 , 	8 , 	2 , 	2 , 	3 , 	2 , 	2 , 	1 , 	0 , 	3 , 	1 , 	1 , 	1 , 	1 , 	0 , 	1 , 	2 , 	-   , 	-   , 	0 , 	0 , 	217 ,,,,,,,,,,,,,
BK, 	60 , 	70 , 	40 , 	8 , 	5 , 	23 , 	28 , 	24 , 	41 , 	11 , 	36 , 	23 , 	17 , 	10 , 	9 , 	6 , 	6 , 	3 , 	4 , 	3 , 	2 , 	2 , 	0 , 	1 , 	7 , 	31 , 	17 , 	24 , 	37 , 	13 , 	11 , 	4 , 	4 , 	4 , 	2 , 	1 , 	3 , 	1 , 	5 , 	1 , 	2 , 	4 , 	3 , 	1 , 	2 , 	5 , 	-   , 	-   , 	2 , 	3 , 	616 ,,,,,,,,,,,,,
AS, 	19 , 	26 , 	11 , 	5 , 	19 , 	2 , 	11 , 	15 , 	19 , 	5 , 	22 , 	16 , 	9 , 	6 , 	5 , 	3 , 	6 , 	2 , 	3 , 	1 , 	2 , 	1 , 	1 , 	1 , 	7 , 	20 , 	17 , 	19 , 	22 , 	12 , 	8 , 	2 , 	5 , 	1 , 	1 , 	2 , 	1 , 	0 , 	2 , 	1 , 	4 , 	1 , 	1 , 	0 , 	1 , 	2 , 	-   , 	-   , 	0 , 	2 , 	340 ,,,,,,,,,,,,,
MA, 	35 , 	40 , 	15 , 	10 , 	23 , 	14 , 	8 , 	13 , 	26 , 	6 , 	37 , 	30 , 	21 , 	21 , 	16 , 	12 , 	11 , 	8 , 	20 , 	12 , 	16 , 	6 , 	3 , 	5 , 	11 , 	47 , 	33 , 	47 , 	66 , 	28 , 	24 , 	12 , 	7 , 	7 , 	4 , 	3 , 	8 , 	5 , 	23 , 	2 , 	3 , 	5 , 	3 , 	3 , 	2 , 	7 , 	-   , 	-   , 	16 , 	21 , 	793 ,,,,,,,,,,,,,
19, 	22 , 	38 , 	13 , 	8 , 	17 , 	14 , 	14 , 	4 , 	4 , 	3 , 	24 , 	29 , 	22 , 	23 , 	14 , 	8 , 	9 , 	7 , 	13 , 	17 , 	10 , 	4 , 	2 , 	7 , 	10 , 	35 , 	36 , 	47 , 	54 , 	25 , 	12 , 	8 , 	7 , 	10 , 	4 , 	2 , 	5 , 	7 , 	15 , 	5 , 	5 , 	2 , 	2 , 	2 , 	1 , 	11 , 	-   , 	-   , 	7 , 	17 , 	654 ,,,,,,,,,,,,,
12, 	28 , 	44 , 	19 , 	8 , 	32 , 	18 , 	23 , 	4 , 	9 , 	4 , 	29 , 	30 , 	35 , 	29 , 	23 , 	10 , 	14 , 	10 , 	20 , 	20 , 	14 , 	2 , 	5 , 	7 , 	18 , 	43 , 	42 , 	70 , 	65 , 	31 , 	23 , 	13 , 	18 , 	20 , 	8 , 	2 , 	4 , 	4 , 	18 , 	6 , 	7 , 	5 , 	4 , 	1 , 	1 , 	8 , 	-   , 	-   , 	7 , 	15 , 	871 ,,,,,,,,,,,,,
LM, 	10 , 	13 , 	4 , 	5 , 	8 , 	5 , 	6 , 	3 , 	5 , 	3 , 	37 , 	49 , 	43 , 	38 , 	23 , 	18 , 	14 , 	13 , 	3 , 	3 , 	3 , 	0 , 	0 , 	2 , 	9 , 	38 , 	35 , 	53 , 	63 , 	21 , 	18 , 	6 , 	8 , 	7 , 	1 , 	13 , 	26 , 	0 , 	2 , 	0 , 	1 , 	2 , 	1 , 	8 , 	2 , 	10 , 	-   , 	-   , 	2 , 	2 , 	639 ,,,,,,,,,,,,,
FV, 	27 , 	26 , 	11 , 	15 , 	32 , 	22 , 	36 , 	23 , 	35 , 	26 , 	7 , 	70 , 	80 , 	60 , 	53 , 	30 , 	20 , 	22 , 	10 , 	8 , 	6 , 	3 , 	5 , 	12 , 	33 , 	88 , 	72 , 	114 , 	148 , 	61 , 	45 , 	12 , 	17 , 	11 , 	2 , 	20 , 	42 , 	2 , 	4 , 	2 , 	6 , 	4 , 	2 , 	13 , 	2 , 	19 , 	-   , 	-   , 	4 , 	6 ," 	1,368 ",,,,,,,,,,,,,
CL, 	26 , 	22 , 	8 , 	6 , 	21 , 	15 , 	31 , 	26 , 	48 , 	35 , 	66 , 	6 , 	34 , 	44 , 	35 , 	21 , 	15 , 	14 , 	5 , 	4 , 	3 , 	1 , 	2 , 	5 , 	30 , 	51 , 	58 , 	53 , 	74 , 	34 , 	28 , 	8 , 	15 , 	9 , 	3 , 	11 , 	20 , 	3 , 	7 , 	4 , 	4 , 	4 , 	3 , 	7 , 	3 , 	14 , 	-   , 	-   , 	6 , 	10 , 	950 ,,,,,,,,,,,,,
SL, 	10 , 	14 , 	6 , 	5 , 	13 , 	11 , 	20 , 	23 , 	41 , 	39 , 	76 , 	40 , 	3 , 	32 , 	35 , 	32 , 	16 , 	15 , 	5 , 	2 , 	2 , 	1 , 	1 , 	4 , 	16 , 	59 , 	60 , 	60 , 	65 , 	28 , 	17 , 	8 , 	9 , 	8 , 	1 , 	10 , 	20 , 	0 , 	3 , 	2 , 	2 , 	5 , 	2 , 	9 , 	1 , 	13 , 	-   , 	-   , 	3 , 	6 , 	856 ,,,,,,,,,,,,,
BF, 	4 , 	8 , 	3 , 	4 , 	9 , 	7 , 	22 , 	21 , 	34 , 	36 , 	58 , 	44 , 	34 , 	5 , 	23 , 	22 , 	22 , 	23 , 	5 , 	2 , 	2 , 	0 , 	1 , 	3 , 	11 , 	45 , 	52 , 	50 , 	77 , 	26 , 	16 , 	7 , 	11 , 	6 , 	3 , 	10 , 	31 , 	1 , 	2 , 	2 , 	2 , 	4 , 	1 , 	7 , 	1 , 	12 , 	-   , 	-   , 	2 , 	2 , 	773 ,,,,,,,,,,,,,
HY, 	7 , 	9 , 	2 , 	4 , 	9 , 	5 , 	18 , 	18 , 	25 , 	21 , 	53 , 	34 , 	38 , 	24 , 	3 , 	22 , 	34 , 	39 , 	3 , 	1 , 	4 , 	1 , 	1 , 	2 , 	8 , 	30 , 	22 , 	31 , 	37 , 	12 , 	12 , 	7 , 	6 , 	5 , 	2 , 	3 , 	15 , 	1 , 	1 , 	1 , 	2 , 	2 , 	3 , 	4 , 	0 , 	21 , 	-   , 	-   , 	2 , 	4 , 	607 ,,,,,,,,,,,,,
SH, 	8 , 	9 , 	2 , 	1 , 	5 , 	1 , 	11 , 	7 , 	9 , 	19 , 	28 , 	19 , 	24 , 	24 , 	18 , 	3 , 	13 , 	19 , 	3 , 	1 , 	2 , 	0 , 	0 , 	1 , 	7 , 	21 , 	25 , 	23 , 	31 , 	8 , 	11 , 	3 , 	4 , 	3 , 	3 , 	5 , 	6 , 	0 , 	1 , 	1 , 	1 , 	2 , 	1 , 	5 , 	1 , 	18 , 	-   , 	-   , 	1 , 	1 , 	411 ,,,,,,,,,,,,,
UC, 	3 , 	7 , 	3 , 	1 , 	5 , 	5 , 	11 , 	8 , 	15 , 	12 , 	24 , 	15 , 	19 , 	22 , 	26 , 	14 , 	3 , 	22 , 	3 , 	2 , 	1 , 	0 , 	0 , 	0 , 	2 , 	14 , 	17 , 	14 , 	27 , 	8 , 	9 , 	1 , 	3 , 	3 , 	1 , 	4 , 	8 , 	0 , 	2 , 	1 , 	1 , 	1 , 	0 , 	4 , 	1 , 	19 , 	-   , 	-   , 	1 , 	1 , 	362 ,,,,,,,,,,,,,
FM, 	6 , 	9 , 	2 , 	4 , 	3 , 	2 , 	9 , 	9 , 	11 , 	11 , 	23 , 	16 , 	17 , 	19 , 	38 , 	21 , 	38 , 	2 , 	2 , 	2 , 	1 , 	0 , 	1 , 	1 , 	2 , 	11 , 	14 , 	15 , 	20 , 	7 , 	4 , 	3 , 	3 , 	4 , 	1 , 	5 , 	8 , 	0 , 	2 , 	0 , 	0 , 	1 , 	1 , 	1 , 	1 , 	17 , 	-   , 	-   , 	1 , 	1 , 	368 ,,,,,,,,,,,,,
CN, 	6 , 	6 , 	3 , 	2 , 	6 , 	2 , 	20 , 	14 , 	19 , 	4 , 	10 , 	5 , 	4 , 	4 , 	4 , 	2 , 	3 , 	2 , 	5 , 	18 , 	36 , 	24 , 	7 , 	8 , 	7 , 	43 , 	44 , 	47 , 	53 , 	15 , 	18 , 	7 , 	6 , 	5 , 	2 , 	0 , 	1 , 	10 , 	36 , 	3 , 	6 , 	11 , 	3 , 	1 , 	2 , 	2 , 	-   , 	-   , 	25 , 	21 , 	581 ,,,,,,,,,,,,,
PH, 	2 , 	4 , 	2 , 	2 , 	3 , 	2 , 	15 , 	17 , 	18 , 	4 , 	6 , 	4 , 	1 , 	2 , 	1 , 	0 , 	2 , 	1 , 	17 , 	3 , 	9 , 	6 , 	7 , 	9 , 	3 , 	30 , 	31 , 	27 , 	45 , 	12 , 	7 , 	4 , 	3 , 	5 , 	1 , 	0 , 	1 , 	6 , 	14 , 	1 , 	4 , 	3 , 	1 , 	-   , 	2 , 	2 , 	-   , 	-   , 	9 , 	5 , 	352 ,,,,,,,,,,,,,
WC, 	3 , 	6 , 	1 , 	1 , 	2 , 	2 , 	14 , 	10 , 	16 , 	3 , 	6 , 	2 , 	2 , 	2 , 	4 , 	2 , 	0 , 	0 , 	38 , 	13 , 	2 , 	8 , 	5 , 	9 , 	4 , 	18 , 	22 , 	19 , 	22 , 	6 , 	6 , 	2 , 	2 , 	2 , 	1 , 	1 , 	1 , 	6 , 	20 , 	1 , 	2 , 	5 , 	1 , 	0 , 	1 , 	1 , 	-   , 	-   , 	13 , 	13 , 	320 ,,,,,,,,,,,,,
LF, 	2 , 	1 , 	1 , 	1 , 	2 , 	1 , 	7 , 	4 , 	3 , 	1 , 	5 , 	1 , 	1 , 	1 , 	1 , 	0 , 	0 , 	0 , 	29 , 	7 , 	10 , 	1 , 	2 , 	3 , 	1 , 	5 , 	9 , 	4 , 	9 , 	2 , 	2 , 	0 , 	1 , 	0 , 	0 , 	0 , 	0 , 	2 , 	10 , 	0 , 	1 , 	1 , 	0 , 	0 , 	0 , 	-   , 	-   , 	-   , 	2 , 	3 , 	133 ,,,,,,,,,,,,,
OR, 	3 , 	2 , 	1 , 	1 , 	1 , 	1 , 	5 , 	3 , 	5 , 	1 , 	5 , 	2 , 	1 , 	1 , 	1 , 	0 , 	0 , 	1 , 	6 , 	6 , 	5 , 	1 , 	1 , 	3 , 	0 , 	8 , 	10 , 	5 , 	10 , 	3 , 	1 , 	0 , 	1 , 	1 , 	-   , 	0 , 	0 , 	0 , 	2 , 	-   , 	1 , 	1 , 	0 , 	0 , 	0 , 	0 , 	-   , 	-   , 	2 , 	1 , 	104 ,,,,,,,,,,,,,
RR, 	4 , 	4 , 	3 , 	0 , 	1 , 	1 , 	6 , 	6 , 	8 , 	5 , 	13 , 	5 , 	4 , 	2 , 	2 , 	1 , 	0 , 	1 , 	8 , 	11 , 	8 , 	4 , 	6 , 	2 , 	4 , 	14 , 	14 , 	9 , 	14 , 	6 , 	4 , 	2 , 	1 , 	1 , 	1 , 	0 , 	1 , 	1 , 	8 , 	1 , 	1 , 	2 , 	0 , 	0 , 	0 , 	0 , 	-   , 	-   , 	4 , 	6 , 	200 ,,,,,,,,,,,,,
OW, 	8 , 	9 , 	3 , 	2 , 	6 , 	5 , 	10 , 	8 , 	21 , 	7 , 	31 , 	26 , 	18 , 	14 , 	5 , 	6 , 	3 , 	3 , 	8 , 	4 , 	3 , 	1 , 	1 , 	3 , 	4 , 	106 , 	71 , 	89 , 	108 , 	40 , 	29 , 	11 , 	15 , 	11 , 	4 , 	3 , 	7 , 	2 , 	4 , 	4 , 	6 , 	7 , 	3 , 	1 , 	0 , 	1 , 	-   , 	-   , 	4 , 	6 , 	740 ,,,,,,,,,,,,,
EM, 	70 , 	98 , 	23 , 	14 , 	28 , 	25 , 	47 , 	43 , 	52 , 	45 , 	106 , 	55 , 	80 , 	50 , 	40 , 	27 , 	14 , 	15 , 	50 , 	35 , 	20 , 	6 , 	8 , 	17 , 	106 , 	9 , 	4 , 	16 , 	23 , 	44 , 	73 , 	46 , 	90 , 	66 , 	25 , 	24 , 	40 , 	17 , 	51 , 	16 , 	14 , 	6 , 	8 , 	11 , 	2 , 	11 , 	-   , 	-   , 	14 , 	52 ," 	1,735 ",,,,,,,,,,,,,
MT, 	75 , 	91 , 	26 , 	11 , 	21 , 	20 , 	38 , 	49 , 	47 , 	41 , 	86 , 	69 , 	70 , 	56 , 	27 , 	28 , 	24 , 	17 , 	47 , 	33 , 	26 , 	7 , 	11 , 	16 , 	85 , 	5 , 	6 , 	7 , 	24 , 	60 , 	89 , 	69 , 	171 , 	100 , 	39 , 	22 , 	46 , 	17 , 	63 , 	24 , 	21 , 	7 , 	16 , 	6 , 	1 , 	13 , 	-   , 	-   , 	13 , 	35 ," 	1,875 ",,,,,,,,,,,,,
PL, 	70 , 	75 , 	19 , 	10 , 	20 , 	18 , 	42 , 	39 , 	64 , 	45 , 	101 , 	55 , 	56 , 	44 , 	28 , 	19 , 	14 , 	13 , 	35 , 	19 , 	15 , 	4 , 	4 , 	8 , 	86 , 	17 , 	8 , 	9 , 	16 , 	75 , 	107 , 	61 , 	144 , 	95 , 	36 , 	10 , 	25 , 	8 , 	33 , 	25 , 	20 , 	17 , 	15 , 	8 , 	2 , 	5 , 	-   , 	-   , 	20 , 	29 ," 	1,684 ",,,,,,,,,,,,,
