Exit stations,Entry stations->,,SATURDAY,,,May 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
SL, 	5 , 	6 , 	2 , 	5 , 	10 , 	6 , 	8 , 	12 , 	14 , 	27 , 	37 , 	26 , 	2 , 	24 , 	19 , 	11 , 	8 , 	11 , 	3 , 	2 , 	2 , 	1 , 	0 , 	4 , 	9 , 	15 , 	20 , 	33 , 	18 , 	10 , 	12 , 	5 , 	3 , 	3 , 	1 , 	6 , 	10 , 	0 , 	1 , 	2 , 	2 , 	3 , 	1 , 	4 , 	0 , 	6 , 	-   , 	-   , 	1 , 	-   , 	409 ,,,,,,,,,,
BF, 	3 , 	4 , 	1 , 	2 , 	7 , 	2 , 	12 , 	12 , 	13 , 	23 , 	47 , 	29 , 	24 , 	6 , 	21 , 	15 , 	12 , 	12 , 	4 , 	0 , 	0 , 	1 , 	1 , 	2 , 	8 , 	17 , 	14 , 	29 , 	24 , 	10 , 	10 , 	3 , 	7 , 	4 , 	1 , 	7 , 	14 , 	0 , 	3 , 	1 , 	0 , 	3 , 	0 , 	5 , 	0 , 	4 , 	-   , 	-   , 	1 , 	1 , 	420 ,,,,,,,,,,
HY, 	3 , 	6 , 	2 , 	2 , 	4 , 	3 , 	6 , 	8 , 	9 , 	11 , 	33 , 	15 , 	20 , 	21 , 	3 , 	16 , 	18 , 	19 , 	2 , 	0 , 	1 , 	0 , 	0 , 	2 , 	5 , 	11 , 	6 , 	14 , 	8 , 	6 , 	4 , 	3 , 	5 , 	3 , 	-   , 	2 , 	5 , 	1 , 	1 , 	1 , 	1 , 	2 , 	1 , 	1 , 	1 , 	9 , 	-   , 	-   , 	0 , 	2 , 	297 ,,,,,,,,,,
SH, 	2 , 	3 , 	4 , 	1 , 	2 , 	1 , 	3 , 	2 , 	3 , 	4 , 	18 , 	12 , 	13 , 	13 , 	14 , 	2 , 	8 , 	11 , 	2 , 	-   , 	0 , 	0 , 	-   , 	0 , 	2 , 	3 , 	3 , 	9 , 	9 , 	4 , 	3 , 	1 , 	2 , 	4 , 	2 , 	3 , 	5 , 	0 , 	-   , 	0 , 	0 , 	1 , 	1 , 	3 , 	0 , 	7 , 	-   , 	-   , 	0 , 	0 , 	184 ,,,,,,,,,,
UC, 	1 , 	4 , 	1 , 	1 , 	4 , 	4 , 	2 , 	2 , 	4 , 	3 , 	13 , 	13 , 	10 , 	11 , 	11 , 	7 , 	2 , 	9 , 	1 , 	1 , 	0 , 	0 , 	0 , 	1 , 	1 , 	5 , 	3 , 	8 , 	7 , 	4 , 	2 , 	1 , 	1 , 	1 , 	1 , 	1 , 	3 , 	0 , 	0 , 	-   , 	1 , 	2 , 	1 , 	1 , 	1 , 	7 , 	-   , 	-   , 	1 , 	0 , 	158 ,,,,,,,,,,
FM, 	2 , 	1 , 	0 , 	3 , 	2 , 	1 , 	2 , 	2 , 	3 , 	6 , 	9 , 	7 , 	7 , 	10 , 	16 , 	9 , 	8 , 	3 , 	0 , 	1 , 	0 , 	0 , 	0 , 	1 , 	1 , 	4 , 	4 , 	6 , 	7 , 	5 , 	1 , 	1 , 	2 , 	1 , 	1 , 	1 , 	6 , 	0 , 	1 , 	-   , 	-   , 	1 , 	0 , 	1 , 	1 , 	7 , 	-   , 	-   , 	0 , 	1 , 	146 ,,,,,,,,,,
CN, 	3 , 	2 , 	2 , 	1 , 	2 , 	1 , 	8 , 	4 , 	7 , 	1 , 	6 , 	2 , 	2 , 	4 , 	2 , 	1 , 	1 , 	1 , 	5 , 	12 , 	23 , 	24 , 	3 , 	2 , 	3 , 	11 , 	9 , 	17 , 	9 , 	7 , 	8 , 	1 , 	2 , 	2 , 	1 , 	0 , 	1 , 	4 , 	25 , 	1 , 	2 , 	5 , 	1 , 	0 , 	1 , 	1 , 	-   , 	-   , 	14 , 	11 , 	253 ,,,,,,,,,,
PH, 	0 , 	2 , 	1 , 	1 , 	1 , 	1 , 	4 , 	5 , 	3 , 	-   , 	3 , 	2 , 	1 , 	0 , 	1 , 	-   , 	0 , 	1 , 	12 , 	5 , 	10 , 	9 , 	2 , 	2 , 	1 , 	4 , 	4 , 	7 , 	9 , 	4 , 	3 , 	1 , 	1 , 	1 , 	1 , 	-   , 	1 , 	3 , 	8 , 	1 , 	2 , 	1 , 	0 , 	-   , 	1 , 	1 , 	-   , 	-   , 	2 , 	3 , 	129 ,,,,,,,,,,
WC, 	1 , 	4 , 	-   , 	1 , 	1 , 	-   , 	5 , 	3 , 	3 , 	1 , 	3 , 	0 , 	2 , 	0 , 	1 , 	0 , 	0 , 	0 , 	31 , 	15 , 	3 , 	8 , 	2 , 	3 , 	3 , 	6 , 	6 , 	4 , 	7 , 	1 , 	3 , 	0 , 	2 , 	1 , 	-   , 	-   , 	1 , 	4 , 	11 , 	-   , 	-   , 	2 , 	1 , 	-   , 	0 , 	1 , 	-   , 	-   , 	7 , 	6 , 	152 ,,,,,,,,,,
LF, 	1 , 	1 , 	1 , 	1 , 	1 , 	-   , 	3 , 	1 , 	1 , 	0 , 	3 , 	1 , 	0 , 	1 , 	0 , 	-   , 	-   , 	0 , 	26 , 	11 , 	8 , 	1 , 	1 , 	3 , 	1 , 	3 , 	2 , 	3 , 	2 , 	1 , 	1 , 	0 , 	1 , 	1 , 	-   , 	0 , 	1 , 	2 , 	7 , 	-   , 	0 , 	1 , 	0 , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	4 , 	94 ,,,,,,,,,,
OR, 	0 , 	1 , 	1 , 	1 , 	0 , 	0 , 	0 , 	2 , 	0 , 	-   , 	2 , 	0 , 	-   , 	1 , 	-   , 	0 , 	0 , 	-   , 	2 , 	2 , 	2 , 	1 , 	-   , 	3 , 	0 , 	2 , 	1 , 	1 , 	2 , 	0 , 	-   , 	0 , 	0 , 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	0 , 	-   , 	-   , 	-   , 	-   , 	0 , 	-   , 	-   , 	1 , 	0 , 	30 ,,,,,,,,,,
RR, 	2 , 	4 , 	4 , 	2 , 	4 , 	0 , 	9 , 	7 , 	7 , 	2 , 	12 , 	4 , 	5 , 	4 , 	1 , 	1 , 	1 , 	1 , 	5 , 	3 , 	3 , 	3 , 	4 , 	3 , 	8 , 	12 , 	7 , 	12 , 	14 , 	6 , 	6 , 	3 , 	5 , 	2 , 	1 , 	0 , 	-   , 	0 , 	2 , 	0 , 	1 , 	2 , 	0 , 	0 , 	1 , 	1 , 	-   , 	-   , 	1 , 	3 , 	180 ,,,,,,,,,,
OW, 	2 , 	4 , 	1 , 	1 , 	9 , 	2 , 	9 , 	5 , 	11 , 	5 , 	16 , 	15 , 	10 , 	6 , 	3 , 	2 , 	2 , 	1 , 	2 , 	1 , 	2 , 	1 , 	0 , 	4 , 	3 , 	57 , 	21 , 	56 , 	50 , 	30 , 	20 , 	3 , 	7 , 	6 , 	2 , 	3 , 	3 , 	-   , 	2 , 	3 , 	2 , 	4 , 	1 , 	-   , 	1 , 	1 , 	-   , 	-   , 	2 , 	1 , 	394 ,,,,,,,,,,
EM, 	28 , 	32 , 	9 , 	11 , 	21 , 	12 , 	27 , 	26 , 	24 , 	23 , 	38 , 	14 , 	20 , 	18 , 	11 , 	5 , 	6 , 	6 , 	12 , 	6 , 	7 , 	2 , 	1 , 	10 , 	55 , 	5 , 	2 , 	6 , 	15 , 	28 , 	23 , 	16 , 	29 , 	17 , 	6 , 	7 , 	9 , 	4 , 	10 , 	6 , 	4 , 	8 , 	1 , 	3 , 	2 , 	4 , 	-   , 	-   , 	3 , 	6 , 	633 ,,,,,,,,,,
MT, 	29 , 	29 , 	11 , 	4 , 	14 , 	6 , 	20 , 	12 , 	20 , 	19 , 	31 , 	21 , 	19 , 	23 , 	6 , 	3 , 	6 , 	4 , 	8 , 	3 , 	6 , 	1 , 	1 , 	6 , 	30 , 	4 , 	3 , 	4 , 	8 , 	25 , 	26 , 	25 , 	55 , 	29 , 	9 , 	6 , 	7 , 	0 , 	10 , 	4 , 	3 , 	3 , 	5 , 	2 , 	1 , 	3 , 	-   , 	-   , 	3 , 	8 , 	574 ,,,,,,,,,,
PL, 	19 , 	27 , 	7 , 	7 , 	15 , 	13 , 	23 , 	16 , 	42 , 	28 , 	56 , 	26 , 	26 , 	23 , 	9 , 	7 , 	3 , 	5 , 	13 , 	6 , 	4 , 	2 , 	2 , 	7 , 	44 , 	9 , 	3 , 	8 , 	12 , 	56 , 	62 , 	29 , 	76 , 	60 , 	16 , 	6 , 	5 , 	3 , 	11 , 	8 , 	11 , 	11 , 	7 , 	2 , 	2 , 	4 , 	-   , 	-   , 	5 , 	4 , 	840 ,,,,,,,,,,
CC, 	22 , 	26 , 	6 , 	8 , 	19 , 	10 , 	24 , 	23 , 	36 , 	23 , 	93 , 	35 , 	15 , 	14 , 	11 , 	10 , 	5 , 	7 , 	6 , 	8 , 	7 , 	1 , 	2 , 	9 , 	51 , 	11 , 	8 , 	9 , 	6 , 	51 , 	58 , 	32 , 	72 , 	48 , 	14 , 	5 , 	7 , 	1 , 	7 , 	11 , 	14 , 	12 , 	8 , 	3 , 	1 , 	5 , 	-   , 	-   , 	3 , 	4 , 	861 ,,,,,,,,,,
16, 	21 , 	12 , 	4 , 	3 , 	12 , 	7 , 	18 , 	17 , 	19 , 	12 , 	26 , 	14 , 	8 , 	9 , 	4 , 	3 , 	4 , 	5 , 	4 , 	3 , 	2 , 	0 , 	0 , 	6 , 	30 , 	28 , 	26 , 	66 , 	53 , 	4 , 	14 , 	23 , 	56 , 	46 , 	15 , 	3 , 	6 , 	1 , 	6 , 	8 , 	11 , 	12 , 	6 , 	2 , 	1 , 	3 , 	-   , 	-   , 	3 , 	9 , 	645 ,,,,,,,,,,
24, 	26 , 	15 , 	3 , 	2 , 	8 , 	4 , 	13 , 	8 , 	14 , 	11 , 	30 , 	13 , 	10 , 	9 , 	3 , 	3 , 	1 , 	2 , 	6 , 	2 , 	5 , 	1 , 	1 , 	3 , 	21 , 	28 , 	29 , 	86 , 	78 , 	10 , 	4 , 	24 , 	49 , 	35 , 	18 , 	2 , 	2 , 	1 , 	9 , 	13 , 	15 , 	6 , 	6 , 	1 , 	1 , 	2 , 	-   , 	-   , 	2 , 	1 , 	634 ,,,,,,,,,,
GP, 	5 , 	8 , 	2 , 	1 , 	2 , 	1 , 	4 , 	2 , 	4 , 	2 , 	3 , 	2 , 	3 , 	3 , 	2 , 	0 , 	0 , 	-   , 	1 , 	2 , 	1 , 	1 , 	0 , 	3 , 	3 , 	16 , 	18 , 	35 , 	29 , 	25 , 	19 , 	2 , 	9 , 	5 , 	4 , 	1 , 	0 , 	0 , 	3 , 	3 , 	7 , 	3 , 	3 , 	1 , 	-   , 	0 , 	-   , 	-   , 	1 , 	1 , 	242 ,,,,,,,,,,
BP, 	5 , 	6 , 	1 , 	2 , 	5 , 	3 , 	6 , 	3 , 	5 , 	6 , 	11 , 	7 , 	3 , 	5 , 	2 , 	1 , 	1 , 	1 , 	3 , 	2 , 	1 , 	0 , 	0 , 	4 , 	8 , 	31 , 	33 , 	97 , 	65 , 	56 , 	40 , 	7 , 	5 , 	14 , 	8 , 	1 , 	1 , 	1 , 	2 , 	6 , 	14 , 	12 , 	5 , 	0 , 	1 , 	1 , 	-   , 	-   , 	1 , 	2 , 	496 ,,,,,,,,,,
DC, 	4 , 	5 , 	0 , 	1 , 	6 , 	2 , 	3 , 	5 , 	5 , 	2 , 	11 , 	7 , 	3 , 	4 , 	2 , 	2 , 	2 , 	3 , 	3 , 	0 , 	1 , 	0 , 	0 , 	1 , 	6 , 	20 , 	21 , 	85 , 	51 , 	40 , 	36 , 	7 , 	12 , 	3 , 	3 , 	2 , 	3 , 	1 , 	3 , 	3 , 	6 , 	11 , 	7 , 	1 , 	0 , 	1 , 	-   , 	-   , 	1 , 	3 , 	397 ,,,,,,,,,,
CM, 	2 , 	1 , 	0 , 	-   , 	0 , 	-   , 	2 , 	2 , 	1 , 	1 , 	2 , 	2 , 	1 , 	1 , 	0 , 	1 , 	0 , 	0 , 	1 , 	0 , 	1 , 	-   , 	-   , 	-   , 	1 , 	3 , 	4 , 	20 , 	15 , 	13 , 	12 , 	5 , 	6 , 	2 , 	2 , 	-   , 	1 , 	-   , 	2 , 	2 , 	4 , 	17 , 	3 , 	-   , 	-   , 	0 , 	-   , 	-   , 	1 , 	1 , 	134 ,,,,,,,,,,
CV, 	0 , 	1 , 	1 , 	0 , 	-   , 	0 , 	2 , 	0 , 	2 , 	8 , 	13 , 	4 , 	8 , 	7 , 	3 , 	2 , 	1 , 	1 , 	0 , 	-   , 	-   , 	-   , 	-   , 	1 , 	2 , 	6 , 	9 , 	7 , 	3 , 	4 , 	3 , 	2 , 	1 , 	1 , 	0 , 	1 , 	11 , 	-   , 	-   , 	0 , 	-   , 	1 , 	0 , 	9 , 	0 , 	1 , 	-   , 	-   , 	-   , 	-   , 	116 ,,,,,,,,,,
ED, 	3 , 	3 , 	0 , 	0 , 	1 , 	1 , 	3 , 	2 , 	0 , 	5 , 	15 , 	6 , 	8 , 	14 , 	3 , 	3 , 	2 , 	4 , 	1 , 	1 , 	1 , 	0 , 	0 , 	-   , 	4 , 	9 , 	8 , 	8 , 	10 , 	5 , 	3 , 	1 , 	3 , 	2 , 	0 , 	12 , 	1 , 	0 , 	1 , 	1 , 	1 , 	3 , 	0 , 	4 , 	2 , 	3 , 	-   , 	-   , 	1 , 	-   , 	160 ,,,,,,,,,,
NC, 	-   , 	0 , 	-   , 	0 , 	0 , 	0 , 	1 , 	1 , 	1 , 	-   , 	1 , 	-   , 	0 , 	0 , 	1 , 	0 , 	-   , 	0 , 	4 , 	1 , 	4 , 	1 , 	-   , 	0 , 	0 , 	2 , 	0 , 	2 , 	1 , 	0 , 	2 , 	0 , 	0 , 	2 , 	-   , 	-   , 	0 , 	1 , 	2 , 	-   , 	-   , 	1 , 	-   , 	-   , 	0 , 	-   , 	-   , 	-   , 	3 , 	2 , 	38 ,,,,,,,,,,
WP, 	3 , 	4 , 	1 , 	2 , 	3 , 	0 , 	7 , 	1 , 	4 , 	-   , 	5 , 	4 , 	2 , 	3 , 	3 , 	1 , 	1 , 	1 , 	24 , 	11 , 	10 , 	8 , 	0 , 	4 , 	3 , 	10 , 	7 , 	18 , 	11 , 	5 , 	8 , 	2 , 	3 , 	4 , 	2 , 	-   , 	0 , 	3 , 	4 , 	2 , 	0 , 	4 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	2 , 	5 , 	197 ,,,,,,,,,,
SS, 	1 , 	1 , 	1 , 	0 , 	0 , 	0 , 	1 , 	2 , 	0 , 	1 , 	2 , 	1 , 	1 , 	1 , 	0 , 	1 , 	-   , 	0 , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	3 , 	7 , 	2 , 	12 , 	10 , 	9 , 	11 , 	4 , 	5 , 	4 , 	2 , 	0 , 	0 , 	-   , 	2 , 	1 , 	2 , 	5 , 	3 , 	0 , 	-   , 	0 , 	-   , 	-   , 	0 , 	4 , 	106 ,,,,,,,,,,
SB, 	3 , 	2 , 	-   , 	1 , 	1 , 	0 , 	1 , 	1 , 	3 , 	1 , 	4 , 	1 , 	1 , 	1 , 	1 , 	-   , 	1 , 	0 , 	1 , 	1 , 	-   , 	-   , 	1 , 	0 , 	2 , 	3 , 	3 , 	12 , 	15 , 	13 , 	14 , 	3 , 	9 , 	6 , 	3 , 	0 , 	0 , 	0 , 	1 , 	4 , 	2 , 	2 , 	2 , 	1 , 	0 , 	0 , 	-   , 	-   , 	1 , 	1 , 	123 ,,,,,,,,,,
SO, 	4 , 	3 , 	1 , 	1 , 	2 , 	1 , 	3 , 	2 , 	2 , 	2 , 	3 , 	2 , 	3 , 	3 , 	1 , 	1 , 	1 , 	0 , 	4 , 	1 , 	2 , 	0 , 	1 , 	2 , 	2 , 	3 , 	6 , 	14 , 	10 , 	6 , 	8 , 	2 , 	10 , 	12 , 	11 , 	1 , 	3 , 	1 , 	3 , 	2 , 	4 , 	2 , 	9 , 	0 , 	0 , 	0 , 	-   , 	-   , 	1 , 	5 , 	157 ,,,,,,,,,,
MB, 	1 , 	1 , 	-   , 	0 , 	2 , 	1 , 	1 , 	2 , 	3 , 	0 , 	1 , 	0 , 	1 , 	0 , 	1 , 	0 , 	0 , 	0 , 	2 , 	0 , 	1 , 	0 , 	-   , 	0 , 	1 , 	2 , 	4 , 	6 , 	5 , 	6 , 	4 , 	2 , 	8 , 	7 , 	4 , 	0 , 	1 , 	0 , 	0 , 	2 , 	2 , 	11 , 	1 , 	0 , 	0 , 	0 , 	-   , 	-   , 	0 , 	1 , 	86 ,,,,,,,,,,
WD, 	1 , 	1 , 	0 , 	1 , 	0 , 	0 , 	1 , 	0 , 	-   , 	5 , 	9 , 	4 , 	4 , 	7 , 	3 , 	1 , 	0 , 	0 , 	-   , 	0 , 	1 , 	-   , 	-   , 	-   , 	1 , 	4 , 	2 , 	3 , 	4 , 	1 , 	0 , 	2 , 	1 , 	1 , 	-   , 	10 , 	2 , 	-   , 	-   , 	0 , 	1 , 	1 , 	1 , 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	0 , 	77 ,,,,,,,,,,
OA, 	0 , 	2 , 	0 , 	-   , 	3 , 	0 , 	1 , 	0 , 	-   , 	1 , 	2 , 	1 , 	-   , 	-   , 	0 , 	1 , 	1 , 	1 , 	-   , 	1 , 	-   , 	0 , 	0 , 	-   , 	0 , 	1 , 	1 , 	1 , 	2 , 	1 , 	1 , 	0 , 	0 , 	0 , 	-   , 	0 , 	1 , 	0 , 	1 , 	-   , 	-   , 	2 , 	-   , 	1 , 	0 , 	0 , 	-   , 	-   , 	-   , 	0 , 	29 ,,,,,,,,,,
WS, 	2 , 	4 , 	1 , 	2 , 	2 , 	2 , 	2 , 	3 , 	3 , 	3 , 	6 , 	6 , 	4 , 	5 , 	8 , 	6 , 	7 , 	9 , 	0 , 	0 , 	1 , 	-   , 	-   , 	1 , 	1 , 	5 , 	2 , 	4 , 	4 , 	1 , 	2 , 	-   , 	2 , 	1 , 	2 , 	1 , 	4 , 	-   , 	2 , 	-   , 	1 , 	0 , 	0 , 	1 , 	1 , 	0 , 	-   , 	-   , 	0 , 	2 , 	115 ,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	3 , 	0 , 	0 , 	0 , 	1 , 	0 , 	5 , 	4 , 	2 , 	1 , 	3 , 	3 , 	1 , 	1 , 	1 , 	0 , 	0 , 	0 , 	13 , 	3 , 	6 , 	1 , 	1 , 	1 , 	1 , 	4 , 	3 , 	5 , 	5 , 	2 , 	2 , 	1 , 	1 , 	1 , 	1 , 	0 , 	-   , 	2 , 	3 , 	0 , 	1 , 	1 , 	-   , 	-   , 	0 , 	0 , 	-   , 	-   , 	3 , 	7 , 	98 ,,,,,,,,,,
AN, 	2 , 	3 , 	1 , 	-   , 	3 , 	2 , 	7 , 	2 , 	4 , 	1 , 	4 , 	4 , 	1 , 	1 , 	3 , 	2 , 	1 , 	0 , 	15 , 	6 , 	4 , 	3 , 	0 , 	3 , 	1 , 	7 , 	6 , 	8 , 	5 , 	7 , 	6 , 	4 , 	3 , 	4 , 	0 , 	-   , 	-   , 	2 , 	4 , 	4 , 	1 , 	3 , 	1 , 	-   , 	1 , 	3 , 	-   , 	-   , 	3 , 	2 , 	147 ,,,,,,,,,,
