Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Jun 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	133 , 	112 , 	79 , 	386 , 	122 , 	120 , 	126 , 	202 , 	38 , 	107 , 	92 , 	42 , 	36 , 	41 , 	22 , 	19 , 	34 , 	33 , 	31 , 	25 , 	13 , 	11 , 	22 , 	26 , 	196 , 	214 , 	282 , 	206 , 	99 , 	148 , 	28 , 	31 , 	37 , 	26 , 	7 , 	22 , 	10 , 	29 , 	1 , 	2 , 	5 , 	2 ," 	3,226 ",,,Eastbay," 	73,447 ",,SF CBD," 	187,357 ",65.0%,,,
EN, 	145 , 	12 , 	94 , 	77 , 	727 , 	142 , 	183 , 	368 , 	578 , 	99 , 	129 , 	166 , 	57 , 	41 , 	61 , 	30 , 	34 , 	63 , 	40 , 	31 , 	38 , 	11 , 	10 , 	24 , 	36 , 	734 , 	764 , 	655 , 	554 , 	110 , 	144 , 	52 , 	64 , 	73 , 	42 , 	6 , 	38 , 	8 , 	31 , 	2 , 	2 , 	11 , 	5 ," 	6,494 ",,,Westbay," 	76,776 ",,non-CBD," 	101,818 ",35.3%,,,
EP, 	164 , 	39 , 	25 , 	23 , 	572 , 	45 , 	147 , 	107 , 	351 , 	52 , 	65 , 	74 , 	31 , 	9 , 	27 , 	7 , 	29 , 	22 , 	14 , 	27 , 	15 , 	10 , 	6 , 	23 , 	5 , 	556 , 	286 , 	392 , 	179 , 	52 , 	24 , 	27 , 	10 , 	34 , 	11 , 	36 , 	21 , 	9 , 	16 , 	0 , 	4 , 	8 , 	3 ," 	3,554 ",,,Transbay," 	140,087 ",,,,,,,
NB, 	86 , 	80 , 	45 , 	7 , 	174 , 	51 , 	66 , 	151 , 	244 , 	64 , 	51 , 	90 , 	22 , 	16 , 	27 , 	10 , 	10 , 	31 , 	14 , 	16 , 	20 , 	9 , 	10 , 	16 , 	12 , 	481 , 	501 , 	321 , 	329 , 	80 , 	59 , 	25 , 	20 , 	26 , 	14 , 	6 , 	15 , 	3 , 	7 , 	0 , 	0 , 	12 , 	4 ," 	3,226 ",,,SFO Ext," 	4,251 ",,,,,,,
BK, 	388 , 	780 , 	539 , 	170 , 	20 , 	325 , 	320 , 	410 , 	581 , 	237 , 	265 , 	298 , 	148 , 	131 , 	140 , 	90 , 	153 , 	278 , 	107 , 	158 , 	145 , 	66 , 	56 , 	43 , 	50 , 	612 , 	597 , 	744 , 	639 , 	199 , 	200 , 	126 , 	79 , 	137 , 	65 , 	35 , 	123 , 	30 , 	81 , 	4 , 	2 , 	15 , 	19 ," 	9,610 ",,,Extensions," 	39,835 ",,,,,,,
AS, 	127 , 	133 , 	68 , 	43 , 	299 , 	5 , 	67 , 	165 , 	237 , 	77 , 	87 , 	129 , 	46 , 	46 , 	42 , 	21 , 	32 , 	53 , 	25 , 	20 , 	24 , 	11 , 	9 , 	12 , 	30 , 	400 , 	452 , 	311 , 	305 , 	99 , 	86 , 	28 , 	20 , 	27 , 	17 , 	9 , 	25 , 	6 , 	17 , 	0 , 	1 , 	8 , 	3 ," 	3,621 ",,,,,,,,,,,
MA, 	137 , 	205 , 	94 , 	68 , 	319 , 	75 , 	9 , 	114 , 	212 , 	58 , 	130 , 	177 , 	99 , 	83 , 	83 , 	54 , 	59 , 	96 , 	87 , 	80 , 	84 , 	28 , 	28 , 	43 , 	47 , 	646 , 	688 , 	587 , 	563 , 	173 , 	141 , 	58 , 	49 , 	61 , 	39 , 	11 , 	51 , 	26 , 	106 , 	2 , 	2 , 	10 , 	7 ," 	5,687 ",,,,,,,,,,,
19, 	129 , 	440 , 	167 , 	158 , 	372 , 	169 , 	105 , 	9 , 	72 , 	33 , 	106 , 	163 , 	160 , 	168 , 	160 , 	138 , 	160 , 	291 , 	220 , 	291 , 	197 , 	109 , 	68 , 	98 , 	45 , 	585 , 	606 , 	471 , 	522 , 	147 , 	159 , 	111 , 	93 , 	130 , 	116 , 	39 , 	121 , 	101 , 	203 , 	7 , 	5 , 	4 , 	14 ," 	7,462 ",,,,,,,,,,,
12, 	203 , 	622 , 	283 , 	237 , 	520 , 	232 , 	200 , 	74 , 	25 , 	46 , 	220 , 	353 , 	342 , 	343 , 	294 , 	202 , 	272 , 	440 , 	312 , 	376 , 	297 , 	170 , 	137 , 	193 , 	73 , 	869 , 	884 , 	970 , 	816 , 	210 , 	258 , 	156 , 	140 , 	205 , 	198 , 	65 , 	215 , 	112 , 	265 , 	9 , 	6 , 	11 , 	18 ," 	11,873 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	29 , 	103 , 	103 , 	71 , 	208 , 	79 , 	54 , 	26 , 	46 , 	6 , 	126 , 	203 , 	212 , 	191 , 	128 , 	80 , 	109 , 	160 , 	21 , 	22 , 	20 , 	8 , 	9 , 	27 , 	19 , 	468 , 	454 , 	442 , 	343 , 	89 , 	80 , 	41 , 	50 , 	49 , 	22 , 	85 , 	228 , 	10 , 	22 , 	2 , 	2 , 	9 , 	3 ," 	4,460 ",,,Dtwn SF,"3,647","12,958","31,707","10,588","17,196","19,170","1,076","95,267"
FV, 	106 , 	132 , 	50 , 	54 , 	278 , 	94 , 	118 , 	120 , 	224 , 	111 , 	12 , 	250 , 	246 , 	269 , 	250 , 	108 , 	105 , 	134 , 	53 , 	32 , 	40 , 	22 , 	34 , 	53 , 	88 , 	526 , 	605 , 	608 , 	464 , 	159 , 	175 , 	48 , 	62 , 	63 , 	31 , 	61 , 	167 , 	9 , 	45 , 	1 , 	3 , 	11 , 	3 ," 	6,025 ",,,OAK,"12,841","1,453","3,044","5,187","3,858","6,980",121,"33,363"
CL, 	105 , 	203 , 	95 , 	91 , 	287 , 	137 , 	175 , 	205 , 	378 , 	188 , 	254 , 	12 , 	190 , 	236 , 	235 , 	118 , 	160 , 	303 , 	100 , 	119 , 	110 , 	69 , 	57 , 	78 , 	87 , 	609 , 	562 , 	641 , 	461 , 	126 , 	137 , 	79 , 	61 , 	106 , 	64 , 	126 , 	510 , 	43 , 	103 , 	5 , 	7 , 	11 , 	7 ," 	7,651 ",,,CM line,"30,466","2,902","7,853","2,205","1,893","2,558",345,"47,876"
SL, 	98 , 	86 , 	23 , 	27 , 	143 , 	48 , 	85 , 	181 , 	299 , 	183 , 	253 , 	194 , 	9 , 	124 , 	175 , 	87 , 	77 , 	112 , 	30 , 	27 , 	20 , 	6 , 	8 , 	14 , 	26 , 	557 , 	577 , 	413 , 	326 , 	57 , 	64 , 	29 , 	49 , 	40 , 	32 , 	38 , 	92 , 	5 , 	34 , 	2 , 	3 , 	7 , 	2 ," 	4,659 ",,,RM line,"10,709","5,150","2,322","6,247","1,391","3,797",116,"29,615"
BF, 	31 , 	41 , 	16 , 	15 , 	134 , 	41 , 	77 , 	171 , 	355 , 	192 , 	254 , 	234 , 	126 , 	10 , 	144 , 	131 , 	141 , 	234 , 	33 , 	14 , 	24 , 	4 , 	5 , 	13 , 	33 , 	514 , 	529 , 	380 , 	263 , 	58 , 	52 , 	21 , 	25 , 	36 , 	22 , 	52 , 	262 , 	4 , 	18 , 	1 , 	1 , 	4 , 	2 ," 	4,716 ",,,WP line,"17,344","3,950","1,966","1,433","5,993","1,726",159,"32,412"
HY, 	38 , 	73 , 	24 , 	28 , 	139 , 	49 , 	82 , 	172 , 	309 , 	121 , 	262 , 	236 , 	185 , 	163 , 	8 , 	142 , 	226 , 	347 , 	26 , 	23 , 	20 , 	6 , 	5 , 	17 , 	30 , 	371 , 	288 , 	262 , 	215 , 	43 , 	46 , 	21 , 	26 , 	30 , 	17 , 	19 , 	90 , 	9 , 	33 , 	1 , 	2 , 	4 , 	1 ," 	4,208 ",,,FT/ED line,"18,580","6,937","2,662","3,953","1,775","13,616",144,"47,525"
SH, 	24 , 	28 , 	10 , 	10 , 	85 , 	23 , 	53 , 	134 , 	200 , 	78 , 	104 , 	122 , 	83 , 	127 , 	131 , 	6 , 	85 , 	170 , 	16 , 	13 , 	14 , 	2 , 	3 , 	9 , 	19 , 	280 , 	254 , 	198 , 	174 , 	38 , 	39 , 	10 , 	16 , 	21 , 	10 , 	16 , 	48 , 	2 , 	13 , 	0 , 	0 , 	2 , 	0 ," 	2,675 ",,,SFIA,"1,074",138,358,132,173,165,251,"2,040"
UC, 	18 , 	38 , 	18 , 	9 , 	150 , 	33 , 	57 , 	162 , 	270 , 	109 , 	109 , 	158 , 	86 , 	148 , 	234 , 	90 , 	15 , 	169 , 	17 , 	27 , 	16 , 	3 , 	5 , 	10 , 	18 , 	526 , 	445 , 	305 , 	226 , 	26 , 	28 , 	18 , 	23 , 	26 , 	17 , 	14 , 	55 , 	6 , 	17 , 	1 , 	1 , 	5 , 	1 ," 	3,708 ",,,Entries,"94,662","33,489","49,911","29,745","32,280","48,012","2,211","288,099"
FM, 	32 , 	69 , 	37 , 	34 , 	275 , 	48 , 	96 , 	283 , 	416 , 	144 , 	135 , 	306 , 	105 , 	230 , 	340 , 	158 , 	141 , 	23 , 	27 , 	28 , 	19 , 	6 , 	7 , 	21 , 	15 , 	773 , 	756 , 	491 , 	329 , 	39 , 	42 , 	20 , 	22 , 	38 , 	17 , 	21 , 	67 , 	8 , 	32 , 	1 , 	0 , 	8 , 	1 ," 	5,664 ",,,,,,,,,,,
CN, 	39 , 	44 , 	25 , 	14 , 	105 , 	23 , 	84 , 	226 , 	322 , 	17 , 	52 , 	96 , 	29 , 	32 , 	30 , 	16 , 	20 , 	29 , 	12 , 	153 , 	474 , 	128 , 	57 , 	100 , 	14 , 	668 , 	663 , 	380 , 	340 , 	59 , 	78 , 	43 , 	38 , 	55 , 	54 , 	5 , 	11 , 	73 , 	465 , 	3 , 	3 , 	9 , 	6 ," 	5,093 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
