Exit stations,Entry stations->,,SUNDAY,,,May 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	10 , 	53 , 	63 , 	45 , 	138 , 	76 , 	63 , 	33 , 	55 , 	26 , 	65 , 	57 , 	17 , 	24 , 	23 , 	10 , 	10 , 	19 , 	19 , 	5 , 	13 , 	7 , 	3 , 	12 , 	20 , 	115 , 	71 , 	223 , 	88 , 	89 , 	74 , 	19 , 	28 , 	22 , 	7 , 	4 , 	8 , 	2 , 	26 , 	7 , 	7 , 	29 , 	12 , 	2 ," 	1,696 ",,,Eastbay," 	33,076 ",,SF CBD," 	95,465 ",59.4%,,,
EN, 	50 , 	21 , 	49 , 	41 , 	240 , 	89 , 	85 , 	55 , 	93 , 	34 , 	77 , 	143 , 	23 , 	37 , 	28 , 	15 , 	17 , 	39 , 	27 , 	11 , 	22 , 	8 , 	5 , 	18 , 	25 , 	283 , 	170 , 	485 , 	189 , 	117 , 	94 , 	29 , 	37 , 	33 , 	18 , 	7 , 	14 , 	3 , 	32 , 	8 , 	12 , 	69 , 	21 , 	6 ," 	2,872 ",,,Westbay," 	50,689 ",,non-CBD," 	58,765 ",36.6%,,,
EP, 	68 , 	45 , 	7 , 	41 , 	220 , 	62 , 	53 , 	50 , 	60 , 	27 , 	31 , 	82 , 	10 , 	14 , 	9 , 	6 , 	8 , 	29 , 	12 , 	8 , 	12 , 	6 , 	5 , 	19 , 	9 , 	167 , 	111 , 	262 , 	149 , 	80 , 	50 , 	14 , 	16 , 	12 , 	4 , 	4 , 	4 , 	3 , 	8 , 	3 , 	4 , 	48 , 	13 , 	3 ," 	1,841 ",,,Transbay," 	79,206 ",,,,,,,
NB, 	46 , 	47 , 	42 , 	13 , 	87 , 	46 , 	57 , 	56 , 	67 , 	28 , 	38 , 	81 , 	18 , 	23 , 	16 , 	6 , 	11 , 	33 , 	14 , 	12 , 	21 , 	11 , 	7 , 	14 , 	12 , 	279 , 	173 , 	352 , 	262 , 	149 , 	95 , 	27 , 	23 , 	20 , 	5 , 	3 , 	7 , 	1 , 	11 , 	3 , 	7 , 	79 , 	27 , 	4 ," 	2,323 ",,,,,,,,,,,
BK, 	156 , 	237 , 	231 , 	84 , 	28 , 	155 , 	174 , 	203 , 	200 , 	79 , 	125 , 	212 , 	50 , 	67 , 	51 , 	27 , 	48 , 	176 , 	36 , 	30 , 	53 , 	27 , 	22 , 	25 , 	59 , 	451 , 	266 , 	843 , 	470 , 	262 , 	160 , 	61 , 	49 , 	56 , 	12 , 	15 , 	50 , 	7 , 	30 , 	6 , 	15 , 	221 , 	88 , 	17 ," 	5,630 ",,,,,,,,,,,
AS, 	65 , 	81 , 	50 , 	46 , 	122 , 	10 , 	82 , 	107 , 	96 , 	51 , 	70 , 	104 , 	31 , 	29 , 	25 , 	14 , 	15 , 	32 , 	16 , 	9 , 	16 , 	6 , 	4 , 	13 , 	35 , 	182 , 	137 , 	272 , 	265 , 	187 , 	106 , 	19 , 	20 , 	12 , 	4 , 	7 , 	11 , 	3 , 	14 , 	3 , 	2 , 	58 , 	15 , 	8 ," 	2,448 ",,,,,,,,,,,
MA, 	68 , 	82 , 	48 , 	46 , 	161 , 	90 , 	18 , 	52 , 	78 , 	32 , 	84 , 	156 , 	33 , 	44 , 	28 , 	17 , 	20 , 	35 , 	39 , 	27 , 	43 , 	13 , 	16 , 	44 , 	49 , 	355 , 	227 , 	502 , 	402 , 	325 , 	184 , 	33 , 	31 , 	28 , 	7 , 	9 , 	20 , 	10 , 	68 , 	9 , 	7 , 	111 , 	27 , 	6 ," 	3,677 ",,,,,,,,,,,
19, 	33 , 	50 , 	43 , 	59 , 	176 , 	92 , 	54 , 	14 , 	18 , 	13 , 	59 , 	100 , 	33 , 	40 , 	37 , 	19 , 	21 , 	41 , 	29 , 	22 , 	39 , 	18 , 	13 , 	65 , 	39 , 	212 , 	194 , 	394 , 	313 , 	238 , 	132 , 	30 , 	31 , 	27 , 	6 , 	8 , 	14 , 	8 , 	31 , 	5 , 	14 , 	74 , 	26 , 	8 ," 	2,887 ",,,,,,,,,,,
12, 	52 , 	76 , 	47 , 	55 , 	169 , 	79 , 	73 , 	14 , 	16 , 	16 , 	73 , 	161 , 	51 , 	73 , 	55 , 	28 , 	34 , 	53 , 	36 , 	26 , 	40 , 	16 , 	18 , 	50 , 	57 , 	263 , 	207 , 	526 , 	281 , 	170 , 	102 , 	37 , 	43 , 	38 , 	12 , 	7 , 	12 , 	7 , 	41 , 	7 , 	12 , 	119 , 	26 , 	6 ," 	3,279 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	30 , 	35 , 	27 , 	31 , 	72 , 	54 , 	31 , 	12 , 	17 , 	10 , 	132 , 	152 , 	92 , 	95 , 	53 , 	29 , 	35 , 	53 , 	10 , 	10 , 	10 , 	5 , 	5 , 	15 , 	28 , 	219 , 	171 , 	455 , 	268 , 	201 , 	112 , 	23 , 	39 , 	28 , 	5 , 	44 , 	57 , 	4 , 	12 , 	3 , 	7 , 	28 , 	11 , 	26 ," 	2,746 ",,,Dtwn SF," 	1,866 "," 	6,794 "," 	13,767 "," 	6,131 "," 	6,536 "," 	8,409 "," 	5,012 "," 	48,515 "
FV, 	48 , 	65 , 	35 , 	42 , 	125 , 	74 , 	81 , 	60 , 	75 , 	114 , 	10 , 	187 , 	106 , 	195 , 	109 , 	54 , 	35 , 	76 , 	37 , 	16 , 	27 , 	11 , 	14 , 	29 , 	71 , 	276 , 	184 , 	535 , 	294 , 	208 , 	167 , 	28 , 	47 , 	32 , 	8 , 	39 , 	52 , 	6 , 	51 , 	7 , 	10 , 	51 , 	15 , 	36 ," 	3,736 ",,,OAK," 	6,744 ", 	816 ," 	2,432 "," 	1,814 ", 	859 ," 	2,341 ", 	555 ," 	15,560 "
CL, 	65 , 	133 , 	84 , 	74 , 	191 , 	90 , 	135 , 	109 , 	166 , 	121 , 	176 , 	12 , 	141 , 	194 , 	136 , 	68 , 	111 , 	265 , 	69 , 	90 , 	93 , 	55 , 	45 , 	75 , 	73 , 	370 , 	209 , 	550 , 	267 , 	146 , 	126 , 	63 , 	52 , 	89 , 	17 , 	79 , 	287 , 	42 , 	96 , 	15 , 	16 , 	47 , 	33 , 	119 ," 	5,388 ",,,CM line," 	13,338 "," 	2,493 "," 	5,920 "," 	1,989 "," 	1,456 "," 	2,358 "," 	2,549 "," 	30,102 "
