Exit stations,Entry stations->,,SATURDAY,,,Jul 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	9 , 	69 , 	73 , 	58 , 	279 , 	79 , 	82 , 	57 , 	82 , 	17 , 	85 , 	64 , 	27 , 	24 , 	27 , 	15 , 	14 , 	23 , 	18 , 	7 , 	11 , 	4 , 	6 , 	16 , 	15 , 	150 , 	101 , 	303 , 	114 , 	94 , 	115 , 	22 , 	35 , 	26 , 	11 , 	4 , 	7 , 	2 , 	34 , 	7 , 	12 , 	28 , 	14 , 	4 ," 	2,235 ",,,Eastbay," 	47,715 ",,SF CBD," 	124,300 ",60.6%,,,
EN, 	70 , 	14 , 	69 , 	60 , 	561 , 	121 , 	125 , 	101 , 	152 , 	31 , 	103 , 	177 , 	32 , 	39 , 	37 , 	15 , 	26 , 	40 , 	27 , 	10 , 	24 , 	9 , 	6 , 	28 , 	31 , 	360 , 	259 , 	747 , 	211 , 	117 , 	110 , 	40 , 	63 , 	49 , 	20 , 	8 , 	17 , 	4 , 	31 , 	13 , 	18 , 	63 , 	19 , 	8 ," 	4,059 ",,,Westbay," 	58,477 ",,non-CBD," 	74,422 ",36.3%,,,
EP, 	79 , 	69 , 	10 , 	41 , 	481 , 	70 , 	73 , 	69 , 	97 , 	30 , 	31 , 	96 , 	17 , 	20 , 	13 , 	4 , 	11 , 	23 , 	10 , 	12 , 	18 , 	8 , 	9 , 	21 , 	13 , 	226 , 	150 , 	355 , 	128 , 	75 , 	53 , 	20 , 	17 , 	13 , 	7 , 	6 , 	11 , 	3 , 	13 , 	4 , 	4 , 	46 , 	20 , 	4 ," 	2,477 ",,,Transbay," 	102,584 ",,,,,,,
NB, 	64 , 	61 , 	56 , 	12 , 	180 , 	58 , 	53 , 	84 , 	77 , 	26 , 	55 , 	85 , 	19 , 	15 , 	19 , 	10 , 	11 , 	33 , 	12 , 	12 , 	13 , 	8 , 	6 , 	15 , 	19 , 	339 , 	219 , 	398 , 	219 , 	134 , 	86 , 	23 , 	12 , 	14 , 	9 , 	6 , 	14 , 	3 , 	7 , 	2 , 	3 , 	87 , 	21 , 	4 ," 	2,597 ",,,,,,,,,,,
BK, 	301 , 	582 , 	494 , 	198 , 	46 , 	361 , 	335 , 	341 , 	303 , 	138 , 	213 , 	239 , 	118 , 	120 , 	119 , 	57 , 	164 , 	508 , 	86 , 	130 , 	188 , 	103 , 	103 , 	81 , 	94 ," 	1,080 ", 	584 ," 	1,709 ", 	684 , 	372 , 	283 , 	132 , 	101 , 	184 , 	28 , 	53 , 	307 , 	28 , 	78 , 	34 , 	44 , 	191 , 	252 , 	62 ," 	11,627 ",,,,,,,,,,,
AS, 	86 , 	120 , 	63 , 	49 , 	283 , 	11 , 	97 , 	128 , 	146 , 	43 , 	93 , 	107 , 	34 , 	35 , 	27 , 	15 , 	17 , 	40 , 	17 , 	10 , 	19 , 	9 , 	8 , 	14 , 	39 , 	272 , 	200 , 	396 , 	255 , 	188 , 	131 , 	28 , 	24 , 	18 , 	3 , 	6 , 	14 , 	4 , 	18 , 	4 , 	6 , 	39 , 	17 , 	9 ," 	3,138 ",,,,,,,,,,,
MA, 	99 , 	128 , 	66 , 	63 , 	305 , 	99 , 	15 , 	105 , 	125 , 	29 , 	111 , 	196 , 	46 , 	48 , 	35 , 	21 , 	22 , 	45 , 	47 , 	35 , 	49 , 	23 , 	23 , 	48 , 	52 , 	481 , 	293 , 	685 , 	419 , 	300 , 	203 , 	43 , 	42 , 	26 , 	12 , 	12 , 	24 , 	11 , 	85 , 	9 , 	13 , 	85 , 	31 , 	13 ," 	4,615 ",,,,,,,,,,,
19, 	63 , 	98 , 	64 , 	87 , 	335 , 	139 , 	101 , 	16 , 	16 , 	14 , 	81 , 	138 , 	65 , 	63 , 	54 , 	28 , 	29 , 	50 , 	43 , 	35 , 	62 , 	30 , 	29 , 	85 , 	48 , 	337 , 	262 , 	552 , 	387 , 	236 , 	157 , 	57 , 	48 , 	40 , 	10 , 	14 , 	24 , 	15 , 	47 , 	8 , 	14 , 	48 , 	25 , 	11 ," 	4,059 ",,,,,,,,,,,
12, 	79 , 	136 , 	86 , 	76 , 	297 , 	134 , 	116 , 	17 , 	17 , 	19 , 	104 , 	182 , 	83 , 	89 , 	66 , 	36 , 	37 , 	66 , 	77 , 	59 , 	59 , 	33 , 	28 , 	66 , 	75 , 	421 , 	297 , 	702 , 	332 , 	178 , 	134 , 	48 , 	68 , 	41 , 	14 , 	14 , 	25 , 	16 , 	66 , 	17 , 	24 , 	76 , 	42 , 	13 ," 	4,559 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	15 , 	36 , 	29 , 	33 , 	116 , 	38 , 	32 , 	10 , 	18 , 	11 , 	100 , 	157 , 	133 , 	142 , 	55 , 	27 , 	40 , 	65 , 	8 , 	10 , 	14 , 	7 , 	6 , 	21 , 	31 , 	340 , 	261 , 	595 , 	276 , 	175 , 	115 , 	39 , 	34 , 	35 , 	3 , 	58 , 	85 , 	2 , 	14 , 	3 , 	7 , 	20 , 	11 , 	40 ," 	3,260 ",,,Dtwn SF," 	2,414 "," 	9,383 "," 	16,791 "," 	9,823 "," 	8,190 "," 	11,742 "," 	6,196 "," 	64,539 "
