Exit stations,Entry stations->,,SUNDAY,,,Jul 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	8 , 	45 , 	51 , 	43 , 	158 , 	67 , 	66 , 	32 , 	52 , 	29 , 	55 , 	66 , 	18 , 	19 , 	16 , 	7 , 	8 , 	20 , 	17 , 	7 , 	9 , 	4 , 	4 , 	10 , 	16 , 	123 , 	68 , 	235 , 	92 , 	63 , 	71 , 	18 , 	27 , 	18 , 	5 , 	4 , 	8 , 	2 , 	26 , 	7 , 	9 , 	28 , 	9 , 	3 ," 	1,641 ",,,Eastbay," 	32,974 ",,SF CBD," 	89,531 ",59.9%,,,
EN, 	50 , 	7 , 	48 , 	41 , 	266 , 	87 , 	86 , 	53 , 	87 , 	43 , 	58 , 	147 , 	30 , 	26 , 	23 , 	14 , 	15 , 	31 , 	22 , 	7 , 	15 , 	5 , 	4 , 	11 , 	26 , 	229 , 	155 , 	479 , 	168 , 	82 , 	60 , 	26 , 	35 , 	32 , 	15 , 	5 , 	13 , 	1 , 	29 , 	12 , 	11 , 	79 , 	12 , 	6 ," 	2,646 ",,,Westbay," 	45,534 ",,non-CBD," 	52,940 ",35.4%,,,
EP, 	52 , 	52 , 	9 , 	42 , 	256 , 	63 , 	49 , 	46 , 	53 , 	32 , 	31 , 	96 , 	11 , 	13 , 	9 , 	5 , 	6 , 	29 , 	8 , 	7 , 	16 , 	6 , 	3 , 	19 , 	10 , 	154 , 	88 , 	232 , 	112 , 	52 , 	38 , 	21 , 	13 , 	9 , 	4 , 	2 , 	11 , 	1 , 	10 , 	2 , 	3 , 	58 , 	12 , 	2 ," 	1,740 ",,,Transbay," 	73,372 ",,,,,,,
NB, 	44 , 	42 , 	42 , 	12 , 	78 , 	38 , 	56 , 	65 , 	54 , 	29 , 	32 , 	97 , 	12 , 	12 , 	12 , 	5 , 	12 , 	30 , 	9 , 	10 , 	13 , 	7 , 	4 , 	15 , 	9 , 	236 , 	128 , 	280 , 	185 , 	85 , 	77 , 	26 , 	14 , 	15 , 	4 , 	5 , 	10 , 	3 , 	12 , 	6 , 	3 , 	103 , 	21 , 	3 ," 	1,947 ",,,,,,,,,,,
BK, 	187 , 	256 , 	260 , 	77 , 	37 , 	161 , 	191 , 	175 , 	181 , 	101 , 	110 , 	288 , 	55 , 	54 , 	40 , 	23 , 	48 , 	250 , 	33 , 	41 , 	54 , 	37 , 	25 , 	37 , 	57 , 	722 , 	329 ," 	1,102 ", 	446 , 	227 , 	142 , 	58 , 	43 , 	52 , 	14 , 	17 , 	92 , 	8 , 	31 , 	12 , 	19 , 	317 , 	130 , 	30 ," 	6,563 ",,,,,,,,,,,
AS, 	83 , 	85 , 	57 , 	42 , 	134 , 	15 , 	70 , 	84 , 	84 , 	49 , 	83 , 	124 , 	22 , 	26 , 	20 , 	11 , 	12 , 	28 , 	13 , 	7 , 	16 , 	8 , 	7 , 	9 , 	29 , 	193 , 	106 , 	264 , 	217 , 	132 , 	93 , 	31 , 	14 , 	14 , 	5 , 	8 , 	15 , 	3 , 	16 , 	3 , 	4 , 	76 , 	13 , 	7 ," 	2,326 ",,,,,,,,,,,
MA, 	77 , 	92 , 	48 , 	47 , 	159 , 	69 , 	9 , 	56 , 	88 , 	37 , 	95 , 	164 , 	36 , 	45 , 	33 , 	20 , 	16 , 	39 , 	28 , 	27 , 	41 , 	17 , 	19 , 	39 , 	43 , 	328 , 	174 , 	480 , 	397 , 	223 , 	157 , 	35 , 	43 , 	28 , 	5 , 	10 , 	20 , 	5 , 	62 , 	6 , 	7 , 	122 , 	28 , 	10 ," 	3,480 ",,,,,,,,,,,
19, 	43 , 	49 , 	44 , 	58 , 	158 , 	83 , 	59 , 	16 , 	13 , 	19 , 	57 , 	126 , 	30 , 	34 , 	31 , 	16 , 	14 , 	32 , 	33 , 	23 , 	33 , 	17 , 	11 , 	54 , 	37 , 	227 , 	173 , 	386 , 	298 , 	162 , 	111 , 	37 , 	31 , 	28 , 	10 , 	10 , 	11 , 	8 , 	25 , 	4 , 	6 , 	102 , 	21 , 	7 ," 	2,740 ",,,,,,,,,,,
12, 	50 , 	58 , 	54 , 	43 , 	155 , 	86 , 	70 , 	13 , 	16 , 	12 , 	71 , 	154 , 	46 , 	63 , 	46 , 	25 , 	21 , 	50 , 	36 , 	34 , 	34 , 	22 , 	15 , 	51 , 	50 , 	295 , 	217 , 	523 , 	268 , 	144 , 	96 , 	34 , 	45 , 	33 , 	14 , 	8 , 	17 , 	11 , 	49 , 	16 , 	13 , 	114 , 	37 , 	8 ," 	3,211 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	26 , 	48 , 	36 , 	32 , 	95 , 	56 , 	40 , 	15 , 	13 , 	11 , 	113 , 	180 , 	97 , 	84 , 	49 , 	23 , 	33 , 	52 , 	13 , 	9 , 	13 , 	6 , 	10 , 	20 , 	30 , 	242 , 	196 , 	475 , 	275 , 	151 , 	106 , 	36 , 	40 , 	30 , 	3 , 	45 , 	55 , 	3 , 	15 , 	5 , 	7 , 	43 , 	10 , 	29 ," 	2,862 ",,,Dtwn SF," 	1,782 "," 	6,677 "," 	11,756 "," 	6,150 "," 	5,685 "," 	8,015 "," 	5,288 "," 	45,354 "
