Exit stations,Entry stations->,,SUNDAY,,,Dec 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	7 , 	41 , 	50 , 	23 , 	143 , 	46 , 	42 , 	24 , 	44 , 	18 , 	59 , 	71 , 	16 , 	12 , 	9 , 	5 , 	4 , 	14 , 	9 , 	4 , 	5 , 	1 , 	3 , 	6 , 	12 , 	93 , 	60 , 	254 , 	75 , 	68 , 	65 , 	17 , 	20 , 	14 , 	6 , 	5 , 	7 , 	3 , 	19 , 	6 , 	11 , 	40 , 	11 , 	2 , 	8 , 	-   ," 	1,453 ",,,,,,,,,,,
EN, 	51 , 	18 , 	44 , 	43 , 	257 , 	71 , 	88 , 	62 , 	72 , 	28 , 	60 , 	196 , 	28 , 	27 , 	18 , 	11 , 	12 , 	32 , 	18 , 	5 , 	19 , 	9 , 	7 , 	18 , 	23 , 	179 , 	133 , 	555 , 	148 , 	70 , 	58 , 	32 , 	27 , 	30 , 	12 , 	6 , 	6 , 	3 , 	18 , 	11 , 	11 , 	79 , 	15 , 	5 , 	26 , 	-   ," 	2,637 ",,,,,,,,,,,
EP, 	55 , 	40 , 	9 , 	37 , 	267 , 	53 , 	51 , 	63 , 	57 , 	27 , 	32 , 	86 , 	11 , 	11 , 	12 , 	5 , 	7 , 	24 , 	9 , 	4 , 	8 , 	6 , 	6 , 	21 , 	13 , 	148 , 	94 , 	308 , 	123 , 	52 , 	43 , 	25 , 	10 , 	11 , 	4 , 	2 , 	6 , 	1 , 	7 , 	3 , 	6 , 	52 , 	9 , 	4 , 	22 , 	-   ," 	1,842 ",,,,,,,,,,,
NB, 	31 , 	31 , 	40 , 	10 , 	78 , 	33 , 	44 , 	64 , 	42 , 	28 , 	37 , 	61 , 	12 , 	10 , 	13 , 	5 , 	9 , 	24 , 	9 , 	9 , 	12 , 	5 , 	2 , 	13 , 	7 , 	150 , 	139 , 	327 , 	156 , 	84 , 	86 , 	34 , 	12 , 	15 , 	2 , 	1 , 	9 , 	2 , 	9 , 	3 , 	4 , 	73 , 	16 , 	4 , 	23 , 	-   ," 	1,779 ",,,,,,,,,,,
BK, 	144 , 	256 , 	255 , 	76 , 	39 , 	141 , 	165 , 	160 , 	138 , 	73 , 	133 , 	82 , 	52 , 	52 , 	36 , 	14 , 	38 , 	139 , 	32 , 	35 , 	63 , 	28 , 	19 , 	25 , 	38 , 	344 , 	227 , 	771 , 	312 , 	165 , 	136 , 	49 , 	33 , 	47 , 	5 , 	11 , 	40 , 	7 , 	19 , 	9 , 	17 , 	145 , 	58 , 	16 , 	44 , 	-   ," 	4,690 ",,,,,,,,,,,
AS, 	41 , 	67 , 	41 , 	32 , 	119 , 	14 , 	46 , 	73 , 	58 , 	40 , 	57 , 	65 , 	16 , 	22 , 	10 , 	10 , 	7 , 	28 , 	8 , 	7 , 	8 , 	7 , 	3 , 	11 , 	24 , 	122 , 	108 , 	279 , 	168 , 	107 , 	96 , 	23 , 	13 , 	11 , 	5 , 	3 , 	5 , 	1 , 	7 , 	4 , 	3 , 	45 , 	13 , 	3 , 	23 , 	-   ," 	1,855 ",,,,,,,,,,,
MA, 	60 , 	83 , 	45 , 	35 , 	143 , 	54 , 	16 , 	54 , 	76 , 	35 , 	67 , 	145 , 	43 , 	40 , 	29 , 	12 , 	18 , 	38 , 	37 , 	17 , 	40 , 	13 , 	9 , 	33 , 	27 , 	233 , 	194 , 	466 , 	287 , 	190 , 	139 , 	31 , 	28 , 	24 , 	8 , 	8 , 	8 , 	10 , 	64 , 	5 , 	13 , 	94 , 	17 , 	9 , 	23 , 	-   ," 	3,021 ",,,,,,,,,,,
19, 	27 , 	66 , 	61 , 	68 , 	145 , 	78 , 	45 , 	23 , 	14 , 	18 , 	60 , 	105 , 	36 , 	35 , 	31 , 	38 , 	12 , 	44 , 	22 , 	25 , 	40 , 	27 , 	24 , 	49 , 	35 , 	234 , 	202 , 	434 , 	321 , 	207 , 	175 , 	45 , 	33 , 	38 , 	10 , 	5 , 	12 , 	4 , 	27 , 	6 , 	10 , 	75 , 	24 , 	7 , 	21 , 	-   ," 	3,018 ",,,,,,,,,,,
12, 	41 , 	68 , 	52 , 	41 , 	134 , 	52 , 	51 , 	11 , 	23 , 	14 , 	57 , 	151 , 	42 , 	66 , 	40 , 	13 , 	25 , 	49 , 	36 , 	23 , 	37 , 	17 , 	14 , 	43 , 	45 , 	237 , 	202 , 	496 , 	237 , 	132 , 	108 , 	41 , 	33 , 	40 , 	15 , 	3 , 	11 , 	9 , 	43 , 	12 , 	11 , 	100 , 	25 , 	5 , 	25 , 	-   ," 	2,926 ",,,,,,,,,,,
LM, 	23 , 	39 , 	25 , 	32 , 	69 , 	44 , 	27 , 	20 , 	11 , 	11 , 	123 , 	198 , 	98 , 	95 , 	36 , 	16 , 	27 , 	68 , 	16 , 	5 , 	13 , 	5 , 	7 , 	9 , 	22 , 	195 , 	179 , 	524 , 	229 , 	146 , 	111 , 	42 , 	41 , 	41 , 	6 , 	49 , 	65 , 	1 , 	12 , 	7 , 	8 , 	28 , 	13 , 	30 , 	24 , 	-   ," 	2,788 ",,,,,,,,,,,
