Exit stations,Entry stations->,,SATURDAY,,,Dec 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
WC, 	13 , 	21 , 	16 , 	21 , 	88 , 	12 , 	56 , 	83 , 	57 , 	13 , 	31 , 	84 , 	11 , 	11 , 	8 , 	6 , 	9 , 	17 , 	193 , 	90 , 	17 , 	38 , 	20 , 	83 , 	10 , 	374 , 	294 , 	696 , 	331 , 	70 , 	53 , 	38 , 	15 , 	23 , 	9 , 	4 , 	6 , 	26 , 	144 , 	6 , 	10 , 	127 , 	17 , 	2 , 	32 , 	-   ," 	3,285 ",,,,,,,,,,
LF, 	4 , 	8 , 	10 , 	5 , 	42 , 	8 , 	21 , 	51 , 	30 , 	3 , 	8 , 	49 , 	4 , 	3 , 	1 , 	1 , 	3 , 	6 , 	61 , 	21 , 	43 , 	10 , 	10 , 	36 , 	6 , 	223 , 	160 , 	412 , 	197 , 	43 , 	24 , 	15 , 	4 , 	9 , 	2 , 	1 , 	2 , 	3 , 	25 , 	4 , 	5 , 	64 , 	7 , 	1 , 	17 , 	-   ," 	1,663 ",,,,,,,,,,
OR, 	6 , 	7 , 	5 , 	5 , 	34 , 	5 , 	17 , 	22 , 	30 , 	4 , 	10 , 	29 , 	5 , 	3 , 	3 , 	0 , 	1 , 	5 , 	23 , 	16 , 	25 , 	12 , 	9 , 	29 , 	2 , 	196 , 	129 , 	377 , 	141 , 	35 , 	33 , 	17 , 	4 , 	9 , 	1 , 	0 , 	2 , 	2 , 	7 , 	3 , 	1 , 	49 , 	5 , 	1 , 	10 , 	-   ," 	1,329 ",,,,,,,,,,
RR, 	16 , 	28 , 	24 , 	12 , 	43 , 	11 , 	45 , 	84 , 	68 , 	15 , 	34 , 	63 , 	14 , 	9 , 	8 , 	4 , 	7 , 	17 , 	36 , 	52 , 	89 , 	43 , 	35 , 	27 , 	23 , 	370 , 	294 , 	708 , 	396 , 	175 , 	116 , 	59 , 	19 , 	31 , 	5 , 	3 , 	4 , 	11 , 	38 , 	3 , 	7 , 	89 , 	22 , 	6 , 	17 , 	-   ," 	3,179 ",,,,,,,,,,
OW, 	15 , 	31 , 	10 , 	11 , 	62 , 	18 , 	40 , 	45 , 	73 , 	17 , 	70 , 	73 , 	27 , 	27 , 	15 , 	8 , 	4 , 	13 , 	5 , 	7 , 	8 , 	2 , 	2 , 	18 , 	16 , 	581 , 	539 ," 	1,291 ", 	538 , 	261 , 	192 , 	50 , 	42 , 	27 , 	5 , 	10 , 	16 , 	2 , 	21 , 	7 , 	17 , 	67 , 	12 , 	6 , 	5 , 	-   ," 	4,308 ",,,,,,,,,,
EM, 	152 , 	374 , 	224 , 	341 , 	658 , 	276 , 	464 , 	461 , 	441 , 	325 , 	370 , 	447 , 	252 , 	236 , 	165 , 	86 , 	164 , 	354 , 	236 , 	317 , 	472 , 	242 , 	239 , 	484 , 	788 , 	87 , 	58 , 	497 , 	151 , 	416 , 	540 , 	304 , 	428 , 	331 , 	111 , 	154 , 	566 , 	99 , 	229 , 	83 , 	110 , 	329 , 	224 , 	206 , 	81 , 	-   ," 	13,568 ",,,,,,,,,,
MT, 	139 , 	312 , 	190 , 	246 , 	468 , 	206 , 	406 , 	410 , 	351 , 	340 , 	376 , 	266 , 	229 , 	224 , 	111 , 	70 , 	139 , 	242 , 	165 , 	236 , 	322 , 	200 , 	174 , 	384 , 	708 , 	51 , 	64 , 	83 , 	105 , 	415 , 	562 , 	402 , 	839 , 	436 , 	135 , 	138 , 	298 , 	79 , 	185 , 	116 , 	106 , 	292 , 	221 , 	148 , 	56 , 	-   ," 	11,642 ",,,,,,,,,,
PL, 	307 , 	778 , 	402 , 	435 ," 	1,004 ", 	372 , 	636 , 	649 , 	590 , 	589 , 	763 , 	621 , 	523 , 	489 , 	274 , 	194 , 	353 , 	609 , 	403 , 	551 , 	758 , 	459 , 	398 , 	674 ," 	1,342 ", 	514 , 	105 , 	191 , 	342 ," 	1,593 "," 	1,827 "," 	1,241 "," 	1,712 "," 	1,597 ", 	422 , 	365 ," 	1,196 ", 	230 , 	475 , 	396 , 	396 ," 	1,372 ", 	987 , 	458 , 	142 , 	-   ," 	29,734 ",,,,,,,,,,
CC, 	104 , 	260 , 	174 , 	267 , 	421 , 	232 , 	448 , 	463 , 	330 , 	258 , 	374 , 	251 , 	162 , 	134 , 	81 , 	51 , 	100 , 	249 , 	142 , 	204 , 	332 , 	197 , 	152 , 	376 , 	635 , 	158 , 	98 , 	359 , 	69 , 	457 , 	592 , 	307 , 	466 , 	419 , 	136 , 	113 , 	332 , 	69 , 	137 , 	112 , 	146 , 	323 , 	339 , 	139 , 	44 , 	-   ," 	11,211 ",,,,,,,,,,
16, 	90 , 	125 , 	79 , 	138 , 	243 , 	162 , 	274 , 	288 , 	170 , 	167 , 	184 , 	153 , 	62 , 	43 , 	35 , 	23 , 	32 , 	61 , 	52 , 	55 , 	80 , 	50 , 	45 , 	177 , 	313 , 	399 , 	376 ," 	1,601 ", 	480 , 	49 , 	246 , 	250 , 	377 , 	258 , 	63 , 	32 , 	68 , 	18 , 	58 , 	69 , 	97 , 	142 , 	199 , 	25 , 	11 , 	-   ," 	7,919 ",,,,,,,,,,
24, 	95 , 	115 , 	67 , 	94 , 	200 , 	123 , 	190 , 	238 , 	153 , 	136 , 	172 , 	132 , 	64 , 	50 , 	32 , 	28 , 	22 , 	51 , 	43 , 	57 , 	62 , 	37 , 	39 , 	141 , 	228 , 	494 , 	469 ," 	2,132 ", 	703 , 	223 , 	78 , 	205 , 	323 , 	217 , 	76 , 	26 , 	71 , 	14 , 	72 , 	54 , 	106 , 	112 , 	160 , 	22 , 	18 , 	-   ," 	8,145 ",,,,,,,,,,
GP, 	23 , 	43 , 	32 , 	38 , 	84 , 	28 , 	55 , 	78 , 	51 , 	37 , 	41 , 	92 , 	20 , 	16 , 	13 , 	11 , 	11 , 	27 , 	26 , 	41 , 	39 , 	15 , 	21 , 	52 , 	54 , 	238 , 	270 ," 	1,282 ", 	259 , 	210 , 	199 , 	23 , 	42 , 	52 , 	30 , 	11 , 	52 , 	9 , 	26 , 	24 , 	59 , 	65 , 	72 , 	16 , 	5 , 	-   ," 	3,891 ",,,,,,,,,,
BP, 	28 , 	38 , 	12 , 	16 , 	60 , 	25 , 	37 , 	43 , 	63 , 	29 , 	42 , 	50 , 	26 , 	22 , 	14 , 	10 , 	13 , 	20 , 	18 , 	12 , 	14 , 	4 , 	7 , 	20 , 	43 , 	325 , 	413 ," 	1,924 ", 	393 , 	312 , 	296 , 	50 , 	90 , 	48 , 	40 , 	14 , 	27 , 	7 , 	32 , 	26 , 	78 , 	89 , 	62 , 	10 , 	5 , 	-   ," 	4,908 ",,,,,,,,,,
DC, 	26 , 	47 , 	18 , 	18 , 	77 , 	17 , 	32 , 	59 , 	53 , 	39 , 	39 , 	161 , 	23 , 	29 , 	16 , 	13 , 	19 , 	27 , 	18 , 	20 , 	24 , 	8 , 	12 , 	24 , 	36 , 	293 , 	317 ," 	1,640 ", 	412 , 	225 , 	229 , 	56 , 	48 , 	52 , 	35 , 	13 , 	39 , 	6 , 	36 , 	38 , 	105 , 	220 , 	132 , 	15 , 	9 , 	-   ," 	4,775 ",,,,,,,,,,
CM, 	8 , 	16 , 	4 , 	5 , 	15 , 	4 , 	7 , 	11 , 	17 , 	6 , 	5 , 	23 , 	5 , 	6 , 	4 , 	3 , 	3 , 	4 , 	10 , 	9 , 	6 , 	3 , 	2 , 	4 , 	8 , 	79 , 	90 , 	446 , 	122 , 	73 , 	74 , 	32 , 	44 , 	23 , 	14 , 	3 , 	5 , 	2 , 	15 , 	10 , 	39 , 	99 , 	41 , 	2 , 	1 , 	-   ," 	1,403 ",,,,,,,,,,
CV, 	3 , 	9 , 	5 , 	4 , 	19 , 	5 , 	11 , 	10 , 	12 , 	52 , 	42 , 	104 , 	26 , 	55 , 	14 , 	7 , 	10 , 	21 , 	2 , 	3 , 	2 , 	1 , 	2 , 	5 , 	8 , 	122 , 	114 , 	367 , 	123 , 	34 , 	21 , 	14 , 	9 , 	18 , 	4 , 	6 , 	50 , 	0 , 	2 , 	2 , 	3 , 	15 , 	2 , 	68 , 	9 , 	-   ," 	1,417 ",,,,,,,,,,
ED, 	5 , 	17 , 	5 , 	8 , 	70 , 	10 , 	20 , 	31 , 	21 , 	52 , 	83 , 	286 , 	41 , 	94 , 	32 , 	21 , 	19 , 	67 , 	8 , 	6 , 	5 , 	1 , 	1 , 	8 , 	15 , 	433 , 	291 ," 	1,094 ", 	314 , 	76 , 	66 , 	45 , 	29 , 	40 , 	6 , 	53 , 	18 , 	1 , 	9 , 	5 , 	6 , 	95 , 	6 , 	33 , 	48 , 	-   ," 	3,593 ",,,,,,,,,,
NC, 	2 , 	3 , 	2 , 	2 , 	11 , 	3 , 	8 , 	17 , 	13 , 	2 , 	4 , 	23 , 	2 , 	2 , 	4 , 	3 , 	1 , 	5 , 	19 , 	11 , 	26 , 	2 , 	1 , 	15 , 	2 , 	93 , 	68 , 	214 , 	65 , 	20 , 	15 , 	11 , 	8 , 	7 , 	3 , 	1 , 	1 , 	4 , 	26 , 	2 , 	1 , 	46 , 	4 , 	-   , 	9 , 	-   , 	782 ,,,,,,,,,,
WP, 	26 , 	39 , 	12 , 	7 , 	43 , 	14 , 	94 , 	42 , 	64 , 	12 , 	37 , 	80 , 	21 , 	22 , 	19 , 	12 , 	11 , 	26 , 	178 , 	66 , 	137 , 	17 , 	14 , 	40 , 	27 , 	210 , 	155 , 	523 , 	162 , 	64 , 	76 , 	30 , 	39 , 	49 , 	22 , 	3 , 	11 , 	28 , 	26 , 	13 , 	26 , 	116 , 	15 , 	4 , 	20 , 	-   ," 	2,652 ",,,,,,,,,,
SS, 	4 , 	11 , 	3 , 	3 , 	22 , 	4 , 	5 , 	11 , 	12 , 	5 , 	8 , 	24 , 	4 , 	4 , 	3 , 	2 , 	3 , 	3 , 	8 , 	9 , 	8 , 	4 , 	3 , 	3 , 	7 , 	67 , 	90 , 	406 , 	116 , 	62 , 	49 , 	21 , 	28 , 	31 , 	9 , 	1 , 	5 , 	2 , 	8 , 	15 , 	27 , 	32 , 	19 , 	2 , 	2 , 	-   ," 	1,166 ",,,,,,,,,,
SB, 	12 , 	19 , 	9 , 	8 , 	19 , 	3 , 	9 , 	11 , 	22 , 	10 , 	13 , 	37 , 	8 , 	10 , 	8 , 	5 , 	2 , 	7 , 	8 , 	6 , 	9 , 	2 , 	0 , 	9 , 	17 , 	89 , 	90 , 	390 , 	153 , 	80 , 	120 , 	62 , 	89 , 	117 , 	39 , 	5 , 	6 , 	3 , 	20 , 	27 , 	15 , 	59 , 	33 , 	3 , 	3 , 	-   ," 	1,667 ",,,,,,,,,,
SO, 	46 , 	72 , 	50 , 	77 , 	397 , 	59 , 	64 , 	53 , 	71 , 	21 , 	34 , 	28 , 	18 , 	22 , 	16 , 	8 , 	13 , 	27 , 	76 , 	97 , 	110 , 	50 , 	45 , 	134 , 	85 , 	220 , 	233 ," 	1,355 ", 	358 , 	133 , 	96 , 	66 , 	79 , 	146 , 	85 , 	10 , 	72 , 	33 , 	83 , 	30 , 	43 , 	95 , 	276 , 	22 , 	14 , 	-   ," 	5,121 ",,,,,,,,,,
MB, 	11 , 	20 , 	12 , 	15 , 	101 , 	14 , 	27 , 	34 , 	32 , 	13 , 	20 , 	43 , 	7 , 	7 , 	4 , 	1 , 	1 , 	6 , 	10 , 	14 , 	18 , 	11 , 	8 , 	24 , 	16 , 	191 , 	177 , 	856 , 	310 , 	148 , 	130 , 	70 , 	74 , 	114 , 	42 , 	2 , 	10 , 	3 , 	14 , 	20 , 	24 , 	216 , 	52 , 	3 , 	4 , 	-   ," 	2,928 ",,,,,,,,,,
WD, 	5 , 	9 , 	3 , 	4 , 	32 , 	8 , 	13 , 	16 , 	12 , 	41 , 	56 , 	153 , 	43 , 	120 , 	38 , 	19 , 	14 , 	24 , 	5 , 	2 , 	3 , 	-   , 	0 , 	4 , 	9 , 	192 , 	121 , 	445 , 	132 , 	36 , 	18 , 	16 , 	11 , 	13 , 	1 , 	84 , 	36 , 	-   , 	4 , 	3 , 	4 , 	31 , 	4 , 	13 , 	15 , 	-   ," 	1,811 ",,,,,,,,,,
OA, 	5 , 	25 , 	17 , 	20 , 	224 , 	22 , 	14 , 	15 , 	15 , 	16 , 	8 , 	28 , 	4 , 	3 , 	11 , 	15 , 	10 , 	24 , 	10 , 	22 , 	28 , 	6 , 	6 , 	27 , 	5 , 	60 , 	42 , 	147 , 	39 , 	13 , 	15 , 	7 , 	7 , 	11 , 	0 , 	2 , 	27 , 	5 , 	15 , 	2 , 	1 , 	25 , 	4 , 	13 , 	6 , 	-   ," 	1,022 ",,,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
Entries," 	2,002 "," 	3,934 "," 	2,529 "," 	2,619 "," 	7,533 "," 	2,650 "," 	4,276 "," 	4,850 "," 	4,360 "," 	3,100 "," 	4,416 "," 	5,923 "," 	2,791 "," 	2,974 "," 	1,948 "," 	1,137 "," 	1,679 "," 	3,593 "," 	2,229 "," 	2,397 "," 	3,418 "," 	1,744 "," 	1,474 "," 	3,366 "," 	5,001 "," 	11,132 "," 	9,166 "," 	30,665 "," 	11,364 "," 	7,501 "," 	7,691 "," 	4,190 "," 	5,504 "," 	4,892 "," 	1,485 "," 	1,462 "," 	3,790 ", 	801 ," 	2,458 "," 	1,229 "," 	1,644 "," 	5,092 "," 	3,301 "," 	1,785 ", 	928 , 	-   ," 	198,021 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
