Exit stations,Entry stations->,,TOTAL,,,Jun 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	360 ," 	2,764 "," 	2,171 "," 	1,663 "," 	9,073 "," 	2,560 "," 	3,377 "," 	4,133 "," 	4,740 "," 	1,133 "," 	2,327 "," 	1,776 ", 	881 , 	642 , 	666 , 	451 , 	434 , 	802 , 	503 , 	319 , 	485 , 	169 , 	163 , 	546 , 	594 ," 	10,168 "," 	9,071 "," 	11,300 "," 	7,996 "," 	4,501 "," 	4,381 "," 	1,169 "," 	1,316 "," 	1,113 ", 	371 , 	113 , 	408 , 	96 , 	548 , 	295 , 	513 ," 	1,820 ", 	768 , 	160 , 	394 , 	374 , 	-   , 	-   , 	189 , 	227 ," 	100,023 ",,,,,,,,,,,,,
EN," 	3,026 ", 	600 ," 	2,285 "," 	2,228 "," 	18,847 "," 	3,472 "," 	6,117 "," 	11,899 "," 	13,822 "," 	2,558 "," 	2,853 "," 	3,356 "," 	1,460 "," 	1,231 "," 	1,410 ", 	652 , 	866 ," 	1,506 ", 	746 , 	413 , 	816 , 	239 , 	266 , 	810 ," 	1,000 "," 	24,096 "," 	23,023 "," 	23,885 "," 	18,876 "," 	6,875 "," 	5,291 "," 	2,047 "," 	2,494 "," 	2,070 ", 	775 , 	232 , 	690 , 	176 , 	469 , 	763 , 	990 ," 	3,543 "," 	1,601 ", 	320 ," 	1,104 ", 	774 , 	-   , 	-   , 	137 , 	280 ," 	202,989 ",,,,,,,,,,,,,
EP," 	2,269 "," 	2,098 ", 	399 ," 	1,269 "," 	15,432 "," 	2,105 "," 	3,387 "," 	7,248 "," 	8,375 "," 	1,440 "," 	1,369 "," 	1,529 ", 	746 , 	491 , 	544 , 	213 , 	510 , 	892 , 	417 , 	442 , 	667 , 	197 , 	231 , 	648 , 	428 ," 	14,522 "," 	15,291 "," 	11,367 "," 	10,979 "," 	3,437 "," 	1,826 ", 	790 , 	787 , 	685 , 	147 , 	159 , 	431 , 	97 , 	248 , 	210 , 	299 ," 	2,221 ", 	770 , 	237 , 	930 , 	348 , 	-   , 	-   , 	63 , 	162 ," 	119,352 ",,,,,,,,,,,,,
NB," 	1,562 "," 	2,059 "," 	1,324 ", 	510 ," 	4,385 "," 	1,608 "," 	2,237 "," 	6,483 "," 	6,247 "," 	1,341 "," 	1,612 "," 	1,276 ", 	722 , 	471 , 	566 , 	260 , 	498 , 	766 , 	506 , 	589 , 	656 , 	226 , 	240 , 	395 , 	353 ," 	16,416 "," 	16,660 "," 	10,861 "," 	12,209 "," 	4,693 "," 	2,793 ", 	959 , 	650 , 	752 , 	145 , 	166 , 	465 , 	105 , 	297 , 	202 , 	245 ," 	2,878 "," 	1,028 ", 	176 ," 	1,156 ", 	467 , 	-   , 	-   , 	88 , 	156 ," 	110,459 ",,,,,,,,,,,,,
BK," 	10,022 "," 	20,090 "," 	15,551 "," 	4,767 "," 	1,730 "," 	8,467 "," 	8,906 "," 	14,452 "," 	13,151 "," 	4,651 "," 	6,748 "," 	4,511 "," 	4,470 "," 	3,365 "," 	3,030 "," 	1,875 "," 	4,038 "," 	6,241 "," 	2,599 "," 	3,912 "," 	3,333 "," 	1,826 "," 	1,410 "," 	1,084 "," 	1,975 "," 	31,619 "," 	26,603 "," 	23,427 "," 	21,540 "," 	10,421 "," 	6,786 "," 	4,040 "," 	2,814 "," 	2,804 ", 	764 ," 	1,250 "," 	3,580 ", 	812 ," 	1,785 ", 	975 ," 	1,038 "," 	5,320 "," 	4,423 "," 	1,625 "," 	2,009 "," 	3,313 ", 	-   , 	-   , 	539 ," 	1,070 "," 	310,761 ",,,,,,,,,,,,,
AS," 	2,718 "," 	3,135 "," 	2,284 "," 	1,523 "," 	7,577 ", 	592 ," 	2,368 "," 	6,789 "," 	6,560 "," 	1,555 "," 	2,772 "," 	2,190 "," 	1,280 ", 	970 , 	944 , 	530 , 	853 ," 	1,031 ", 	665 , 	655 , 	618 , 	230 , 	176 , 	318 , 	762 ," 	18,279 "," 	18,000 "," 	12,123 "," 	13,159 "," 	6,446 "," 	3,514 "," 	1,020 ", 	940 , 	821 , 	207 , 	249 , 	475 , 	125 , 	426 , 	254 , 	316 ," 	1,933 ", 	936 , 	312 , 	799 , 	584 , 	-   , 	-   , 	156 , 	307 ," 	130,476 ",,,,,,,,,,,,,
MA," 	3,493 "," 	6,267 "," 	3,225 "," 	2,078 "," 	8,688 "," 	2,505 "," 	1,098 "," 	5,436 "," 	6,094 "," 	1,545 "," 	4,097 "," 	3,663 "," 	3,013 "," 	2,380 "," 	2,143 "," 	1,360 "," 	1,886 "," 	2,584 "," 	3,676 "," 	4,258 "," 	3,693 "," 	1,283 "," 	1,046 "," 	1,427 "," 	1,268 "," 	27,327 "," 	27,469 "," 	21,505 "," 	22,393 "," 	10,809 "," 	6,245 "," 	2,131 "," 	1,752 "," 	1,533 ", 	581 , 	522 ," 	1,728 "," 	1,059 "," 	3,439 ", 	770 , 	800 ," 	3,545 "," 	1,643 ", 	728 , 	907 ," 	1,083 ", 	-   , 	-   , 	787 ," 	2,749 "," 	219,711 ",,,,,,,,,,,,,
19," 	4,650 "," 	12,154 "," 	7,460 "," 	7,162 "," 	13,019 "," 	6,986 "," 	5,414 "," 	1,133 "," 	1,488 "," 	1,045 "," 	5,133 "," 	5,484 "," 	6,123 "," 	5,541 "," 	5,220 "," 	3,528 "," 	5,519 "," 	8,178 "," 	7,464 "," 	9,269 "," 	7,947 "," 	4,042 "," 	3,133 "," 	4,569 "," 	1,907 "," 	33,534 "," 	34,604 "," 	24,060 "," 	25,312 "," 	11,767 "," 	8,467 "," 	4,284 "," 	3,293 "," 	3,790 "," 	1,885 "," 	1,734 "," 	5,553 "," 	3,454 "," 	4,628 "," 	1,797 "," 	1,654 "," 	2,962 "," 	3,537 "," 	2,706 "," 	1,018 "," 	3,087 ", 	-   , 	-   ," 	1,004 "," 	3,240 "," 	330,938 ",,,,,,,,,,,,,
12," 	5,232 "," 	14,520 "," 	8,087 "," 	6,492 "," 	11,279 "," 	6,469 "," 	5,746 "," 	1,409 "," 	1,329 ", 	965 ," 	6,139 "," 	7,773 "," 	8,766 "," 	8,574 "," 	7,424 "," 	4,384 "," 	6,293 "," 	9,298 "," 	8,604 "," 	10,105 "," 	7,142 "," 	3,296 "," 	3,094 "," 	4,375 "," 	2,815 "," 	31,259 "," 	29,900 "," 	24,422 "," 	24,052 "," 	8,946 "," 	8,115 "," 	4,806 "," 	5,225 "," 	5,476 "," 	3,256 "," 	2,936 "," 	6,708 "," 	3,465 "," 	5,839 "," 	2,406 "," 	2,355 "," 	4,138 "," 	4,505 "," 	3,298 "," 	1,414 "," 	3,382 ", 	-   , 	-   ," 	1,317 "," 	4,338 "," 	351,168 ",,,,,,,,,,,,,
LM," 	1,053 "," 	2,315 "," 	1,371 "," 	1,357 "," 	4,182 "," 	1,637 "," 	1,589 "," 	1,177 "," 	1,179 ", 	707 ," 	5,023 "," 	6,669 "," 	8,192 "," 	6,736 "," 	3,773 "," 	2,424 "," 	3,409 "," 	3,780 ", 	946 , 	635 , 	802 , 	293 , 	226 , 	685 ," 	1,055 "," 	23,016 "," 	24,264 "," 	20,103 "," 	16,955 "," 	7,525 "," 	4,397 "," 	1,791 "," 	2,106 "," 	1,865 ", 	254 ," 	3,506 "," 	6,045 ", 	224 , 	669 , 	354 , 	421 ," 	1,208 ", 	502 ," 	2,782 ", 	729 ," 	3,178 ", 	-   , 	-   , 	215 , 	559 ," 	183,883 ",,,,,,,,,,,,,
