Exit stations,Entry stations->,,WEEKDAY,,,Jun 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	14 , 	114 , 	82 , 	66 , 	369 , 	101 , 	135 , 	181 , 	204 , 	47 , 	89 , 	66 , 	33 , 	26 , 	26 , 	18 , 	18 , 	32 , 	20 , 	13 , 	20 , 	7 , 	6 , 	22 , 	23 , 	425 , 	396 , 	436 , 	326 , 	181 , 	177 , 	46 , 	52 , 	44 , 	16 , 	4 , 	16 , 	4 , 	21 , 	12 , 	21 , 	66 , 	32 , 	6 , 	15 , 	15 , 	-   , 	-   , 	8 , 	8 ," 	4,060 ",,,,,,,,,,,,,
EN, 	122 , 	22 , 	88 , 	88 , 	773 , 	134 , 	254 , 	529 , 	612 , 	108 , 	108 , 	121 , 	59 , 	48 , 	57 , 	25 , 	36 , 	61 , 	29 , 	16 , 	33 , 	9 , 	11 , 	31 , 	39 ," 	1,029 "," 	1,016 ", 	915 , 	774 , 	281 , 	213 , 	83 , 	102 , 	84 , 	30 , 	9 , 	28 , 	7 , 	17 , 	33 , 	41 , 	131 , 	68 , 	13 , 	40 , 	30 , 	-   , 	-   , 	5 , 	10 ," 	8,372 ",,,,,,,,,,,,,
EP, 	87 , 	81 , 	14 , 	46 , 	608 , 	79 , 	138 , 	318 , 	365 , 	59 , 	54 , 	51 , 	29 , 	18 , 	22 , 	8 , 	20 , 	34 , 	16 , 	19 , 	26 , 	7 , 	9 , 	24 , 	16 , 	613 , 	677 , 	422 , 	439 , 	131 , 	67 , 	29 , 	34 , 	25 , 	6 , 	6 , 	17 , 	4 , 	10 , 	9 , 	12 , 	78 , 	31 , 	10 , 	33 , 	13 , 	-   , 	-   , 	3 , 	7 ," 	4,823 ",,,,,,,,,,,,,
NB, 	62 , 	81 , 	49 , 	18 , 	163 , 	61 , 	88 , 	282 , 	271 , 	53 , 	63 , 	43 , 	27 , 	18 , 	23 , 	10 , 	20 , 	29 , 	20 , 	24 , 	25 , 	9 , 	9 , 	16 , 	13 , 	683 , 	732 , 	406 , 	472 , 	173 , 	99 , 	35 , 	24 , 	28 , 	5 , 	7 , 	19 , 	4 , 	12 , 	8 , 	9 , 	99 , 	43 , 	7 , 	40 , 	17 , 	-   , 	-   , 	3 , 	6 ," 	4,408 ",,,,,,,,,,,,,
BK, 	411 , 	821 , 	619 , 	177 , 	59 , 	327 , 	354 , 	602 , 	550 , 	186 , 	268 , 	175 , 	184 , 	135 , 	122 , 	80 , 	168 , 	249 , 	109 , 	168 , 	134 , 	73 , 	56 , 	41 , 	77 ," 	1,252 "," 	1,134 ", 	816 , 	800 , 	361 , 	251 , 	161 , 	112 , 	107 , 	31 , 	52 , 	144 , 	34 , 	76 , 	41 , 	42 , 	168 , 	179 , 	67 , 	64 , 	114 , 	-   , 	-   , 	24 , 	46 ," 	12,222 ",,,,,,,,,,,,,
AS, 	110 , 	121 , 	89 , 	58 , 	293 , 	20 , 	89 , 	284 , 	280 , 	59 , 	107 , 	77 , 	52 , 	37 , 	36 , 	21 , 	36 , 	41 , 	27 , 	28 , 	24 , 	9 , 	7 , 	12 , 	28 , 	784 , 	803 , 	474 , 	528 , 	240 , 	128 , 	38 , 	38 , 	31 , 	8 , 	10 , 	19 , 	5 , 	18 , 	10 , 	14 , 	65 , 	39 , 	13 , 	28 , 	21 , 	-   , 	-   , 	6 , 	13 ," 	5,280 ",,,,,,,,,,,,,
MA, 	139 , 	256 , 	128 , 	77 , 	341 , 	93 , 	42 , 	232 , 	260 , 	62 , 	161 , 	135 , 	126 , 	96 , 	90 , 	58 , 	83 , 	111 , 	159 , 	190 , 	160 , 	54 , 	43 , 	54 , 	49 ," 	1,149 "," 	1,213 ", 	818 , 	874 , 	399 , 	231 , 	83 , 	70 , 	61 , 	25 , 	22 , 	75 , 	47 , 	148 , 	35 , 	34 , 	124 , 	69 , 	32 , 	31 , 	43 , 	-   , 	-   , 	33 , 	120 ," 	8,931 ",,,,,,,,,,,,,
19, 	205 , 	544 , 	327 , 	312 , 	542 , 	291 , 	228 , 	42 , 	65 , 	43 , 	215 , 	220 , 	269 , 	245 , 	237 , 	161 , 	252 , 	374 , 	341 , 	424 , 	357 , 	180 , 	138 , 	193 , 	75 ," 	1,464 "," 	1,552 ", 	952 ," 	1,041 ", 	452 , 	333 , 	181 , 	141 , 	164 , 	86 , 	79 , 	256 , 	161 , 	211 , 	82 , 	75 , 	104 , 	157 , 	126 , 	38 , 	136 , 	-   , 	-   , 	45 , 	147 ," 	14,267 ",,,,,,,,,,,,,
12, 	229 , 	647 , 	353 , 	286 , 	470 , 	276 , 	244 , 	61 , 	53 , 	40 , 	264 , 	324 , 	388 , 	374 , 	330 , 	199 , 	283 , 	421 , 	386 , 	459 , 	319 , 	147 , 	137 , 	188 , 	115 ," 	1,350 "," 	1,325 ", 	937 ," 	1,000 ", 	358 , 	334 , 	207 , 	223 , 	235 , 	147 , 	135 , 	309 , 	159 , 	262 , 	108 , 	103 , 	149 , 	197 , 	153 , 	55 , 	147 , 	-   , 	-   , 	60 , 	195 ," 	15,138 ",,,,,,,,,,,,,
LM, 	43 , 	97 , 	55 , 	52 , 	167 , 	61 , 	63 , 	50 , 	50 , 	27 , 	195 , 	248 , 	338 , 	266 , 	159 , 	104 , 	144 , 	157 , 	39 , 	26 , 	32 , 	12 , 	9 , 	27 , 	40 , 	970 ," 	1,061 ", 	743 , 	658 , 	273 , 	158 , 	68 , 	83 , 	72 , 	10 , 	142 , 	252 , 	10 , 	29 , 	16 , 	17 , 	44 , 	20 , 	116 , 	25 , 	140 , 	-   , 	-   , 	10 , 	24 ," 	7,402 ",,,,,,,,,,,,,
