Exit stations,Entry stations->,,SATURDAY,,,Jun 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
SO, 	38 , 	83 , 	56 , 	72 , 	128 , 	40 , 	79 , 	54 , 	75 , 	29 , 	45 , 	24 , 	29 , 	18 , 	11 , 	11 , 	15 , 	20 , 	77 , 	110 , 	133 , 	70 , 	58 , 	91 , 	90 , 	206 , 	179 , 	827 , 	283 , 	115 , 	90 , 	58 , 	83 , 	155 , 	99 , 	13 , 	95 , 	33 , 	86 , 	34 , 	41 , 	56 , 	215 , 	26 , 	14 , 	9 , 	-   , 	-   , 	5 , 	46 ," 	4,223 ",,,,,,,,,,
MB, 	16 , 	21 , 	12 , 	15 , 	81 , 	15 , 	28 , 	26 , 	45 , 	11 , 	15 , 	17 , 	5 , 	5 , 	6 , 	3 , 	2 , 	2 , 	9 , 	12 , 	16 , 	10 , 	5 , 	26 , 	19 , 	234 , 	160 , 	533 , 	443 , 	222 , 	144 , 	65 , 	65 , 	97 , 	27 , 	2 , 	10 , 	2 , 	12 , 	19 , 	21 , 	233 , 	40 , 	3 , 	6 , 	1 , 	-   , 	-   , 	3 , 	8 ," 	2,769 ",,,,,,,,,,
WD, 	4 , 	8 , 	4 , 	3 , 	28 , 	4 , 	9 , 	11 , 	14 , 	37 , 	63 , 	75 , 	33 , 	67 , 	25 , 	15 , 	13 , 	15 , 	2 , 	1 , 	2 , 	1 , 	0 , 	3 , 	6 , 	247 , 	111 , 	220 , 	125 , 	41 , 	24 , 	10 , 	10 , 	16 , 	2 , 	61 , 	49 , 	1 , 	4 , 	1 , 	3 , 	39 , 	6 , 	8 , 	21 , 	9 , 	-   , 	-   , 	0 , 	1 ," 	1,455 ",,,,,,,,,,
OA, 	6 , 	19 , 	24 , 	27 , 	38 , 	15 , 	13 , 	16 , 	19 , 	12 , 	8 , 	26 , 	5 , 	4 , 	8 , 	3 , 	11 , 	15 , 	17 , 	21 , 	25 , 	9 , 	9 , 	10 , 	6 , 	60 , 	37 , 	79 , 	30 , 	21 , 	16 , 	11 , 	6 , 	12 , 	4 , 	5 , 	44 , 	6 , 	13 , 	2 , 	2 , 	23 , 	2 , 	15 , 	5 , 	7 , 	-   , 	-   , 	0 , 	9 , 	774 ,,,,,,,,,,
WS, 	9 , 	22 , 	11 , 	15 , 	113 , 	23 , 	23 , 	33 , 	39 , 	36 , 	28 , 	73 , 	22 , 	31 , 	31 , 	12 , 	15 , 	18 , 	7 , 	5 , 	8 , 	2 , 	1 , 	10 , 	6 , 	137 , 	69 , 	153 , 	91 , 	42 , 	16 , 	7 , 	10 , 	14 , 	3 , 	8 , 	17 , 	1 , 	7 , 	1 , 	1 , 	11 , 	1 , 	6 , 	10 , 	14 , 	-   , 	-   , 	3 , 	4 ," 	1,220 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	4 , 	3 , 	2 , 	3 , 	6 , 	2 , 	14 , 	6 , 	11 , 	2 , 	5 , 	11 , 	5 , 	2 , 	3 , 	1 , 	2 , 	2 , 	36 , 	14 , 	21 , 	7 , 	4 , 	6 , 	4 , 	18 , 	13 , 	38 , 	19 , 	12 , 	7 , 	5 , 	6 , 	4 , 	1 , 	0 , 	2 , 	6 , 	8 , 	1 , 	2 , 	9 , 	3 , 	1 , 	2 , 	3 , 	-   , 	-   , 	4 , 	20 , 	358 ,,,,,,,,,,
AN, 	9 , 	13 , 	4 , 	3 , 	20 , 	7 , 	37 , 	21 , 	36 , 	7 , 	17 , 	37 , 	10 , 	8 , 	7 , 	8 , 	5 , 	6 , 	54 , 	22 , 	48 , 	9 , 	4 , 	20 , 	11 , 	128 , 	65 , 	149 , 	89 , 	30 , 	26 , 	16 , 	19 , 	19 , 	12 , 	1 , 	5 , 	12 , 	20 , 	8 , 	6 , 	66 , 	10 , 	2 , 	16 , 	5 , 	-   , 	-   , 	18 , 	21 ," 	1,164 ",,,,,,,,,,
Entries," 	1,859 "," 	3,557 "," 	2,246 "," 	2,350 "," 	6,545 "," 	2,608 "," 	4,129 "," 	4,139 "," 	4,276 "," 	3,112 "," 	4,291 "," 	3,925 "," 	2,695 "," 	2,690 "," 	1,713 "," 	1,074 "," 	1,515 "," 	2,346 "," 	2,160 "," 	2,067 "," 	2,720 "," 	1,382 "," 	1,183 "," 	2,836 "," 	4,625 "," 	12,196 "," 	8,107 "," 	21,205 "," 	12,241 "," 	8,254 "," 	6,948 "," 	3,691 "," 	5,181 "," 	4,506 "," 	1,383 "," 	1,233 "," 	3,515 ", 	649 ," 	1,586 "," 	1,059 "," 	1,509 "," 	5,493 "," 	3,085 "," 	1,418 "," 	1,005 "," 	1,243 ", 	-   , 	-   , 	324 , 	982 ," 	178,857 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
