Exit stations,Entry stations->,,SUNDAY,,,Jun 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
BF, 	10 , 	24 , 	8 , 	9 , 	54 , 	22 , 	38 , 	35 , 	64 , 	102 , 	119 , 	130 , 	74 , 	15 , 	51 , 	28 , 	25 , 	52 , 	12 , 	5 , 	7 , 	2 , 	3 , 	10 , 	19 , 	149 , 	129 , 	328 , 	240 , 	50 , 	39 , 	15 , 	19 , 	24 , 	6 , 	27 , 	57 , 	2 , 	9 , 	2 , 	8 , 	33 , 	4 , 	51 , 	12 , 	17 , 	-   , 	-   , 	3 , 	6 ," 	2,141 ",,,,,,,,,,,
HY, 	9 , 	23 , 	8 , 	7 , 	43 , 	16 , 	31 , 	27 , 	42 , 	40 , 	74 , 	82 , 	38 , 	46 , 	12 , 	29 , 	39 , 	74 , 	4 , 	4 , 	6 , 	3 , 	3 , 	7 , 	12 , 	75 , 	56 , 	161 , 	140 , 	30 , 	18 , 	9 , 	14 , 	10 , 	4 , 	8 , 	23 , 	3 , 	10 , 	5 , 	3 , 	17 , 	3 , 	15 , 	15 , 	22 , 	-   , 	-   , 	2 , 	9 ," 	1,325 ",,,,,,,,,,,
SH, 	4 , 	10 , 	8 , 	4 , 	13 , 	8 , 	14 , 	13 , 	23 , 	24 , 	30 , 	47 , 	26 , 	34 , 	27 , 	9 , 	20 , 	30 , 	4 , 	3 , 	3 , 	2 , 	1 , 	5 , 	5 , 	63 , 	39 , 	138 , 	103 , 	23 , 	11 , 	7 , 	9 , 	13 , 	2 , 	8 , 	13 , 	2 , 	6 , 	1 , 	4 , 	7 , 	2 , 	10 , 	10 , 	11 , 	-   , 	-   , 	1 , 	5 , 	847 ,,,,,,,,,,,
UC, 	7 , 	14 , 	5 , 	11 , 	52 , 	13 , 	18 , 	21 , 	28 , 	34 , 	29 , 	76 , 	21 , 	37 , 	46 , 	15 , 	14 , 	41 , 	6 , 	4 , 	3 , 	1 , 	1 , 	6 , 	5 , 	129 , 	76 , 	204 , 	168 , 	33 , 	15 , 	6 , 	12 , 	15 , 	3 , 	5 , 	19 , 	2 , 	6 , 	2 , 	2 , 	28 , 	2 , 	9 , 	21 , 	13 , 	-   , 	-   , 	1 , 	5 ," 	1,276 ",,,,,,,,,,,
FM, 	14 , 	29 , 	17 , 	13 , 	104 , 	18 , 	23 , 	29 , 	43 , 	39 , 	51 , 	116 , 	32 , 	53 , 	67 , 	40 , 	37 , 	22 , 	8 , 	11 , 	8 , 	2 , 	2 , 	9 , 	5 , 	220 , 	112 , 	307 , 	291 , 	50 , 	29 , 	11 , 	12 , 	20 , 	2 , 	15 , 	35 , 	2 , 	9 , 	3 , 	3 , 	42 , 	4 , 	11 , 	34 , 	13 , 	-   , 	-   , 	3 , 	6 ," 	2,019 ",,,,,,,,,,,
CN, 	12 , 	12 , 	8 , 	8 , 	23 , 	9 , 	31 , 	29 , 	47 , 	16 , 	19 , 	36 , 	7 , 	10 , 	5 , 	5 , 	7 , 	9 , 	23 , 	48 , 	106 , 	34 , 	14 , 	33 , 	8 , 	181 , 	94 , 	248 , 	259 , 	50 , 	29 , 	20 , 	19 , 	19 , 	11 , 	2 , 	4 , 	17 , 	80 , 	5 , 	12 , 	105 , 	12 , 	2 , 	27 , 	4 , 	-   , 	-   , 	26 , 	28 ," 	1,806 ",,,,,,,,,,,
PH, 	4 , 	5 , 	5 , 	8 , 	33 , 	7 , 	29 , 	29 , 	39 , 	7 , 	7 , 	37 , 	5 , 	5 , 	3 , 	2 , 	3 , 	6 , 	32 , 	11 , 	51 , 	18 , 	6 , 	37 , 	6 , 	239 , 	146 , 	267 , 	224 , 	58 , 	25 , 	20 , 	12 , 	16 , 	11 , 	2 , 	4 , 	6 , 	36 , 	3 , 	6 , 	162 , 	13 , 	2 , 	50 , 	7 , 	-   , 	-   , 	7 , 	14 ," 	1,718 ",,,,,,,,,,,
WC, 	7 , 	10 , 	11 , 	16 , 	51 , 	15 , 	26 , 	35 , 	38 , 	11 , 	14 , 	55 , 	9 , 	7 , 	6 , 	6 , 	4 , 	8 , 	116 , 	52 , 	20 , 	20 , 	14 , 	59 , 	10 , 	327 , 	168 , 	329 , 	300 , 	77 , 	38 , 	17 , 	13 , 	19 , 	6 , 	3 , 	3 , 	13 , 	48 , 	5 , 	7 , 	189 , 	12 , 	1 , 	43 , 	4 , 	-   , 	-   , 	13 , 	20 ," 	2,272 ",,,,,,,,,,,
LF, 	4 , 	4 , 	4 , 	4 , 	32 , 	3 , 	18 , 	20 , 	21 , 	6 , 	6 , 	31 , 	3 , 	2 , 	3 , 	1 , 	1 , 	3 , 	35 , 	17 , 	22 , 	10 , 	6 , 	29 , 	3 , 	184 , 	111 , 	158 , 	188 , 	38 , 	19 , 	12 , 	4 , 	12 , 	3 , 	1 , 	1 , 	2 , 	10 , 	1 , 	2 , 	86 , 	9 , 	-   , 	22 , 	2 , 	-   , 	-   , 	7 , 	6 ," 	1,160 ",,,,,,,,,,,
OR, 	5 , 	5 , 	6 , 	3 , 	26 , 	3 , 	20 , 	17 , 	24 , 	2 , 	5 , 	31 , 	2 , 	3 , 	2 , 	1 , 	1 , 	3 , 	18 , 	7 , 	17 , 	8 , 	10 , 	23 , 	2 , 	173 , 	98 , 	156 , 	154 , 	35 , 	23 , 	11 , 	5 , 	10 , 	3 , 	1 , 	3 , 	1 , 	5 , 	2 , 	2 , 	78 , 	8 , 	0 , 	12 , 	4 , 	-   , 	-   , 	2 , 	2 ," 	1,024 ",,,,,,,,,,,
RR, 	9 , 	14 , 	19 , 	10 , 	27 , 	7 , 	36 , 	47 , 	49 , 	11 , 	23 , 	44 , 	5 , 	6 , 	6 , 	4 , 	9 , 	9 , 	28 , 	38 , 	65 , 	34 , 	30 , 	21 , 	13 , 	345 , 	207 , 	374 , 	405 , 	169 , 	91 , 	39 , 	13 , 	19 , 	7 , 	4 , 	6 , 	6 , 	12 , 	5 , 	5 , 	158 , 	20 , 	3 , 	26 , 	10 , 	-   , 	-   , 	2 , 	12 ," 	2,496 ",,,,,,,,,,,
OW, 	6 , 	15 , 	7 , 	7 , 	31 , 	16 , 	20 , 	29 , 	37 , 	23 , 	43 , 	40 , 	15 , 	14 , 	11 , 	3 , 	4 , 	6 , 	8 , 	5 , 	7 , 	3 , 	3 , 	14 , 	21 , 	523 , 	329 , 	768 , 	673 , 	264 , 	164 , 	38 , 	34 , 	27 , 	9 , 	4 , 	16 , 	3 , 	11 , 	6 , 	10 , 	113 , 	15 , 	6 , 	7 , 	3 , 	-   , 	-   , 	3 , 	9 ," 	3,416 ",,,,,,,,,,,
EM, 	176 , 	340 , 	223 , 	328 , 	744 , 	274 , 	464 , 	381 , 	404 , 	353 , 	362 , 	315 , 	262 , 	218 , 	112 , 	92 , 	187 , 	323 , 	251 , 	341 , 	433 , 	278 , 	234 , 	450 , 	735 , 	179 , 	38 , 	264 , 	352 , 	362 , 	540 , 	358 , 	371 , 	445 , 	117 , 	191 , 	749 , 	105 , 	201 , 	93 , 	153 , 	355 , 	434 , 	269 , 	122 , 	191 , 	-   , 	-   , 	20 , 	131 ," 	14,314 ",,,,,,,,,,,
MT, 	83 , 	219 , 	134 , 	150 , 	308 , 	130 , 	230 , 	221 , 	223 , 	232 , 	220 , 	181 , 	168 , 	163 , 	68 , 	65 , 	93 , 	134 , 	128 , 	158 , 	180 , 	113 , 	87 , 	235 , 	394 , 	30 , 	51 , 	51 , 	111 , 	243 , 	325 , 	230 , 	524 , 	286 , 	74 , 	89 , 	273 , 	53 , 	91 , 	61 , 	85 , 	279 , 	194 , 	101 , 	70 , 	81 , 	-   , 	-   , 	10 , 	44 ," 	7,666 ",,,,,,,,,,,
PL, 	202 , 	417 , 	208 , 	222 , 	537 , 	216 , 	402 , 	357 , 	354 , 	382 , 	452 , 	384 , 	287 , 	291 , 	146 , 	111 , 	171 , 	264 , 	228 , 	213 , 	265 , 	139 , 	123 , 	315 , 	702 , 	231 , 	52 , 	119 , 	224 , 	889 ," 	1,044 ", 	656 ," 	1,064 ", 	884 , 	236 , 	147 , 	472 , 	95 , 	210 , 	199 , 	217 ," 	1,074 ", 	485 , 	157 , 	96 , 	145 , 	-   , 	-   , 	25 , 	118 ," 	16,217 ",,,,,,,,,,,
CC, 	162 , 	357 , 	186 , 	253 , 	458 , 	235 , 	455 , 	362 , 	277 , 	296 , 	447 , 	264 , 	245 , 	201 , 	146 , 	100 , 	160 , 	295 , 	264 , 	212 , 	291 , 	173 , 	165 , 	401 , 	661 , 	245 , 	156 , 	270 , 	98 , 	552 , 	699 , 	452 , 	568 , 	741 , 	212 , 	154 , 	469 , 	119 , 	184 , 	190 , 	232 , 	440 , 	769 , 	144 , 	61 , 	174 , 	-   , 	-   , 	18 , 	121 ," 	14,128 ",,,,,,,,,,,
16, 	49 , 	76 , 	59 , 	79 , 	193 , 	103 , 	183 , 	178 , 	107 , 	121 , 	111 , 	85 , 	43 , 	41 , 	21 , 	10 , 	23 , 	34 , 	41 , 	43 , 	51 , 	30 , 	32 , 	112 , 	247 , 	287 , 	240 , 	963 , 	611 , 	43 , 	127 , 	145 , 	218 , 	198 , 	65 , 	26 , 	69 , 	10 , 	29 , 	49 , 	72 , 	207 , 	162 , 	29 , 	32 , 	28 , 	-   , 	-   , 	2 , 	18 ," 	5,696 ",,,,,,,,,,,
24, 	60 , 	64 , 	32 , 	68 , 	107 , 	77 , 	130 , 	140 , 	102 , 	92 , 	99 , 	71 , 	35 , 	30 , 	18 , 	9 , 	15 , 	23 , 	26 , 	27 , 	35 , 	16 , 	20 , 	78 , 	168 , 	390 , 	278 ," 	1,169 ", 	798 , 	138 , 	43 , 	143 , 	204 , 	150 , 	47 , 	15 , 	42 , 	9 , 	32 , 	39 , 	81 , 	206 , 	107 , 	17 , 	32 , 	13 , 	-   , 	-   , 	4 , 	22 ," 	5,511 ",,,,,,,,,,,
GP, 	15 , 	26 , 	13 , 	26 , 	61 , 	17 , 	38 , 	43 , 	38 , 	26 , 	30 , 	56 , 	16 , 	14 , 	8 , 	5 , 	9 , 	13 , 	21 , 	19 , 	18 , 	11 , 	13 , 	40 , 	47 , 	232 , 	176 , 	742 , 	407 , 	167 , 	138 , 	25 , 	31 , 	33 , 	22 , 	6 , 	25 , 	5 , 	15 , 	12 , 	40 , 	117 , 	48 , 	8 , 	22 , 	8 , 	-   , 	-   , 	2 , 	9 ," 	2,909 ",,,,,,,,,,,
BP, 	24 , 	24 , 	7 , 	15 , 	37 , 	18 , 	32 , 	33 , 	46 , 	30 , 	27 , 	29 , 	15 , 	23 , 	8 , 	8 , 	8 , 	10 , 	20 , 	11 , 	10 , 	4 , 	7 , 	15 , 	34 , 	291 , 	278 ," 	1,345 ", 	448 , 	223 , 	218 , 	34 , 	30 , 	28 , 	36 , 	9 , 	32 , 	6 , 	18 , 	14 , 	64 , 	98 , 	50 , 	9 , 	12 , 	9 , 	-   , 	-   , 	4 , 	9 ," 	3,753 ",,,,,,,,,,,
DC, 	18 , 	28 , 	11 , 	13 , 	40 , 	11 , 	21 , 	26 , 	38 , 	32 , 	30 , 	59 , 	22 , 	17 , 	9 , 	9 , 	14 , 	19 , 	26 , 	14 , 	23 , 	13 , 	9 , 	17 , 	33 , 	258 , 	249 ," 	1,022 ", 	712 , 	246 , 	162 , 	31 , 	37 , 	27 , 	18 , 	8 , 	32 , 	7 , 	30 , 	19 , 	70 , 	200 , 	75 , 	11 , 	18 , 	11 , 	-   , 	-   , 	3 , 	13 ," 	3,808 ",,,,,,,,,,,
CM, 	4 , 	14 , 	3 , 	5 , 	9 , 	4 , 	7 , 	7 , 	16 , 	3 , 	5 , 	8 , 	5 , 	4 , 	3 , 	2 , 	2 , 	2 , 	9 , 	8 , 	10 , 	4 , 	3 , 	5 , 	6 , 	86 , 	59 , 	261 , 	187 , 	72 , 	49 , 	21 , 	36 , 	22 , 	11 , 	2 , 	2 , 	2 , 	10 , 	6 , 	28 , 	106 , 	25 , 	1 , 	3 , 	1 , 	-   , 	-   , 	0 , 	7 ," 	1,139 ",,,,,,,,,,,
CV, 	3 , 	4 , 	2 , 	4 , 	15 , 	6 , 	11 , 	9 , 	15 , 	48 , 	26 , 	59 , 	18 , 	33 , 	7 , 	8 , 	5 , 	13 , 	3 , 	1 , 	2 , 	1 , 	0 , 	4 , 	9 , 	139 , 	87 , 	179 , 	148 , 	34 , 	13 , 	8 , 	11 , 	9 , 	3 , 	7 , 	37 , 	1 , 	1 , 	2 , 	4 , 	15 , 	2 , 	41 , 	10 , 	6 , 	-   , 	-   , 	0 , 	2 ," 	1,057 ",,,,,,,,,,,
ED, 	8 , 	14 , 	8 , 	9 , 	57 , 	9 , 	14 , 	21 , 	24 , 	54 , 	53 , 	212 , 	38 , 	55 , 	23 , 	13 , 	19 , 	34 , 	3 , 	4 , 	3 , 	0 , 	2 , 	5 , 	13 , 	537 , 	244 , 	527 , 	451 , 	80 , 	42 , 	21 , 	30 , 	34 , 	3 , 	35 , 	27 , 	-   , 	5 , 	3 , 	4 , 	141 , 	11 , 	28 , 	85 , 	13 , 	-   , 	-   , 	1 , 	3 ," 	3,014 ",,,,,,,,,,,
NC, 	1 , 	1 , 	1 , 	1 , 	9 , 	1 , 	8 , 	4 , 	13 , 	1 , 	5 , 	22 , 	4 , 	2 , 	1 , 	3 , 	1 , 	2 , 	16 , 	8 , 	15 , 	2 , 	1 , 	7 , 	3 , 	66 , 	43 , 	100 , 	109 , 	15 , 	10 , 	3 , 	3 , 	7 , 	4 , 	1 , 	0 , 	3 , 	11 , 	2 , 	2 , 	33 , 	5 , 	0 , 	10 , 	2 , 	-   , 	-   , 	5 , 	6 , 	566 ,,,,,,,,,,,
WP, 	10 , 	11 , 	4 , 	5 , 	13 , 	5 , 	32 , 	19 , 	25 , 	4 , 	18 , 	29 , 	6 , 	7 , 	9 , 	6 , 	4 , 	8 , 	84 , 	44 , 	51 , 	12 , 	4 , 	14 , 	11 , 	133 , 	78 , 	227 , 	173 , 	34 , 	33 , 	12 , 	15 , 	18 , 	12 , 	2 , 	4 , 	10 , 	18 , 	5 , 	10 , 	77 , 	8 , 	2 , 	23 , 	7 , 	-   , 	-   , 	4 , 	10 ," 	1,342 ",,,,,,,,,,,
SS, 	8 , 	10 , 	2 , 	1 , 	9 , 	5 , 	5 , 	7 , 	9 , 	7 , 	8 , 	9 , 	2 , 	4 , 	3 , 	2 , 	2 , 	1 , 	8 , 	3 , 	5 , 	1 , 	1 , 	6 , 	6 , 	66 , 	54 , 	230 , 	186 , 	54 , 	32 , 	17 , 	18 , 	26 , 	5 , 	2 , 	7 , 	3 , 	6 , 	8 , 	19 , 	46 , 	14 , 	3 , 	4 , 	1 , 	-   , 	-   , 	1 , 	3 , 	923 ,,,,,,,,,,,
SB, 	7 , 	14 , 	3 , 	5 , 	14 , 	5 , 	9 , 	12 , 	16 , 	9 , 	10 , 	18 , 	6 , 	7 , 	2 , 	4 , 	4 , 	2 , 	7 , 	8 , 	8 , 	5 , 	3 , 	7 , 	12 , 	94 , 	63 , 	265 , 	241 , 	86 , 	77 , 	38 , 	71 , 	70 , 	27 , 	1 , 	5 , 	1 , 	10 , 	19 , 	14 , 	65 , 	20 , 	1 , 	4 , 	3 , 	-   , 	-   , 	2 , 	7 ," 	1,377 ",,,,,,,,,,,
SO, 	39 , 	61 , 	46 , 	57 , 	125 , 	30 , 	74 , 	54 , 	73 , 	22 , 	35 , 	23 , 	19 , 	12 , 	11 , 	6 , 	11 , 	15 , 	67 , 	96 , 	113 , 	76 , 	70 , 	78 , 	87 , 	243 , 	245 ," 	1,007 ", 	239 , 	115 , 	92 , 	56 , 	54 , 	111 , 	72 , 	9 , 	81 , 	29 , 	62 , 	22 , 	29 , 	69 , 	152 , 	22 , 	15 , 	6 , 	-   , 	-   , 	6 , 	32 ," 	4,060 ",,,,,,,,,,,
MB, 	13 , 	15 , 	11 , 	13 , 	66 , 	16 , 	22 , 	19 , 	27 , 	8 , 	12 , 	18 , 	5 , 	6 , 	2 , 	1 , 	1 , 	2 , 	9 , 	8 , 	16 , 	6 , 	8 , 	14 , 	17 , 	195 , 	161 , 	582 , 	769 , 	229 , 	107 , 	44 , 	54 , 	75 , 	20 , 	1 , 	10 , 	3 , 	9 , 	9 , 	18 , 	350 , 	36 , 	3 , 	5 , 	1 , 	-   , 	-   , 	3 , 	6 ," 	3,021 ",,,,,,,,,,,
WD, 	3 , 	3 , 	5 , 	5 , 	25 , 	4 , 	6 , 	6 , 	8 , 	33 , 	39 , 	91 , 	24 , 	48 , 	19 , 	8 , 	9 , 	13 , 	2 , 	1 , 	2 , 	1 , 	1 , 	3 , 	8 , 	214 , 	94 , 	192 , 	178 , 	39 , 	19 , 	7 , 	8 , 	12 , 	2 , 	45 , 	19 , 	1 , 	1 , 	3 , 	1 , 	59 , 	5 , 	11 , 	39 , 	4 , 	-   , 	-   , 	1 , 	1 ," 	1,314 ",,,,,,,,,,,
OA, 	8 , 	18 , 	22 , 	20 , 	35 , 	9 , 	13 , 	13 , 	20 , 	6 , 	4 , 	51 , 	2 , 	5 , 	2 , 	1 , 	5 , 	16 , 	19 , 	22 , 	17 , 	10 , 	7 , 	8 , 	3 , 	70 , 	38 , 	102 , 	33 , 	18 , 	20 , 	14 , 	4 , 	9 , 	0 , 	3 , 	29 , 	5 , 	10 , 	1 , 	2 , 	20 , 	2 , 	12 , 	7 , 	5 , 	-   , 	-   , 	0 , 	13 , 	747 ,,,,,,,,,,,
WS, 	9 , 	19 , 	11 , 	14 , 	93 , 	14 , 	20 , 	18 , 	21 , 	28 , 	23 , 	107 , 	11 , 	19 , 	17 , 	11 , 	11 , 	14 , 	4 , 	7 , 	3 , 	0 , 	3 , 	9 , 	4 , 	120 , 	73 , 	176 , 	170 , 	43 , 	19 , 	11 , 	5 , 	9 , 	1 , 	4 , 	11 , 	3 , 	7 , 	2 , 	2 , 	16 , 	1 , 	5 , 	18 , 	11 , 	-   , 	-   , 	2 , 	5 ," 	1,196 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	2 , 	3 , 	1 , 	3 , 	1 , 	2 , 	11 , 	4 , 	5 , 	3 , 	6 , 	7 , 	2 , 	2 , 	2 , 	1 , 	1 , 	3 , 	31 , 	11 , 	12 , 	5 , 	2 , 	3 , 	1 , 	16 , 	13 , 	35 , 	20 , 	9 , 	4 , 	2 , 	5 , 	6 , 	2 , 	1 , 	1 , 	4 , 	7 , 	2 , 	3 , 	9 , 	2 , 	1 , 	4 , 	2 , 	-   , 	-   , 	3 , 	14 , 	286 ,,,,,,,,,,,
