Exit stations,Entry stations->,,WEEKDAY,,,Mar 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,,,
RM, 	17 , 	113 , 	81 , 	73 , 	407 , 	107 , 	125 , 	155 , 	186 , 	46 , 	90 , 	62 , 	35 , 	20 , 	30 , 	19 , 	15 , 	29 , 	21 , 	17 , 	22 , 	8 , 	5 , 	21 , 	20 , 	413 , 	400 , 	440 , 	349 , 	181 , 	175 , 	54 , 	68 , 	85 , 	15 , 	5 , 	16 , 	3 , 	35 , 	11 , 	18 , 	56 , 	26 , 	6 , 	11 , 	10 ," 	4,101 ",,,,,,,,,,,,,
EN, 	126 , 	21 , 	88 , 	97 , 	867 , 	136 , 	253 , 	491 , 	573 , 	114 , 	110 , 	130 , 	60 , 	44 , 	63 , 	25 , 	36 , 	60 , 	31 , 	18 , 	31 , 	8 , 	13 , 	33 , 	38 , 	966 ," 	1,035 ", 	890 , 	804 , 	283 , 	214 , 	80 , 	111 , 	151 , 	28 , 	8 , 	26 , 	7 , 	29 , 	31 , 	42 , 	111 , 	68 , 	13 , 	35 , 	29 ," 	8,424 ",,,,,,,,,,,,,
EP, 	85 , 	89 , 	15 , 	42 , 	695 , 	82 , 	140 , 	313 , 	336 , 	83 , 	53 , 	58 , 	30 , 	17 , 	24 , 	8 , 	15 , 	37 , 	18 , 	17 , 	24 , 	7 , 	7 , 	32 , 	13 , 	585 , 	702 , 	407 , 	427 , 	133 , 	72 , 	32 , 	36 , 	52 , 	5 , 	3 , 	15 , 	3 , 	14 , 	8 , 	13 , 	65 , 	32 , 	9 , 	29 , 	10 ," 	4,893 ",,,,,,,,,,,,,
NB, 	69 , 	87 , 	44 , 	17 , 	202 , 	65 , 	80 , 	282 , 	253 , 	59 , 	61 , 	59 , 	27 , 	22 , 	27 , 	8 , 	18 , 	34 , 	18 , 	24 , 	30 , 	7 , 	8 , 	15 , 	13 , 	640 , 	751 , 	403 , 	493 , 	169 , 	97 , 	32 , 	33 , 	45 , 	5 , 	6 , 	12 , 	4 , 	18 , 	9 , 	10 , 	90 , 	41 , 	9 , 	35 , 	16 ," 	4,447 ",,,,,,,,,,,,,
BK, 	450 , 	933 , 	710 , 	223 , 	42 , 	384 , 	371 , 	572 , 	548 , 	274 , 	301 , 	189 , 	189 , 	155 , 	135 , 	73 , 	152 , 	220 , 	124 , 	161 , 	119 , 	68 , 	52 , 	48 , 	73 , 	991 , 	994 , 	753 , 	751 , 	328 , 	255 , 	138 , 	112 , 	129 , 	34 , 	52 , 	122 , 	52 , 	114 , 	33 , 	41 , 	176 , 	157 , 	53 , 	74 , 	89 ," 	12,011 ",,,,,,,,,,,,,
AS, 	114 , 	126 , 	81 , 	59 , 	344 , 	19 , 	80 , 	271 , 	262 , 	69 , 	102 , 	84 , 	51 , 	33 , 	37 , 	19 , 	34 , 	40 , 	27 , 	28 , 	21 , 	9 , 	5 , 	14 , 	24 , 	727 , 	810 , 	467 , 	527 , 	231 , 	127 , 	36 , 	43 , 	45 , 	8 , 	9 , 	23 , 	6 , 	29 , 	12 , 	16 , 	58 , 	42 , 	12 , 	25 , 	21 ," 	5,226 ",,,,,,,,,,,,,
MA, 	138 , 	264 , 	127 , 	82 , 	354 , 	85 , 	50 , 	197 , 	225 , 	65 , 	168 , 	156 , 	128 , 	100 , 	99 , 	61 , 	79 , 	110 , 	163 , 	182 , 	151 , 	45 , 	46 , 	56 , 	48 ," 	1,052 "," 	1,224 ", 	831 , 	865 , 	384 , 	231 , 	71 , 	84 , 	88 , 	28 , 	22 , 	69 , 	63 , 	266 , 	31 , 	32 , 	106 , 	71 , 	26 , 	30 , 	36 ," 	8,786 ",,,,,,,,,,,,,
19, 	169 , 	492 , 	316 , 	288 , 	518 , 	265 , 	190 , 	34 , 	63 , 	49 , 	180 , 	188 , 	226 , 	217 , 	211 , 	152 , 	224 , 	330 , 	320 , 	401 , 	321 , 	156 , 	118 , 	187 , 	64 ," 	1,388 "," 	1,585 ", 	929 ," 	1,028 ", 	428 , 	318 , 	163 , 	129 , 	144 , 	75 , 	73 , 	234 , 	168 , 	268 , 	69 , 	65 , 	94 , 	133 , 	109 , 	33 , 	99 ," 	13,211 ",,,,,,,,,,,,,
12, 	212 , 	592 , 	318 , 	258 , 	480 , 	252 , 	221 , 	57 , 	40 , 	49 , 	223 , 	279 , 	343 , 	316 , 	278 , 	174 , 	226 , 	286 , 	351 , 	419 , 	286 , 	139 , 	116 , 	170 , 	90 ," 	1,303 "," 	1,304 ", 	936 , 	955 , 	330 , 	306 , 	176 , 	187 , 	201 , 	131 , 	116 , 	246 , 	171 , 	357 , 	88 , 	86 , 	118 , 	155 , 	123 , 	50 , 	87 ," 	13,597 ",,,,,,,,,,,,,
LM, 	43 , 	108 , 	84 , 	61 , 	264 , 	74 , 	69 , 	45 , 	51 , 	24 , 	182 , 	272 , 	308 , 	269 , 	155 , 	91 , 	115 , 	123 , 	38 , 	24 , 	28 , 	12 , 	8 , 	33 , 	41 , 	909 ," 	1,034 ", 	717 , 	634 , 	261 , 	152 , 	61 , 	94 , 	106 , 	11 , 	115 , 	174 , 	11 , 	54 , 	12 , 	15 , 	37 , 	17 , 	80 , 	21 , 	100 ," 	7,135 ",,,,,,,,,,,,,
