Exit stations,Entry stations->,,SATURDAY,,,Nov 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	10 , 	36 , 	31 , 	15 , 	101 , 	28 , 	31 , 	18 , 	29 , 	7 , 	31 , 	16 , 	11 , 	9 , 	9 , 	6 , 	4 , 	6 , 	6 , 	5 , 	5 , 	5 , 	3 , 	6 , 	13 , 	73 , 	47 , 	149 , 	59 , 	51 , 	62 , 	14 , 	18 , 	13 , 	4 , 	1 , 	3 , 	1 , 	4 , 	5 , 	8 , 	16 , 	4 , 	1 , 	5 , 	4 , 	4 , 	7 , 	4 , 	5 , 	992 ,,,,,,,,,,
EN, 	38 , 	20 , 	25 , 	24 , 	141 , 	33 , 	43 , 	42 , 	49 , 	12 , 	39 , 	29 , 	19 , 	12 , 	13 , 	5 , 	8 , 	4 , 	10 , 	6 , 	10 , 	4 , 	2 , 	5 , 	14 , 	110 , 	100 , 	250 , 	78 , 	53 , 	61 , 	13 , 	19 , 	18 , 	9 , 	3 , 	6 , 	1 , 	6 , 	6 , 	9 , 	39 , 	6 , 	4 , 	15 , 	6 , 	7 , 	8 , 	2 , 	6 ," 	1,438 ",,,,,,,,,,
EP, 	31 , 	26 , 	8 , 	19 , 	127 , 	25 , 	25 , 	39 , 	34 , 	13 , 	13 , 	9 , 	6 , 	5 , 	5 , 	3 , 	3 , 	5 , 	4 , 	3 , 	7 , 	5 , 	2 , 	8 , 	4 , 	78 , 	52 , 	115 , 	48 , 	23 , 	18 , 	6 , 	5 , 	6 , 	2 , 	2 , 	4 , 	1 , 	1 , 	1 , 	4 , 	27 , 	4 , 	3 , 	13 , 	2 , 	3 , 	6 , 	1 , 	2 , 	850 ,,,,,,,,,,
NB, 	18 , 	20 , 	21 , 	11 , 	29 , 	17 , 	21 , 	38 , 	19 , 	11 , 	18 , 	7 , 	5 , 	3 , 	5 , 	2 , 	4 , 	7 , 	2 , 	4 , 	7 , 	2 , 	2 , 	3 , 	5 , 	86 , 	49 , 	91 , 	64 , 	42 , 	29 , 	10 , 	7 , 	6 , 	1 , 	1 , 	4 , 	1 , 	2 , 	1 , 	2 , 	27 , 	8 , 	1 , 	10 , 	3 , 	5 , 	9 , 	1 , 	2 , 	736 ,,,,,,,,,,
BK, 	106 , 	139 , 	133 , 	36 , 	74 , 	63 , 	67 , 	117 , 	101 , 	37 , 	56 , 	34 , 	26 , 	24 , 	20 , 	11 , 	28 , 	27 , 	12 , 	11 , 	24 , 	9 , 	7 , 	7 , 	28 , 	268 , 	138 , 	434 , 	172 , 	97 , 	72 , 	36 , 	23 , 	28 , 	5 , 	8 , 	30 , 	3 , 	10 , 	7 , 	8 , 	75 , 	111 , 	9 , 	62 , 	19 , 	38 , 	59 , 	2 , 	5 ," 	2,912 ",,,,,,,,,,
AS, 	33 , 	32 , 	23 , 	14 , 	53 , 	13 , 	24 , 	40 , 	31 , 	8 , 	24 , 	14 , 	9 , 	8 , 	10 , 	5 , 	4 , 	5 , 	2 , 	4 , 	4 , 	3 , 	1 , 	2 , 	13 , 	71 , 	52 , 	96 , 	77 , 	63 , 	31 , 	8 , 	6 , 	8 , 	2 , 	1 , 	5 , 	0 , 	2 , 	2 , 	2 , 	21 , 	9 , 	1 , 	10 , 	3 , 	7 , 	9 , 	3 , 	1 , 	865 ,,,,,,,,,,
MA, 	38 , 	44 , 	28 , 	25 , 	73 , 	25 , 	19 , 	41 , 	45 , 	13 , 	44 , 	24 , 	23 , 	14 , 	15 , 	7 , 	6 , 	9 , 	20 , 	14 , 	28 , 	15 , 	10 , 	16 , 	15 , 	137 , 	98 , 	192 , 	118 , 	107 , 	66 , 	24 , 	16 , 	8 , 	6 , 	3 , 	10 , 	4 , 	15 , 	4 , 	6 , 	48 , 	13 , 	2 , 	14 , 	4 , 	5 , 	10 , 	10 , 	12 ," 	1,538 ",,,,,,,,,,
19, 	22 , 	44 , 	36 , 	38 , 	108 , 	40 , 	42 , 	26 , 	8 , 	4 , 	25 , 	18 , 	26 , 	24 , 	16 , 	10 , 	15 , 	17 , 	23 , 	23 , 	27 , 	12 , 	13 , 	47 , 	20 , 	163 , 	114 , 	233 , 	153 , 	123 , 	75 , 	25 , 	25 , 	23 , 	8 , 	6 , 	12 , 	3 , 	7 , 	5 , 	8 , 	37 , 	16 , 	4 , 	13 , 	9 , 	14 , 	18 , 	7 , 	12 ," 	1,791 ",,,,,,,,,,
12, 	29 , 	44 , 	29 , 	21 , 	93 , 	30 , 	39 , 	10 , 	20 , 	2 , 	29 , 	23 , 	23 , 	22 , 	23 , 	8 , 	11 , 	12 , 	21 , 	15 , 	21 , 	9 , 	9 , 	30 , 	21 , 	143 , 	105 , 	230 , 	127 , 	93 , 	51 , 	16 , 	28 , 	19 , 	10 , 	4 , 	6 , 	5 , 	12 , 	4 , 	7 , 	45 , 	26 , 	4 , 	10 , 	9 , 	6 , 	12 , 	3 , 	13 ," 	1,576 ",,,,,,,,,,
LM, 	8 , 	10 , 	12 , 	11 , 	30 , 	10 , 	11 , 	3 , 	4 , 	8 , 	54 , 	46 , 	45 , 	54 , 	29 , 	12 , 	18 , 	16 , 	2 , 	6 , 	3 , 	1 , 	2 , 	4 , 	9 , 	121 , 	86 , 	185 , 	106 , 	72 , 	52 , 	16 , 	21 , 	11 , 	2 , 	20 , 	30 , 	-   , 	3 , 	1 , 	4 , 	10 , 	1 , 	9 , 	17 , 	14 , 	11 , 	19 , 	1 , 	2 ," 	1,215 ",,,,,,,,,,
FV, 	40 , 	34 , 	16 , 	22 , 	53 , 	24 , 	43 , 	33 , 	28 , 	37 , 	25 , 	74 , 	77 , 	93 , 	47 , 	27 , 	21 , 	24 , 	9 , 	9 , 	9 , 	7 , 	4 , 	14 , 	33 , 	130 , 	87 , 	268 , 	146 , 	84 , 	80 , 	18 , 	19 , 	20 , 	5 , 	19 , 	36 , 	2 , 	6 , 	5 , 	9 , 	19 , 	4 , 	23 , 	12 , 	20 , 	14 , 	22 , 	4 , 	5 ," 	1,854 ",,,,,,,,,,
