Exit stations,Entry stations->,,SUNDAY,,,Jan 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
FV, 	42 , 	43 , 	21 , 	24 , 	95 , 	41 , 	59 , 	70 , 	78 , 	72 , 	17 , 	59 , 	67 , 	90 , 	50 , 	30 , 	26 , 	27 , 	22 , 	9 , 	19 , 	8 , 	2 , 	20 , 	41 , 	167 , 	146 , 	405 , 	192 , 	97 , 	72 , 	24 , 	25 , 	29 , 	4 , 	23 , 	43 , 	3 , 	15 , 	3 , 	8 , 	42 , 	7 , 	22 , 	12 , 	23 , 	-   , 	-   , 	2 , 	8 ," 	2,397 ",,,,,,,,,,,
CL, 	20 , 	27 , 	10 , 	8 , 	38 , 	17 , 	23 , 	39 , 	51 , 	32 , 	52 , 	7 , 	24 , 	56 , 	31 , 	14 , 	18 , 	11 , 	8 , 	3 , 	7 , 	3 , 	2 , 	5 , 	21 , 	70 , 	52 , 	140 , 	60 , 	24 , 	33 , 	9 , 	12 , 	13 , 	4 , 	10 , 	26 , 	3 , 	12 , 	5 , 	6 , 	19 , 	3 , 	15 , 	25 , 	15 , 	-   , 	-   , 	5 , 	13 ," 	1,093 ",,,,,,,,,,,
SL, 	10 , 	22 , 	7 , 	11 , 	39 , 	12 , 	25 , 	55 , 	70 , 	96 , 	75 , 	28 , 	11 , 	51 , 	38 , 	13 , 	20 , 	24 , 	5 , 	7 , 	8 , 	3 , 	2 , 	6 , 	19 , 	100 , 	86 , 	235 , 	98 , 	39 , 	34 , 	14 , 	16 , 	23 , 	4 , 	17 , 	20 , 	2 , 	4 , 	4 , 	8 , 	34 , 	4 , 	21 , 	8 , 	17 , 	-   , 	-   , 	2 , 	4 ," 	1,445 ",,,,,,,,,,,
BF, 	11 , 	16 , 	9 , 	10 , 	32 , 	15 , 	28 , 	49 , 	62 , 	92 , 	97 , 	48 , 	56 , 	12 , 	39 , 	22 , 	29 , 	40 , 	9 , 	3 , 	4 , 	2 , 	3 , 	5 , 	13 , 	96 , 	97 , 	254 , 	77 , 	35 , 	29 , 	14 , 	17 , 	25 , 	5 , 	18 , 	53 , 	1 , 	9 , 	3 , 	8 , 	19 , 	3 , 	32 , 	7 , 	20 , 	-   , 	-   , 	2 , 	3 ," 	1,529 ",,,,,,,,,,,
HY, 	9 , 	15 , 	4 , 	10 , 	31 , 	14 , 	23 , 	39 , 	53 , 	33 , 	55 , 	29 , 	35 , 	38 , 	10 , 	29 , 	36 , 	42 , 	10 , 	2 , 	5 , 	2 , 	3 , 	6 , 	8 , 	40 , 	39 , 	90 , 	35 , 	15 , 	17 , 	8 , 	8 , 	11 , 	2 , 	6 , 	17 , 	1 , 	4 , 	3 , 	3 , 	12 , 	1 , 	15 , 	7 , 	36 , 	-   , 	-   , 	1 , 	5 , 	912 ,,,,,,,,,,,
SH, 	5 , 	9 , 	4 , 	4 , 	14 , 	4 , 	15 , 	12 , 	21 , 	18 , 	29 , 	20 , 	16 , 	24 , 	29 , 	9 , 	13 , 	21 , 	6 , 	2 , 	6 , 	1 , 	0 , 	2 , 	5 , 	35 , 	30 , 	70 , 	20 , 	14 , 	6 , 	3 , 	6 , 	14 , 	1 , 	6 , 	11 , 	-   , 	4 , 	2 , 	5 , 	7 , 	0 , 	9 , 	5 , 	25 , 	-   , 	-   , 	2 , 	3 , 	561 ,,,,,,,,,,,
UC, 	6 , 	14 , 	5 , 	8 , 	28 , 	10 , 	13 , 	26 , 	36 , 	33 , 	29 , 	15 , 	20 , 	33 , 	32 , 	14 , 	10 , 	30 , 	3 , 	2 , 	4 , 	1 , 	2 , 	5 , 	3 , 	68 , 	44 , 	113 , 	45 , 	23 , 	11 , 	7 , 	7 , 	7 , 	4 , 	4 , 	17 , 	1 , 	4 , 	2 , 	3 , 	15 , 	2 , 	10 , 	10 , 	23 , 	-   , 	-   , 	1 , 	4 , 	802 ,,,,,,,,,,,
FM, 	7 , 	14 , 	12 , 	8 , 	44 , 	10 , 	15 , 	35 , 	36 , 	33 , 	32 , 	12 , 	24 , 	35 , 	40 , 	25 , 	24 , 	12 , 	6 , 	4 , 	4 , 	1 , 	2 , 	5 , 	6 , 	70 , 	57 , 	121 , 	52 , 	26 , 	21 , 	7 , 	7 , 	10 , 	4 , 	5 , 	20 , 	0 , 	3 , 	1 , 	3 , 	21 , 	1 , 	8 , 	16 , 	29 , 	-   , 	-   , 	1 , 	3 , 	928 ,,,,,,,,,,,
CN, 	7 , 	13 , 	7 , 	8 , 	22 , 	8 , 	24 , 	34 , 	32 , 	7 , 	19 , 	7 , 	6 , 	6 , 	7 , 	5 , 	3 , 	6 , 	14 , 	24 , 	88 , 	31 , 	11 , 	27 , 	7 , 	76 , 	56 , 	154 , 	65 , 	26 , 	19 , 	13 , 	13 , 	14 , 	5 , 	3 , 	5 , 	13 , 	61 , 	6 , 	7 , 	73 , 	9 , 	2 , 	29 , 	7 , 	-   , 	-   , 	23 , 	29 ," 	1,127 ",,,,,,,,,,,
PH, 	3 , 	7 , 	6 , 	7 , 	28 , 	8 , 	23 , 	37 , 	37 , 	6 , 	9 , 	3 , 	6 , 	4 , 	3 , 	2 , 	2 , 	3 , 	22 , 	7 , 	50 , 	17 , 	9 , 	35 , 	7 , 	108 , 	77 , 	186 , 	95 , 	27 , 	21 , 	12 , 	9 , 	16 , 	5 , 	0 , 	2 , 	5 , 	19 , 	3 , 	8 , 	102 , 	9 , 	2 , 	30 , 	7 , 	-   , 	-   , 	7 , 	10 ," 	1,093 ",,,,,,,,,,,
WC, 	8 , 	11 , 	10 , 	11 , 	40 , 	9 , 	25 , 	64 , 	43 , 	7 , 	13 , 	6 , 	7 , 	5 , 	5 , 	2 , 	4 , 	5 , 	98 , 	46 , 	10 , 	16 , 	13 , 	54 , 	9 , 	149 , 	103 , 	227 , 	107 , 	37 , 	34 , 	16 , 	11 , 	12 , 	4 , 	2 , 	2 , 	11 , 	41 , 	5 , 	3 , 	109 , 	11 , 	1 , 	27 , 	8 , 	-   , 	-   , 	14 , 	21 ," 	1,470 ",,,,,,,,,,,
LF, 	4 , 	2 , 	2 , 	2 , 	20 , 	2 , 	12 , 	44 , 	27 , 	4 , 	7 , 	2 , 	3 , 	2 , 	2 , 	1 , 	1 , 	1 , 	36 , 	13 , 	20 , 	9 , 	5 , 	28 , 	3 , 	87 , 	50 , 	123 , 	71 , 	21 , 	15 , 	7 , 	4 , 	6 , 	1 , 	1 , 	1 , 	3 , 	10 , 	1 , 	2 , 	55 , 	5 , 	1 , 	15 , 	4 , 	-   , 	-   , 	7 , 	7 , 	740 ,,,,,,,,,,,
OR, 	3 , 	2 , 	3 , 	4 , 	13 , 	3 , 	12 , 	35 , 	27 , 	3 , 	4 , 	3 , 	1 , 	3 , 	3 , 	1 , 	3 , 	1 , 	13 , 	9 , 	14 , 	5 , 	6 , 	18 , 	2 , 	67 , 	57 , 	103 , 	57 , 	20 , 	19 , 	7 , 	4 , 	5 , 	2 , 	1 , 	2 , 	2 , 	4 , 	2 , 	2 , 	53 , 	5 , 	-   , 	16 , 	2 , 	-   , 	-   , 	2 , 	2 , 	621 ,,,,,,,,,,,
RR, 	9 , 	14 , 	12 , 	8 , 	22 , 	7 , 	25 , 	139 , 	76 , 	13 , 	20 , 	7 , 	6 , 	5 , 	6 , 	1 , 	4 , 	7 , 	22 , 	32 , 	51 , 	25 , 	18 , 	15 , 	12 , 	176 , 	140 , 	279 , 	148 , 	90 , 	66 , 	27 , 	12 , 	16 , 	3 , 	2 , 	3 , 	5 , 	7 , 	4 , 	4 , 	110 , 	16 , 	1 , 	14 , 	6 , 	-   , 	-   , 	4 , 	10 ," 	1,689 ",,,,,,,,,,,
OW, 	10 , 	9 , 	5 , 	6 , 	24 , 	12 , 	16 , 	35 , 	33 , 	11 , 	32 , 	21 , 	21 , 	9 , 	7 , 	4 , 	4 , 	3 , 	6 , 	6 , 	11 , 	2 , 	2 , 	8 , 	11 , 	321 , 	252 , 	561 , 	274 , 	177 , 	121 , 	28 , 	21 , 	19 , 	5 , 	3 , 	12 , 	1 , 	8 , 	5 , 	9 , 	67 , 	11 , 	4 , 	6 , 	4 , 	-   , 	-   , 	4 , 	7 ," 	2,223 ",,,,,,,,,,,
EM, 	78 , 	140 , 	98 , 	129 , 	262 , 	121 , 	180 , 	265 , 	253 , 	163 , 	178 , 	73 , 	110 , 	88 , 	50 , 	40 , 	67 , 	83 , 	89 , 	130 , 	152 , 	95 , 	78 , 	176 , 	364 , 	52 , 	17 , 	118 , 	60 , 	204 , 	266 , 	160 , 	201 , 	130 , 	47 , 	72 , 	191 , 	35 , 	60 , 	31 , 	42 , 	179 , 	124 , 	79 , 	65 , 	70 , 	-   , 	-   , 	11 , 	48 ," 	5,717 ",,,,,,,,,,,
MT, 	75 , 	121 , 	84 , 	116 , 	231 , 	100 , 	171 , 	202 , 	199 , 	173 , 	176 , 	68 , 	112 , 	124 , 	44 , 	34 , 	61 , 	63 , 	72 , 	96 , 	123 , 	56 , 	58 , 	146 , 	320 , 	16 , 	31 , 	39 , 	48 , 	231 , 	259 , 	166 , 	473 , 	180 , 	58 , 	63 , 	123 , 	21 , 	57 , 	34 , 	38 , 	176 , 	87 , 	46 , 	42 , 	61 , 	-   , 	-   , 	12 , 	35 ," 	5,318 ",,,,,,,,,,,
PL, 	130 , 	254 , 	127 , 	125 , 	281 , 	132 , 	253 , 	275 , 	300 , 	266 , 	333 , 	129 , 	204 , 	206 , 	74 , 	60 , 	93 , 	101 , 	128 , 	146 , 	186 , 	124 , 	96 , 	231 , 	556 , 	122 , 	35 , 	79 , 	120 , 	711 , 	824 , 	486 , 	861 , 	608 , 	143 , 	99 , 	260 , 	58 , 	116 , 	127 , 	155 , 	524 , 	307 , 	87 , 	59 , 	87 , 	-   , 	-   , 	26 , 	64 ," 	10,761 ",,,,,,,,,,,
CC, 	55 , 	95 , 	75 , 	101 , 	169 , 	90 , 	154 , 	228 , 	196 , 	131 , 	179 , 	53 , 	84 , 	65 , 	34 , 	25 , 	41 , 	47 , 	59 , 	82 , 	103 , 	71 , 	51 , 	133 , 	287 , 	49 , 	43 , 	111 , 	47 , 	264 , 	309 , 	153 , 	284 , 	193 , 	65 , 	38 , 	123 , 	25 , 	34 , 	56 , 	78 , 	220 , 	203 , 	48 , 	36 , 	46 , 	-   , 	-   , 	8 , 	36 ," 	5,073 ",,,,,,,,,,,
16, 	50 , 	54 , 	38 , 	56 , 	112 , 	74 , 	122 , 	171 , 	117 , 	95 , 	93 , 	25 , 	32 , 	30 , 	14 , 	9 , 	22 , 	20 , 	25 , 	26 , 	38 , 	20 , 	14 , 	78 , 	182 , 	206 , 	192 , 	715 , 	295 , 	30 , 	108 , 	130 , 	184 , 	126 , 	44 , 	18 , 	38 , 	10 , 	16 , 	38 , 	48 , 	119 , 	129 , 	16 , 	20 , 	22 , 	-   , 	-   , 	6 , 	12 ," 	4,040 ",,,,,,,,,,,
24, 	51 , 	47 , 	33 , 	45 , 	99 , 	63 , 	105 , 	139 , 	105 , 	76 , 	79 , 	35 , 	30 , 	26 , 	16 , 	7 , 	13 , 	19 , 	24 , 	26 , 	36 , 	17 , 	20 , 	64 , 	134 , 	246 , 	223 , 	994 , 	347 , 	125 , 	32 , 	115 , 	170 , 	107 , 	36 , 	14 , 	31 , 	6 , 	23 , 	34 , 	58 , 	117 , 	96 , 	9 , 	20 , 	14 , 	-   , 	-   , 	6 , 	13 ," 	4,140 ",,,,,,,,,,,
GP, 	15 , 	17 , 	11 , 	14 , 	42 , 	21 , 	24 , 	52 , 	43 , 	26 , 	23 , 	10 , 	13 , 	10 , 	5 , 	4 , 	6 , 	7 , 	9 , 	14 , 	21 , 	9 , 	7 , 	23 , 	33 , 	128 , 	139 , 	570 , 	149 , 	126 , 	105 , 	24 , 	27 , 	27 , 	21 , 	6 , 	15 , 	5 , 	11 , 	9 , 	39 , 	75 , 	37 , 	6 , 	14 , 	9 , 	-   , 	-   , 	5 , 	10 ," 	2,009 ",,,,,,,,,,,
BP, 	23 , 	21 , 	7 , 	8 , 	28 , 	9 , 	22 , 	24 , 	40 , 	23 , 	23 , 	14 , 	11 , 	22 , 	8 , 	4 , 	6 , 	7 , 	11 , 	10 , 	12 , 	3 , 	2 , 	13 , 	29 , 	200 , 	230 ," 	1,101 ", 	239 , 	174 , 	165 , 	31 , 	26 , 	22 , 	25 , 	5 , 	17 , 	7 , 	9 , 	13 , 	54 , 	88 , 	45 , 	4 , 	10 , 	6 , 	-   , 	-   , 	2 , 	10 ," 	2,857 ",,,,,,,,,,,
DC, 	14 , 	19 , 	8 , 	5 , 	32 , 	14 , 	19 , 	36 , 	32 , 	24 , 	26 , 	11 , 	19 , 	20 , 	8 , 	8 , 	7 , 	11 , 	16 , 	11 , 	13 , 	7 , 	6 , 	18 , 	29 , 	124 , 	147 , 	729 , 	178 , 	138 , 	109 , 	23 , 	25 , 	12 , 	15 , 	7 , 	33 , 	6 , 	15 , 	13 , 	52 , 	155 , 	50 , 	9 , 	15 , 	7 , 	-   , 	-   , 	5 , 	10 ," 	2,285 ",,,,,,,,,,,
CM, 	5 , 	14 , 	7 , 	4 , 	6 , 	2 , 	8 , 	10 , 	14 , 	4 , 	5 , 	4 , 	2 , 	5 , 	3 , 	1 , 	2 , 	2 , 	7 , 	5 , 	4 , 	1 , 	1 , 	4 , 	7 , 	43 , 	43 , 	186 , 	64 , 	37 , 	32 , 	23 , 	28 , 	11 , 	6 , 	1 , 	2 , 	3 , 	11 , 	3 , 	19 , 	113 , 	20 , 	1 , 	3 , 	-   , 	-   , 	-   , 	2 , 	6 , 	779 ,,,,,,,,,,,
CV, 	3 , 	2 , 	2 , 	2 , 	12 , 	3 , 	5 , 	17 , 	11 , 	48 , 	21 , 	11 , 	16 , 	21 , 	4 , 	8 , 	3 , 	4 , 	1 , 	1 , 	1 , 	1 , 	1 , 	3 , 	6 , 	67 , 	56 , 	116 , 	39 , 	17 , 	15 , 	7 , 	8 , 	8 , 	1 , 	4 , 	26 , 	-   , 	1 , 	2 , 	2 , 	14 , 	2 , 	34 , 	7 , 	5 , 	-   , 	-   , 	0 , 	1 , 	634 ,,,,,,,,,,,
ED, 	7 , 	6 , 	3 , 	4 , 	26 , 	5 , 	14 , 	38 , 	27 , 	53 , 	40 , 	25 , 	28 , 	47 , 	13 , 	11 , 	17 , 	17 , 	5 , 	2 , 	3 , 	1 , 	1 , 	4 , 	12 , 	198 , 	108 , 	287 , 	115 , 	37 , 	32 , 	16 , 	17 , 	37 , 	3 , 	27 , 	11 , 	1 , 	2 , 	4 , 	3 , 	70 , 	4 , 	13 , 	59 , 	19 , 	-   , 	-   , 	-   , 	1 ," 	1,464 ",,,,,,,,,,,
NC, 	2 , 	1 , 	1 , 	1 , 	4 , 	1 , 	5 , 	11 , 	9 , 	1 , 	3 , 	2 , 	2 , 	1 , 	1 , 	1 , 	1 , 	1 , 	12 , 	6 , 	13 , 	1 , 	1 , 	4 , 	2 , 	31 , 	20 , 	58 , 	27 , 	7 , 	6 , 	4 , 	9 , 	6 , 	2 , 	1 , 	1 , 	3 , 	5 , 	1 , 	1 , 	32 , 	3 , 	0 , 	11 , 	1 , 	-   , 	-   , 	4 , 	3 , 	316 ,,,,,,,,,,,
WP, 	8 , 	8 , 	3 , 	2 , 	12 , 	3 , 	21 , 	20 , 	21 , 	4 , 	11 , 	11 , 	5 , 	8 , 	6 , 	3 , 	2 , 	3 , 	56 , 	26 , 	41 , 	12 , 	3 , 	8 , 	6 , 	53 , 	45 , 	145 , 	38 , 	19 , 	22 , 	10 , 	14 , 	11 , 	10 , 	2 , 	2 , 	6 , 	8 , 	4 , 	5 , 	55 , 	2 , 	3 , 	11 , 	4 , 	-   , 	-   , 	4 , 	8 , 	775 ,,,,,,,,,,,
SS, 	6 , 	7 , 	1 , 	2 , 	10 , 	3 , 	5 , 	8 , 	11 , 	3 , 	5 , 	3 , 	3 , 	2 , 	1 , 	3 , 	1 , 	1 , 	5 , 	4 , 	5 , 	1 , 	2 , 	3 , 	5 , 	31 , 	27 , 	174 , 	51 , 	33 , 	32 , 	12 , 	9 , 	14 , 	6 , 	1 , 	3 , 	2 , 	8 , 	3 , 	17 , 	43 , 	12 , 	2 , 	2 , 	2 , 	-   , 	-   , 	0 , 	4 , 	583 ,,,,,,,,,,,
SB, 	7 , 	10 , 	4 , 	5 , 	11 , 	4 , 	8 , 	11 , 	13 , 	5 , 	10 , 	7 , 	5 , 	5 , 	4 , 	3 , 	2 , 	2 , 	5 , 	8 , 	7 , 	3 , 	3 , 	5 , 	9 , 	43 , 	38 , 	177 , 	76 , 	50 , 	64 , 	33 , 	55 , 	44 , 	20 , 	1 , 	4 , 	2 , 	6 , 	18 , 	9 , 	42 , 	13 , 	1 , 	3 , 	1 , 	-   , 	-   , 	2 , 	4 , 	863 ,,,,,,,,,,,
SO, 	27 , 	49 , 	27 , 	31 , 	61 , 	25 , 	37 , 	33 , 	42 , 	15 , 	22 , 	17 , 	18 , 	9 , 	10 , 	3 , 	6 , 	10 , 	51 , 	65 , 	64 , 	46 , 	35 , 	60 , 	58 , 	132 , 	113 , 	492 , 	139 , 	63 , 	65 , 	33 , 	52 , 	100 , 	65 , 	6 , 	51 , 	20 , 	48 , 	28 , 	22 , 	46 , 	82 , 	10 , 	11 , 	4 , 	-   , 	-   , 	8 , 	30 ," 	2,435 ",,,,,,,,,,,
MB, 	8 , 	10 , 	7 , 	14 , 	39 , 	11 , 	14 , 	28 , 	38 , 	8 , 	8 , 	5 , 	4 , 	3 , 	2 , 	1 , 	2 , 	1 , 	9 , 	10 , 	11 , 	6 , 	3 , 	14 , 	17 , 	103 , 	86 , 	337 , 	179 , 	112 , 	86 , 	35 , 	43 , 	47 , 	10 , 	1 , 	7 , 	4 , 	6 , 	10 , 	11 , 	180 , 	18 , 	3 , 	4 , 	1 , 	-   , 	-   , 	3 , 	6 ," 	1,557 ",,,,,,,,,,,
WD, 	2 , 	4 , 	2 , 	3 , 	9 , 	4 , 	9 , 	18 , 	11 , 	28 , 	29 , 	15 , 	24 , 	31 , 	12 , 	10 , 	10 , 	8 , 	1 , 	2 , 	-   , 	1 , 	1 , 	1 , 	5 , 	81 , 	48 , 	117 , 	47 , 	15 , 	11 , 	5 , 	6 , 	11 , 	1 , 	31 , 	16 , 	1 , 	2 , 	1 , 	2 , 	26 , 	2 , 	3 , 	32 , 	4 , 	-   , 	-   , 	1 , 	1 , 	695 ,,,,,,,,,,,
OA, 	4 , 	14 , 	13 , 	14 , 	21 , 	7 , 	7 , 	9 , 	21 , 	6 , 	5 , 	10 , 	3 , 	2 , 	2 , 	1 , 	5 , 	8 , 	10 , 	11 , 	15 , 	9 , 	3 , 	5 , 	2 , 	36 , 	33 , 	61 , 	32 , 	11 , 	11 , 	7 , 	3 , 	6 , 	1 , 	3 , 	27 , 	4 , 	9 , 	-   , 	1 , 	14 , 	1 , 	9 , 	4 , 	2 , 	-   , 	-   , 	1 , 	4 , 	481 ,,,,,,,,,,,
WS, 	7 , 	25 , 	10 , 	12 , 	72 , 	21 , 	23 , 	44 , 	45 , 	38 , 	27 , 	16 , 	21 , 	19 , 	27 , 	20 , 	21 , 	33 , 	8 , 	7 , 	9 , 	3 , 	2 , 	7 , 	5 , 	63 , 	40 , 	116 , 	42 , 	24 , 	14 , 	6 , 	6 , 	11 , 	1 , 	4 , 	14 , 	2 , 	4 , 	2 , 	1 , 	11 , 	2 , 	6 , 	9 , 	11 , 	-   , 	-   , 	3 , 	4 , 	912 ,,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	3 , 	3 , 	1 , 	2 , 	6 , 	2 , 	10 , 	5 , 	4 , 	2 , 	2 , 	5 , 	2 , 	2 , 	3 , 	1 , 	2 , 	1 , 	23 , 	10 , 	14 , 	6 , 	1 , 	6 , 	3 , 	10 , 	8 , 	27 , 	7 , 	6 , 	4 , 	3 , 	2 , 	4 , 	2 , 	1 , 	1 , 	4 , 	5 , 	1 , 	3 , 	10 , 	2 , 	1 , 	2 , 	2 , 	-   , 	-   , 	2 , 	10 , 	229 ,,,,,,,,,,,
