Exit stations,Entry stations->,,SATURDAY,,,Jan 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
UC, 	8 , 	13 , 	8 , 	11 , 	54 , 	13 , 	11 , 	26 , 	77 , 	43 , 	33 , 	60 , 	30 , 	45 , 	54 , 	24 , 	10 , 	41 , 	9 , 	5 , 	6 , 	3 , 	2 , 	6 , 	6 , 	124 , 	89 , 	203 , 	78 , 	26 , 	21 , 	8 , 	12 , 	13 , 	5 , 	10 , 	20 , 	2 , 	4 , 	1 , 	5 , 	17 , 	2 , 	14 , 	10 , 	37 , 	-   , 	-   , 	2 , 	5 ," 	1,299 ",,,,,,,,,,
FM, 	13 , 	16 , 	11 , 	10 , 	66 , 	12 , 	31 , 	32 , 	63 , 	46 , 	48 , 	78 , 	35 , 	46 , 	69 , 	37 , 	36 , 	17 , 	9 , 	6 , 	7 , 	2 , 	2 , 	7 , 	9 , 	181 , 	99 , 	208 , 	93 , 	31 , 	31 , 	8 , 	14 , 	16 , 	3 , 	9 , 	26 , 	2 , 	8 , 	2 , 	2 , 	13 , 	1 , 	10 , 	14 , 	48 , 	-   , 	-   , 	0 , 	3 ," 	1,525 ",,,,,,,,,,
CN, 	9 , 	13 , 	9 , 	8 , 	47 , 	9 , 	35 , 	30 , 	54 , 	9 , 	24 , 	55 , 	10 , 	12 , 	13 , 	5 , 	5 , 	10 , 	16 , 	42 , 	141 , 	37 , 	17 , 	38 , 	11 , 	159 , 	117 , 	262 , 	107 , 	40 , 	33 , 	14 , 	16 , 	23 , 	8 , 	1 , 	7 , 	12 , 	86 , 	8 , 	11 , 	74 , 	13 , 	1 , 	18 , 	11 , 	-   , 	-   , 	36 , 	43 ," 	1,750 ",,,,,,,,,,
PH, 	1 , 	11 , 	6 , 	8 , 	37 , 	11 , 	26 , 	44 , 	61 , 	9 , 	14 , 	62 , 	9 , 	3 , 	7 , 	3 , 	8 , 	5 , 	64 , 	11 , 	77 , 	25 , 	9 , 	50 , 	6 , 	222 , 	141 , 	277 , 	115 , 	47 , 	34 , 	17 , 	9 , 	21 , 	7 , 	1 , 	3 , 	8 , 	24 , 	8 , 	9 , 	96 , 	11 , 	1 , 	23 , 	7 , 	-   , 	-   , 	8 , 	15 ," 	1,664 ",,,,,,,,,,
WC, 	14 , 	20 , 	13 , 	16 , 	54 , 	11 , 	47 , 	57 , 	73 , 	8 , 	20 , 	54 , 	13 , 	4 , 	7 , 	4 , 	4 , 	5 , 	162 , 	79 , 	15 , 	39 , 	24 , 	76 , 	13 , 	295 , 	187 , 	314 , 	152 , 	63 , 	43 , 	18 , 	15 , 	22 , 	7 , 	1 , 	4 , 	23 , 	56 , 	6 , 	9 , 	90 , 	10 , 	1 , 	22 , 	11 , 	-   , 	-   , 	19 , 	34 ," 	2,227 ",,,,,,,,,,
LF, 	5 , 	3 , 	9 , 	6 , 	30 , 	7 , 	19 , 	27 , 	44 , 	8 , 	8 , 	33 , 	4 , 	1 , 	1 , 	1 , 	1 , 	2 , 	52 , 	23 , 	36 , 	8 , 	10 , 	33 , 	4 , 	178 , 	121 , 	198 , 	97 , 	32 , 	24 , 	10 , 	5 , 	7 , 	2 , 	1 , 	1 , 	5 , 	15 , 	1 , 	3 , 	61 , 	7 , 	1 , 	12 , 	3 , 	-   , 	-   , 	9 , 	7 ," 	1,171 ",,,,,,,,,,
OR, 	7 , 	5 , 	5 , 	2 , 	26 , 	3 , 	12 , 	30 , 	45 , 	12 , 	6 , 	25 , 	3 , 	3 , 	4 , 	3 , 	1 , 	1 , 	15 , 	9 , 	24 , 	9 , 	5 , 	26 , 	2 , 	177 , 	94 , 	178 , 	75 , 	23 , 	32 , 	9 , 	5 , 	6 , 	2 , 	2 , 	3 , 	2 , 	5 , 	2 , 	2 , 	47 , 	6 , 	-   , 	8 , 	3 , 	-   , 	-   , 	2 , 	6 , 	969 ,,,,,,,,,,
RR, 	18 , 	25 , 	24 , 	16 , 	26 , 	6 , 	29 , 	98 , 	180 , 	16 , 	29 , 	24 , 	10 , 	8 , 	4 , 	5 , 	6 , 	8 , 	40 , 	47 , 	69 , 	36 , 	31 , 	20 , 	12 , 	312 , 	224 , 	398 , 	213 , 	147 , 	92 , 	35 , 	21 , 	14 , 	3 , 	4 , 	6 , 	8 , 	17 , 	4 , 	5 , 	84 , 	20 , 	1 , 	14 , 	7 , 	-   , 	-   , 	6 , 	12 ," 	2,429 ",,,,,,,,,,
OW, 	9 , 	19 , 	6 , 	11 , 	42 , 	17 , 	28 , 	35 , 	61 , 	16 , 	50 , 	41 , 	26 , 	19 , 	10 , 	7 , 	6 , 	4 , 	9 , 	7 , 	9 , 	3 , 	4 , 	9 , 	12 , 	544 , 	442 , 	842 , 	366 , 	231 , 	159 , 	38 , 	38 , 	33 , 	8 , 	9 , 	16 , 	2 , 	10 , 	6 , 	10 , 	63 , 	15 , 	8 , 	7 , 	6 , 	-   , 	-   , 	6 , 	8 ," 	3,320 ",,,,,,,,,,
EM, 	125 , 	254 , 	172 , 	232 , 	467 , 	213 , 	327 , 	367 , 	372 , 	294 , 	324 , 	166 , 	211 , 	172 , 	119 , 	73 , 	122 , 	160 , 	156 , 	235 , 	283 , 	188 , 	140 , 	357 , 	636 , 	86 , 	40 , 	237 , 	147 , 	366 , 	488 , 	275 , 	413 , 	283 , 	85 , 	114 , 	383 , 	70 , 	101 , 	67 , 	80 , 	223 , 	255 , 	144 , 	60 , 	138 , 	-   , 	-   , 	21 , 	84 ," 	10,321 ",,,,,,,,,,
MT, 	123 , 	229 , 	144 , 	159 , 	344 , 	169 , 	282 , 	332 , 	298 , 	294 , 	292 , 	137 , 	193 , 	196 , 	86 , 	58 , 	105 , 	129 , 	151 , 	177 , 	204 , 	118 , 	99 , 	275 , 	594 , 	30 , 	52 , 	54 , 	99 , 	407 , 	467 , 	335 , 	851 , 	391 , 	102 , 	109 , 	256 , 	37 , 	100 , 	81 , 	90 , 	178 , 	222 , 	98 , 	41 , 	108 , 	-   , 	-   , 	18 , 	55 ," 	9,363 ",,,,,,,,,,
PL, 	224 , 	434 , 	241 , 	229 , 	476 , 	191 , 	393 , 	406 , 	444 , 	366 , 	485 , 	234 , 	319 , 	299 , 	140 , 	114 , 	181 , 	192 , 	223 , 	250 , 	316 , 	188 , 	167 , 	358 , 	891 , 	299 , 	67 , 	94 , 	193 ," 	1,119 "," 	1,329 ", 	805 ," 	1,340 "," 	1,047 ", 	239 , 	171 , 	463 , 	93 , 	203 , 	213 , 	231 , 	627 , 	522 , 	171 , 	74 , 	161 , 	-   , 	-   , 	35 , 	122 ," 	17,371 ",,,,,,,,,,
CC, 	92 , 	204 , 	141 , 	231 , 	366 , 	181 , 	312 , 	335 , 	288 , 	202 , 	306 , 	133 , 	146 , 	135 , 	80 , 	57 , 	96 , 	126 , 	133 , 	148 , 	189 , 	148 , 	155 , 	260 , 	478 , 	270 , 	109 , 	197 , 	51 , 	454 , 	643 , 	354 , 	422 , 	479 , 	147 , 	90 , 	302 , 	56 , 	93 , 	115 , 	160 , 	227 , 	524 , 	137 , 	30 , 	115 , 	-   , 	-   , 	11 , 	56 ," 	9,979 ",,,,,,,,,,
16, 	65 , 	91 , 	62 , 	112 , 	209 , 	142 , 	217 , 	234 , 	149 , 	125 , 	161 , 	66 , 	57 , 	53 , 	26 , 	18 , 	27 , 	41 , 	36 , 	48 , 	65 , 	36 , 	33 , 	140 , 	276 , 	420 , 	373 ," 	1,208 ", 	457 , 	31 , 	182 , 	211 , 	299 , 	235 , 	67 , 	34 , 	69 , 	14 , 	36 , 	61 , 	74 , 	127 , 	208 , 	37 , 	12 , 	33 , 	-   , 	-   , 	9 , 	23 ," 	6,702 ",,,,,,,,,,
24, 	92 , 	90 , 	49 , 	81 , 	153 , 	87 , 	160 , 	189 , 	128 , 	122 , 	156 , 	74 , 	43 , 	45 , 	28 , 	22 , 	14 , 	25 , 	33 , 	36 , 	44 , 	30 , 	33 , 	97 , 	212 , 	560 , 	426 ," 	1,500 ", 	592 , 	171 , 	38 , 	180 , 	302 , 	203 , 	72 , 	21 , 	45 , 	11 , 	40 , 	50 , 	86 , 	117 , 	170 , 	19 , 	14 , 	17 , 	-   , 	-   , 	7 , 	23 ," 	6,702 ",,,,,,,,,,
GP, 	19 , 	26 , 	17 , 	24 , 	61 , 	27 , 	40 , 	41 , 	61 , 	27 , 	32 , 	35 , 	14 , 	15 , 	10 , 	4 , 	7 , 	7 , 	18 , 	16 , 	18 , 	11 , 	8 , 	34 , 	45 , 	293 , 	271 , 	917 , 	235 , 	188 , 	186 , 	16 , 	45 , 	32 , 	32 , 	6 , 	16 , 	3 , 	14 , 	13 , 	42 , 	71 , 	62 , 	6 , 	9 , 	9 , 	-   , 	-   , 	2 , 	9 ," 	3,089 ",,,,,,,,,,
BP, 	27 , 	30 , 	13 , 	14 , 	38 , 	14 , 	27 , 	34 , 	52 , 	31 , 	39 , 	29 , 	21 , 	22 , 	9 , 	5 , 	8 , 	8 , 	17 , 	10 , 	16 , 	4 , 	6 , 	21 , 	41 , 	354 , 	394 ," 	1,636 ", 	319 , 	265 , 	264 , 	51 , 	34 , 	37 , 	39 , 	10 , 	18 , 	6 , 	13 , 	17 , 	75 , 	93 , 	54 , 	7 , 	6 , 	8 , 	-   , 	-   , 	2 , 	10 ," 	4,239 ",,,,,,,,,,
DC, 	21 , 	37 , 	15 , 	14 , 	52 , 	13 , 	23 , 	37 , 	54 , 	30 , 	39 , 	53 , 	28 , 	21 , 	14 , 	11 , 	12 , 	18 , 	17 , 	19 , 	20 , 	9 , 	6 , 	18 , 	41 , 	336 , 	339 ," 	1,216 ", 	319 , 	223 , 	201 , 	32 , 	57 , 	23 , 	19 , 	8 , 	28 , 	8 , 	19 , 	28 , 	83 , 	159 , 	73 , 	12 , 	11 , 	11 , 	-   , 	-   , 	2 , 	12 ," 	3,835 ",,,,,,,,,,
CM, 	7 , 	15 , 	5 , 	4 , 	10 , 	4 , 	10 , 	15 , 	19 , 	4 , 	9 , 	5 , 	3 , 	9 , 	5 , 	2 , 	3 , 	2 , 	7 , 	9 , 	8 , 	4 , 	3 , 	5 , 	8 , 	94 , 	73 , 	292 , 	102 , 	51 , 	70 , 	22 , 	37 , 	22 , 	5 , 	1 , 	7 , 	3 , 	12 , 	4 , 	34 , 	108 , 	25 , 	3 , 	0 , 	2 , 	-   , 	-   , 	2 , 	5 ," 	1,145 ",,,,,,,,,,
CV, 	5 , 	4 , 	6 , 	5 , 	13 , 	6 , 	5 , 	9 , 	39 , 	72 , 	27 , 	71 , 	26 , 	33 , 	11 , 	7 , 	8 , 	7 , 	3 , 	1 , 	1 , 	1 , 	1 , 	4 , 	8 , 	112 , 	88 , 	194 , 	62 , 	32 , 	16 , 	8 , 	7 , 	11 , 	2 , 	8 , 	42 , 	0 , 	1 , 	1 , 	5 , 	17 , 	4 , 	47 , 	5 , 	6 , 	-   , 	-   , 	1 , 	1 ," 	1,037 ",,,,,,,,,,
ED, 	7 , 	10 , 	8 , 	7 , 	46 , 	11 , 	16 , 	26 , 	34 , 	73 , 	79 , 	237 , 	40 , 	62 , 	25 , 	17 , 	24 , 	24 , 	7 , 	3 , 	4 , 	1 , 	2 , 	4 , 	14 , 	452 , 	208 , 	490 , 	182 , 	51 , 	47 , 	23 , 	24 , 	33 , 	6 , 	40 , 	22 , 	1 , 	4 , 	4 , 	5 , 	86 , 	13 , 	24 , 	43 , 	18 , 	-   , 	-   , 	1 , 	1 ," 	2,554 ",,,,,,,,,,
NC, 	2 , 	3 , 	2 , 	2 , 	11 , 	1 , 	5 , 	7 , 	14 , 	2 , 	5 , 	26 , 	5 , 	3 , 	1 , 	1 , 	2 , 	1 , 	11 , 	8 , 	22 , 	3 , 	2 , 	9 , 	1 , 	68 , 	40 , 	101 , 	34 , 	17 , 	14 , 	3 , 	6 , 	8 , 	4 , 	1 , 	1 , 	2 , 	10 , 	2 , 	3 , 	32 , 	3 , 	0 , 	6 , 	3 , 	-   , 	-   , 	3 , 	7 , 	511 ,,,,,,,,,,
WP, 	10 , 	10 , 	4 , 	2 , 	19 , 	3 , 	30 , 	18 , 	32 , 	4 , 	16 , 	36 , 	6 , 	6 , 	8 , 	4 , 	6 , 	6 , 	77 , 	27 , 	57 , 	12 , 	5 , 	15 , 	8 , 	118 , 	82 , 	212 , 	69 , 	33 , 	45 , 	15 , 	21 , 	20 , 	13 , 	2 , 	3 , 	10 , 	9 , 	7 , 	9 , 	61 , 	7 , 	2 , 	10 , 	7 , 	-   , 	-   , 	10 , 	10 ," 	1,188 ",,,,,,,,,,
SS, 	5 , 	12 , 	2 , 	1 , 	9 , 	2 , 	6 , 	6 , 	14 , 	3 , 	7 , 	6 , 	2 , 	4 , 	2 , 	5 , 	2 , 	1 , 	7 , 	6 , 	8 , 	5 , 	3 , 	6 , 	5 , 	83 , 	73 , 	248 , 	80 , 	43 , 	52 , 	16 , 	17 , 	27 , 	6 , 	1 , 	4 , 	1 , 	7 , 	8 , 	22 , 	36 , 	15 , 	1 , 	2 , 	3 , 	-   , 	-   , 	2 , 	5 , 	876 ,,,,,,,,,,
SB, 	10 , 	16 , 	4 , 	5 , 	14 , 	6 , 	10 , 	15 , 	20 , 	6 , 	12 , 	16 , 	7 , 	6 , 	4 , 	4 , 	3 , 	2 , 	10 , 	8 , 	6 , 	3 , 	2 , 	7 , 	13 , 	108 , 	74 , 	276 , 	120 , 	66 , 	92 , 	36 , 	62 , 	78 , 	34 , 	3 , 	4 , 	2 , 	10 , 	21 , 	12 , 	41 , 	16 , 	2 , 	1 , 	2 , 	-   , 	-   , 	4 , 	7 ," 	1,276 ",,,,,,,,,,
SO, 	34 , 	64 , 	39 , 	40 , 	78 , 	28 , 	49 , 	38 , 	49 , 	18 , 	31 , 	18 , 	19 , 	19 , 	12 , 	6 , 	11 , 	14 , 	61 , 	75 , 	82 , 	41 , 	39 , 	57 , 	65 , 	138 , 	118 , 	543 , 	168 , 	80 , 	76 , 	45 , 	79 , 	140 , 	97 , 	8 , 	57 , 	28 , 	59 , 	34 , 	33 , 	30 , 	115 , 	16 , 	10 , 	5 , 	-   , 	-   , 	5 , 	39 ," 	2,906 ",,,,,,,,,,
MB, 	12 , 	14 , 	11 , 	10 , 	62 , 	11 , 	20 , 	27 , 	41 , 	10 , 	18 , 	12 , 	7 , 	8 , 	5 , 	3 , 	1 , 	2 , 	9 , 	12 , 	12 , 	9 , 	5 , 	16 , 	19 , 	306 , 	189 , 	558 , 	282 , 	183 , 	132 , 	54 , 	56 , 	76 , 	20 , 	3 , 	9 , 	4 , 	5 , 	16 , 	17 , 	168 , 	24 , 	2 , 	4 , 	1 , 	-   , 	-   , 	3 , 	7 ," 	2,468 ",,,,,,,,,,
WD, 	1 , 	8 , 	5 , 	4 , 	27 , 	4 , 	8 , 	11 , 	21 , 	43 , 	43 , 	83 , 	35 , 	44 , 	19 , 	13 , 	14 , 	11 , 	1 , 	1 , 	2 , 	-   , 	0 , 	2 , 	10 , 	180 , 	100 , 	188 , 	67 , 	38 , 	17 , 	6 , 	8 , 	16 , 	2 , 	46 , 	23 , 	-   , 	1 , 	2 , 	1 , 	26 , 	4 , 	7 , 	13 , 	8 , 	-   , 	-   , 	1 , 	1 ," 	1,160 ",,,,,,,,,,
OA, 	3 , 	11 , 	13 , 	9 , 	22 , 	9 , 	8 , 	9 , 	11 , 	9 , 	7 , 	14 , 	4 , 	5 , 	2 , 	4 , 	4 , 	13 , 	9 , 	14 , 	12 , 	4 , 	5 , 	7 , 	4 , 	35 , 	18 , 	41 , 	19 , 	9 , 	10 , 	5 , 	4 , 	8 , 	0 , 	4 , 	24 , 	4 , 	9 , 	1 , 	1 , 	6 , 	0 , 	12 , 	1 , 	5 , 	-   , 	-   , 	1 , 	6 , 	431 ,,,,,,,,,,
WS, 	11 , 	28 , 	19 , 	17 , 	103 , 	22 , 	24 , 	36 , 	65 , 	34 , 	41 , 	69 , 	27 , 	36 , 	43 , 	27 , 	34 , 	41 , 	12 , 	7 , 	8 , 	3 , 	4 , 	8 , 	9 , 	174 , 	95 , 	183 , 	82 , 	25 , 	25 , 	9 , 	11 , 	14 , 	3 , 	8 , 	23 , 	2 , 	8 , 	3 , 	1 , 	11 , 	0 , 	7 , 	12 , 	13 , 	-   , 	-   , 	3 , 	6 ," 	1,441 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	7 , 	6 , 	2 , 	1 , 	5 , 	3 , 	17 , 	6 , 	7 , 	2 , 	5 , 	6 , 	2 , 	3 , 	2 , 	2 , 	1 , 	1 , 	28 , 	14 , 	16 , 	9 , 	3 , 	6 , 	5 , 	20 , 	13 , 	49 , 	11 , 	12 , 	6 , 	3 , 	5 , 	5 , 	3 , 	0 , 	0 , 	5 , 	12 , 	1 , 	3 , 	12 , 	2 , 	1 , 	1 , 	5 , 	-   , 	-   , 	2 , 	13 , 	336 ,,,,,,,,,,
