Exit stations,Entry stations->,,SUNDAY,,,Jul 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
FV, 	26 , 	19 , 	11 , 	7 , 	16 , 	19 , 	19 , 	14 , 	12 , 	30 , 	8 , 	34 , 	30 , 	46 , 	29 , 	19 , 	10 , 	11 , 	6 , 	4 , 	5 , 	4 , 	2 , 	7 , 	17 , 	37 , 	27 , 	83 , 	49 , 	30 , 	16 , 	4 , 	7 , 	7 , 	3 , 	9 , 	13 , 	1 , 	4 , 	2 , 	2 , 	5 , 	2 , 	7 , 	6 , 	4 , 	2 , 	12 , 	1 , 	3 , 	734 ,,,,,,,,,,,
CL, 	10 , 	13 , 	4 , 	3 , 	11 , 	7 , 	15 , 	11 , 	16 , 	17 , 	27 , 	2 , 	14 , 	29 , 	13 , 	16 , 	5 , 	4 , 	4 , 	0 , 	4 , 	0 , 	0 , 	4 , 	14 , 	13 , 	15 , 	41 , 	27 , 	13 , 	12 , 	3 , 	4 , 	3 , 	1 , 	6 , 	9 , 	0 , 	4 , 	2 , 	1 , 	7 , 	1 , 	6 , 	10 , 	4 , 	2 , 	5 , 	1 , 	6 , 	435 ,,,,,,,,,,,
SL, 	6 , 	8 , 	4 , 	3 , 	7 , 	4 , 	8 , 	10 , 	13 , 	20 , 	34 , 	15 , 	5 , 	25 , 	14 , 	8 , 	9 , 	6 , 	3 , 	1 , 	1 , 	2 , 	0 , 	2 , 	6 , 	26 , 	14 , 	35 , 	18 , 	7 , 	11 , 	2 , 	5 , 	4 , 	3 , 	8 , 	11 , 	1 , 	1 , 	1 , 	1 , 	6 , 	0 , 	6 , 	3 , 	2 , 	3 , 	7 , 	1 , 	2 , 	387 ,,,,,,,,,,,
BF, 	6 , 	7 , 	2 , 	2 , 	10 , 	5 , 	13 , 	12 , 	18 , 	23 , 	47 , 	27 , 	27 , 	5 , 	19 , 	13 , 	12 , 	14 , 	5 , 	1 , 	2 , 	-   , 	1 , 	1 , 	8 , 	19 , 	23 , 	42 , 	15 , 	8 , 	10 , 	3 , 	2 , 	6 , 	1 , 	9 , 	16 , 	-   , 	2 , 	1 , 	2 , 	6 , 	1 , 	10 , 	3 , 	4 , 	3 , 	7 , 	-   , 	2 , 	469 ,,,,,,,,,,,
HY, 	2 , 	8 , 	-   , 	1 , 	7 , 	4 , 	6 , 	8 , 	10 , 	11 , 	27 , 	11 , 	18 , 	13 , 	4 , 	15 , 	17 , 	18 , 	4 , 	1 , 	1 , 	0 , 	-   , 	2 , 	6 , 	10 , 	6 , 	20 , 	7 , 	5 , 	4 , 	1 , 	3 , 	3 , 	1 , 	2 , 	7 , 	-   , 	2 , 	1 , 	0 , 	3 , 	1 , 	2 , 	4 , 	5 , 	3 , 	10 , 	1 , 	2 , 	292 ,,,,,,,,,,,
SH, 	1 , 	3 , 	3 , 	-   , 	2 , 	1 , 	6 , 	4 , 	5 , 	7 , 	12 , 	11 , 	8 , 	12 , 	15 , 	2 , 	8 , 	7 , 	1 , 	-   , 	1 , 	0 , 	-   , 	1 , 	4 , 	8 , 	5 , 	10 , 	6 , 	2 , 	4 , 	1 , 	0 , 	3 , 	1 , 	3 , 	3 , 	0 , 	1 , 	1 , 	1 , 	3 , 	1 , 	5 , 	2 , 	4 , 	3 , 	9 , 	-   , 	1 , 	186 ,,,,,,,,,,,
UC, 	1 , 	3 , 	3 , 	2 , 	2 , 	5 , 	3 , 	2 , 	5 , 	5 , 	9 , 	8 , 	9 , 	7 , 	13 , 	7 , 	3 , 	13 , 	3 , 	1 , 	1 , 	1 , 	0 , 	1 , 	1 , 	11 , 	6 , 	9 , 	6 , 	4 , 	2 , 	1 , 	1 , 	3 , 	1 , 	1 , 	2 , 	-   , 	1 , 	-   , 	1 , 	3 , 	1 , 	2 , 	1 , 	6 , 	8 , 	13 , 	1 , 	2 , 	187 ,,,,,,,,,,,
FM, 	5 , 	2 , 	1 , 	0 , 	3 , 	2 , 	2 , 	3 , 	3 , 	6 , 	12 , 	4 , 	8 , 	11 , 	16 , 	8 , 	8 , 	5 , 	1 , 	2 , 	1 , 	0 , 	0 , 	0 , 	1 , 	10 , 	6 , 	9 , 	7 , 	2 , 	1 , 	1 , 	2 , 	2 , 	2 , 	1 , 	4 , 	0 , 	1 , 	1 , 	0 , 	2 , 	-   , 	1 , 	3 , 	5 , 	8 , 	11 , 	0 , 	2 , 	181 ,,,,,,,,,,,
CN, 	4 , 	7 , 	4 , 	1 , 	3 , 	2 , 	12 , 	6 , 	10 , 	2 , 	8 , 	4 , 	4 , 	3 , 	4 , 	1 , 	1 , 	2 , 	6 , 	16 , 	38 , 	22 , 	5 , 	4 , 	2 , 	17 , 	7 , 	27 , 	14 , 	7 , 	8 , 	4 , 	3 , 	2 , 	2 , 	1 , 	1 , 	5 , 	28 , 	2 , 	3 , 	13 , 	2 , 	1 , 	7 , 	0 , 	1 , 	4 , 	13 , 	22 , 	359 ,,,,,,,,,,,
PH, 	1 , 	1 , 	1 , 	1 , 	2 , 	1 , 	5 , 	5 , 	3 , 	1 , 	4 , 	1 , 	2 , 	1 , 	2 , 	-   , 	1 , 	2 , 	16 , 	3 , 	12 , 	6 , 	6 , 	6 , 	1 , 	14 , 	12 , 	16 , 	12 , 	5 , 	2 , 	2 , 	2 , 	2 , 	-   , 	-   , 	1 , 	3 , 	9 , 	1 , 	3 , 	17 , 	1 , 	-   , 	8 , 	0 , 	0 , 	2 , 	3 , 	6 , 	197 ,,,,,,,,,,,
WC, 	4 , 	4 , 	2 , 	2 , 	4 , 	1 , 	6 , 	7 , 	6 , 	1 , 	4 , 	2 , 	2 , 	1 , 	1 , 	2 , 	0 , 	2 , 	56 , 	14 , 	2 , 	4 , 	3 , 	6 , 	3 , 	10 , 	9 , 	19 , 	7 , 	7 , 	6 , 	2 , 	2 , 	3 , 	2 , 	0 , 	2 , 	6 , 	17 , 	1 , 	1 , 	13 , 	1 , 	0 , 	6 , 	1 , 	-   , 	2 , 	7 , 	9 , 	268 ,,,,,,,,,,,
LF, 	0 , 	1 , 	1 , 	0 , 	1 , 	1 , 	3 , 	2 , 	1 , 	0 , 	2 , 	-   , 	1 , 	-   , 	0 , 	0 , 	-   , 	-   , 	31 , 	6 , 	6 , 	1 , 	1 , 	3 , 	2 , 	8 , 	3 , 	5 , 	5 , 	2 , 	2 , 	0 , 	-   , 	-   , 	0 , 	-   , 	1 , 	3 , 	8 , 	-   , 	-   , 	4 , 	0 , 	-   , 	1 , 	-   , 	0 , 	0 , 	0 , 	1 , 	106 ,,,,,,,,,,,
OR, 	2 , 	2 , 	1 , 	1 , 	1 , 	0 , 	3 , 	4 , 	3 , 	-   , 	2 , 	-   , 	0 , 	1 , 	0 , 	0 , 	1 , 	0 , 	3 , 	5 , 	5 , 	2 , 	0 , 	2 , 	0 , 	5 , 	4 , 	6 , 	4 , 	6 , 	2 , 	0 , 	1 , 	1 , 	-   , 	0 , 	1 , 	1 , 	1 , 	0 , 	-   , 	2 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	1 , 	73 ,,,,,,,,,,,
RR, 	2 , 	3 , 	1 , 	1 , 	2 , 	0 , 	6 , 	7 , 	5 , 	4 , 	8 , 	3 , 	3 , 	1 , 	3 , 	1 , 	0 , 	-   , 	3 , 	8 , 	6 , 	4 , 	7 , 	1 , 	4 , 	13 , 	11 , 	19 , 	14 , 	10 , 	9 , 	3 , 	4 , 	1 , 	1 , 	-   , 	0 , 	1 , 	4 , 	0 , 	1 , 	6 , 	3 , 	-   , 	3 , 	-   , 	-   , 	2 , 	1 , 	4 , 	189 ,,,,,,,,,,,
OW, 	4 , 	5 , 	1 , 	1 , 	6 , 	1 , 	6 , 	6 , 	8 , 	8 , 	16 , 	11 , 	4 , 	7 , 	3 , 	1 , 	1 , 	1 , 	3 , 	1 , 	3 , 	1 , 	0 , 	4 , 	3 , 	66 , 	40 , 	106 , 	43 , 	35 , 	29 , 	4 , 	8 , 	5 , 	3 , 	3 , 	2 , 	1 , 	4 , 	2 , 	3 , 	13 , 	3 , 	1 , 	4 , 	-   , 	1 , 	2 , 	0 , 	2 , 	478 ,,,,,,,,,,,
EM, 	31 , 	34 , 	10 , 	14 , 	26 , 	12 , 	29 , 	27 , 	44 , 	29 , 	42 , 	20 , 	26 , 	20 , 	8 , 	8 , 	8 , 	10 , 	19 , 	14 , 	13 , 	9 , 	5 , 	15 , 	70 , 	6 , 	2 , 	11 , 	10 , 	25 , 	31 , 	15 , 	24 , 	22 , 	11 , 	12 , 	22 , 	5 , 	13 , 	5 , 	7 , 	15 , 	3 , 	8 , 	5 , 	5 , 	6 , 	8 , 	5 , 	8 , 	822 ,,,,,,,,,,,
MT, 	24 , 	29 , 	8 , 	7 , 	15 , 	10 , 	19 , 	20 , 	31 , 	31 , 	49 , 	28 , 	22 , 	35 , 	10 , 	5 , 	10 , 	7 , 	10 , 	12 , 	12 , 	2 , 	4 , 	11 , 	59 , 	5 , 	4 , 	8 , 	7 , 	23 , 	28 , 	17 , 	49 , 	25 , 	13 , 	11 , 	16 , 	3 , 	12 , 	5 , 	7 , 	16 , 	5 , 	5 , 	5 , 	1 , 	5 , 	11 , 	4 , 	6 , 	756 ,,,,,,,,,,,
PL, 	40 , 	55 , 	15 , 	13 , 	29 , 	17 , 	35 , 	42 , 	56 , 	33 , 	53 , 	33 , 	27 , 	31 , 	15 , 	8 , 	5 , 	6 , 	25 , 	18 , 	19 , 	5 , 	6 , 	12 , 	103 , 	9 , 	3 , 	15 , 	14 , 	76 , 	95 , 	50 , 	125 , 	107 , 	34 , 	7 , 	15 , 	9 , 	29 , 	13 , 	24 , 	40 , 	10 , 	7 , 	8 , 	1 , 	3 , 	11 , 	7 , 	8 ," 	1,414 ",,,,,,,,,,,
CC, 	30 , 	27 , 	7 , 	8 , 	22 , 	16 , 	29 , 	33 , 	31 , 	24 , 	52 , 	25 , 	13 , 	12 , 	7 , 	3 , 	4 , 	5 , 	11 , 	12 , 	7 , 	6 , 	2 , 	12 , 	49 , 	6 , 	8 , 	13 , 	13 , 	35 , 	50 , 	34 , 	66 , 	39 , 	18 , 	5 , 	10 , 	1 , 	8 , 	14 , 	18 , 	36 , 	16 , 	4 , 	7 , 	2 , 	3 , 	6 , 	4 , 	7 , 	859 ,,,,,,,,,,,
16, 	31 , 	21 , 	5 , 	8 , 	19 , 	12 , 	18 , 	25 , 	27 , 	17 , 	26 , 	9 , 	8 , 	11 , 	5 , 	3 , 	2 , 	3 , 	9 , 	5 , 	6 , 	2 , 	6 , 	8 , 	41 , 	20 , 	25 , 	96 , 	43 , 	8 , 	10 , 	19 , 	48 , 	47 , 	19 , 	2 , 	5 , 	1 , 	9 , 	6 , 	18 , 	21 , 	10 , 	2 , 	3 , 	1 , 	1 , 	6 , 	4 , 	4 , 	748 ,,,,,,,,,,,
24, 	24 , 	18 , 	4 , 	4 , 	10 , 	8 , 	13 , 	16 , 	16 , 	12 , 	21 , 	10 , 	9 , 	9 , 	4 , 	3 , 	5 , 	0 , 	9 , 	3 , 	7 , 	2 , 	2 , 	8 , 	26 , 	31 , 	25 , 	125 , 	66 , 	12 , 	10 , 	18 , 	36 , 	23 , 	15 , 	3 , 	2 , 	3 , 	6 , 	13 , 	19 , 	21 , 	8 , 	1 , 	1 , 	0 , 	2 , 	5 , 	3 , 	3 , 	689 ,,,,,,,,,,,
GP, 	6 , 	10 , 	2 , 	2 , 	5 , 	2 , 	4 , 	6 , 	5 , 	4 , 	6 , 	3 , 	3 , 	3 , 	1 , 	1 , 	1 , 	-   , 	6 , 	4 , 	3 , 	1 , 	2 , 	4 , 	8 , 	14 , 	13 , 	65 , 	31 , 	20 , 	21 , 	5 , 	5 , 	8 , 	7 , 	1 , 	2 , 	2 , 	3 , 	3 , 	8 , 	12 , 	5 , 	1 , 	1 , 	0 , 	0 , 	1 , 	1 , 	3 , 	317 ,,,,,,,,,,,
BP, 	9 , 	10 , 	2 , 	1 , 	5 , 	1 , 	6 , 	8 , 	5 , 	6 , 	7 , 	4 , 	5 , 	5 , 	3 , 	1 , 	1 , 	1 , 	5 , 	1 , 	2 , 	0 , 	2 , 	2 , 	12 , 	22 , 	27 , 	170 , 	63 , 	53 , 	34 , 	7 , 	7 , 	14 , 	10 , 	1 , 	5 , 	1 , 	6 , 	8 , 	18 , 	21 , 	10 , 	2 , 	2 , 	1 , 	2 , 	4 , 	1 , 	4 , 	591 ,,,,,,,,,,,
DC, 	7 , 	6 , 	2 , 	1 , 	4 , 	2 , 	7 , 	5 , 	6 , 	5 , 	10 , 	4 , 	3 , 	4 , 	1 , 	3 , 	2 , 	2 , 	3 , 	3 , 	3 , 	1 , 	1 , 	2 , 	7 , 	25 , 	18 , 	121 , 	50 , 	45 , 	29 , 	8 , 	11 , 	6 , 	5 , 	2 , 	7 , 	2 , 	4 , 	3 , 	13 , 	24 , 	8 , 	3 , 	2 , 	2 , 	1 , 	2 , 	2 , 	2 , 	484 ,,,,,,,,,,,
CM, 	3 , 	3 , 	1 , 	1 , 	1 , 	0 , 	2 , 	1 , 	4 , 	1 , 	4 , 	4 , 	3 , 	1 , 	1 , 	0 , 	1 , 	1 , 	2 , 	1 , 	1 , 	-   , 	-   , 	-   , 	3 , 	11 , 	5 , 	46 , 	23 , 	13 , 	21 , 	5 , 	12 , 	4 , 	1 , 	0 , 	1 , 	0 , 	4 , 	2 , 	6 , 	28 , 	5 , 	1 , 	0 , 	0 , 	0 , 	1 , 	1 , 	4 , 	227 ,,,,,,,,,,,
CV, 	2 , 	1 , 	1 , 	-   , 	3 , 	1 , 	1 , 	2 , 	1 , 	10 , 	10 , 	4 , 	7 , 	9 , 	2 , 	2 , 	1 , 	0 , 	0 , 	1 , 	0 , 	1 , 	0 , 	-   , 	2 , 	12 , 	8 , 	11 , 	5 , 	4 , 	2 , 	1 , 	3 , 	2 , 	0 , 	3 , 	14 , 	-   , 	1 , 	0 , 	-   , 	2 , 	-   , 	14 , 	2 , 	0 , 	1 , 	1 , 	0 , 	-   , 	146 ,,,,,,,,,,,
ED, 	1 , 	1 , 	1 , 	1 , 	5 , 	2 , 	5 , 	3 , 	2 , 	4 , 	14 , 	9 , 	7 , 	17 , 	7 , 	3 , 	1 , 	3 , 	1 , 	2 , 	2 , 	-   , 	-   , 	0 , 	3 , 	19 , 	12 , 	15 , 	8 , 	5 , 	2 , 	2 , 	2 , 	5 , 	2 , 	10 , 	4 , 	-   , 	0 , 	1 , 	1 , 	9 , 	1 , 	7 , 	9 , 	1 , 	3 , 	5 , 	0 , 	0 , 	211 ,,,,,,,,,,,
NC, 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	2 , 	1 , 	1 , 	0 , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	0 , 	-   , 	4 , 	3 , 	2 , 	1 , 	0 , 	2 , 	1 , 	3 , 	3 , 	6 , 	2 , 	1 , 	3 , 	1 , 	1 , 	2 , 	2 , 	0 , 	1 , 	0 , 	5 , 	1 , 	-   , 	4 , 	0 , 	-   , 	2 , 	0 , 	-   , 	-   , 	1 , 	1 , 	55 ,,,,,,,,,,,
WP, 	3 , 	4 , 	2 , 	1 , 	3 , 	2 , 	6 , 	3 , 	6 , 	1 , 	5 , 	2 , 	2 , 	2 , 	1 , 	3 , 	2 , 	1 , 	31 , 	10 , 	14 , 	8 , 	2 , 	3 , 	2 , 	10 , 	13 , 	29 , 	10 , 	7 , 	11 , 	2 , 	4 , 	5 , 	3 , 	0 , 	-   , 	4 , 	2 , 	2 , 	2 , 	10 , 	-   , 	0 , 	2 , 	0 , 	0 , 	3 , 	2 , 	4 , 	237 ,,,,,,,,,,,
SS, 	3 , 	2 , 	1 , 	-   , 	2 , 	-   , 	3 , 	3 , 	2 , 	-   , 	2 , 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	1 , 	2 , 	1 , 	1 , 	-   , 	0 , 	0 , 	2 , 	6 , 	4 , 	17 , 	15 , 	7 , 	12 , 	3 , 	8 , 	3 , 	4 , 	-   , 	0 , 	0 , 	2 , 	3 , 	4 , 	10 , 	3 , 	0 , 	0 , 	0 , 	-   , 	0 , 	0 , 	2 , 	129 ,,,,,,,,,,,
SB, 	4 , 	3 , 	1 , 	0 , 	2 , 	1 , 	2 , 	2 , 	5 , 	1 , 	2 , 	0 , 	1 , 	3 , 	0 , 	0 , 	1 , 	1 , 	2 , 	2 , 	2 , 	-   , 	-   , 	1 , 	4 , 	5 , 	4 , 	30 , 	18 , 	18 , 	18 , 	7 , 	23 , 	12 , 	5 , 	0 , 	2 , 	-   , 	3 , 	5 , 	3 , 	11 , 	3 , 	0 , 	-   , 	-   , 	1 , 	-   , 	1 , 	4 , 	209 ,,,,,,,,,,,
SO, 	5 , 	7 , 	1 , 	0 , 	5 , 	2 , 	4 , 	2 , 	3 , 	0 , 	1 , 	3 , 	4 , 	2 , 	1 , 	0 , 	1 , 	0 , 	6 , 	4 , 	6 , 	1 , 	1 , 	1 , 	5 , 	7 , 	9 , 	25 , 	22 , 	8 , 	6 , 	4 , 	15 , 	15 , 	13 , 	2 , 	4 , 	2 , 	10 , 	6 , 	5 , 	6 , 	6 , 	1 , 	2 , 	1 , 	-   , 	-   , 	1 , 	8 , 	239 ,,,,,,,,,,,
MB, 	1 , 	3 , 	2 , 	-   , 	3 , 	0 , 	2 , 	1 , 	3 , 	3 , 	1 , 	0 , 	0 , 	2 , 	1 , 	1 , 	2 , 	-   , 	1 , 	2 , 	1 , 	1 , 	0 , 	2 , 	1 , 	3 , 	4 , 	17 , 	12 , 	6 , 	7 , 	4 , 	9 , 	10 , 	5 , 	-   , 	1 , 	-   , 	1 , 	4 , 	2 , 	24 , 	1 , 	1 , 	0 , 	-   , 	0 , 	-   , 	0 , 	1 , 	142 ,,,,,,,,,,,
WD, 	1 , 	-   , 	1 , 	-   , 	1 , 	1 , 	2 , 	1 , 	1 , 	6 , 	6 , 	8 , 	7 , 	10 , 	3 , 	4 , 	1 , 	2 , 	1 , 	0 , 	1 , 	-   , 	0 , 	0 , 	1 , 	7 , 	4 , 	4 , 	4 , 	2 , 	1 , 	0 , 	1 , 	2 , 	1 , 	12 , 	8 , 	-   , 	1 , 	0 , 	1 , 	4 , 	1 , 	2 , 	4 , 	-   , 	0 , 	1 , 	-   , 	-   , 	111 ,,,,,,,,,,,
OA, 	1 , 	3 , 	-   , 	1 , 	1 , 	1 , 	2 , 	0 , 	2 , 	1 , 	1 , 	3 , 	-   , 	1 , 	-   , 	2 , 	1 , 	0 , 	2 , 	3 , 	1 , 	-   , 	-   , 	-   , 	2 , 	1 , 	2 , 	3 , 	1 , 	2 , 	2 , 	0 , 	1 , 	0 , 	-   , 	1 , 	4 , 	1 , 	1 , 	-   , 	0 , 	2 , 	0 , 	1 , 	1 , 	-   , 	0 , 	1 , 	-   , 	1 , 	49 ,,,,,,,,,,,
WS, 	1 , 	2 , 	2 , 	2 , 	2 , 	1 , 	1 , 	1 , 	3 , 	3 , 	4 , 	6 , 	2 , 	4 , 	4 , 	5 , 	6 , 	5 , 	1 , 	1 , 	0 , 	-   , 	0 , 	0 , 	-   , 	4 , 	2 , 	1 , 	3 , 	0 , 	1 , 	-   , 	2 , 	1 , 	1 , 	1 , 	2 , 	-   , 	0 , 	1 , 	0 , 	1 , 	0 , 	0 , 	0 , 	1 , 	3 , 	7 , 	-   , 	2 , 	87 ,,,,,,,,,,,
ML, 	1 , 	3 , 	2 , 	1 , 	2 , 	1 , 	3 , 	2 , 	2 , 	4 , 	2 , 	3 , 	3 , 	4 , 	4 , 	2 , 	5 , 	5 , 	-   , 	1 , 	0 , 	1 , 	1 , 	-   , 	1 , 	6 , 	3 , 	7 , 	2 , 	2 , 	2 , 	0 , 	2 , 	1 , 	-   , 	1 , 	2 , 	-   , 	0 , 	-   , 	-   , 	1 , 	-   , 	0 , 	1 , 	5 , 	2 , 	4 , 	0 , 	-   , 	88 ,,,,,,,,,,,
BE, 	4 , 	5 , 	3 , 	1 , 	6 , 	5 , 	6 , 	3 , 	4 , 	5 , 	11 , 	7 , 	8 , 	9 , 	9 , 	11 , 	12 , 	12 , 	5 , 	1 , 	2 , 	1 , 	0 , 	2 , 	1 , 	7 , 	6 , 	14 , 	6 , 	8 , 	7 , 	2 , 	2 , 	2 , 	2 , 	1 , 	5 , 	-   , 	3 , 	-   , 	0 , 	1 , 	-   , 	2 , 	1 , 	8 , 	3 , 	5 , 	-   , 	2 , 	214 ,,,,,,,,,,,
PC, 	3 , 	3 , 	1 , 	-   , 	1 , 	1 , 	4 , 	3 , 	2 , 	1 , 	3 , 	2 , 	-   , 	0 , 	1 , 	1 , 	1 , 	0 , 	11 , 	4 , 	6 , 	2 , 	1 , 	1 , 	1 , 	6 , 	2 , 	8 , 	2 , 	3 , 	2 , 	2 , 	1 , 	2 , 	0 , 	-   , 	-   , 	1 , 	1 , 	-   , 	1 , 	2 , 	0 , 	-   , 	1 , 	-   , 	0 , 	1 , 	1 , 	5 , 	89 ,,,,,,,,,,,
AN, 	3 , 	2 , 	1 , 	-   , 	1 , 	2 , 	7 , 	3 , 	2 , 	1 , 	2 , 	6 , 	2 , 	3 , 	1 , 	0 , 	1 , 	2 , 	19 , 	5 , 	7 , 	3 , 	1 , 	4 , 	0 , 	10 , 	5 , 	13 , 	5 , 	5 , 	3 , 	3 , 	2 , 	2 , 	1 , 	-   , 	1 , 	2 , 	5 , 	3 , 	1 , 	10 , 	1 , 	-   , 	3 , 	2 , 	-   , 	0 , 	5 , 	2 , 	156 ,,,,,,,,,,,
