Exit stations,Entry stations->,,WEEKDAY,,,Jul 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	7 , 	29 , 	27 , 	23 , 	77 , 	24 , 	41 , 	27 , 	31 , 	10 , 	34 , 	34 , 	14 , 	8 , 	9 , 	8 , 	4 , 	6 , 	8 , 	3 , 	5 , 	1 , 	2 , 	4 , 	12 , 	86 , 	78 , 	125 , 	98 , 	64 , 	63 , 	20 , 	21 , 	12 , 	7 , 	1 , 	3 , 	2 , 	7 , 	6 , 	12 , 	7 , 	7 , 	1 , 	2 , 	3 , 	3 , 	2 , 	5 , 	2 ," 	1,085 ",,,,,,,,,,,,,
EN, 	34 , 	9 , 	20 , 	18 , 	88 , 	34 , 	51 , 	43 , 	59 , 	21 , 	36 , 	30 , 	18 , 	11 , 	10 , 	8 , 	11 , 	11 , 	10 , 	4 , 	8 , 	2 , 	2 , 	5 , 	13 , 	138 , 	121 , 	175 , 	143 , 	69 , 	56 , 	19 , 	23 , 	16 , 	10 , 	2 , 	8 , 	2 , 	7 , 	10 , 	9 , 	17 , 	10 , 	2 , 	5 , 	6 , 	3 , 	4 , 	2 , 	4 ," 	1,416 ",,,,,,,,,,,,,
EP, 	27 , 	21 , 	2 , 	11 , 	58 , 	18 , 	19 , 	21 , 	31 , 	5 , 	17 , 	8 , 	8 , 	3 , 	4 , 	3 , 	5 , 	3 , 	5 , 	2 , 	3 , 	1 , 	2 , 	3 , 	6 , 	42 , 	38 , 	45 , 	41 , 	14 , 	12 , 	3 , 	5 , 	2 , 	1 , 	1 , 	1 , 	1 , 	2 , 	1 , 	3 , 	5 , 	3 , 	1 , 	2 , 	2 , 	1 , 	1 , 	2 , 	1 , 	517 ,,,,,,,,,,,,,
NB, 	25 , 	18 , 	13 , 	2 , 	10 , 	7 , 	12 , 	11 , 	14 , 	6 , 	22 , 	8 , 	8 , 	4 , 	7 , 	1 , 	2 , 	2 , 	1 , 	3 , 	3 , 	0 , 	1 , 	1 , 	2 , 	25 , 	18 , 	24 , 	23 , 	15 , 	11 , 	3 , 	3 , 	4 , 	2 , 	1 , 	2 , 	0 , 	3 , 	2 , 	1 , 	4 , 	0 , 	1 , 	2 , 	3 , 	1 , 	1 , 	0 , 	0 , 	332 ,,,,,,,,,,,,,
BK, 	90 , 	98 , 	65 , 	12 , 	8 , 	35 , 	39 , 	34 , 	55 , 	19 , 	54 , 	32 , 	21 , 	15 , 	16 , 	9 , 	12 , 	7 , 	7 , 	6 , 	7 , 	2 , 	3 , 	2 , 	11 , 	45 , 	34 , 	46 , 	51 , 	29 , 	22 , 	4 , 	11 , 	8 , 	3 , 	3 , 	5 , 	2 , 	9 , 	4 , 	3 , 	8 , 	7 , 	2 , 	3 , 	4 , 	2 , 	6 , 	2 , 	4 , 	975 ,,,,,,,,,,,,,
AS, 	27 , 	39 , 	17 , 	7 , 	27 , 	2 , 	13 , 	18 , 	20 , 	7 , 	28 , 	16 , 	12 , 	9 , 	6 , 	4 , 	6 , 	2 , 	4 , 	1 , 	3 , 	1 , 	1 , 	1 , 	8 , 	36 , 	30 , 	42 , 	40 , 	18 , 	12 , 	5 , 	8 , 	3 , 	1 , 	3 , 	2 , 	0 , 	4 , 	2 , 	4 , 	3 , 	2 , 	0 , 	2 , 	3 , 	0 , 	3 , 	1 , 	2 , 	505 ,,,,,,,,,,,,,
MA, 	46 , 	51 , 	20 , 	13 , 	31 , 	15 , 	10 , 	17 , 	27 , 	8 , 	46 , 	38 , 	25 , 	23 , 	19 , 	13 , 	11 , 	11 , 	28 , 	19 , 	22 , 	6 , 	5 , 	8 , 	12 , 	75 , 	61 , 	86 , 	84 , 	49 , 	28 , 	15 , 	12 , 	9 , 	5 , 	3 , 	10 , 	4 , 	28 , 	3 , 	4 , 	9 , 	6 , 	2 , 	3 , 	4 , 	3 , 	5 , 	18 , 	26 ," 	1,075 ",,,,,,,,,,,,,
19, 	28 , 	46 , 	17 , 	10 , 	26 , 	15 , 	17 , 	5 , 	5 , 	3 , 	28 , 	29 , 	26 , 	31 , 	22 , 	12 , 	11 , 	9 , 	22 , 	24 , 	13 , 	6 , 	5 , 	8 , 	11 , 	67 , 	67 , 	89 , 	77 , 	38 , 	22 , 	13 , 	11 , 	14 , 	5 , 	3 , 	6 , 	11 , 	22 , 	6 , 	6 , 	7 , 	7 , 	3 , 	3 , 	4 , 	3 , 	8 , 	9 , 	21 , 	951 ,,,,,,,,,,,,,
12, 	34 , 	62 , 	31 , 	13 , 	40 , 	19 , 	23 , 	5 , 	11 , 	5 , 	32 , 	35 , 	47 , 	35 , 	32 , 	15 , 	19 , 	17 , 	30 , 	26 , 	19 , 	6 , 	10 , 	12 , 	17 , 	71 , 	70 , 	116 , 	88 , 	43 , 	32 , 	15 , 	25 , 	26 , 	13 , 	4 , 	5 , 	6 , 	24 , 	10 , 	10 , 	9 , 	8 , 	2 , 	2 , 	4 , 	3 , 	6 , 	9 , 	24 ," 	1,218 ",,,,,,,,,,,,,
LM, 	11 , 	15 , 	6 , 	6 , 	14 , 	7 , 	10 , 	3 , 	6 , 	5 , 	43 , 	48 , 	70 , 	48 , 	31 , 	24 , 	19 , 	18 , 	5 , 	3 , 	3 , 	1 , 	1 , 	3 , 	10 , 	75 , 	69 , 	108 , 	83 , 	36 , 	26 , 	10 , 	16 , 	13 , 	1 , 	19 , 	36 , 	1 , 	4 , 	2 , 	3 , 	3 , 	2 , 	15 , 	4 , 	11 , 	5 , 	7 , 	2 , 	4 , 	963 ,,,,,,,,,,,,,
