Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Jun 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	54 , 	60 , 	36 , 	125 , 	77 , 	54 , 	22 , 	43 , 	20 , 	58 , 	70 , 	10 , 	17 , 	17 , 	8 , 	5 , 	10 , 	17 , 	7 , 	7 , 	4 , 	3 , 	9 , 	10 , 	58 , 	48 , 	137 , 	93 , 	60 , 	65 , 	15 , 	19 , 	15 , 	6 , 	3 , 	6 , 	2 , 	20 , 	3 , 	4 , 	15 , 	8 ," 	1,322 ",,,Eastbay," 	31,216 ",,SF CBD," 	75,632 ",64.3%,,,
EN, 	66 , 	9 , 	54 , 	39 , 	193 , 	91 , 	64 , 	36 , 	94 , 	24 , 	51 , 	252 , 	21 , 	23 , 	18 , 	11 , 	13 , 	32 , 	19 , 	7 , 	15 , 	5 , 	5 , 	9 , 	12 , 	124 , 	117 , 	332 , 	271 , 	48 , 	70 , 	23 , 	25 , 	28 , 	15 , 	6 , 	13 , 	2 , 	16 , 	8 , 	7 , 	35 , 	10 ," 	2,307 ",,,Westbay," 	37,739 ",,non-CBD," 	44,987 ",38.3%,,,
EP, 	65 , 	39 , 	3 , 	25 , 	193 , 	52 , 	35 , 	20 , 	46 , 	22 , 	22 , 	131 , 	13 , 	9 , 	6 , 	5 , 	9 , 	21 , 	12 , 	6 , 	8 , 	6 , 	3 , 	13 , 	4 , 	84 , 	77 , 	191 , 	182 , 	21 , 	18 , 	12 , 	6 , 	6 , 	4 , 	2 , 	5 , 	2 , 	5 , 	1 , 	0 , 	29 , 	8 ," 	1,418 ",,,Transbay," 	54,902 ",,,,,,,
NB, 	39 , 	38 , 	29 , 	12 , 	58 , 	49 , 	33 , 	21 , 	56 , 	19 , 	27 , 	150 , 	10 , 	16 , 	10 , 	3 , 	5 , 	19 , 	8 , 	7 , 	12 , 	3 , 	4 , 	10 , 	2 , 	143 , 	108 , 	233 , 	264 , 	47 , 	38 , 	12 , 	9 , 	12 , 	1 , 	4 , 	7 , 	2 , 	8 , 	1 , 	0 , 	47 , 	8 ," 	1,577 ",,,SFO Ext," 	11,006 ",,,,,,,
BK, 	139 , 	181 , 	182 , 	60 , 	12 , 	132 , 	96 , 	109 , 	170 , 	52 , 	81 , 	266 , 	45 , 	32 , 	39 , 	15 , 	35 , 	126 , 	30 , 	26 , 	42 , 	24 , 	17 , 	21 , 	24 , 	225 , 	165 , 	539 , 	414 , 	115 , 	76 , 	36 , 	20 , 	33 , 	11 , 	13 , 	32 , 	6 , 	10 , 	6 , 	6 , 	95 , 	41 ," 	3,794 ",,,Extensions," 	14,422 ",,,,,,,
AS, 	79 , 	79 , 	43 , 	48 , 	112 , 	9 , 	86 , 	55 , 	93 , 	42 , 	71 , 	132 , 	33 , 	22 , 	23 , 	11 , 	14 , 	27 , 	12 , 	8 , 	10 , 	6 , 	3 , 	9 , 	21 , 	95 , 	78 , 	211 , 	241 , 	65 , 	55 , 	15 , 	14 , 	10 , 	4 , 	6 , 	8 , 	2 , 	15 , 	1 , 	3 , 	30 , 	9 ," 	1,907 ",,,,,,,,,,,
MA, 	49 , 	62 , 	34 , 	27 , 	94 , 	79 , 	8 , 	23 , 	57 , 	20 , 	61 , 	164 , 	26 , 	34 , 	24 , 	19 , 	17 , 	22 , 	28 , 	16 , 	21 , 	8 , 	8 , 	16 , 	29 , 	174 , 	128 , 	349 , 	441 , 	99 , 	65 , 	23 , 	16 , 	14 , 	5 , 	7 , 	16 , 	2 , 	51 , 	2 , 	4 , 	43 , 	7 ," 	2,387 ",,,,,,,,,,,
19, 	21 , 	35 , 	21 , 	27 , 	102 , 	62 , 	25 , 	8 , 	16 , 	13 , 	36 , 	88 , 	23 , 	23 , 	23 , 	6 , 	14 , 	20 , 	18 , 	9 , 	17 , 	6 , 	5 , 	21 , 	14 , 	90 , 	90 , 	209 , 	202 , 	62 , 	44 , 	12 , 	13 , 	9 , 	5 , 	2 , 	10 , 	2 , 	17 , 	2 , 	3 , 	19 , 	11 ," 	1,448 ",,,,,,,,,,,
12, 	43 , 	76 , 	38 , 	50 , 	170 , 	95 , 	51 , 	13 , 	12 , 	14 , 	76 , 	146 , 	68 , 	88 , 	41 , 	25 , 	37 , 	76 , 	40 , 	29 , 	38 , 	23 , 	16 , 	35 , 	35 , 	188 , 	186 , 	458 , 	263 , 	63 , 	61 , 	28 , 	38 , 	29 , 	19 , 	9 , 	21 , 	8 , 	35 , 	8 , 	5 , 	64 , 	17 ," 	2,830 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	18 , 	24 , 	20 , 	21 , 	53 , 	39 , 	18 , 	16 , 	17 , 	6 , 	82 , 	168 , 	70 , 	74 , 	28 , 	19 , 	29 , 	45 , 	5 , 	8 , 	9 , 	2 , 	1 , 	13 , 	18 , 	115 , 	121 , 	342 , 	253 , 	72 , 	58 , 	17 , 	21 , 	18 , 	5 , 	27 , 	43 , 	2 , 	4 , 	2 , 	1 , 	16 , 	5 ," 	1,917 ",,,Dtwn SF," 	1,846 "," 	5,105 "," 	12,373 "," 	4,553 "," 	5,070 "," 	7,535 "," 	3,076 "," 	36,480 "
FV, 	52 , 	59 , 	28 , 	24 , 	81 , 	67 , 	64 , 	44 , 	85 , 	73 , 	12 , 	218 , 	103 , 	168 , 	97 , 	41 , 	39 , 	53 , 	27 , 	9 , 	15 , 	9 , 	10 , 	17 , 	59 , 	143 , 	122 , 	361 , 	309 , 	97 , 	106 , 	16 , 	31 , 	30 , 	8 , 	25 , 	70 , 	4 , 	30 , 	7 , 	8 , 	32 , 	9 ," 	2,856 ",,,OAK," 	4,749 ", 	518 , 	953 ," 	1,331 ", 	539 ," 	1,995 ", 	230 ," 	10,084 "
