Exit stations,Entry stations->,,SUNDAY,,,Oct 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	5 , 	57 , 	49 , 	33 , 	184 , 	59 , 	59 , 	36 , 	44 , 	29 , 	58 , 	76 , 	16 , 	19 , 	15 , 	8 , 	5 , 	20 , 	16 , 	7 , 	10 , 	4 , 	3 , 	15 , 	12 , 	139 , 	81 , 	233 , 	101 , 	72 , 	63 , 	21 , 	27 , 	14 , 	13 , 	2 , 	6 , 	2 , 	23 , 	9 , 	8 , 	47 , 	14 , 	2 , 	10 , 	-   ," 	1,722 ",,,Eastbay," 	35,676 ",,SF CBD," 	90,193 ",58.6%,,,
EN, 	59 , 	15 , 	50 , 	41 , 	322 , 	77 , 	97 , 	53 , 	84 , 	47 , 	55 , 	203 , 	30 , 	23 , 	22 , 	11 , 	14 , 	41 , 	19 , 	7 , 	18 , 	9 , 	5 , 	27 , 	20 , 	302 , 	158 , 	450 , 	159 , 	92 , 	67 , 	27 , 	42 , 	36 , 	14 , 	6 , 	13 , 	4 , 	27 , 	8 , 	9 , 	91 , 	13 , 	5 , 	29 , 	-   ," 	2,896 ",,,Westbay," 	44,237 ",,non-CBD," 	56,821 ",36.9%,,,
EP, 	57 , 	44 , 	11 , 	37 , 	307 , 	53 , 	54 , 	52 , 	64 , 	33 , 	30 , 	74 , 	15 , 	13 , 	6 , 	6 , 	12 , 	27 , 	4 , 	8 , 	13 , 	6 , 	5 , 	21 , 	8 , 	181 , 	96 , 	228 , 	150 , 	49 , 	43 , 	21 , 	9 , 	13 , 	8 , 	3 , 	6 , 	2 , 	10 , 	3 , 	5 , 	74 , 	11 , 	5 , 	31 , 	-   ," 	1,903 ",,,Transbay," 	76,651 ",,,,,,,
NB, 	35 , 	35 , 	37 , 	17 , 	83 , 	42 , 	44 , 	63 , 	59 , 	33 , 	38 , 	50 , 	21 , 	12 , 	12 , 	3 , 	10 , 	36 , 	9 , 	10 , 	13 , 	6 , 	4 , 	15 , 	15 , 	216 , 	148 , 	251 , 	244 , 	101 , 	73 , 	26 , 	12 , 	17 , 	4 , 	5 , 	8 , 	6 , 	7 , 	3 , 	4 , 	117 , 	17 , 	3 , 	51 , 	-   ," 	2,007 ",,,,,,,,,,,
BK, 	217 , 	314 , 	287 , 	99 , 	38 , 	169 , 	172 , 	203 , 	205 , 	105 , 	144 , 	86 , 	63 , 	56 , 	47 , 	34 , 	56 , 	248 , 	34 , 	41 , 	59 , 	33 , 	39 , 	37 , 	62 , 	478 , 	274 , 	693 , 	470 , 	205 , 	150 , 	77 , 	50 , 	73 , 	17 , 	18 , 	60 , 	6 , 	34 , 	14 , 	16 , 	223 , 	113 , 	21 , 	143 , 	-   ," 	5,979 ",,,,,,,,,,,
AS, 	71 , 	71 , 	52 , 	41 , 	162 , 	22 , 	74 , 	90 , 	79 , 	53 , 	61 , 	69 , 	30 , 	25 , 	18 , 	6 , 	14 , 	30 , 	6 , 	7 , 	15 , 	9 , 	7 , 	13 , 	31 , 	199 , 	124 , 	268 , 	237 , 	141 , 	95 , 	22 , 	14 , 	21 , 	5 , 	6 , 	13 , 	2 , 	14 , 	4 , 	4 , 	95 , 	16 , 	3 , 	48 , 	-   ," 	2,381 ",,,,,,,,,,,
MA, 	75 , 	90 , 	51 , 	44 , 	185 , 	77 , 	20 , 	68 , 	88 , 	51 , 	84 , 	125 , 	36 , 	48 , 	36 , 	16 , 	20 , 	56 , 	38 , 	31 , 	41 , 	20 , 	12 , 	49 , 	40 , 	376 , 	197 , 	458 , 	389 , 	206 , 	141 , 	36 , 	31 , 	30 , 	8 , 	11 , 	17 , 	11 , 	60 , 	5 , 	12 , 	129 , 	25 , 	9 , 	54 , 	-   ," 	3,598 ",,,,,,,,,,,
19, 	34 , 	53 , 	54 , 	57 , 	174 , 	90 , 	63 , 	18 , 	17 , 	23 , 	69 , 	82 , 	38 , 	36 , 	29 , 	13 , 	18 , 	58 , 	26 , 	31 , 	37 , 	25 , 	16 , 	76 , 	33 , 	299 , 	193 , 	418 , 	337 , 	212 , 	132 , 	42 , 	41 , 	35 , 	10 , 	9 , 	14 , 	4 , 	39 , 	7 , 	14 , 	124 , 	24 , 	6 , 	33 , 	-   ," 	3,158 ",,,,,,,,,,,
12, 	53 , 	70 , 	52 , 	57 , 	173 , 	82 , 	73 , 	14 , 	22 , 	16 , 	74 , 	157 , 	45 , 	60 , 	53 , 	22 , 	39 , 	55 , 	45 , 	33 , 	42 , 	26 , 	25 , 	57 , 	46 , 	348 , 	235 , 	522 , 	301 , 	166 , 	115 , 	37 , 	43 , 	32 , 	17 , 	7 , 	19 , 	11 , 	45 , 	17 , 	15 , 	130 , 	36 , 	7 , 	46 , 	-   ," 	3,533 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	27 , 	51 , 	37 , 	38 , 	96 , 	50 , 	44 , 	17 , 	21 , 	18 , 	144 , 	176 , 	107 , 	108 , 	39 , 	29 , 	26 , 	62 , 	14 , 	9 , 	16 , 	7 , 	5 , 	25 , 	27 , 	288 , 	197 , 	479 , 	281 , 	182 , 	119 , 	36 , 	47 , 	37 , 	4 , 	46 , 	81 , 	3 , 	18 , 	5 , 	7 , 	38 , 	11 , 	31 , 	39 , 	-   ," 	3,139 ",,,Dtwn SF," 	1,544 "," 	7,331 "," 	11,351 "," 	5,899 "," 	6,135 "," 	8,355 "," 	5,002 "," 	45,616 "
