Exit stations,Entry stations->,,WEEKDAY,,,Oct 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
24, 	162 , 	172 , 	67 , 	101 , 	334 , 	142 , 	256 , 	361 , 	312 , 	151 , 	234 , 	126 , 	90 , 	75 , 	60 , 	45 , 	32 , 	53 , 	77 , 	63 , 	61 , 	33 , 	29 , 	111 , 	233 ," 	1,516 "," 	2,102 "," 	2,203 "," 	1,203 ", 	294 , 	48 , 	292 , 	805 , 	327 , 	153 , 	32 , 	87 , 	41 , 	132 , 	119 , 	150 , 	217 , 	260 , 	32 , 	28 , 	-   ," 	13,417 ",,,,,,,,,,,
GP, 	40 , 	73 , 	37 , 	44 , 	151 , 	45 , 	86 , 	174 , 	178 , 	67 , 	71 , 	67 , 	41 , 	30 , 	30 , 	13 , 	12 , 	30 , 	43 , 	51 , 	50 , 	15 , 	19 , 	49 , 	68 ," 	1,091 "," 	1,496 "," 	1,363 ", 	796 , 	377 , 	305 , 	31 , 	156 , 	90 , 	63 , 	15 , 	46 , 	14 , 	55 , 	49 , 	80 , 	114 , 	153 , 	22 , 	15 , 	-   ," 	7,815 ",,,,,,,,,,,
BP, 	73 , 	122 , 	36 , 	41 , 	128 , 	55 , 	91 , 	148 , 	162 , 	91 , 	109 , 	87 , 	73 , 	54 , 	46 , 	24 , 	22 , 	40 , 	50 , 	46 , 	39 , 	15 , 	17 , 	52 , 	106 ," 	1,431 "," 	1,980 "," 	3,067 "," 	1,465 ", 	772 , 	793 , 	157 , 	71 , 	151 , 	128 , 	21 , 	59 , 	26 , 	75 , 	96 , 	138 , 	110 , 	198 , 	23 , 	9 , 	-   ," 	12,497 ",,,,,,,,,,,
DC, 	107 , 	191 , 	73 , 	59 , 	165 , 	63 , 	123 , 	187 , 	207 , 	166 , 	180 , 	166 , 	127 , 	111 , 	80 , 	66 , 	90 , 	120 , 	136 , 	110 , 	93 , 	29 , 	29 , 	55 , 	97 ," 	1,288 "," 	1,845 "," 	1,691 ", 	863 , 	376 , 	342 , 	92 , 	171 , 	31 , 	51 , 	45 , 	139 , 	82 , 	169 , 	103 , 	182 , 	201 , 	330 , 	58 , 	14 , 	-   ," 	10,900 ",,,,,,,,,,,
CM, 	18 , 	29 , 	8 , 	6 , 	38 , 	16 , 	25 , 	72 , 	119 , 	16 , 	11 , 	23 , 	9 , 	10 , 	7 , 	6 , 	5 , 	9 , 	24 , 	15 , 	21 , 	5 , 	4 , 	6 , 	12 , 	863 ," 	1,081 ", 	778 , 	538 , 	182 , 	156 , 	65 , 	120 , 	52 , 	13 , 	3 , 	20 , 	7 , 	29 , 	26 , 	69 , 	121 , 	116 , 	5 , 	2 , 	-   ," 	4,757 ",,,,,,,,,,,
CV, 	6 , 	12 , 	5 , 	10 , 	62 , 	10 , 	27 , 	83 , 	116 , 	123 , 	59 , 	58 , 	54 , 	81 , 	29 , 	21 , 	21 , 	43 , 	6 , 	3 , 	7 , 	2 , 	3 , 	6 , 	13 , 	547 , 	584 , 	323 , 	262 , 	64 , 	34 , 	17 , 	19 , 	45 , 	2 , 	9 , 	128 , 	1 , 	5 , 	5 , 	6 , 	23 , 	6 , 	94 , 	11 , 	-   ," 	3,047 ",,,,,,,,,,,
ED, 	15 , 	33 , 	25 , 	21 , 	133 , 	26 , 	71 , 	200 , 	219 , 	197 , 	130 , 	123 , 	103 , 	246 , 	82 , 	41 , 	68 , 	138 , 	13 , 	7 , 	8 , 	2 , 	6 , 	14 , 	29 ," 	1,862 "," 	1,611 ", 	795 , 	638 , 	160 , 	92 , 	54 , 	69 , 	147 , 	21 , 	146 , 	42 , 	2 , 	12 , 	20 , 	15 , 	136 , 	22 , 	47 , 	86 , 	-   ," 	7,929 ",,,,,,,,,,,
NC, 	7 , 	8 , 	3 , 	7 , 	43 , 	8 , 	63 , 	168 , 	175 , 	19 , 	12 , 	16 , 	9 , 	8 , 	15 , 	4 , 	5 , 	8 , 	57 , 	41 , 	67 , 	15 , 	7 , 	25 , 	7 , 	490 , 	501 , 	304 , 	276 , 	73 , 	44 , 	17 , 	27 , 	77 , 	7 , 	1 , 	2 , 	14 , 	56 , 	9 , 	13 , 	62 , 	13 , 	1 , 	12 , 	-   ," 	2,793 ",,,,,,,,,,,
WP, 	43 , 	53 , 	17 , 	21 , 	124 , 	28 , 	267 , 	285 , 	378 , 	53 , 	60 , 	94 , 	48 , 	32 , 	64 , 	22 , 	23 , 	54 , 	405 , 	162 , 	273 , 	55 , 	30 , 	79 , 	41 , 	753 , 	752 , 	692 , 	658 , 	202 , 	149 , 	67 , 	84 , 	170 , 	33 , 	7 , 	13 , 	70 , 	32 , 	33 , 	52 , 	144 , 	37 , 	8 , 	32 , 	-   ," 	6,700 ",,,,,,,,,,,
SS, 	17 , 	28 , 	9 , 	6 , 	36 , 	9 , 	25 , 	73 , 	84 , 	13 , 	17 , 	21 , 	19 , 	13 , 	11 , 	8 , 	9 , 	8 , 	22 , 	22 , 	21 , 	6 , 	6 , 	7 , 	11 , 	646 , 	853 , 	551 , 	403 , 	136 , 	125 , 	47 , 	103 , 	113 , 	25 , 	6 , 	21 , 	8 , 	35 , 	19 , 	35 , 	47 , 	80 , 	5 , 	4 , 	-   ," 	3,764 ",,,,,,,,,,,
