Exit stations,Entry stations->,,SUNDAY,,,Apr 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	8 , 	47 , 	57 , 	29 , 	133 , 	70 , 	49 , 	28 , 	44 , 	17 , 	63 , 	66 , 	13 , 	17 , 	16 , 	10 , 	6 , 	15 , 	14 , 	4 , 	7 , 	5 , 	2 , 	10 , 	18 , 	72 , 	55 , 	154 , 	84 , 	60 , 	58 , 	15 , 	25 , 	22 , 	8 , 	3 , 	8 , 	4 , 	25 , 	9 , 	5 , 	18 , 	11 , 	1 ," 	1,379 ",,,Eastbay," 	29,390 ",,SF CBD," 	68,211 ",56.6%,,,
EN, 	56 , 	12 , 	41 , 	42 , 	208 , 	80 , 	86 , 	41 , 	86 , 	36 , 	66 , 	161 , 	28 , 	27 , 	33 , 	12 , 	23 , 	41 , 	20 , 	12 , 	16 , 	6 , 	5 , 	14 , 	18 , 	172 , 	119 , 	376 , 	134 , 	55 , 	74 , 	19 , 	46 , 	35 , 	14 , 	8 , 	14 , 	4 , 	33 , 	8 , 	12 , 	47 , 	21 , 	4 ," 	2,356 ",,,Westbay," 	36,613 ",,non-CBD," 	47,337 ",39.3%,,,
EP, 	63 , 	43 , 	5 , 	30 , 	224 , 	62 , 	46 , 	35 , 	50 , 	40 , 	36 , 	86 , 	9 , 	12 , 	9 , 	5 , 	7 , 	22 , 	9 , 	6 , 	13 , 	3 , 	3 , 	18 , 	8 , 	111 , 	76 , 	220 , 	96 , 	35 , 	34 , 	15 , 	16 , 	13 , 	3 , 	5 , 	7 , 	2 , 	5 , 	2 , 	2 , 	36 , 	11 , 	4 ," 	1,531 ",,,Transbay," 	55,699 ",,,,,,,
NB, 	35 , 	40 , 	36 , 	6 , 	59 , 	41 , 	44 , 	42 , 	62 , 	23 , 	36 , 	79 , 	17 , 	20 , 	14 , 	4 , 	5 , 	27 , 	12 , 	6 , 	20 , 	5 , 	4 , 	13 , 	9 , 	168 , 	117 , 	259 , 	175 , 	91 , 	74 , 	16 , 	15 , 	11 , 	3 , 	3 , 	8 , 	2 , 	10 , 	3 , 	3 , 	72 , 	16 , 	2 ," 	1,701 ",,,,,,,,,,,
BK, 	149 , 	191 , 	212 , 	70 , 	21 , 	130 , 	147 , 	151 , 	161 , 	64 , 	97 , 	252 , 	46 , 	38 , 	41 , 	18 , 	50 , 	214 , 	30 , 	41 , 	43 , 	32 , 	20 , 	26 , 	38 , 	321 , 	221 , 	719 , 	380 , 	184 , 	139 , 	50 , 	37 , 	63 , 	10 , 	18 , 	49 , 	6 , 	26 , 	10 , 	10 , 	185 , 	88 , 	11 ," 	4,801 ",,,,,,,,,,,
AS, 	73 , 	76 , 	53 , 	34 , 	103 , 	7 , 	66 , 	77 , 	73 , 	53 , 	71 , 	101 , 	26 , 	34 , 	26 , 	13 , 	13 , 	27 , 	11 , 	10 , 	18 , 	6 , 	4 , 	10 , 	26 , 	130 , 	97 , 	235 , 	183 , 	134 , 	93 , 	19 , 	19 , 	16 , 	4 , 	5 , 	11 , 	3 , 	18 , 	3 , 	4 , 	52 , 	17 , 	3 ," 	2,050 ",,,,,,,,,,,
MA, 	63 , 	86 , 	38 , 	48 , 	158 , 	69 , 	9 , 	41 , 	74 , 	32 , 	73 , 	151 , 	36 , 	45 , 	38 , 	19 , 	17 , 	32 , 	31 , 	21 , 	35 , 	12 , 	13 , 	39 , 	36 , 	220 , 	153 , 	427 , 	306 , 	201 , 	126 , 	35 , 	22 , 	27 , 	8 , 	12 , 	14 , 	9 , 	63 , 	3 , 	12 , 	88 , 	13 , 	5 ," 	2,953 ",,,,,,,,,,,
19, 	35 , 	39 , 	34 , 	38 , 	142 , 	64 , 	48 , 	7 , 	29 , 	14 , 	44 , 	87 , 	28 , 	34 , 	31 , 	13 , 	17 , 	26 , 	22 , 	20 , 	26 , 	9 , 	8 , 	45 , 	22 , 	133 , 	99 , 	275 , 	193 , 	127 , 	83 , 	17 , 	19 , 	20 , 	4 , 	5 , 	8 , 	4 , 	30 , 	3 , 	4 , 	42 , 	14 , 	6 ," 	1,962 ",,,,,,,,,,,
12, 	48 , 	69 , 	40 , 	47 , 	134 , 	60 , 	49 , 	10 , 	10 , 	11 , 	55 , 	119 , 	56 , 	71 , 	40 , 	25 , 	35 , 	43 , 	29 , 	27 , 	37 , 	14 , 	16 , 	36 , 	45 , 	173 , 	154 , 	418 , 	206 , 	91 , 	74 , 	26 , 	40 , 	34 , 	14 , 	6 , 	16 , 	9 , 	40 , 	6 , 	10 , 	63 , 	17 , 	2 ," 	2,520 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	21 , 	43 , 	35 , 	23 , 	74 , 	39 , 	37 , 	14 , 	13 , 	5 , 	115 , 	131 , 	78 , 	86 , 	40 , 	26 , 	26 , 	42 , 	12 , 	8 , 	9 , 	5 , 	4 , 	9 , 	27 , 	129 , 	134 , 	388 , 	183 , 	110 , 	85 , 	26 , 	33 , 	24 , 	4 , 	37 , 	55 , 	2 , 	14 , 	3 , 	3 , 	20 , 	7 , 	13 ," 	2,185 ",,,Dtwn SF," 	1,239 "," 	4,701 "," 	9,972 "," 	4,430 "," 	4,344 "," 	6,047 "," 	3,447 "," 	34,179 "
