Exit stations,Entry stations->,,SATURDAY,,,Apr 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	6 , 	67 , 	75 , 	49 , 	219 , 	80 , 	80 , 	45 , 	71 , 	19 , 	80 , 	66 , 	21 , 	26 , 	24 , 	15 , 	12 , 	25 , 	24 , 	9 , 	11 , 	8 , 	8 , 	15 , 	18 , 	99 , 	83 , 	260 , 	121 , 	77 , 	101 , 	20 , 	39 , 	27 , 	10 , 	5 , 	8 , 	7 , 	35 , 	7 , 	12 , 	20 , 	13 , 	2 ," 	2,018 ",,,Eastbay," 	41,893 ",,SF CBD," 	105,381 ",59.6%,,,
EN, 	82 , 	13 , 	73 , 	59 , 	408 , 	113 , 	134 , 	77 , 	144 , 	36 , 	105 , 	160 , 	35 , 	45 , 	40 , 	23 , 	25 , 	45 , 	24 , 	15 , 	23 , 	9 , 	11 , 	22 , 	27 , 	253 , 	207 , 	665 , 	203 , 	85 , 	109 , 	31 , 	60 , 	51 , 	18 , 	8 , 	13 , 	3 , 	44 , 	18 , 	18 , 	46 , 	20 , 	4 ," 	3,603 ",,,Westbay," 	53,816 ",,non-CBD," 	66,135 ",37.4%,,,
EP, 	86 , 	66 , 	7 , 	44 , 	406 , 	89 , 	66 , 	62 , 	110 , 	30 , 	47 , 	74 , 	13 , 	18 , 	15 , 	8 , 	8 , 	26 , 	15 , 	6 , 	17 , 	9 , 	4 , 	28 , 	11 , 	159 , 	131 , 	352 , 	154 , 	46 , 	44 , 	12 , 	16 , 	16 , 	5 , 	7 , 	8 , 	3 , 	10 , 	3 , 	4 , 	39 , 	12 , 	5 ," 	2,291 ",,,Transbay," 	82,791 ",,,,,,,
NB, 	52 , 	60 , 	48 , 	6 , 	123 , 	63 , 	58 , 	61 , 	91 , 	29 , 	60 , 	73 , 	23 , 	22 , 	13 , 	7 , 	13 , 	24 , 	15 , 	14 , 	16 , 	8 , 	5 , 	15 , 	15 , 	206 , 	185 , 	399 , 	230 , 	125 , 	97 , 	19 , 	15 , 	20 , 	4 , 	6 , 	9 , 	4 , 	12 , 	4 , 	3 , 	57 , 	18 , 	4 ," 	2,335 ",,,,,,,,,,,
BK, 	222 , 	404 , 	422 , 	147 , 	27 , 	256 , 	275 , 	243 , 	271 , 	104 , 	198 , 	197 , 	93 , 	92 , 	82 , 	53 , 	83 , 	254 , 	63 , 	65 , 	88 , 	53 , 	36 , 	44 , 	70 , 	524 , 	371 ," 	1,255 ", 	583 , 	291 , 	214 , 	83 , 	64 , 	102 , 	13 , 	29 , 	83 , 	15 , 	42 , 	12 , 	19 , 	104 , 	107 , 	23 ," 	7,776 ",,,,,,,,,,,
AS, 	79 , 	115 , 	77 , 	54 , 	198 , 	9 , 	84 , 	105 , 	136 , 	33 , 	97 , 	107 , 	29 , 	39 , 	37 , 	14 , 	17 , 	32 , 	15 , 	9 , 	17 , 	10 , 	5 , 	15 , 	34 , 	174 , 	141 , 	333 , 	270 , 	178 , 	109 , 	27 , 	16 , 	17 , 	6 , 	6 , 	15 , 	2 , 	25 , 	4 , 	5 , 	30 , 	14 , 	4 ," 	2,744 ",,,,,,,,,,,
MA, 	87 , 	136 , 	72 , 	57 , 	259 , 	100 , 	16 , 	67 , 	109 , 	30 , 	117 , 	171 , 	45 , 	68 , 	59 , 	29 , 	23 , 	45 , 	49 , 	32 , 	46 , 	22 , 	15 , 	43 , 	58 , 	331 , 	268 , 	660 , 	401 , 	261 , 	187 , 	33 , 	38 , 	35 , 	9 , 	11 , 	20 , 	12 , 	88 , 	6 , 	11 , 	62 , 	20 , 	11 ," 	4,221 ",,,,,,,,,,,
19, 	49 , 	73 , 	62 , 	62 , 	228 , 	112 , 	63 , 	7 , 	17 , 	11 , 	64 , 	99 , 	51 , 	52 , 	50 , 	21 , 	40 , 	41 , 	34 , 	28 , 	52 , 	22 , 	21 , 	69 , 	33 , 	223 , 	190 , 	442 , 	292 , 	169 , 	145 , 	36 , 	31 , 	33 , 	8 , 	16 , 	19 , 	7 , 	38 , 	7 , 	6 , 	32 , 	24 , 	5 ," 	3,081 ",,,,,,,,,,,
12, 	72 , 	119 , 	105 , 	83 , 	232 , 	119 , 	89 , 	20 , 	11 , 	13 , 	91 , 	148 , 	86 , 	112 , 	73 , 	38 , 	41 , 	74 , 	61 , 	39 , 	65 , 	26 , 	32 , 	66 , 	67 , 	247 , 	238 , 	643 , 	279 , 	136 , 	120 , 	45 , 	67 , 	59 , 	21 , 	10 , 	32 , 	13 , 	61 , 	11 , 	15 , 	56 , 	38 , 	6 ," 	3,978 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	16 , 	38 , 	27 , 	26 , 	101 , 	38 , 	36 , 	6 , 	15 , 	6 , 	81 , 	141 , 	119 , 	145 , 	48 , 	25 , 	46 , 	69 , 	12 , 	9 , 	15 , 	6 , 	12 , 	11 , 	25 , 	193 , 	219 , 	522 , 	219 , 	113 , 	94 , 	28 , 	36 , 	36 , 	4 , 	51 , 	67 , 	4 , 	18 , 	2 , 	4 , 	16 , 	10 , 	26 ," 	2,736 ",,,Dtwn SF," 	2,012 "," 	7,485 "," 	16,206 "," 	7,625 "," 	7,127 "," 	9,345 "," 	4,635 "," 	54,434 "
FV, 	81 , 	98 , 	53 , 	55 , 	209 , 	97 , 	121 , 	72 , 	98 , 	61 , 	12 , 	219 , 	146 , 	245 , 	163 , 	73 , 	45 , 	98 , 	37 , 	19 , 	28 , 	16 , 	27 , 	39 , 	94 , 	277 , 	247 , 	676 , 	309 , 	168 , 	143 , 	35 , 	57 , 	52 , 	13 , 	48 , 	80 , 	8 , 	62 , 	6 , 	12 , 	35 , 	16 , 	29 ," 	4,478 ",,,OAK," 	7,163 ", 	876 ," 	2,115 "," 	2,435 "," 	1,093 "," 	2,847 ", 	372 ," 	16,902 "
CL, 	74 , 	161 , 	72 , 	79 , 	232 , 	117 , 	169 , 	115 , 	151 , 	108 , 	203 , 	11 , 	164 , 	257 , 	180 , 	102 , 	117 , 	268 , 	81 , 	90 , 	103 , 	57 , 	40 , 	82 , 	95 , 	257 , 	173 , 	496 , 	209 , 	96 , 	96 , 	51 , 	55 , 	74 , 	14 , 	101 , 	340 , 	40 , 	123 , 	18 , 	21 , 	34 , 	30 , 	81 ," 	5,435 ",,,CM line," 	15,916 "," 	2,160 "," 	5,808 "," 	2,156 "," 	1,277 "," 	1,915 "," 	2,044 "," 	31,276 "
SL, 	24 , 	41 , 	13 , 	19 , 	101 , 	36 , 	53 , 	54 , 	93 , 	110 , 	157 , 	151 , 	8 , 	100 , 	85 , 	42 , 	35 , 	71 , 	20 , 	8 , 	12 , 	8 , 	2 , 	13 , 	26 , 	154 , 	126 , 	415 , 	125 , 	49 , 	55 , 	18 , 	32 , 	26 , 	5 , 	31 , 	47 , 	5 , 	33 , 	6 , 	8 , 	20 , 	11 , 	16 ," 	2,465 ",,,RM line," 	7,358 "," 	2,538 "," 	2,169 "," 	4,307 ", 	952 ," 	2,813 ", 	589 ," 	20,727 "
BF, 	25 , 	43 , 	17 , 	18 , 	92 , 	39 , 	82 , 	75 , 	123 , 	125 , 	250 , 	256 , 	103 , 	7 , 	139 , 	84 , 	94 , 	144 , 	19 , 	6 , 	9 , 	5 , 	6 , 	11 , 	38 , 	153 , 	133 , 	411 , 	126 , 	46 , 	42 , 	22 , 	29 , 	30 , 	11 , 	61 , 	97 , 	4 , 	24 , 	6 , 	5 , 	17 , 	6 , 	49 ," 	3,078 ",,,WP line," 	6,980 "," 	1,227 "," 	1,336 "," 	1,001 "," 	3,139 "," 	1,364 ", 	727 ," 	15,773 "
HY, 	26 , 	41 , 	13 , 	13 , 	71 , 	38 , 	62 , 	53 , 	73 , 	49 , 	162 , 	180 , 	88 , 	134 , 	6 , 	95 , 	94 , 	152 , 	15 , 	9 , 	12 , 	4 , 	3 , 	11 , 	19 , 	96 , 	68 , 	226 , 	81 , 	29 , 	25 , 	14 , 	26 , 	21 , 	4 , 	18 , 	37 , 	3 , 	22 , 	4 , 	9 , 	9 , 	9 , 	21 ," 	2,144 ",,,FT/ED line," 	9,324 "," 	2,924 "," 	2,013 "," 	2,984 "," 	1,402 "," 	9,136 ", 	534 ," 	28,319 "
SH, 	15 , 	22 , 	9 , 	6 , 	53 , 	15 , 	26 , 	24 , 	37 , 	25 , 	71 , 	91 , 	41 , 	87 , 	84 , 	5 , 	39 , 	88 , 	11 , 	2 , 	10 , 	2 , 	3 , 	6 , 	12 , 	68 , 	54 , 	176 , 	50 , 	27 , 	25 , 	7 , 	16 , 	24 , 	4 , 	20 , 	21 , 	2 , 	16 , 	4 , 	6 , 	7 , 	3 , 	11 ," 	1,323 ",,,SFIA," 	4,206 ", 	398 ," 	2,034 ", 	606 , 	662 , 	445 , 	955 ," 	9,307 "
UC, 	10 , 	26 , 	9 , 	10 , 	89 , 	18 , 	23 , 	46 , 	41 , 	40 , 	54 , 	113 , 	38 , 	87 , 	84 , 	41 , 	5 , 	89 , 	11 , 	7 , 	8 , 	3 , 	3 , 	5 , 	13 , 	115 , 	83 , 	293 , 	78 , 	19 , 	26 , 	8 , 	16 , 	30 , 	7 , 	12 , 	28 , 	4 , 	13 , 	5 , 	5 , 	18 , 	6 , 	10 ," 	1,646 ",,,Entries," 	52,959 "," 	17,608 "," 	31,680 "," 	21,115 "," 	15,652 "," 	27,867 "," 	9,855 "," 	176,737 "
FM, 	23 , 	44 , 	27 , 	26 , 	324 , 	36 , 	55 , 	48 , 	83 , 	59 , 	107 , 	263 , 	65 , 	140 , 	156 , 	106 , 	108 , 	19 , 	19 , 	15 , 	18 , 	6 , 	5 , 	14 , 	14 , 	248 , 	179 , 	569 , 	180 , 	43 , 	33 , 	18 , 	24 , 	45 , 	6 , 	30 , 	57 , 	5 , 	27 , 	6 , 	8 , 	36 , 	5 , 	12 ," 	3,314 ",,,,,,,,,,,
