Exit stations,Entry stations->,,SATURDAY,,,May 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
FV, 	62 , 	91 , 	44 , 	54 , 	195 , 	69 , 	94 , 	89 , 	94 , 	87 , 	27 , 	237 , 	140 , 	104 , 	86 , 	44 , 	31 , 	81 , 	31 , 	16 , 	28 , 	14 , 	14 , 	35 , 	74 , 	366 , 	307 , 	718 , 	351 , 	225 , 	187 , 	39 , 	53 , 	48 , 	8 , 	42 , 	68 , 	5 , 	38 , 	12 , 	16 , 	59 , 	21 , 	48 , 	14 , 	-   ," 	4,458 ",,,,,,,,,,
CL, 	81 , 	182 , 	80 , 	79 , 	190 , 	81 , 	159 , 	131 , 	181 , 	172 , 	240 , 	28 , 	286 , 	141 , 	110 , 	70 , 	125 , 	323 , 	79 , 	79 , 	84 , 	59 , 	40 , 	73 , 	82 , 	317 , 	221 , 	485 , 	275 , 	143 , 	122 , 	65 , 	76 , 	154 , 	22 , 	97 , 	446 , 	44 , 	113 , 	29 , 	27 , 	30 , 	42 , 	123 , 	36 , 	-   ," 	6,017 ",,,,,,,,,,
SL, 	17 , 	37 , 	19 , 	21 , 	113 , 	31 , 	51 , 	74 , 	92 , 	144 , 	150 , 	295 , 	11 , 	47 , 	56 , 	20 , 	15 , 	37 , 	17 , 	14 , 	12 , 	4 , 	5 , 	22 , 	28 , 	351 , 	292 , 	644 , 	253 , 	125 , 	94 , 	30 , 	44 , 	40 , 	9 , 	17 , 	27 , 	5 , 	15 , 	8 , 	9 , 	56 , 	9 , 	22 , 	11 , 	-   ," 	3,384 ",,,,,,,,,,
BF, 	10 , 	20 , 	9 , 	13 , 	53 , 	19 , 	32 , 	36 , 	59 , 	73 , 	103 , 	127 , 	47 , 	16 , 	127 , 	60 , 	79 , 	168 , 	10 , 	5 , 	5 , 	2 , 	2 , 	6 , 	12 , 	115 , 	89 , 	223 , 	77 , 	34 , 	29 , 	11 , 	21 , 	16 , 	5 , 	61 , 	114 , 	1 , 	10 , 	4 , 	7 , 	12 , 	4 , 	110 , 	4 , 	-   ," 	2,034 ",,,,,,,,,,
HY, 	13 , 	24 , 	10 , 	11 , 	50 , 	16 , 	24 , 	26 , 	44 , 	41 , 	76 , 	118 , 	44 , 	123 , 	24 , 	57 , 	81 , 	150 , 	8 , 	5 , 	7 , 	3 , 	2 , 	8 , 	15 , 	95 , 	60 , 	180 , 	62 , 	32 , 	28 , 	12 , 	15 , 	19 , 	5 , 	17 , 	37 , 	1 , 	18 , 	1 , 	6 , 	14 , 	4 , 	37 , 	9 , 	-   ," 	1,625 ",,,,,,,,,,
SH, 	9 , 	14 , 	3 , 	7 , 	28 , 	6 , 	7 , 	19 , 	16 , 	21 , 	42 , 	65 , 	18 , 	65 , 	58 , 	9 , 	33 , 	84 , 	6 , 	1 , 	7 , 	0 , 	1 , 	4 , 	5 , 	56 , 	37 , 	97 , 	37 , 	25 , 	23 , 	7 , 	14 , 	14 , 	4 , 	13 , 	20 , 	1 , 	8 , 	3 , 	2 , 	10 , 	2 , 	16 , 	5 , 	-   , 	917 ,,,,,,,,,,
UC, 	8 , 	17 , 	6 , 	7 , 	50 , 	14 , 	12 , 	19 , 	28 , 	35 , 	43 , 	118 , 	13 , 	77 , 	78 , 	36 , 	19 , 	92 , 	5 , 	6 , 	5 , 	1 , 	2 , 	6 , 	7 , 	123 , 	79 , 	199 , 	62 , 	25 , 	15 , 	8 , 	13 , 	20 , 	4 , 	16 , 	26 , 	2 , 	6 , 	2 , 	4 , 	17 , 	4 , 	15 , 	15 , 	-   ," 	1,351 ",,,,,,,,,,
FM, 	18 , 	44 , 	19 , 	23 , 	211 , 	36 , 	39 , 	40 , 	54 , 	62 , 	85 , 	299 , 	27 , 	164 , 	150 , 	85 , 	101 , 	43 , 	18 , 	9 , 	18 , 	7 , 	5 , 	18 , 	10 , 	287 , 	170 , 	418 , 	154 , 	59 , 	48 , 	17 , 	21 , 	38 , 	5 , 	21 , 	81 , 	4 , 	18 , 	4 , 	9 , 	41 , 	7 , 	28 , 	30 , 	-   ," 	3,039 ",,,,,,,,,,
CN, 	20 , 	28 , 	11 , 	10 , 	58 , 	17 , 	46 , 	44 , 	54 , 	10 , 	27 , 	68 , 	16 , 	10 , 	7 , 	5 , 	5 , 	16 , 	15 , 	63 , 	158 , 	51 , 	24 , 	49 , 	10 , 	226 , 	137 , 	314 , 	138 , 	63 , 	47 , 	17 , 	21 , 	25 , 	12 , 	2 , 	5 , 	24 , 	191 , 	8 , 	12 , 	85 , 	17 , 	3 , 	18 , 	-   ," 	2,181 ",,,,,,,,,,
PH, 	4 , 	11 , 	8 , 	7 , 	61 , 	8 , 	37 , 	42 , 	53 , 	10 , 	16 , 	67 , 	10 , 	3 , 	6 , 	2 , 	5 , 	11 , 	58 , 	15 , 	85 , 	25 , 	14 , 	55 , 	8 , 	327 , 	195 , 	360 , 	164 , 	64 , 	39 , 	13 , 	11 , 	20 , 	7 , 	2 , 	5 , 	13 , 	62 , 	6 , 	10 , 	114 , 	23 , 	2 , 	31 , 	-   ," 	2,083 ",,,,,,,,,,
WC, 	11 , 	29 , 	17 , 	18 , 	108 , 	13 , 	49 , 	60 , 	67 , 	15 , 	26 , 	82 , 	14 , 	3 , 	6 , 	5 , 	5 , 	19 , 	192 , 	95 , 	21 , 	41 , 	26 , 	90 , 	12 , 	468 , 	296 , 	420 , 	232 , 	92 , 	64 , 	25 , 	12 , 	32 , 	7 , 	4 , 	4 , 	19 , 	120 , 	7 , 	10 , 	134 , 	23 , 	3 , 	22 , 	-   ," 	3,010 ",,,,,,,,,,
LF, 	5 , 	10 , 	11 , 	9 , 	61 , 	8 , 	27 , 	33 , 	37 , 	10 , 	12 , 	54 , 	5 , 	2 , 	2 , 	1 , 	2 , 	7 , 	64 , 	26 , 	35 , 	11 , 	12 , 	50 , 	4 , 	273 , 	162 , 	246 , 	150 , 	41 , 	31 , 	13 , 	8 , 	9 , 	3 , 	1 , 	1 , 	6 , 	19 , 	4 , 	3 , 	74 , 	13 , 	1 , 	18 , 	-   ," 	1,570 ",,,,,,,,,,
OR, 	6 , 	9 , 	9 , 	6 , 	48 , 	7 , 	17 , 	27 , 	33 , 	7 , 	13 , 	37 , 	5 , 	2 , 	3 , 	-   , 	1 , 	4 , 	24 , 	19 , 	27 , 	10 , 	5 , 	53 , 	4 , 	202 , 	117 , 	196 , 	107 , 	38 , 	30 , 	12 , 	4 , 	11 , 	3 , 	2 , 	2 , 	2 , 	11 , 	2 , 	5 , 	55 , 	18 , 	1 , 	9 , 	-   ," 	1,199 ",,,,,,,,,,
RR, 	18 , 	24 , 	27 , 	17 , 	54 , 	10 , 	40 , 	77 , 	71 , 	20 , 	36 , 	70 , 	21 , 	6 , 	11 , 	5 , 	7 , 	15 , 	46 , 	60 , 	89 , 	61 , 	45 , 	22 , 	21 , 	375 , 	319 , 	468 , 	324 , 	185 , 	120 , 	38 , 	18 , 	23 , 	4 , 	3 , 	6 , 	12 , 	27 , 	6 , 	8 , 	114 , 	38 , 	1 , 	18 , 	-   ," 	2,974 ",,,,,,,,,,
OW, 	12 , 	28 , 	10 , 	13 , 	59 , 	29 , 	37 , 	38 , 	70 , 	19 , 	69 , 	75 , 	28 , 	16 , 	16 , 	6 , 	5 , 	16 , 	9 , 	8 , 	9 , 	4 , 	3 , 	17 , 	16 , 	584 , 	503 , 	973 , 	465 , 	316 , 	208 , 	42 , 	48 , 	38 , 	8 , 	7 , 	14 , 	3 , 	25 , 	5 , 	15 , 	76 , 	22 , 	6 , 	6 , 	-   ," 	3,972 ",,,,,,,,,,
EM, 	172 , 	375 , 	233 , 	340 , 	773 , 	315 , 	468 , 	495 , 	454 , 	376 , 	417 , 	410 , 	411 , 	147 , 	118 , 	71 , 	141 , 	310 , 	262 , 	392 , 	558 , 	321 , 	232 , 	442 , 	695 , 	79 , 	50 , 	311 , 	151 , 	514 , 	642 , 	347 , 	540 , 	418 , 	132 , 	122 , 	742 , 	141 , 	255 , 	112 , 	145 , 	467 , 	321 , 	210 , 	78 , 	-   ," 	14,699 ",,,,,,,,,,
MT, 	149 , 	324 , 	175 , 	293 , 	465 , 	238 , 	380 , 	373 , 	372 , 	318 , 	382 , 	261 , 	345 , 	108 , 	81 , 	47 , 	102 , 	216 , 	180 , 	226 , 	318 , 	167 , 	133 , 	358 , 	632 , 	41 , 	40 , 	74 , 	91 , 	476 , 	588 , 	431 ," 	1,031 ", 	474 , 	139 , 	89 , 	259 , 	75 , 	156 , 	130 , 	113 , 	395 , 	251 , 	94 , 	42 , 	-   ," 	11,628 ",,,,,,,,,,
PL, 	284 , 	590 , 	295 , 	335 , 	842 , 	318 , 	545 , 	516 , 	540 , 	482 , 	637 , 	448 , 	586 , 	198 , 	157 , 	100 , 	163 , 	380 , 	265 , 	328 , 	398 , 	240 , 	179 , 	454 , 	978 , 	341 , 	68 , 	125 , 	228 ," 	1,415 "," 	1,639 ", 	977 ," 	1,768 "," 	1,260 ", 	348 , 	145 , 	498 , 	114 , 	333 , 	296 , 	294 ," 	1,578 ", 	657 , 	158 , 	109 , 	-   ," 	22,605 ",,,,,,,,,,
CC, 	105 , 	205 , 	141 , 	237 , 	416 , 	248 , 	377 , 	391 , 	325 , 	264 , 	337 , 	220 , 	238 , 	80 , 	53 , 	29 , 	52 , 	146 , 	127 , 	150 , 	223 , 	143 , 	105 , 	321 , 	502 , 	153 , 	77 , 	209 , 	58 , 	483 , 	591 , 	325 , 	549 , 	430 , 	139 , 	54 , 	193 , 	54 , 	99 , 	137 , 	142 , 	508 , 	356 , 	60 , 	35 , 	-   ," 	10,081 ",,,,,,,,,,
16, 	93 , 	132 , 	81 , 	156 , 	303 , 	176 , 	290 , 	305 , 	188 , 	190 , 	219 , 	142 , 	130 , 	38 , 	34 , 	27 , 	22 , 	70 , 	64 , 	74 , 	92 , 	45 , 	44 , 	191 , 	333 , 	487 , 	428 ," 	1,493 ", 	550 , 	38 , 	228 , 	293 , 	465 , 	312 , 	112 , 	25 , 	83 , 	16 , 	64 , 	93 , 	100 , 	192 , 	262 , 	36 , 	12 , 	-   ," 	8,723 ",,,,,,,,,,
24, 	111 , 	115 , 	61 , 	114 , 	212 , 	133 , 	214 , 	238 , 	152 , 	129 , 	210 , 	116 , 	100 , 	32 , 	29 , 	23 , 	23 , 	43 , 	40 , 	52 , 	67 , 	37 , 	29 , 	129 , 	265 , 	551 , 	484 ," 	1,790 ", 	689 , 	224 , 	48 , 	267 , 	456 , 	318 , 	121 , 	18 , 	49 , 	20 , 	75 , 	101 , 	166 , 	177 , 	247 , 	19 , 	20 , 	-   ," 	8,507 ",,,,,,,,,,
GP, 	20 , 	32 , 	21 , 	31 , 	89 , 	29 , 	47 , 	58 , 	52 , 	33 , 	38 , 	58 , 	28 , 	9 , 	8 , 	5 , 	6 , 	17 , 	17 , 	18 , 	19 , 	12 , 	13 , 	36 , 	50 , 	299 , 	299 ," 	1,083 ", 	298 , 	273 , 	254 , 	19 , 	58 , 	49 , 	34 , 	6 , 	24 , 	6 , 	24 , 	22 , 	69 , 	89 , 	81 , 	6 , 	10 , 	-   ," 	3,744 ",,,,,,,,,,
BP, 	38 , 	48 , 	15 , 	22 , 	58 , 	24 , 	34 , 	38 , 	51 , 	39 , 	47 , 	59 , 	35 , 	21 , 	13 , 	11 , 	8 , 	15 , 	17 , 	14 , 	14 , 	6 , 	6 , 	18 , 	52 , 	409 , 	494 ," 	2,030 ", 	473 , 	405 , 	392 , 	56 , 	42 , 	51 , 	52 , 	7 , 	26 , 	7 , 	30 , 	33 , 	112 , 	106 , 	80 , 	8 , 	5 , 	-   ," 	5,514 ",,,,,,,,,,
DC, 	32 , 	45 , 	20 , 	21 , 	86 , 	20 , 	31 , 	55 , 	51 , 	35 , 	51 , 	154 , 	34 , 	14 , 	16 , 	13 , 	13 , 	32 , 	24 , 	18 , 	29 , 	10 , 	13 , 	26 , 	41 , 	382 , 	386 ," 	1,373 ", 	388 , 	306 , 	315 , 	49 , 	70 , 	28 , 	34 , 	10 , 	39 , 	6 , 	36 , 	37 , 	107 , 	178 , 	119 , 	13 , 	12 , 	-   ," 	4,767 ",,,,,,,,,,
CM, 	12 , 	16 , 	6 , 	7 , 	14 , 	4 , 	6 , 	13 , 	23 , 	7 , 	7 , 	19 , 	10 , 	5 , 	3 , 	3 , 	3 , 	5 , 	8 , 	8 , 	6 , 	3 , 	2 , 	4 , 	6 , 	96 , 	105 , 	393 , 	138 , 	93 , 	110 , 	37 , 	54 , 	24 , 	12 , 	1 , 	3 , 	3 , 	15 , 	10 , 	45 , 	109 , 	43 , 	-   , 	2 , 	-   ," 	1,487 ",,,,,,,,,,
CV, 	3 , 	8 , 	5 , 	4 , 	19 , 	4 , 	8 , 	10 , 	8 , 	39 , 	37 , 	97 , 	20 , 	64 , 	17 , 	17 , 	13 , 	23 , 	3 , 	2 , 	3 , 	1 , 	1 , 	3 , 	6 , 	98 , 	64 , 	162 , 	63 , 	20 , 	19 , 	7 , 	8 , 	9 , 	3 , 	14 , 	60 , 	0 , 	2 , 	1 , 	4 , 	11 , 	3 , 	90 , 	6 , 	-   ," 	1,053 ",,,,,,,,,,
ED, 	7 , 	16 , 	9 , 	11 , 	78 , 	9 , 	13 , 	22 , 	24 , 	65 , 	73 , 	401 , 	23 , 	126 , 	42 , 	19 , 	24 , 	90 , 	5 , 	5 , 	4 , 	2 , 	1 , 	8 , 	12 , 	672 , 	252 , 	487 , 	181 , 	77 , 	47 , 	26 , 	30 , 	47 , 	6 , 	64 , 	50 , 	-   , 	6 , 	6 , 	6 , 	86 , 	17 , 	30 , 	51 , 	-   ," 	3,224 ",,,,,,,,,,
NC, 	2 , 	3 , 	3 , 	2 , 	14 , 	4 , 	11 , 	11 , 	8 , 	3 , 	5 , 	39 , 	5 , 	1 , 	2 , 	1 , 	1 , 	6 , 	24 , 	11 , 	18 , 	6 , 	3 , 	12 , 	4 , 	117 , 	74 , 	118 , 	65 , 	17 , 	15 , 	7 , 	10 , 	12 , 	2 , 	0 , 	1 , 	7 , 	24 , 	3 , 	5 , 	30 , 	7 , 	1 , 	10 , 	-   , 	717 ,,,,,,,,,,
WP, 	28 , 	32 , 	8 , 	10 , 	51 , 	19 , 	99 , 	51 , 	68 , 	15 , 	42 , 	119 , 	24 , 	14 , 	23 , 	13 , 	9 , 	25 , 	197 , 	71 , 	119 , 	23 , 	13 , 	33 , 	31 , 	237 , 	149 , 	378 , 	131 , 	72 , 	81 , 	33 , 	40 , 	52 , 	19 , 	3 , 	7 , 	30 , 	23 , 	18 , 	29 , 	112 , 	22 , 	6 , 	17 , 	-   ," 	2,587 ",,,,,,,,,,
SS, 	4 , 	15 , 	6 , 	7 , 	16 , 	5 , 	9 , 	12 , 	13 , 	4 , 	13 , 	33 , 	6 , 	4 , 	2 , 	4 , 	3 , 	5 , 	6 , 	5 , 	8 , 	3 , 	2 , 	4 , 	10 , 	85 , 	96 , 	319 , 	122 , 	76 , 	77 , 	26 , 	39 , 	37 , 	7 , 	2 , 	8 , 	2 , 	16 , 	10 , 	31 , 	43 , 	18 , 	2 , 	2 , 	-   ," 	1,212 ",,,,,,,,,,
SB, 	16 , 	23 , 	7 , 	2 , 	23 , 	8 , 	16 , 	17 , 	23 , 	11 , 	20 , 	29 , 	10 , 	7 , 	5 , 	4 , 	3 , 	8 , 	8 , 	12 , 	13 , 	3 , 	4 , 	7 , 	21 , 	123 , 	103 , 	354 , 	153 , 	101 , 	145 , 	67 , 	125 , 	123 , 	45 , 	3 , 	6 , 	4 , 	24 , 	30 , 	14 , 	52 , 	29 , 	3 , 	4 , 	-   ," 	1,804 ",,,,,,,,,,
SO, 	35 , 	68 , 	49 , 	66 , 	248 , 	43 , 	81 , 	66 , 	67 , 	32 , 	42 , 	27 , 	35 , 	11 , 	12 , 	6 , 	12 , 	28 , 	66 , 	95 , 	113 , 	60 , 	47 , 	114 , 	81 , 	298 , 	255 ," 	1,072 ", 	377 , 	146 , 	147 , 	76 , 	98 , 	171 , 	89 , 	7 , 	71 , 	27 , 	98 , 	30 , 	46 , 	62 , 	302 , 	20 , 	19 , 	-   ," 	4,911 ",,,,,,,,,,
MB, 	14 , 	29 , 	22 , 	26 , 	122 , 	28 , 	34 , 	41 , 	49 , 	20 , 	23 , 	29 , 	7 , 	6 , 	5 , 	3 , 	6 , 	7 , 	17 , 	23 , 	21 , 	17 , 	16 , 	37 , 	21 , 	253 , 	198 , 	629 , 	337 , 	208 , 	205 , 	95 , 	96 , 	135 , 	39 , 	3 , 	18 , 	6 , 	19 , 	20 , 	23 , 	297 , 	30 , 	5 , 	5 , 	-   ," 	3,237 ",,,,,,,,,,
WD, 	3 , 	6 , 	4 , 	3 , 	28 , 	5 , 	10 , 	12 , 	10 , 	31 , 	48 , 	125 , 	22 , 	114 , 	37 , 	16 , 	16 , 	32 , 	3 , 	2 , 	2 , 	1 , 	1 , 	3 , 	5 , 	204 , 	89 , 	184 , 	61 , 	30 , 	19 , 	8 , 	7 , 	17 , 	2 , 	92 , 	28 , 	0 , 	5 , 	2 , 	3 , 	27 , 	9 , 	18 , 	19 , 	-   ," 	1,357 ",,,,,,,,,,
OA, 	8 , 	20 , 	20 , 	29 , 	131 , 	25 , 	17 , 	19 , 	17 , 	13 , 	8 , 	37 , 	10 , 	4 , 	7 , 	6 , 	11 , 	17 , 	17 , 	23 , 	19 , 	9 , 	5 , 	20 , 	5 , 	69 , 	40 , 	89 , 	43 , 	18 , 	17 , 	9 , 	9 , 	7 , 	1 , 	2 , 	27 , 	7 , 	13 , 	1 , 	1 , 	19 , 	5 , 	12 , 	9 , 	-   , 	889 ,,,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
Entries," 	2,171 "," 	3,830 "," 	2,410 "," 	2,602 "," 	7,693 "," 	2,895 "," 	4,195 "," 	4,311 "," 	4,390 "," 	3,198 "," 	4,529 "," 	5,823 "," 	3,378 "," 	2,085 "," 	1,668 ", 	947 ," 	1,337 "," 	3,058 "," 	2,200 "," 	2,201 "," 	3,010 "," 	1,603 "," 	1,208 "," 	3,054 "," 	4,399 "," 	12,327 "," 	9,229 "," 	23,750 "," 	10,417 "," 	8,294 "," 	8,070 "," 	3,932 "," 	6,306 "," 	4,877 "," 	1,537 "," 	1,073 "," 	3,278 ", 	718 ," 	2,305 "," 	1,281 "," 	1,727 "," 	6,184 "," 	3,453 "," 	1,304 ", 	996 , 	-   ," 	189,248 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
