Exit stations,Entry stations->,,SUNDAY,,,May 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	9 , 	54 , 	54 , 	32 , 	162 , 	44 , 	56 , 	29 , 	41 , 	25 , 	63 , 	64 , 	18 , 	8 , 	11 , 	6 , 	6 , 	12 , 	19 , 	2 , 	7 , 	3 , 	5 , 	9 , 	12 , 	109 , 	80 , 	218 , 	91 , 	84 , 	80 , 	18 , 	34 , 	21 , 	9 , 	1 , 	6 , 	2 , 	19 , 	5 , 	9 , 	31 , 	13 , 	1 , 	8 , 	-   ," 	1,590 ",,,,,,,,,,,
EN, 	53 , 	14 , 	47 , 	40 , 	280 , 	75 , 	97 , 	64 , 	84 , 	44 , 	67 , 	134 , 	30 , 	18 , 	17 , 	9 , 	12 , 	34 , 	22 , 	5 , 	18 , 	11 , 	7 , 	14 , 	22 , 	231 , 	195 , 	439 , 	158 , 	104 , 	95 , 	27 , 	41 , 	39 , 	15 , 	6 , 	12 , 	2 , 	20 , 	11 , 	16 , 	90 , 	22 , 	4 , 	34 , 	-   ," 	2,782 ",,,,,,,,,,,
EP, 	59 , 	44 , 	12 , 	40 , 	241 , 	55 , 	45 , 	56 , 	74 , 	29 , 	38 , 	70 , 	14 , 	8 , 	6 , 	3 , 	7 , 	22 , 	8 , 	7 , 	13 , 	6 , 	5 , 	20 , 	8 , 	153 , 	124 , 	228 , 	126 , 	71 , 	51 , 	17 , 	12 , 	12 , 	5 , 	2 , 	4 , 	1 , 	9 , 	3 , 	6 , 	62 , 	16 , 	5 , 	31 , 	-   ," 	1,831 ",,,,,,,,,,,
NB, 	32 , 	38 , 	38 , 	14 , 	76 , 	43 , 	45 , 	61 , 	60 , 	33 , 	43 , 	67 , 	17 , 	10 , 	9 , 	5 , 	8 , 	23 , 	7 , 	9 , 	20 , 	7 , 	3 , 	12 , 	9 , 	234 , 	177 , 	275 , 	228 , 	118 , 	93 , 	32 , 	18 , 	19 , 	5 , 	4 , 	7 , 	3 , 	7 , 	3 , 	3 , 	99 , 	24 , 	2 , 	33 , 	-   ," 	2,072 ",,,,,,,,,,,
BK, 	160 , 	285 , 	255 , 	83 , 	42 , 	138 , 	148 , 	172 , 	192 , 	84 , 	137 , 	94 , 	62 , 	31 , 	37 , 	11 , 	39 , 	144 , 	27 , 	31 , 	52 , 	31 , 	19 , 	26 , 	46 , 	454 , 	292 , 	693 , 	382 , 	227 , 	159 , 	59 , 	41 , 	64 , 	10 , 	11 , 	45 , 	8 , 	23 , 	13 , 	15 , 	213 , 	94 , 	13 , 	96 , 	-   ," 	5,259 ",,,,,,,,,,,
AS, 	50 , 	79 , 	54 , 	40 , 	131 , 	16 , 	52 , 	79 , 	94 , 	45 , 	62 , 	87 , 	23 , 	13 , 	13 , 	7 , 	11 , 	20 , 	11 , 	8 , 	10 , 	7 , 	4 , 	7 , 	25 , 	183 , 	143 , 	259 , 	205 , 	163 , 	97 , 	31 , 	18 , 	15 , 	4 , 	3 , 	9 , 	2 , 	14 , 	4 , 	3 , 	79 , 	20 , 	4 , 	35 , 	-   ," 	2,235 ",,,,,,,,,,,
MA, 	62 , 	88 , 	35 , 	40 , 	140 , 	50 , 	16 , 	59 , 	71 , 	34 , 	76 , 	115 , 	40 , 	22 , 	19 , 	11 , 	12 , 	29 , 	41 , 	25 , 	38 , 	21 , 	14 , 	38 , 	36 , 	296 , 	227 , 	418 , 	327 , 	227 , 	160 , 	30 , 	28 , 	26 , 	8 , 	6 , 	8 , 	9 , 	59 , 	4 , 	9 , 	120 , 	26 , 	4 , 	36 , 	-   ," 	3,160 ",,,,,,,,,,,
19, 	30 , 	58 , 	53 , 	64 , 	154 , 	80 , 	50 , 	20 , 	14 , 	18 , 	61 , 	96 , 	43 , 	18 , 	20 , 	11 , 	11 , 	29 , 	36 , 	37 , 	43 , 	20 , 	17 , 	52 , 	35 , 	265 , 	209 , 	383 , 	314 , 	218 , 	156 , 	45 , 	33 , 	38 , 	9 , 	6 , 	15 , 	7 , 	34 , 	9 , 	10 , 	108 , 	26 , 	3 , 	30 , 	-   ," 	2,988 ",,,,,,,,,,,
12, 	44 , 	74 , 	64 , 	49 , 	161 , 	79 , 	67 , 	12 , 	27 , 	18 , 	60 , 	130 , 	40 , 	31 , 	27 , 	11 , 	13 , 	29 , 	38 , 	35 , 	40 , 	20 , 	17 , 	57 , 	44 , 	305 , 	239 , 	487 , 	277 , 	162 , 	125 , 	42 , 	47 , 	37 , 	19 , 	6 , 	11 , 	6 , 	37 , 	10 , 	19 , 	135 , 	35 , 	5 , 	34 , 	-   ," 	3,226 ",,,,,,,,,,,
LM, 	25 , 	46 , 	36 , 	30 , 	88 , 	45 , 	35 , 	18 , 	20 , 	17 , 	118 , 	171 , 	124 , 	62 , 	36 , 	23 , 	26 , 	58 , 	8 , 	6 , 	10 , 	4 , 	6 , 	16 , 	30 , 	244 , 	223 , 	450 , 	287 , 	197 , 	140 , 	41 , 	43 , 	32 , 	3 , 	36 , 	54 , 	3 , 	8 , 	2 , 	4 , 	34 , 	12 , 	26 , 	37 , 	-   ," 	2,932 ",,,,,,,,,,,
FV, 	62 , 	69 , 	39 , 	41 , 	143 , 	66 , 	77 , 	69 , 	71 , 	118 , 	22 , 	202 , 	95 , 	82 , 	61 , 	33 , 	23 , 	68 , 	24 , 	11 , 	22 , 	7 , 	10 , 	29 , 	61 , 	291 , 	226 , 	532 , 	307 , 	221 , 	173 , 	38 , 	46 , 	40 , 	5 , 	29 , 	49 , 	3 , 	30 , 	7 , 	13 , 	61 , 	16 , 	38 , 	19 , 	-   ," 	3,649 ",,,,,,,,,,,
CL, 	68 , 	159 , 	76 , 	75 , 	96 , 	85 , 	129 , 	100 , 	123 , 	150 , 	208 , 	17 , 	213 , 	156 , 	116 , 	75 , 	154 , 	338 , 	68 , 	72 , 	110 , 	69 , 	50 , 	74 , 	64 , 	258 , 	174 , 	363 , 	208 , 	117 , 	116 , 	59 , 	47 , 	90 , 	7 , 	104 , 	437 , 	44 , 	84 , 	15 , 	23 , 	37 , 	28 , 	168 , 	41 , 	-   ," 	5,264 ",,,,,,,,,,,
SL, 	13 , 	25 , 	16 , 	18 , 	74 , 	19 , 	36 , 	59 , 	58 , 	109 , 	108 , 	214 , 	12 , 	50 , 	40 , 	12 , 	17 , 	29 , 	14 , 	9 , 	7 , 	4 , 	4 , 	16 , 	18 , 	267 , 	196 , 	450 , 	189 , 	129 , 	102 , 	20 , 	29 , 	34 , 	6 , 	15 , 	16 , 	5 , 	16 , 	4 , 	8 , 	60 , 	7 , 	17 , 	17 , 	-   ," 	2,568 ",,,,,,,,,,,
BF, 	10 , 	15 , 	7 , 	11 , 	31 , 	14 , 	21 , 	25 , 	37 , 	70 , 	95 , 	162 , 	43 , 	8 , 	86 , 	37 , 	54 , 	132 , 	8 , 	3 , 	6 , 	3 , 	2 , 	7 , 	14 , 	108 , 	91 , 	188 , 	73 , 	35 , 	24 , 	9 , 	19 , 	20 , 	3 , 	47 , 	86 , 	2 , 	11 , 	4 , 	3 , 	17 , 	6 , 	90 , 	6 , 	-   ," 	1,742 ",,,,,,,,,,,
HY, 	11 , 	17 , 	6 , 	8 , 	38 , 	12 , 	24 , 	23 , 	32 , 	31 , 	62 , 	124 , 	32 , 	88 , 	11 , 	37 , 	56 , 	127 , 	7 , 	3 , 	7 , 	2 , 	1 , 	8 , 	13 , 	84 , 	45 , 	106 , 	47 , 	23 , 	26 , 	6 , 	10 , 	12 , 	4 , 	15 , 	33 , 	2 , 	16 , 	2 , 	2 , 	18 , 	3 , 	30 , 	12 , 	-   ," 	1,274 ",,,,,,,,,,,
SH, 	8 , 	11 , 	1 , 	6 , 	13 , 	7 , 	9 , 	12 , 	12 , 	18 , 	33 , 	70 , 	13 , 	46 , 	34 , 	7 , 	22 , 	63 , 	7 , 	0 , 	3 , 	1 , 	1 , 	3 , 	6 , 	47 , 	36 , 	79 , 	21 , 	19 , 	16 , 	6 , 	8 , 	11 , 	4 , 	9 , 	17 , 	1 , 	9 , 	1 , 	3 , 	9 , 	5 , 	12 , 	10 , 	-   , 	728 ,,,,,,,,,,,
UC, 	6 , 	13 , 	5 , 	8 , 	36 , 	12 , 	14 , 	17 , 	17 , 	24 , 	30 , 	140 , 	12 , 	59 , 	53 , 	26 , 	11 , 	73 , 	6 , 	4 , 	4 , 	1 , 	1 , 	3 , 	5 , 	120 , 	72 , 	130 , 	49 , 	25 , 	22 , 	8 , 	8 , 	14 , 	4 , 	11 , 	20 , 	1 , 	11 , 	1 , 	2 , 	21 , 	3 , 	10 , 	15 , 	-   ," 	1,126 ",,,,,,,,,,,
FM, 	14 , 	39 , 	20 , 	19 , 	127 , 	21 , 	30 , 	37 , 	40 , 	44 , 	64 , 	319 , 	27 , 	132 , 	117 , 	57 , 	73 , 	26 , 	16 , 	12 , 	14 , 	4 , 	4 , 	12 , 	10 , 	242 , 	158 , 	320 , 	130 , 	62 , 	45 , 	12 , 	17 , 	27 , 	3 , 	14 , 	56 , 	3 , 	21 , 	2 , 	7 , 	41 , 	6 , 	23 , 	32 , 	-   ," 	2,498 ",,,,,,,,,,,
CN, 	18 , 	17 , 	7 , 	6 , 	30 , 	11 , 	38 , 	34 , 	44 , 	7 , 	29 , 	60 , 	17 , 	8 , 	6 , 	6 , 	7 , 	14 , 	16 , 	44 , 	120 , 	37 , 	21 , 	39 , 	10 , 	176 , 	127 , 	225 , 	103 , 	60 , 	48 , 	19 , 	22 , 	28 , 	9 , 	2 , 	5 , 	21 , 	143 , 	7 , 	7 , 	98 , 	13 , 	3 , 	23 , 	-   ," 	1,784 ",,,,,,,,,,,
