Exit stations,Entry stations->,,SUNDAY,,,Apr 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	4 , 	34 , 	55 , 	23 , 	125 , 	42 , 	50 , 	22 , 	41 , 	15 , 	51 , 	55 , 	13 , 	13 , 	16 , 	6 , 	6 , 	16 , 	8 , 	3 , 	3 , 	4 , 	2 , 	6 , 	14 , 	62 , 	43 , 	149 , 	67 , 	38 , 	54 , 	9 , 	24 , 	17 , 	7 , 	2 , 	10 , 	1 , 	24 , 	9 , 	6 , 	16 , 	14 ," 	1,173 ",,,Eastbay," 	24,164 ",,SF CBD," 	60,139 ",57.8%,,,
EN, 	39 , 	6 , 	39 , 	30 , 	171 , 	53 , 	72 , 	37 , 	76 , 	29 , 	65 , 	108 , 	18 , 	18 , 	29 , 	12 , 	12 , 	31 , 	14 , 	11 , 	13 , 	4 , 	3 , 	13 , 	19 , 	137 , 	98 , 	318 , 	118 , 	46 , 	61 , 	25 , 	35 , 	29 , 	15 , 	5 , 	16 , 	2 , 	29 , 	10 , 	13 , 	46 , 	23 ," 	1,946 ",,,Westbay," 	32,647 ",,non-CBD," 	39,663 ",38.1%,,,
EP, 	54 , 	37 , 	5 , 	29 , 	190 , 	49 , 	46 , 	27 , 	45 , 	25 , 	31 , 	75 , 	10 , 	8 , 	11 , 	4 , 	7 , 	16 , 	6 , 	9 , 	12 , 	3 , 	3 , 	15 , 	7 , 	86 , 	64 , 	196 , 	90 , 	33 , 	22 , 	8 , 	11 , 	14 , 	3 , 	5 , 	9 , 	1 , 	6 , 	3 , 	3 , 	43 , 	12 ," 	1,332 ",,,Transbay," 	47,317 ",,,,,,,
NB, 	26 , 	34 , 	30 , 	5 , 	56 , 	28 , 	41 , 	29 , 	72 , 	22 , 	34 , 	75 , 	13 , 	19 , 	10 , 	4 , 	6 , 	20 , 	8 , 	6 , 	9 , 	5 , 	3 , 	8 , 	6 , 	140 , 	92 , 	245 , 	160 , 	68 , 	62 , 	16 , 	12 , 	12 , 	3 , 	3 , 	9 , 	1 , 	7 , 	5 , 	3 , 	70 , 	14 ," 	1,483 ",,,,,,,,,,,
BK, 	150 , 	161 , 	197 , 	57 , 	11 , 	114 , 	135 , 	121 , 	159 , 	58 , 	95 , 	203 , 	38 , 	40 , 	33 , 	21 , 	43 , 	190 , 	21 , 	19 , 	43 , 	19 , 	13 , 	18 , 	36 , 	261 , 	180 , 	629 , 	308 , 	144 , 	115 , 	52 , 	39 , 	64 , 	11 , 	19 , 	48 , 	6 , 	16 , 	8 , 	10 , 	163 , 	75 ," 	4,140 ",,,,,,,,,,,
AS, 	43 , 	55 , 	46 , 	31 , 	99 , 	4 , 	56 , 	59 , 	60 , 	36 , 	60 , 	71 , 	23 , 	24 , 	17 , 	11 , 	8 , 	25 , 	7 , 	7 , 	15 , 	4 , 	4 , 	7 , 	26 , 	112 , 	83 , 	185 , 	159 , 	95 , 	80 , 	18 , 	21 , 	15 , 	4 , 	2 , 	9 , 	3 , 	12 , 	4 , 	2 , 	45 , 	13 ," 	1,656 ",,,,,,,,,,,
MA, 	55 , 	66 , 	45 , 	38 , 	124 , 	55 , 	6 , 	44 , 	52 , 	21 , 	60 , 	113 , 	34 , 	43 , 	34 , 	16 , 	18 , 	30 , 	32 , 	27 , 	31 , 	19 , 	9 , 	25 , 	28 , 	184 , 	108 , 	358 , 	255 , 	146 , 	104 , 	31 , 	26 , 	20 , 	5 , 	6 , 	16 , 	7 , 	51 , 	4 , 	8 , 	78 , 	18 ," 	2,442 ",,,,,,,,,,,
19, 	25 , 	35 , 	27 , 	29 , 	111 , 	58 , 	40 , 	5 , 	11 , 	10 , 	34 , 	59 , 	25 , 	24 , 	19 , 	10 , 	9 , 	26 , 	17 , 	14 , 	21 , 	7 , 	8 , 	31 , 	20 , 	126 , 	83 , 	212 , 	158 , 	87 , 	65 , 	18 , 	18 , 	15 , 	6 , 	5 , 	10 , 	3 , 	31 , 	2 , 	2 , 	40 , 	10 ," 	1,565 ",,,,,,,,,,,
12, 	38 , 	63 , 	43 , 	56 , 	115 , 	51 , 	46 , 	11 , 	6 , 	16 , 	49 , 	142 , 	43 , 	65 , 	32 , 	20 , 	25 , 	45 , 	38 , 	17 , 	33 , 	11 , 	19 , 	40 , 	31 , 	165 , 	131 , 	365 , 	165 , 	66 , 	59 , 	26 , 	40 , 	24 , 	11 , 	8 , 	18 , 	8 , 	37 , 	8 , 	8 , 	68 , 	24 ," 	2,281 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	18 , 	30 , 	19 , 	21 , 	68 , 	31 , 	26 , 	7 , 	16 , 	4 , 	75 , 	96 , 	66 , 	81 , 	31 , 	25 , 	24 , 	44 , 	4 , 	5 , 	9 , 	3 , 	4 , 	15 , 	18 , 	124 , 	114 , 	349 , 	164 , 	96 , 	73 , 	21 , 	34 , 	21 , 	5 , 	29 , 	45 , 	2 , 	10 , 	4 , 	3 , 	23 , 	5 ," 	1,859 ",,,Dtwn SF," 	1,245 "," 	4,015 "," 	8,933 "," 	3,768 "," 	3,775 "," 	5,214 "," 	3,187 "," 	30,135 "
