Exit stations,Entry stations->,,WEEKDAY,,,Aug 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,,,
RM, 	15 , 	118 , 	83 , 	66 , 	402 , 	98 , 	140 , 	147 , 	179 , 	49 , 	88 , 	73 , 	32 , 	23 , 	27 , 	21 , 	17 , 	29 , 	21 , 	11 , 	18 , 	7 , 	6 , 	17 , 	27 , 	380 , 	407 , 	452 , 	337 , 	187 , 	194 , 	50 , 	63 , 	55 , 	14 , 	6 , 	12 , 	5 , 	38 , 	17 , 	21 , 	63 , 	26 , 	4 , 	14 , 	12 ," 	4,069 ",,,,,,,,,,,,,
EN, 	142 , 	26 , 	98 , 	86 , 	888 , 	152 , 	281 , 	481 , 	577 , 	102 , 	118 , 	144 , 	67 , 	44 , 	54 , 	24 , 	36 , 	69 , 	36 , 	19 , 	33 , 	7 , 	13 , 	29 , 	45 , 	985 ," 	1,104 ", 	926 , 	831 , 	281 , 	218 , 	82 , 	103 , 	97 , 	32 , 	9 , 	28 , 	6 , 	34 , 	38 , 	47 , 	133 , 	71 , 	13 , 	43 , 	22 ," 	8,676 ",,,,,,,,,,,,,
EP, 	88 , 	89 , 	13 , 	49 , 	691 , 	86 , 	129 , 	289 , 	303 , 	67 , 	56 , 	53 , 	29 , 	17 , 	22 , 	8 , 	14 , 	41 , 	17 , 	18 , 	26 , 	10 , 	7 , 	32 , 	15 , 	588 , 	669 , 	414 , 	414 , 	131 , 	75 , 	36 , 	34 , 	33 , 	6 , 	4 , 	17 , 	3 , 	11 , 	9 , 	13 , 	89 , 	35 , 	7 , 	32 , 	13 ," 	4,801 ",,,,,,,,,,,,,
NB, 	69 , 	83 , 	48 , 	15 , 	180 , 	69 , 	86 , 	254 , 	230 , 	50 , 	61 , 	51 , 	31 , 	20 , 	19 , 	10 , 	19 , 	30 , 	22 , 	20 , 	28 , 	10 , 	8 , 	17 , 	15 , 	650 , 	737 , 	411 , 	473 , 	159 , 	97 , 	40 , 	30 , 	35 , 	8 , 	7 , 	14 , 	4 , 	18 , 	10 , 	9 , 	113 , 	35 , 	10 , 	42 , 	14 ," 	4,361 ",,,,,,,,,,,,,
BK, 	456 , 	954 , 	701 , 	194 , 	45 , 	360 , 	388 , 	564 , 	561 , 	249 , 	301 , 	178 , 	190 , 	149 , 	149 , 	84 , 	157 , 	244 , 	129 , 	176 , 	141 , 	83 , 	54 , 	42 , 	86 ," 	1,190 "," 	1,164 ", 	922 , 	809 , 	359 , 	277 , 	155 , 	115 , 	112 , 	45 , 	61 , 	157 , 	53 , 	124 , 	34 , 	48 , 	203 , 	194 , 	64 , 	87 , 	110 ," 	12,920 ",,,,,,,,,,,,,
AS, 	105 , 	135 , 	85 , 	64 , 	335 , 	14 , 	92 , 	251 , 	252 , 	67 , 	107 , 	78 , 	55 , 	40 , 	35 , 	21 , 	43 , 	39 , 	25 , 	25 , 	25 , 	8 , 	5 , 	14 , 	34 , 	717 , 	788 , 	480 , 	541 , 	218 , 	130 , 	39 , 	40 , 	36 , 	9 , 	11 , 	20 , 	5 , 	26 , 	12 , 	14 , 	77 , 	51 , 	9 , 	29 , 	20 ," 	5,227 ",,,,,,,,,,,,,
MA, 	162 , 	287 , 	119 , 	84 , 	387 , 	89 , 	28 , 	199 , 	234 , 	68 , 	164 , 	163 , 	128 , 	96 , 	99 , 	55 , 	82 , 	102 , 	155 , 	175 , 	152 , 	57 , 	42 , 	55 , 	51 ," 	1,129 "," 	1,276 ", 	859 , 	916 , 	388 , 	226 , 	85 , 	73 , 	77 , 	24 , 	22 , 	70 , 	55 , 	265 , 	32 , 	34 , 	139 , 	69 , 	27 , 	36 , 	37 ," 	9,073 ",,,,,,,,,,,,,
19, 	159 , 	491 , 	297 , 	256 , 	521 , 	251 , 	196 , 	30 , 	51 , 	41 , 	175 , 	179 , 	232 , 	199 , 	196 , 	154 , 	213 , 	323 , 	329 , 	381 , 	322 , 	155 , 	104 , 	168 , 	62 ," 	1,356 "," 	1,533 ", 	915 ," 	1,032 ", 	460 , 	339 , 	180 , 	130 , 	144 , 	77 , 	71 , 	223 , 	164 , 	274 , 	73 , 	73 , 	106 , 	139 , 	93 , 	36 , 	107 ," 	13,009 ",,,,,,,,,,,,,
12, 	199 , 	597 , 	293 , 	245 , 	490 , 	242 , 	227 , 	53 , 	39 , 	39 , 	218 , 	288 , 	349 , 	308 , 	271 , 	178 , 	209 , 	299 , 	325 , 	406 , 	292 , 	146 , 	114 , 	148 , 	92 ," 	1,317 "," 	1,341 ", 	978 , 	995 , 	340 , 	315 , 	179 , 	176 , 	188 , 	134 , 	108 , 	238 , 	161 , 	367 , 	83 , 	81 , 	140 , 	160 , 	114 , 	47 , 	80 ," 	13,610 ",,,,,,,,,,,,,
LM, 	43 , 	100 , 	69 , 	50 , 	226 , 	66 , 	69 , 	43 , 	38 , 	20 , 	168 , 	257 , 	286 , 	256 , 	148 , 	90 , 	111 , 	134 , 	37 , 	28 , 	31 , 	9 , 	11 , 	27 , 	36 , 	864 ," 	1,013 ", 	724 , 	643 , 	249 , 	155 , 	66 , 	85 , 	72 , 	8 , 	123 , 	194 , 	14 , 	63 , 	14 , 	16 , 	43 , 	19 , 	76 , 	28 , 	86 ," 	6,909 ",,,,,,,,,,,,,
